route_id,direction_id,delay_time
01,Inbound,1.7
01,Outbound,2.283333333333333
07,Inbound,2.7416666666666667
07,Outbound,1.55
08,Inbound,6.733333333333333
08,Outbound,6.933333333333334
09,Inbound,2.9916666666666667
09,Outbound,3.575
10,Inbound,3.1666666666666665
10,Outbound,2.0833333333333335
100,Inbound,0.8333333333333334
100,Outbound,1.1083333333333334
101,Inbound,1.6333333333333333
101,Outbound,2.0833333333333335
104,Inbound,3.8166666666666664
104,Outbound,3.916666666666667
105,Inbound,4.033333333333333
105,Outbound,5.833333333333333
106,Inbound,0.0
106,Outbound,1.7416666666666667
108,Inbound,1.3666666666666667
108,Outbound,1.5
109,Inbound,1.3833333333333333
109,Outbound,1.725
11,Inbound,3.916666666666667
11,Outbound,4.891666666666667
110,Inbound,3.3916666666666666
110,Outbound,3.183333333333333
111,Inbound,0.0
111,Outbound,0.0
112,Inbound,3.6333333333333333
112,Outbound,4.216666666666667
116,Inbound,0.0
116,Outbound,0.6083333333333333
117,Inbound,1.875
117,Outbound,0.0
119,Inbound,1.4833333333333334
119,Outbound,0.8833333333333333
120,Inbound,1.55
120,Outbound,1.2333333333333334
132,Inbound,0.0
132,Outbound,0.6666666666666666
134,Inbound,0.0
134,Outbound,2.475
137,Inbound,2.2
137,Outbound,3.4833333333333334
14,Inbound,3.2750000000000004
14,Outbound,0.05
15,Inbound,2.666666666666667
15,Outbound,2.3833333333333333
16,Inbound,4.558333333333334
16,Outbound,4.6416666666666675
17,Inbound,4.4
17,Outbound,4.583333333333333
171,Outbound,0.0
18,Inbound,14.716666666666667
18,Outbound,16.55833333333333
191,Inbound,0.8666666666666667
191,Outbound,6.533333333333333
192,Inbound,5.2
192,Outbound,3.95
193,Inbound,0.0
193,Outbound,7.666666666666667
194,Inbound,1.4666666666666668
201,Inbound,0.8416666666666667
201,Outbound,0.7666666666666667
21,Inbound,1.5166666666666666
21,Outbound,2.541666666666667
210,Inbound,1.3333333333333335
210,Outbound,0.65
211,Inbound,2.908333333333333
211,Outbound,0.09166666666666667
215,Inbound,3.4
215,Outbound,2.3583333333333334
216,Inbound,0.5666666666666667
216,Outbound,2.4166666666666665
22,Inbound,1.1
22,Outbound,2.55
220,Inbound,0.9083333333333333
220,Outbound,3.8083333333333336
222,Inbound,0.10833333333333334
222,Outbound,3.3916666666666666
225,Inbound,0.6666666666666666
225,Outbound,3.3333333333333335
226,Inbound,0.42500000000000004
226,Outbound,2.091666666666667
23,Inbound,0.44166666666666665
23,Outbound,1.3583333333333334
230,Inbound,2.0666666666666664
230,Outbound,3.2666666666666666
236,Inbound,1.7166666666666668
236,Outbound,2.416666666666667
238,Inbound,0.0
238,Outbound,2.5666666666666664
24,Inbound,1.5166666666666666
24,Outbound,1.3250000000000002
240,Inbound,0.0
240,Outbound,2.533333333333333
26,Inbound,2.2666666666666666
26,Outbound,1.1166666666666667
28,Inbound,5.316666666666666
28,Outbound,0.0
29,Inbound,4.324999999999999
29,Outbound,2.0083333333333333
30,Inbound,2.9583333333333335
30,Outbound,1.3666666666666667
31,Inbound,3.816666666666667
31,Outbound,2.3833333333333333
32,Inbound,0.18333333333333332
32,Outbound,0.8583333333333334
33,Inbound,0.0
33,Outbound,0.5666666666666667
34,Inbound,3.283333333333333
34,Outbound,2.783333333333333
34E,Inbound,1.6583333333333332
34E,Outbound,4.433333333333334
35,Inbound,1.45
35,Outbound,0.75
350,Inbound,1.75
350,Outbound,3.8333333333333335
36,Inbound,0.0
36,Outbound,1.4166666666666665
37,Inbound,1.2
37,Outbound,2.65
38,Inbound,1.2333333333333334
38,Outbound,3.1166666666666667
39,Inbound,1.7666666666666666
39,Outbound,0.0
40,Inbound,2.033333333333333
40,Outbound,3.1333333333333333
41,Inbound,4.466666666666667
41,Outbound,1.5666666666666667
411,Inbound,1.6333333333333333
411,Outbound,2.6500000000000004
42,Inbound,0.9333333333333333
42,Outbound,0.6000000000000001
426,Inbound,0.925
426,Outbound,0.4083333333333333
429,Inbound,0.6416666666666666
429,Outbound,0.75
43,Inbound,3.3
43,Outbound,3.2
430,Inbound,1.8333333333333335
430,Outbound,3.4833333333333334
435,Inbound,4.591666666666667
435,Outbound,3.2333333333333334
436,Inbound,1.2416666666666667
436,Outbound,1.0666666666666667
44,Inbound,3.025
44,Outbound,3.7416666666666667
441,Inbound,0.06666666666666667
441,Outbound,1.1333333333333333
442,Inbound,0.8333333333333334
442,Outbound,2.216666666666667
45,Inbound,1.6833333333333333
45,Outbound,2.0583333333333336
450,Inbound,3.183333333333333
450,Outbound,3.05
455,Inbound,3.4833333333333334
455,Outbound,2.1083333333333334
47,Inbound,2.083333333333333
47,Outbound,3.466666666666667
50,Inbound,0.26666666666666666
50,Outbound,0.9333333333333333
504,Inbound,2.8083333333333336
504,Outbound,0.0
51,Inbound,4.1
51,Outbound,3.55
55,Inbound,2.533333333333333
55,Outbound,2.55
553,Inbound,2.35
553,Outbound,1.6166666666666667
57,Inbound,1.4833333333333334
57,Outbound,7.575
59,Inbound,1.1666666666666667
59,Outbound,4.1
60,Inbound,2.45
60,Outbound,3.783333333333333
61,Inbound,0.75
61,Outbound,1.0166666666666666
62,Inbound,2.575
62,Outbound,3.8833333333333333
64,Inbound,2.1083333333333334
64,Outbound,3.0416666666666665
65,Inbound,2.666666666666667
65,Outbound,2.875
66,Inbound,2.533333333333333
66,Outbound,2.933333333333333
69,Inbound,3.125
69,Outbound,1.0833333333333335
70,Inbound,2.316666666666667
70,Outbound,3.7666666666666666
