route_id,direction_id,delay_time
01,Inbound,6.333333333333333
01,Outbound,4.483333333333333
07,Inbound,3.05
07,Outbound,1.3083333333333333
08,Inbound,0.6666666666666666
08,Outbound,2.4833333333333334
09,Inbound,1.575
09,Outbound,0.725
10,Inbound,0.6416666666666666
10,Outbound,0.0
100,Inbound,1.3
100,Outbound,1.05
101,Inbound,1.4
101,Outbound,1.825
104,Inbound,1.4083333333333332
104,Outbound,1.2583333333333333
105,Inbound,1.1666666666666667
105,Outbound,1.1333333333333333
106,Inbound,0.0
106,Outbound,1.0083333333333333
108,Inbound,0.8083333333333333
108,Outbound,1.7166666666666666
109,Inbound,0.38333333333333336
109,Outbound,0.6916666666666667
11,Inbound,1.6916666666666667
11,Outbound,2.075
110,Inbound,1.4666666666666668
110,Outbound,0.9833333333333333
111,Inbound,0.0
111,Outbound,2.033333333333333
112,Inbound,1.4
112,Outbound,0.6083333333333334
116,Inbound,0.0
116,Outbound,1.1083333333333334
117,Inbound,1.2916666666666665
117,Outbound,0.3333333333333333
119,Inbound,0.21666666666666667
119,Outbound,0.0
120,Inbound,1.2083333333333333
120,Outbound,0.45
132,Inbound,1.8583333333333334
132,Outbound,1.4
134,Inbound,0.0
134,Outbound,1.225
137,Inbound,0.0
137,Outbound,1.9
14,Inbound,0.3
14,Outbound,0.0
15,Inbound,0.0
15,Outbound,4.566666666666666
16,Inbound,1.125
16,Outbound,0.14166666666666666
17,Inbound,1.05
17,Outbound,1.7583333333333333
171,Outbound,0.6
18,Inbound,0.625
18,Outbound,0.9083333333333333
191,Inbound,3.3
191,Outbound,6.566666666666666
192,Inbound,0.21666666666666667
192,Outbound,0.0
193,Inbound,1.6833333333333333
193,Outbound,16.35
194,Inbound,1.6333333333333333
201,Inbound,0.5416666666666667
201,Outbound,0.7749999999999999
21,Inbound,1.1916666666666667
21,Outbound,2.091666666666667
210,Inbound,0.6000000000000001
210,Outbound,0.7333333333333333
211,Inbound,4.65
211,Outbound,0.0
215,Inbound,1.85
215,Outbound,1.1333333333333333
216,Inbound,0.0
216,Outbound,2.1083333333333334
22,Inbound,1.3666666666666667
22,Outbound,3.25
220,Inbound,0.6
220,Outbound,3.2083333333333335
222,Inbound,0.0
222,Outbound,3.066666666666667
225,Inbound,0.48333333333333334
225,Outbound,2.566666666666667
226,Inbound,0.0
226,Outbound,0.0
23,Inbound,0.0
23,Outbound,2.783333333333333
230,Inbound,1.6166666666666667
230,Outbound,3.216666666666667
236,Inbound,0.8583333333333334
236,Outbound,2.533333333333333
238,Inbound,0.0
238,Outbound,1.35
24,Inbound,0.95
24,Outbound,1.2083333333333333
240,Inbound,0.0
240,Outbound,1.2833333333333334
26,Inbound,1.1166666666666667
26,Outbound,0.26666666666666666
28,Inbound,1.45
28,Outbound,6.4
29,Inbound,1.875
29,Outbound,0.0
30,Inbound,1.1916666666666667
30,Outbound,1.7666666666666666
31,Inbound,1.5916666666666668
31,Outbound,0.18333333333333332
32,Inbound,0.22499999999999998
32,Outbound,0.7666666666666666
33,Inbound,0.3333333333333333
33,Outbound,0.9333333333333333
34,Inbound,0.6666666666666666
34,Outbound,1.7333333333333334
34E,Inbound,0.0
34E,Outbound,1.55
35,Inbound,0.15
35,Outbound,0.05
350,Inbound,0.0
350,Outbound,1.8416666666666668
354,Inbound,0.2833333333333333
354,Outbound,0.0
36,Inbound,0.0
36,Outbound,1.025
37,Inbound,0.0
37,Outbound,0.5833333333333334
38,Inbound,0.6833333333333333
38,Outbound,2.075
39,Inbound,0.0
39,Outbound,0.0
40,Inbound,0.0
40,Outbound,1.5666666666666667
41,Inbound,1.4166666666666665
41,Outbound,0.0
411,Inbound,3.6333333333333333
411,Outbound,1.8083333333333333
42,Inbound,0.9833333333333334
42,Outbound,0.025
426,Inbound,0.0
426,Outbound,0.0
429,Inbound,0.0
429,Outbound,0.0
43,Inbound,2.066666666666667
43,Outbound,0.7333333333333333
430,Inbound,0.0
430,Outbound,2.9749999999999996
435,Inbound,2.625
435,Outbound,0.43333333333333335
436,Inbound,0.7416666666666667
436,Outbound,0.0
44,Inbound,0.9916666666666667
44,Outbound,3.4
441,Inbound,0.0
441,Outbound,0.75
