service_date,route_id,direction_id,half_trip_id,stop_id,time_point_id,time_point_order,point_type,standard_type,scheduled,actual,scheduled_headway,headway,delay_time
2022-01-15,01,Inbound,54289679.0,110,hhgat,1,Startpoint,Schedule,1900-01-01 05:05:00,1900-01-01 05:13:55,,,8.916666666666666
2022-01-15,01,Inbound,54289679.0,67,maput,2,Midpoint,Schedule,1900-01-01 05:07:00,1900-01-01 05:15:28,,,8.466666666666667
2022-01-15,01,Inbound,54289679.0,72,cntsq,3,Midpoint,Schedule,1900-01-01 05:08:00,1900-01-01 05:17:11,,,9.183333333333334
2022-01-15,01,Inbound,54289679.0,75,mit,4,Midpoint,Schedule,1900-01-01 05:11:00,1900-01-01 05:20:20,,,9.333333333333334
2022-01-15,01,Inbound,54289679.0,79,hynes,5,Midpoint,Schedule,1900-01-01 05:14:00,1900-01-01 05:21:45,,,7.75
2022-01-15,01,Inbound,54289679.0,187,masta,6,Midpoint,Schedule,1900-01-01 05:15:00,1900-01-01 05:24:02,,,9.033333333333333
2022-01-15,01,Inbound,54289679.0,59,Wasma,7,Midpoint,Schedule,1900-01-01 05:18:00,1900-01-01 05:25:19,,,7.316666666666666
2022-01-15,01,Inbound,54289679.0,62,Melwa,8,Midpoint,Schedule,1900-01-01 05:22:00,1900-01-01 05:28:41,,,6.683333333333334
2022-01-15,01,Inbound,54289679.0,64,dudly,9,Endpoint,Schedule,1900-01-01 05:28:00,1900-01-01 05:29:17,,,1.2833333333333334
2022-01-15,01,Outbound,54289678.0,64,dudly,1,Startpoint,Schedule,1900-01-01 04:40:00,1900-01-01 04:56:33,,,16.55
2022-01-15,01,Outbound,54289678.0,2,Melwa,2,Midpoint,Schedule,1900-01-01 04:41:00,1900-01-01 04:57:35,,,16.583333333333332
2022-01-15,01,Outbound,54289678.0,10590,Wasma,3,Midpoint,Schedule,1900-01-01 04:44:00,1900-01-01 05:01:57,,,17.95
2022-01-15,01,Outbound,54289678.0,188,masta,4,Midpoint,Schedule,1900-01-01 04:46:00,1900-01-01 05:03:22,,,17.366666666666667
2022-01-15,01,Outbound,54289678.0,93,hynes,5,Midpoint,Schedule,1900-01-01 04:48:00,1900-01-01 05:05:01,,,17.016666666666666
2022-01-15,01,Outbound,54289678.0,97,mit,6,Midpoint,Schedule,1900-01-01 04:51:00,1900-01-01 05:06:40,,,15.666666666666666
2022-01-15,01,Outbound,54289678.0,102,cntsq,7,Midpoint,Schedule,1900-01-01 04:55:00,1900-01-01 05:10:17,,,15.283333333333333
2022-01-15,01,Outbound,54289678.0,108,maput,8,Midpoint,Schedule,1900-01-01 04:58:00,1900-01-01 05:12:21,,,14.35
2022-01-15,01,Outbound,54289678.0,110,hhgat,9,Endpoint,Schedule,1900-01-01 05:02:00,1900-01-01 05:12:49,,,10.816666666666666
2022-01-15,07,Inbound,54289896.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 05:15:00,1900-01-01 05:18:37,,,3.6166666666666667
2022-01-15,07,Inbound,54289896.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 05:18:00,1900-01-01 05:22:54,,,4.9
2022-01-15,07,Inbound,54289896.0,890,bcec,3,Midpoint,Schedule,1900-01-01 05:19:00,1900-01-01 05:26:18,,,7.3
2022-01-15,07,Inbound,54289896.0,892,sosta,4,Midpoint,Schedule,1900-01-01 05:20:00,1900-01-01 05:28:28,,,8.466666666666667
2022-01-15,07,Inbound,54289896.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 05:24:00,1900-01-01 05:32:57,,,8.95
2022-01-15,07,Inbound,54289898.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 06:00:00,1900-01-01 06:02:23,,,2.3833333333333333
2022-01-15,07,Inbound,54289898.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 06:03:00,1900-01-01 06:06:57,,,3.95
2022-01-15,07,Inbound,54289898.0,890,bcec,3,Midpoint,Schedule,1900-01-01 06:06:00,1900-01-01 06:10:01,,,4.016666666666667
2022-01-15,07,Inbound,54289898.0,892,sosta,4,Midpoint,Schedule,1900-01-01 06:08:00,1900-01-01 06:13:00,,,5.0
2022-01-15,07,Inbound,54289898.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 06:13:00,1900-01-01 06:21:45,,,8.75
2022-01-15,07,Inbound,54289900.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 06:40:00,1900-01-01 06:42:42,,,2.7
2022-01-15,07,Inbound,54289900.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 06:43:00,1900-01-01 06:47:44,,,4.733333333333333
2022-01-15,07,Inbound,54289900.0,890,bcec,3,Midpoint,Schedule,1900-01-01 06:46:00,1900-01-01 06:51:44,,,5.733333333333333
2022-01-15,07,Inbound,54289900.0,892,sosta,4,Midpoint,Schedule,1900-01-01 06:48:00,1900-01-01 06:54:22,,,6.366666666666666
2022-01-15,07,Inbound,54289900.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 06:53:00,1900-01-01 06:59:24,,,6.4
2022-01-15,07,Inbound,54289902.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 07:20:00,1900-01-01 07:22:43,,,2.716666666666667
2022-01-15,07,Inbound,54289902.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 07:23:00,1900-01-01 07:28:02,,,5.033333333333333
2022-01-15,07,Inbound,54289902.0,890,bcec,3,Midpoint,Schedule,1900-01-01 07:26:00,1900-01-01 07:32:03,,,6.05
2022-01-15,07,Inbound,54289902.0,892,sosta,4,Midpoint,Schedule,1900-01-01 07:28:00,1900-01-01 07:36:02,,,8.033333333333333
2022-01-15,07,Inbound,54289902.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 07:33:00,1900-01-01 07:39:46,,,6.766666666666667
2022-01-15,07,Inbound,54289904.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 08:00:00,1900-01-01 08:03:14,,,3.2333333333333334
2022-01-15,07,Inbound,54289904.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 08:03:00,1900-01-01 08:08:24,,,5.4
2022-01-15,07,Inbound,54289904.0,890,bcec,3,Midpoint,Schedule,1900-01-01 08:06:00,1900-01-01 08:12:07,,,6.116666666666666
2022-01-15,07,Inbound,54289904.0,892,sosta,4,Midpoint,Schedule,1900-01-01 08:08:00,1900-01-01 08:16:03,,,8.05
2022-01-15,07,Inbound,54289904.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 08:13:00,1900-01-01 08:19:41,,,6.683333333333334
2022-01-15,07,Inbound,54289906.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 08:40:00,1900-01-01 08:39:49,,,0.0
2022-01-15,07,Inbound,54289906.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 08:44:00,1900-01-01 08:44:51,,,0.85
2022-01-15,07,Inbound,54289906.0,890,bcec,3,Midpoint,Schedule,1900-01-01 08:47:00,1900-01-01 08:49:41,,,2.683333333333333
2022-01-15,07,Inbound,54289906.0,892,sosta,4,Midpoint,Schedule,1900-01-01 08:50:00,1900-01-01 08:52:42,,,2.7
2022-01-15,07,Inbound,54289906.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 08:55:00,1900-01-01 08:54:11,,,0.0
2022-01-15,07,Inbound,54289908.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 09:20:00,1900-01-01 09:25:30,,,5.5
2022-01-15,07,Inbound,54289908.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 09:24:00,1900-01-01 09:31:07,,,7.116666666666666
2022-01-15,07,Inbound,54289908.0,890,bcec,3,Midpoint,Schedule,1900-01-01 09:27:00,1900-01-01 09:34:10,,,7.166666666666667
2022-01-15,07,Inbound,54289908.0,892,sosta,4,Midpoint,Schedule,1900-01-01 09:30:00,1900-01-01 09:37:45,,,7.75
2022-01-15,07,Inbound,54289908.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 09:35:00,1900-01-01 09:40:41,,,5.683333333333334
2022-01-15,07,Inbound,54289910.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 10:00:00,1900-01-01 09:59:35,,,0.0
2022-01-15,07,Inbound,54289910.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 10:04:00,1900-01-01 10:03:30,,,0.0
2022-01-15,07,Inbound,54289910.0,890,bcec,3,Midpoint,Schedule,1900-01-01 10:07:00,1900-01-01 10:07:28,,,0.4666666666666667
2022-01-15,07,Inbound,54289910.0,892,sosta,4,Midpoint,Schedule,1900-01-01 10:10:00,1900-01-01 10:11:00,,,1.0
2022-01-15,07,Inbound,54289910.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 10:15:00,1900-01-01 10:12:53,,,0.0
2022-01-15,07,Inbound,54289932.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 10:40:00,1900-01-01 10:38:54,,,0.0
2022-01-15,07,Inbound,54289932.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 10:44:00,1900-01-01 10:51:31,,,7.516666666666667
2022-01-15,07,Inbound,54289932.0,890,bcec,3,Midpoint,Schedule,1900-01-01 10:47:00,1900-01-01 10:56:37,,,9.616666666666667
2022-01-15,07,Inbound,54289932.0,892,sosta,4,Midpoint,Schedule,1900-01-01 10:50:00,1900-01-01 10:58:55,,,8.916666666666666
2022-01-15,07,Inbound,54289932.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 10:55:00,1900-01-01 11:01:04,,,6.066666666666666
2022-01-15,07,Inbound,54289934.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 11:20:00,1900-01-01 11:22:00,,,2.0
2022-01-15,07,Inbound,54289934.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 11:24:00,1900-01-01 11:27:26,,,3.433333333333333
2022-01-15,07,Inbound,54289934.0,890,bcec,3,Midpoint,Schedule,1900-01-01 11:27:00,1900-01-01 11:33:13,,,6.216666666666667
2022-01-15,07,Inbound,54289934.0,892,sosta,4,Midpoint,Schedule,1900-01-01 11:30:00,1900-01-01 11:37:52,,,7.866666666666666
2022-01-15,07,Inbound,54289934.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 11:36:00,1900-01-01 11:39:54,,,3.9
2022-01-15,07,Inbound,54289936.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 12:02:00,1900-01-01 12:06:46,,,4.766666666666667
2022-01-15,07,Inbound,54289936.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 12:06:00,1900-01-01 12:10:59,,,4.983333333333333
2022-01-15,07,Inbound,54289936.0,890,bcec,3,Midpoint,Schedule,1900-01-01 12:10:00,1900-01-01 12:16:20,,,6.333333333333333
2022-01-15,07,Inbound,54289936.0,892,sosta,4,Midpoint,Schedule,1900-01-01 12:13:00,1900-01-01 12:19:29,,,6.483333333333333
2022-01-15,07,Inbound,54289936.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 12:19:00,1900-01-01 12:22:29,,,3.4833333333333334
2022-01-15,07,Inbound,54289938.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 12:44:00,1900-01-01 12:47:10,,,3.1666666666666665
