service_date,route_id,direction_id,half_trip_id,stop_id,time_point_id,time_point_order,point_type,standard_type,scheduled,actual,scheduled_headway,headway,delay_time
2022-01-08,01,Inbound,54211369.0,110,hhgat,1,Startpoint,Schedule,1900-01-01 05:05:00,1900-01-01 05:05:56,,,0.9333333333333333
2022-01-08,01,Inbound,54211369.0,67,maput,2,Midpoint,Schedule,1900-01-01 05:07:00,1900-01-01 05:08:00,,,1.0
2022-01-08,01,Inbound,54211369.0,72,cntsq,3,Midpoint,Schedule,1900-01-01 05:08:00,1900-01-01 05:11:09,,,3.15
2022-01-08,01,Inbound,54211369.0,75,mit,4,Midpoint,Schedule,1900-01-01 05:11:00,1900-01-01 05:15:07,,,4.116666666666666
2022-01-08,01,Inbound,54211369.0,79,hynes,5,Midpoint,Schedule,1900-01-01 05:14:00,1900-01-01 05:18:37,,,4.616666666666666
2022-01-08,01,Inbound,54211369.0,187,masta,6,Midpoint,Schedule,1900-01-01 05:15:00,1900-01-01 05:21:18,,,6.3
2022-01-08,01,Inbound,54211369.0,59,Wasma,7,Midpoint,Schedule,1900-01-01 05:18:00,1900-01-01 05:23:36,,,5.6
2022-01-08,01,Inbound,54211369.0,62,Melwa,8,Midpoint,Schedule,1900-01-01 05:22:00,1900-01-01 05:26:37,,,4.616666666666666
2022-01-08,01,Inbound,54211369.0,64,dudly,9,Endpoint,Schedule,1900-01-01 05:28:00,1900-01-01 05:27:22,,,0.0
2022-01-08,01,Outbound,54211368.0,64,dudly,1,Startpoint,Schedule,1900-01-01 04:40:00,1900-01-01 04:42:47,,,2.783333333333333
2022-01-08,01,Outbound,54211368.0,2,Melwa,2,Midpoint,Schedule,1900-01-01 04:41:00,1900-01-01 04:43:37,,,2.6166666666666667
2022-01-08,01,Outbound,54211368.0,10590,Wasma,3,Midpoint,Schedule,1900-01-01 04:44:00,1900-01-01 04:48:38,,,4.633333333333334
2022-01-08,01,Outbound,54211368.0,188,masta,4,Midpoint,Schedule,1900-01-01 04:46:00,1900-01-01 04:51:33,,,5.55
2022-01-08,01,Outbound,54211368.0,93,hynes,5,Midpoint,Schedule,1900-01-01 04:48:00,1900-01-01 04:52:59,,,4.983333333333333
2022-01-08,01,Outbound,54211368.0,97,mit,6,Midpoint,Schedule,1900-01-01 04:51:00,1900-01-01 04:55:22,,,4.366666666666666
2022-01-08,01,Outbound,54211368.0,102,cntsq,7,Midpoint,Schedule,1900-01-01 04:55:00,1900-01-01 04:59:18,,,4.3
2022-01-08,01,Outbound,54211368.0,108,maput,8,Midpoint,Schedule,1900-01-01 04:58:00,1900-01-01 05:00:54,,,2.9
2022-01-08,01,Outbound,54211368.0,110,hhgat,9,Endpoint,Schedule,1900-01-01 05:02:00,1900-01-01 05:01:28,,,0.0
2022-01-08,07,Inbound,54211542.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 05:15:00,1900-01-01 05:16:23,,,1.3833333333333333
2022-01-08,07,Inbound,54211542.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 05:18:00,1900-01-01 05:21:07,,,3.1166666666666667
2022-01-08,07,Inbound,54211542.0,890,bcec,3,Midpoint,Schedule,1900-01-01 05:19:00,1900-01-01 05:25:18,,,6.3
2022-01-08,07,Inbound,54211542.0,892,sosta,4,Midpoint,Schedule,1900-01-01 05:20:00,1900-01-01 05:28:21,,,8.35
2022-01-08,07,Inbound,54211542.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 05:24:00,1900-01-01 05:31:27,,,7.45
2022-01-08,07,Inbound,54211544.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 06:00:00,1900-01-01 06:02:28,,,2.466666666666667
2022-01-08,07,Inbound,54211544.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 06:03:00,1900-01-01 06:06:59,,,3.9833333333333334
2022-01-08,07,Inbound,54211544.0,890,bcec,3,Midpoint,Schedule,1900-01-01 06:06:00,1900-01-01 06:12:02,,,6.033333333333333
2022-01-08,07,Inbound,54211544.0,892,sosta,4,Midpoint,Schedule,1900-01-01 06:08:00,1900-01-01 06:14:51,,,6.85
2022-01-08,07,Inbound,54211544.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 06:13:00,1900-01-01 06:22:47,,,9.783333333333333
2022-01-08,07,Inbound,54211546.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 06:40:00,1900-01-01 06:40:51,,,0.85
2022-01-08,07,Inbound,54211546.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 06:43:00,1900-01-01 06:45:57,,,2.95
2022-01-08,07,Inbound,54211546.0,890,bcec,3,Midpoint,Schedule,1900-01-01 06:46:00,1900-01-01 06:50:23,,,4.383333333333334
2022-01-08,07,Inbound,54211546.0,892,sosta,4,Midpoint,Schedule,1900-01-01 06:48:00,1900-01-01 06:54:23,,,6.383333333333334
2022-01-08,07,Inbound,54211546.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 06:53:00,1900-01-01 06:56:54,,,3.9
2022-01-08,07,Inbound,54211548.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 07:20:00,1900-01-01 07:23:25,,,3.4166666666666665
2022-01-08,07,Inbound,54211548.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 07:23:00,1900-01-01 07:27:40,,,4.666666666666667
2022-01-08,07,Inbound,54211548.0,890,bcec,3,Midpoint,Schedule,1900-01-01 07:26:00,1900-01-01 07:31:32,,,5.533333333333333
2022-01-08,07,Inbound,54211548.0,892,sosta,4,Midpoint,Schedule,1900-01-01 07:28:00,1900-01-01 07:36:01,,,8.016666666666667
2022-01-08,07,Inbound,54211548.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 07:33:00,1900-01-01 07:39:05,,,6.083333333333333
2022-01-08,07,Inbound,54211550.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 08:00:00,1900-01-01 08:02:28,,,2.466666666666667
2022-01-08,07,Inbound,54211550.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 08:03:00,1900-01-01 08:06:39,,,3.65
2022-01-08,07,Inbound,54211550.0,890,bcec,3,Midpoint,Schedule,1900-01-01 08:06:00,1900-01-01 08:10:29,,,4.483333333333333
2022-01-08,07,Inbound,54211550.0,892,sosta,4,Midpoint,Schedule,1900-01-01 08:08:00,1900-01-01 08:14:22,,,6.366666666666666
2022-01-08,07,Inbound,54211550.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 08:13:00,1900-01-01 08:16:36,,,3.6
2022-01-08,07,Inbound,54211552.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 08:40:00,1900-01-01 08:41:13,,,1.2166666666666666
2022-01-08,07,Inbound,54211552.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 08:44:00,1900-01-01 08:45:03,,,1.05
2022-01-08,07,Inbound,54211552.0,890,bcec,3,Midpoint,Schedule,1900-01-01 08:47:00,1900-01-01 08:47:47,,,0.7833333333333333
2022-01-08,07,Inbound,54211552.0,892,sosta,4,Midpoint,Schedule,1900-01-01 08:50:00,1900-01-01 08:51:02,,,1.0333333333333334
2022-01-08,07,Inbound,54211552.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 08:55:00,1900-01-01 08:52:44,,,0.0
2022-01-08,07,Inbound,54211554.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 09:20:00,1900-01-01 09:24:30,,,4.5
2022-01-08,07,Inbound,54211554.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 09:24:00,1900-01-01 09:29:07,,,5.116666666666666
2022-01-08,07,Inbound,54211554.0,890,bcec,3,Midpoint,Schedule,1900-01-01 09:27:00,1900-01-01 09:33:38,,,6.633333333333334
2022-01-08,07,Inbound,54211554.0,892,sosta,4,Midpoint,Schedule,1900-01-01 09:30:00,1900-01-01 09:37:43,,,7.716666666666667
2022-01-08,07,Inbound,54211554.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 09:35:00,1900-01-01 09:40:28,,,5.466666666666667
2022-01-08,07,Inbound,54211556.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 10:00:00,1900-01-01 10:01:01,,,1.0166666666666666
2022-01-08,07,Inbound,54211556.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 10:04:00,1900-01-01 10:05:46,,,1.7666666666666666
2022-01-08,07,Inbound,54211556.0,890,bcec,3,Midpoint,Schedule,1900-01-01 10:07:00,1900-01-01 10:09:38,,,2.6333333333333333
2022-01-08,07,Inbound,54211556.0,892,sosta,4,Midpoint,Schedule,1900-01-01 10:10:00,1900-01-01 10:12:43,,,2.716666666666667
2022-01-08,07,Inbound,54211556.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 10:15:00,1900-01-01 10:14:59,,,0.0
2022-01-08,07,Inbound,54211578.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 10:40:00,1900-01-01 10:40:42,,,0.7
2022-01-08,07,Inbound,54211578.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 10:44:00,1900-01-01 10:46:11,,,2.183333333333333
2022-01-08,07,Inbound,54211578.0,890,bcec,3,Midpoint,Schedule,1900-01-01 10:47:00,1900-01-01 10:50:27,,,3.45
2022-01-08,07,Inbound,54211578.0,892,sosta,4,Midpoint,Schedule,1900-01-01 10:50:00,1900-01-01 10:54:22,,,4.366666666666666
2022-01-08,07,Inbound,54211578.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 10:55:00,1900-01-01 10:56:55,,,1.9166666666666667
2022-01-08,07,Inbound,54211580.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 11:20:00,1900-01-01 11:24:00,,,4.0
2022-01-08,07,Inbound,54211580.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 11:24:00,1900-01-01 11:29:11,,,5.183333333333334
2022-01-08,07,Inbound,54211580.0,890,bcec,3,Midpoint,Schedule,1900-01-01 11:27:00,1900-01-01 11:34:19,,,7.316666666666666
2022-01-08,07,Inbound,54211580.0,892,sosta,4,Midpoint,Schedule,1900-01-01 11:30:00,1900-01-01 11:37:42,,,7.7
2022-01-08,07,Inbound,54211580.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 11:36:00,1900-01-01 11:39:50,,,3.8333333333333335
2022-01-08,07,Inbound,54211582.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 12:02:00,1900-01-01 12:03:06,,,1.1
2022-01-08,07,Inbound,54211582.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 12:06:00,1900-01-01 12:08:11,,,2.183333333333333
2022-01-08,07,Inbound,54211582.0,890,bcec,3,Midpoint,Schedule,1900-01-01 12:10:00,1900-01-01 12:12:48,,,2.8
2022-01-08,07,Inbound,54211582.0,892,sosta,4,Midpoint,Schedule,1900-01-01 12:13:00,1900-01-01 12:17:42,,,4.7
2022-01-08,07,Inbound,54211582.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 12:19:00,,,,0.0
2022-01-08,07,Inbound,54211584.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 12:44:00,1900-01-01 12:47:25,,,3.4166666666666665
2022-01-08,07,Inbound,54211584.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 12:48:00,1900-01-01 12:53:30,,,5.5
2022-01-08,07,Inbound,54211584.0,890,bcec,3,Midpoint,Schedule,1900-01-01 12:52:00,1900-01-01 12:58:59,,,6.983333333333333
2022-01-08,07,Inbound,54211584.0,892,sosta,4,Midpoint,Schedule,1900-01-01 12:55:00,1900-01-01 13:02:44,,,7.733333333333333
2022-01-08,07,Inbound,54211584.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 13:01:00,,,,0.0
2022-01-08,07,Inbound,54211586.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 13:26:00,1900-01-01 13:26:36,,,0.6
2022-01-08,07,Inbound,54211586.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 13:30:00,1900-01-01 13:33:46,,,3.7666666666666666
2022-01-08,07,Inbound,54211586.0,890,bcec,3,Midpoint,Schedule,1900-01-01 13:34:00,1900-01-01 13:38:36,,,4.6
2022-01-08,07,Inbound,54211586.0,892,sosta,4,Midpoint,Schedule,1900-01-01 13:37:00,1900-01-01 13:42:40,,,5.666666666666667
2022-01-08,07,Inbound,54211586.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 13:43:00,1900-01-01 13:45:52,,,2.8666666666666667
2022-01-08,07,Inbound,54211588.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 14:08:00,1900-01-01 14:08:27,,,0.45
2022-01-08,07,Inbound,54211588.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 14:12:00,1900-01-01 14:14:01,,,2.0166666666666666
2022-01-08,07,Inbound,54211588.0,890,bcec,3,Midpoint,Schedule,1900-01-01 14:16:00,1900-01-01 14:20:38,,,4.633333333333334
2022-01-08,07,Inbound,54211588.0,892,sosta,4,Midpoint,Schedule,1900-01-01 14:19:00,1900-01-01 14:24:23,,,5.383333333333334
2022-01-08,07,Inbound,54211588.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 14:25:00,1900-01-01 14:27:11,,,2.183333333333333
2022-01-08,07,Inbound,54211590.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 14:50:00,1900-01-01 14:50:28,,,0.4666666666666667
2022-01-08,07,Inbound,54211590.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 14:54:00,1900-01-01 14:54:31,,,0.5166666666666667
2022-01-08,07,Inbound,54211590.0,890,bcec,3,Midpoint,Schedule,1900-01-01 14:58:00,1900-01-01 14:59:03,,,1.05
2022-01-08,07,Inbound,54211590.0,892,sosta,4,Midpoint,Schedule,1900-01-01 15:00:00,1900-01-01 15:02:37,,,2.6166666666666667
2022-01-08,07,Inbound,54211590.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 15:05:00,1900-01-01 15:06:03,,,1.05
2022-01-08,07,Inbound,54211592.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 15:30:00,1900-01-01 15:30:39,,,0.65
2022-01-08,07,Inbound,54211592.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 15:34:00,1900-01-01 15:36:10,,,2.1666666666666665
2022-01-08,07,Inbound,54211592.0,890,bcec,3,Midpoint,Schedule,1900-01-01 15:38:00,1900-01-01 15:41:56,,,3.933333333333333
2022-01-08,07,Inbound,54211592.0,892,sosta,4,Midpoint,Schedule,1900-01-01 15:40:00,1900-01-01 15:45:59,,,5.983333333333333
2022-01-08,07,Inbound,54211592.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 15:45:00,1900-01-01 15:48:32,,,3.533333333333333
2022-01-08,07,Inbound,54211594.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 16:10:00,1900-01-01 16:13:19,,,3.316666666666667
2022-01-08,07,Inbound,54211594.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 16:14:00,1900-01-01 16:18:21,,,4.35
2022-01-08,07,Inbound,54211594.0,890,bcec,3,Midpoint,Schedule,1900-01-01 16:18:00,1900-01-01 16:24:07,,,6.116666666666666
2022-01-08,07,Inbound,54211594.0,892,sosta,4,Midpoint,Schedule,1900-01-01 16:20:00,1900-01-01 16:27:38,,,7.633333333333334
2022-01-08,07,Inbound,54211594.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 16:25:00,1900-01-01 16:29:59,,,4.983333333333333
2022-01-08,07,Inbound,54211557.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 16:50:00,1900-01-01 16:50:01,,,0.016666666666666666
2022-01-08,07,Inbound,54211557.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 16:54:00,1900-01-01 16:54:57,,,0.95
2022-01-08,07,Inbound,54211557.0,890,bcec,3,Midpoint,Schedule,1900-01-01 16:58:00,1900-01-01 17:00:37,,,2.6166666666666667
2022-01-08,07,Inbound,54211557.0,892,sosta,4,Midpoint,Schedule,1900-01-01 17:00:00,1900-01-01 17:04:22,,,4.366666666666666
2022-01-08,07,Inbound,54211557.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 17:05:00,1900-01-01 17:05:55,,,0.9166666666666666
2022-01-08,07,Inbound,54211559.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 17:30:00,1900-01-01 17:30:11,,,0.18333333333333332
2022-01-08,07,Inbound,54211559.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 17:34:00,1900-01-01 17:33:53,,,0.0
2022-01-08,07,Inbound,54211559.0,890,bcec,3,Midpoint,Schedule,1900-01-01 17:38:00,1900-01-01 17:38:11,,,0.18333333333333332
2022-01-08,07,Inbound,54211559.0,892,sosta,4,Midpoint,Schedule,1900-01-01 17:40:00,1900-01-01 17:41:02,,,1.0333333333333334
2022-01-08,07,Inbound,54211559.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 17:45:00,1900-01-01 17:43:12,,,0.0
2022-01-08,07,Inbound,54211561.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 18:10:00,1900-01-01 18:10:05,,,0.08333333333333333
2022-01-08,07,Inbound,54211561.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 18:14:00,1900-01-01 18:14:10,,,0.16666666666666666
2022-01-08,07,Inbound,54211561.0,890,bcec,3,Midpoint,Schedule,1900-01-01 18:18:00,1900-01-01 18:18:41,,,0.6833333333333333
2022-01-08,07,Inbound,54211561.0,892,sosta,4,Midpoint,Schedule,1900-01-01 18:20:00,1900-01-01 18:21:06,,,1.1
2022-01-08,07,Inbound,54211561.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 18:25:00,1900-01-01 18:23:07,,,0.0
2022-01-08,07,Inbound,54211563.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 18:50:00,1900-01-01 18:50:01,,,0.016666666666666666
2022-01-08,07,Inbound,54211563.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 18:54:00,1900-01-01 18:54:14,,,0.23333333333333334
2022-01-08,07,Inbound,54211563.0,890,bcec,3,Midpoint,Schedule,1900-01-01 18:58:00,1900-01-01 18:59:06,,,1.1
2022-01-08,07,Inbound,54211563.0,892,sosta,4,Midpoint,Schedule,1900-01-01 19:00:00,1900-01-01 19:02:44,,,2.7333333333333334
2022-01-08,07,Inbound,54211563.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 19:05:00,1900-01-01 19:04:33,,,0.0
2022-01-08,07,Inbound,54211565.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 19:30:00,1900-01-01 19:29:53,,,0.0
2022-01-08,07,Inbound,54211565.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 19:33:00,1900-01-01 19:32:50,,,0.0
2022-01-08,07,Inbound,54211565.0,890,bcec,3,Midpoint,Schedule,1900-01-01 19:36:00,1900-01-01 19:36:10,,,0.16666666666666666
2022-01-08,07,Inbound,54211565.0,892,sosta,4,Midpoint,Schedule,1900-01-01 19:38:00,1900-01-01 19:39:32,,,1.5333333333333334
2022-01-08,07,Inbound,54211565.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 19:43:00,1900-01-01 19:41:47,,,0.0
2022-01-08,07,Inbound,54211569.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 20:10:00,1900-01-01 20:03:05,,,0.0
2022-01-08,07,Inbound,54211569.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 20:13:00,1900-01-01 20:13:17,,,0.2833333333333333
2022-01-08,07,Inbound,54211569.0,890,bcec,3,Midpoint,Schedule,1900-01-01 20:16:00,1900-01-01 20:18:40,,,2.6666666666666665
2022-01-08,07,Inbound,54211569.0,892,sosta,4,Midpoint,Schedule,1900-01-01 20:18:00,1900-01-01 20:21:07,,,3.1166666666666667
2022-01-08,07,Inbound,54211569.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 20:23:00,1900-01-01 20:23:15,,,0.25
2022-01-08,07,Inbound,54211571.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 20:50:00,1900-01-01 20:55:41,,,5.683333333333334
2022-01-08,07,Inbound,54211571.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 20:53:00,1900-01-01 20:58:54,,,5.9
2022-01-08,07,Inbound,54211571.0,890,bcec,3,Midpoint,Schedule,1900-01-01 20:56:00,1900-01-01 21:03:00,,,7.0
2022-01-08,07,Inbound,54211571.0,892,sosta,4,Midpoint,Schedule,1900-01-01 20:58:00,1900-01-01 21:06:02,,,8.033333333333333
2022-01-08,07,Inbound,54211571.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 21:03:00,1900-01-01 21:07:55,,,4.916666666666667
2022-01-08,07,Inbound,54211573.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 21:30:00,1900-01-01 21:30:22,,,0.36666666666666664
2022-01-08,07,Inbound,54211573.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 21:33:00,1900-01-01 21:34:03,,,1.05
2022-01-08,07,Inbound,54211573.0,890,bcec,3,Midpoint,Schedule,1900-01-01 21:36:00,1900-01-01 21:38:23,,,2.3833333333333333
2022-01-08,07,Inbound,54211573.0,892,sosta,4,Midpoint,Schedule,1900-01-01 21:38:00,1900-01-01 21:42:44,,,4.733333333333333
2022-01-08,07,Inbound,54211573.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 21:43:00,1900-01-01 21:44:20,,,1.3333333333333333
2022-01-08,07,Inbound,54211575.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 22:10:00,1900-01-01 22:13:22,,,3.3666666666666667
2022-01-08,07,Inbound,54211575.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 22:13:00,1900-01-01 22:18:16,,,5.266666666666667
2022-01-08,07,Inbound,54211575.0,890,bcec,3,Midpoint,Schedule,1900-01-01 22:16:00,1900-01-01 22:21:13,,,5.216666666666667
2022-01-08,07,Inbound,54211575.0,892,sosta,4,Midpoint,Schedule,1900-01-01 22:18:00,1900-01-01 22:26:03,,,8.05
2022-01-08,07,Inbound,54211575.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 22:23:00,1900-01-01 22:28:09,,,5.15
2022-01-08,07,Outbound,54211543.0,16535,otsum,1,Startpoint,Schedule,1900-01-01 05:37:00,1900-01-01 05:36:15,,,0.0
2022-01-08,07,Outbound,54211543.0,6564,sosta,2,Midpoint,Schedule,1900-01-01 05:39:00,1900-01-01 05:38:33,,,0.0
2022-01-08,07,Outbound,54211543.0,889,bcec,3,Midpoint,Schedule,1900-01-01 05:41:00,1900-01-01 05:40:36,,,0.0
2022-01-08,07,Outbound,54211543.0,879,lbrwy,4,Midpoint,Schedule,1900-01-01 05:44:00,1900-01-01 05:42:30,,,0.0
2022-01-08,07,Outbound,54211543.0,33,ctypt,5,Endpoint,Schedule,1900-01-01 05:46:00,1900-01-01 05:45:11,,,0.0
