service_date,route_id,direction_id,half_trip_id,stop_id,time_point_id,time_point_order,point_type,standard_type,scheduled,actual,scheduled_headway,headway,delay_time
2022-01-30,01,Inbound,54452440.0,110,hhgat,1,Startpoint,Schedule,1900-01-01 06:05:00,,,,0.0
2022-01-30,01,Inbound,54452440.0,67,maput,2,Midpoint,Schedule,1900-01-01 06:09:00,1900-01-01 06:13:52,,,4.866666666666666
2022-01-30,01,Inbound,54452440.0,72,cntsq,3,Midpoint,Schedule,1900-01-01 06:12:00,1900-01-01 06:16:33,,,4.55
2022-01-30,01,Inbound,54452440.0,75,mit,4,Midpoint,Schedule,1900-01-01 06:15:00,1900-01-01 06:19:39,,,4.65
2022-01-30,01,Inbound,54452440.0,79,hynes,5,Midpoint,Schedule,1900-01-01 06:19:00,1900-01-01 06:23:06,,,4.1
2022-01-30,01,Inbound,54452440.0,187,masta,6,Midpoint,Schedule,1900-01-01 06:21:00,1900-01-01 06:26:53,,,5.883333333333334
2022-01-30,01,Inbound,54452440.0,59,Wasma,7,Midpoint,Schedule,1900-01-01 06:25:00,1900-01-01 06:30:24,,,5.4
2022-01-30,01,Inbound,54452440.0,62,Melwa,8,Midpoint,Schedule,1900-01-01 06:29:00,1900-01-01 06:35:19,,,6.316666666666666
2022-01-30,01,Inbound,54452440.0,64,dudly,9,Endpoint,Schedule,1900-01-01 06:30:00,1900-01-01 06:35:50,,,5.833333333333333
2022-01-30,01,Outbound,54452299.0,64,dudly,1,Startpoint,Schedule,1900-01-01 05:55:00,1900-01-01 06:06:14,,,11.233333333333333
2022-01-30,01,Outbound,54452299.0,2,Melwa,2,Midpoint,Schedule,1900-01-01 05:56:00,1900-01-01 06:07:28,,,11.466666666666667
2022-01-30,01,Outbound,54452299.0,10590,Wasma,3,Midpoint,Schedule,1900-01-01 06:02:00,1900-01-01 06:14:07,,,12.116666666666667
2022-01-30,01,Outbound,54452299.0,188,masta,4,Midpoint,Schedule,1900-01-01 06:06:00,1900-01-01 06:19:03,,,13.05
2022-01-30,01,Outbound,54452299.0,93,hynes,5,Midpoint,Schedule,1900-01-01 06:09:00,1900-01-01 06:23:34,,,14.566666666666666
2022-01-30,01,Outbound,54452299.0,97,mit,6,Midpoint,Schedule,1900-01-01 06:12:00,1900-01-01 06:27:14,,,15.233333333333333
2022-01-30,01,Outbound,54452299.0,102,cntsq,7,Midpoint,Schedule,1900-01-01 06:16:00,1900-01-01 06:32:15,,,16.25
2022-01-30,01,Outbound,54452299.0,108,maput,8,Midpoint,Schedule,1900-01-01 06:19:00,1900-01-01 06:35:44,,,16.733333333333334
2022-01-30,01,Outbound,54452299.0,110,hhgat,9,Endpoint,Schedule,1900-01-01 06:20:00,1900-01-01 06:36:32,,,16.533333333333335
2022-01-30,08,Inbound,54452461.0,111,umass,1,Startpoint,Schedule,1900-01-01 06:30:00,1900-01-01 06:38:27,,,8.45
2022-01-30,08,Inbound,54452461.0,121,jfk,2,Midpoint,Schedule,1900-01-01 06:32:00,1900-01-01 06:44:17,,,12.283333333333333
2022-01-30,08,Inbound,54452461.0,123,edevt,3,Midpoint,Schedule,1900-01-01 06:35:00,1900-01-01 06:49:07,,,14.116666666666667
2022-01-30,08,Inbound,54452461.0,5090,bumed,4,Midpoint,Schedule,1900-01-01 06:41:00,1900-01-01 07:03:50,,,22.833333333333332
2022-01-30,08,Inbound,54452461.0,64,dudly,5,Midpoint,Schedule,1900-01-01 06:44:00,1900-01-01 07:14:17,,,30.283333333333335
2022-01-30,08,Inbound,54452461.0,17863,rugg,6,Midpoint,Schedule,1900-01-01 06:48:00,1900-01-01 07:21:19,,,33.31666666666667
2022-01-30,08,Inbound,54452461.0,1799,hrugg,7,Midpoint,Schedule,1900-01-01 06:50:00,1900-01-01 07:24:44,,,34.733333333333334
2022-01-30,08,Inbound,54452461.0,1804,brlng,8,Midpoint,Schedule,1900-01-01 06:55:00,1900-01-01 07:32:11,,,37.18333333333333
2022-01-30,08,Inbound,54452461.0,1563,fnypk,9,Midpoint,Schedule,1900-01-01 06:58:00,1900-01-01 07:37:18,,,39.3
2022-01-30,08,Inbound,54452461.0,899,kenbs,10,Endpoint,Schedule,1900-01-01 07:06:00,1900-01-01 07:37:52,,,31.866666666666667
2022-01-30,08,Inbound,54453587.0,111,umass,1,Startpoint,Schedule,1900-01-01 07:15:00,1900-01-01 07:19:56,,,4.933333333333334
2022-01-30,08,Inbound,54453587.0,121,jfk,2,Midpoint,Schedule,1900-01-01 07:18:00,1900-01-01 07:25:37,,,7.616666666666666
2022-01-30,08,Inbound,54453587.0,123,edevt,3,Midpoint,Schedule,1900-01-01 07:21:00,1900-01-01 07:28:22,,,7.366666666666666
2022-01-30,08,Inbound,54453587.0,5090,bumed,4,Midpoint,Schedule,1900-01-01 07:27:00,1900-01-01 07:36:22,,,9.366666666666667
2022-01-30,08,Inbound,54453587.0,64,dudly,5,Midpoint,Schedule,1900-01-01 07:30:00,1900-01-01 07:42:53,,,12.883333333333333
2022-01-30,08,Inbound,54453587.0,17863,rugg,6,Midpoint,Schedule,1900-01-01 07:34:00,1900-01-01 07:49:13,,,15.216666666666667
2022-01-30,08,Inbound,54453587.0,1799,hrugg,7,Midpoint,Schedule,1900-01-01 07:36:00,1900-01-01 07:51:45,,,15.75
2022-01-30,08,Inbound,54453587.0,1804,brlng,8,Midpoint,Schedule,1900-01-01 07:41:00,1900-01-01 07:56:58,,,15.966666666666667
2022-01-30,08,Inbound,54453587.0,1563,fnypk,9,Midpoint,Schedule,1900-01-01 07:44:00,1900-01-01 08:00:06,,,16.1
2022-01-30,08,Inbound,54453587.0,899,kenbs,10,Endpoint,Schedule,1900-01-01 07:52:00,1900-01-01 08:01:19,,,9.316666666666666
2022-01-30,08,Inbound,54452463.0,111,umass,1,Startpoint,Schedule,1900-01-01 08:00:00,1900-01-01 08:58:44,,,58.733333333333334
2022-01-30,08,Inbound,54452463.0,121,jfk,2,Midpoint,Schedule,1900-01-01 08:03:00,1900-01-01 09:17:52,,,74.86666666666666
2022-01-30,08,Inbound,54452463.0,123,edevt,3,Midpoint,Schedule,1900-01-01 08:06:00,,,,0.0
2022-01-30,08,Inbound,54452463.0,5090,bumed,4,Midpoint,Schedule,1900-01-01 08:12:00,,,,0.0
2022-01-30,08,Inbound,54452463.0,64,dudly,5,Midpoint,Schedule,1900-01-01 08:15:00,,,,0.0
2022-01-30,08,Inbound,54452463.0,17863,rugg,6,Midpoint,Schedule,1900-01-01 08:19:00,,,,0.0
2022-01-30,08,Inbound,54452463.0,1799,hrugg,7,Midpoint,Schedule,1900-01-01 08:21:00,,,,0.0
2022-01-30,08,Inbound,54452463.0,1804,brlng,8,Midpoint,Schedule,1900-01-01 08:26:00,,,,0.0
2022-01-30,08,Inbound,54452463.0,1563,fnypk,9,Midpoint,Schedule,1900-01-01 08:29:00,,,,0.0
2022-01-30,08,Inbound,54452463.0,899,kenbs,10,Endpoint,Schedule,1900-01-01 08:37:00,,,,0.0
2022-01-30,08,Inbound,54452465.0,111,umass,1,Startpoint,Schedule,1900-01-01 08:45:00,1900-01-01 08:43:45,,,0.0
2022-01-30,08,Inbound,54452465.0,121,jfk,2,Midpoint,Schedule,1900-01-01 08:48:00,1900-01-01 08:50:12,,,2.2
2022-01-30,08,Inbound,54452465.0,123,edevt,3,Midpoint,Schedule,1900-01-01 08:51:00,1900-01-01 08:52:56,,,1.9333333333333333
2022-01-30,08,Inbound,54452465.0,5090,bumed,4,Midpoint,Schedule,1900-01-01 08:57:00,1900-01-01 09:00:32,,,3.533333333333333
2022-01-30,08,Inbound,54452465.0,64,dudly,5,Midpoint,Schedule,1900-01-01 09:02:00,1900-01-01 09:11:46,,,9.766666666666667
2022-01-30,08,Inbound,54452465.0,17863,rugg,6,Midpoint,Schedule,1900-01-01 09:06:00,1900-01-01 09:19:12,,,13.2
2022-01-30,08,Inbound,54452465.0,1799,hrugg,7,Midpoint,Schedule,1900-01-01 09:09:00,1900-01-01 09:21:47,,,12.783333333333333
2022-01-30,08,Inbound,54452465.0,1804,brlng,8,Midpoint,Schedule,1900-01-01 09:14:00,1900-01-01 09:28:33,,,14.55
2022-01-30,08,Inbound,54452465.0,1563,fnypk,9,Midpoint,Schedule,1900-01-01 09:17:00,1900-01-01 09:32:13,,,15.216666666666667
2022-01-30,08,Inbound,54452465.0,899,kenbs,10,Endpoint,Schedule,1900-01-01 09:25:00,1900-01-01 09:32:52,,,7.866666666666666
2022-01-30,08,Inbound,54452468.0,111,umass,1,Startpoint,Schedule,1900-01-01 09:30:00,,,,0.0
2022-01-30,08,Inbound,54452468.0,121,jfk,2,Midpoint,Schedule,1900-01-01 09:33:00,,,,0.0
2022-01-30,08,Inbound,54452468.0,123,edevt,3,Midpoint,Schedule,1900-01-01 09:36:00,,,,0.0
2022-01-30,08,Inbound,54452468.0,5090,bumed,4,Midpoint,Schedule,1900-01-01 09:42:00,,,,0.0
2022-01-30,08,Inbound,54452468.0,64,dudly,5,Midpoint,Schedule,1900-01-01 09:47:00,,,,0.0
2022-01-30,08,Inbound,54452468.0,17863,rugg,6,Midpoint,Schedule,1900-01-01 09:51:00,,,,0.0
2022-01-30,08,Inbound,54452468.0,1799,hrugg,7,Midpoint,Schedule,1900-01-01 09:54:00,,,,0.0
2022-01-30,08,Inbound,54452468.0,1804,brlng,8,Midpoint,Schedule,1900-01-01 09:59:00,,,,0.0
2022-01-30,08,Inbound,54452468.0,1563,fnypk,9,Midpoint,Schedule,1900-01-01 10:02:00,,,,0.0
