service_date,route_id,direction_id,half_trip_id,stop_id,time_point_id,time_point_order,point_type,standard_type,scheduled,actual,scheduled_headway,headway,delay_time,day_week
2022-10-01,105,Inbound,57068450.0,29001,sull,5,Endpoint,Schedule,1900-01-01 16:44:00,1900-01-01 16:59:27,,,15.45,0
2022-10-01,105,Inbound,57068459.0,53270,malst,1,Startpoint,Schedule,1900-01-01 17:30:00,1900-01-01 17:43:45,,,13.75,0
2022-10-01,105,Inbound,57068459.0,5381,bdoin,2,Midpoint,Schedule,1900-01-01 17:36:00,1900-01-01 17:51:45,,,15.75,0
2022-10-01,105,Inbound,57068459.0,5394,mncrs,3,Midpoint,Schedule,1900-01-01 17:44:00,1900-01-01 18:00:17,,,16.283333333333335,0
2022-10-01,105,Inbound,57068459.0,5404,sweet,4,Midpoint,Schedule,1900-01-01 17:50:00,1900-01-01 18:04:41,,,14.683333333333334,0
2022-10-01,105,Inbound,57068459.0,29001,sull,5,Endpoint,Schedule,1900-01-01 17:59:00,,,,0.0,0
2022-10-01,105,Inbound,57068461.0,53270,malst,1,Startpoint,Schedule,1900-01-01 18:45:00,1900-01-01 18:47:30,,,2.5,0
2022-10-01,105,Inbound,57068461.0,5381,bdoin,2,Midpoint,Schedule,1900-01-01 18:51:00,1900-01-01 18:55:30,,,4.5,0
2022-10-01,105,Inbound,57068461.0,5394,mncrs,3,Midpoint,Schedule,1900-01-01 18:57:00,1900-01-01 19:03:00,,,6.0,0
2022-10-01,105,Inbound,57068461.0,5404,sweet,4,Midpoint,Schedule,1900-01-01 19:03:00,1900-01-01 19:08:54,,,5.9,0
2022-10-01,105,Inbound,57068461.0,29001,sull,5,Endpoint,Schedule,1900-01-01 19:11:00,,,,0.0,0
2022-10-01,105,Outbound,57068452.0,29002,sull,1,Startpoint,Schedule,1900-01-01 06:50:00,1900-01-01 06:50:47,,,0.7833333333333333,0
2022-10-01,105,Outbound,57068452.0,5405,sweet,2,Midpoint,Schedule,1900-01-01 06:55:00,1900-01-01 06:57:58,,,2.966666666666667,0
2022-10-01,105,Outbound,57068452.0,5414,mncrs,3,Midpoint,Schedule,1900-01-01 06:59:00,1900-01-01 07:02:30,,,3.5,0
2022-10-01,105,Outbound,57068452.0,5426,bdoin,4,Midpoint,Schedule,1900-01-01 07:05:00,1900-01-01 07:10:19,,,5.316666666666666,0
2022-10-01,105,Outbound,57068452.0,53270,malst,5,Endpoint,Schedule,1900-01-01 07:16:00,1900-01-01 07:18:54,,,2.9,0
2022-10-01,105,Outbound,57068454.0,29002,sull,1,Startpoint,Schedule,1900-01-01 08:05:00,1900-01-01 08:08:25,,,3.4166666666666665,0
2022-10-01,105,Outbound,57068454.0,5405,sweet,2,Midpoint,Schedule,1900-01-01 08:10:00,1900-01-01 08:15:50,,,5.833333333333333,0
2022-10-01,105,Outbound,57068454.0,5414,mncrs,3,Midpoint,Schedule,1900-01-01 08:14:00,1900-01-01 08:20:32,,,6.533333333333333,0
2022-10-01,105,Outbound,57068454.0,5426,bdoin,4,Midpoint,Schedule,1900-01-01 08:23:00,1900-01-01 08:27:29,,,4.483333333333333,0
2022-10-01,105,Outbound,57068454.0,53270,malst,5,Endpoint,Schedule,1900-01-01 08:35:00,1900-01-01 08:38:48,,,3.8,0
2022-10-01,105,Outbound,57068456.0,29002,sull,1,Startpoint,Schedule,1900-01-01 09:20:00,1900-01-01 09:21:30,,,1.5,0
2022-10-01,105,Outbound,57068456.0,5405,sweet,2,Midpoint,Schedule,1900-01-01 09:25:00,1900-01-01 09:28:31,,,3.5166666666666666,0
2022-10-01,105,Outbound,57068456.0,5414,mncrs,3,Midpoint,Schedule,1900-01-01 09:29:00,1900-01-01 09:33:53,,,4.883333333333334,0
2022-10-01,105,Outbound,57068456.0,5426,bdoin,4,Midpoint,Schedule,1900-01-01 09:38:00,1900-01-01 09:41:16,,,3.2666666666666666,0
2022-10-01,105,Outbound,57068456.0,53270,malst,5,Endpoint,Schedule,1900-01-01 09:50:00,1900-01-01 09:52:07,,,2.1166666666666667,0
2022-10-01,105,Outbound,57068463.0,29002,sull,1,Startpoint,Schedule,1900-01-01 10:35:00,1900-01-01 10:43:59,,,8.983333333333333,0
2022-10-01,105,Outbound,57068463.0,5405,sweet,2,Midpoint,Schedule,1900-01-01 10:40:00,1900-01-01 10:50:45,,,10.75,0
2022-10-01,105,Outbound,57068463.0,5414,mncrs,3,Midpoint,Schedule,1900-01-01 10:46:00,1900-01-01 10:58:43,,,12.716666666666667,0
2022-10-01,105,Outbound,57068463.0,5426,bdoin,4,Midpoint,Schedule,1900-01-01 10:55:00,1900-01-01 11:08:49,,,13.816666666666666,0
2022-10-01,105,Outbound,57068463.0,53270,malst,5,Endpoint,Schedule,1900-01-01 11:08:00,1900-01-01 11:19:18,,,11.3,0
2022-10-01,105,Outbound,57068465.0,29002,sull,1,Startpoint,Schedule,1900-01-01 11:50:00,1900-01-01 11:59:40,,,9.666666666666666,0
2022-10-01,105,Outbound,57068465.0,5405,sweet,2,Midpoint,Schedule,1900-01-01 11:57:00,1900-01-01 12:07:28,,,10.466666666666667,0
2022-10-01,105,Outbound,57068465.0,5414,mncrs,3,Midpoint,Schedule,1900-01-01 12:03:00,1900-01-01 12:14:10,,,11.166666666666666,0
2022-10-01,105,Outbound,57068465.0,5426,bdoin,4,Midpoint,Schedule,1900-01-01 12:13:00,1900-01-01 12:21:32,,,8.533333333333333,0
2022-10-01,105,Outbound,57068465.0,53270,malst,5,Endpoint,Schedule,1900-01-01 12:25:00,1900-01-01 12:32:10,,,7.166666666666667,0
2022-10-01,105,Outbound,57068467.0,29002,sull,1,Startpoint,Schedule,1900-01-01 13:05:00,1900-01-01 13:07:31,,,2.5166666666666666,0
2022-10-01,105,Outbound,57068467.0,5405,sweet,2,Midpoint,Schedule,1900-01-01 13:12:00,1900-01-01 13:16:59,,,4.983333333333333,0
2022-10-01,105,Outbound,57068467.0,5414,mncrs,3,Midpoint,Schedule,1900-01-01 13:16:00,1900-01-01 13:23:00,,,7.0,0
2022-10-01,105,Outbound,57068467.0,5426,bdoin,4,Midpoint,Schedule,1900-01-01 13:27:00,1900-01-01 13:30:40,,,3.6666666666666665,0
2022-10-01,105,Outbound,57068467.0,53270,malst,5,Endpoint,Schedule,1900-01-01 13:39:00,1900-01-01 13:39:04,,,0.06666666666666667,0
2022-10-01,105,Outbound,57068447.0,29002,sull,1,Startpoint,Schedule,1900-01-01 14:20:00,1900-01-01 14:20:12,,,0.2,0
2022-10-01,105,Outbound,57068447.0,5405,sweet,2,Midpoint,Schedule,1900-01-01 14:27:00,1900-01-01 14:27:49,,,0.8166666666666667,0
2022-10-01,105,Outbound,57068447.0,5414,mncrs,3,Midpoint,Schedule,1900-01-01 14:31:00,1900-01-01 14:32:09,,,1.15,0
2022-10-01,105,Outbound,57068447.0,5426,bdoin,4,Midpoint,Schedule,1900-01-01 14:42:00,1900-01-01 14:38:48,,,0.0,0
2022-10-01,105,Outbound,57068447.0,53270,malst,5,Endpoint,Schedule,1900-01-01 14:54:00,1900-01-01 15:10:19,,,16.316666666666666,0
2022-10-01,105,Outbound,57068449.0,29002,sull,1,Startpoint,Schedule,1900-01-01 15:35:00,1900-01-01 15:43:41,,,8.683333333333334,0
2022-10-01,105,Outbound,57068449.0,5405,sweet,2,Midpoint,Schedule,1900-01-01 15:42:00,1900-01-01 15:52:35,,,10.583333333333334,0
2022-10-01,105,Outbound,57068449.0,5414,mncrs,3,Midpoint,Schedule,1900-01-01 15:46:00,1900-01-01 15:59:30,,,13.5,0
2022-10-01,105,Outbound,57068449.0,5426,bdoin,4,Midpoint,Schedule,1900-01-01 15:57:00,1900-01-01 16:09:39,,,12.65,0
2022-10-01,105,Outbound,57068449.0,53270,malst,5,Endpoint,Schedule,1900-01-01 16:09:00,1900-01-01 16:22:12,,,13.2,0
2022-10-01,105,Outbound,57068458.0,29002,sull,1,Startpoint,Schedule,1900-01-01 16:50:00,1900-01-01 16:58:26,,,8.433333333333334,0
2022-10-01,105,Outbound,57068458.0,5405,sweet,2,Midpoint,Schedule,1900-01-01 16:58:00,1900-01-01 17:06:42,,,8.7,0
2022-10-01,105,Outbound,57068458.0,5414,mncrs,3,Midpoint,Schedule,1900-01-01 17:02:00,1900-01-01 17:15:15,,,13.25,0
2022-10-01,105,Outbound,57068458.0,5426,bdoin,4,Midpoint,Schedule,1900-01-01 17:12:00,1900-01-01 17:22:09,,,10.15,0
2022-10-01,105,Outbound,57068458.0,53270,malst,5,Endpoint,Schedule,1900-01-01 17:24:00,1900-01-01 17:30:29,,,6.483333333333333,0
2022-10-01,105,Outbound,57068460.0,29002,sull,1,Startpoint,Schedule,1900-01-01 18:05:00,1900-01-01 18:16:01,,,11.016666666666667,0
2022-10-01,105,Outbound,57068460.0,5405,sweet,2,Midpoint,Schedule,1900-01-01 18:13:00,1900-01-01 18:24:14,,,11.233333333333333,0
2022-10-01,105,Outbound,57068460.0,5414,mncrs,3,Midpoint,Schedule,1900-01-01 18:19:00,1900-01-01 18:29:21,,,10.35,0
2022-10-01,105,Outbound,57068460.0,5426,bdoin,4,Midpoint,Schedule,1900-01-01 18:27:00,1900-01-01 18:35:17,,,8.283333333333333,0
2022-10-01,105,Outbound,57068460.0,53270,malst,5,Endpoint,Schedule,1900-01-01 18:39:00,1900-01-01 18:42:08,,,3.1333333333333333,0
2022-10-01,105,Outbound,57068462.0,29002,sull,1,Startpoint,Schedule,1900-01-01 19:20:00,1900-01-01 19:20:08,,,0.13333333333333333,0
2022-10-01,105,Outbound,57068462.0,5405,sweet,2,Midpoint,Schedule,1900-01-01 19:28:00,1900-01-01 19:29:30,,,1.5,0
2022-10-01,105,Outbound,57068462.0,5414,mncrs,3,Midpoint,Schedule,1900-01-01 19:34:00,1900-01-01 19:34:59,,,0.9833333333333333,0
2022-10-01,105,Outbound,57068462.0,5426,bdoin,4,Midpoint,Schedule,1900-01-01 19:42:00,1900-01-01 19:40:53,,,0.0,0
2022-10-01,105,Outbound,57068462.0,53270,malst,5,Endpoint,Schedule,1900-01-01 19:54:00,1900-01-01 19:49:15,,,0.0,0
2022-10-01,106,Inbound,57068469.0,5472,leban,1,Startpoint,Schedule,1900-01-01 04:45:00,1900-01-01 04:46:22,,,1.3666666666666667,0
2022-10-01,106,Inbound,57068469.0,5436,mwood,2,Midpoint,Schedule,1900-01-01 04:49:00,1900-01-01 04:50:15,,,1.25,0
2022-10-01,106,Inbound,57068469.0,15431,plsmn,3,Midpoint,Schedule,1900-01-01 04:56:00,1900-01-01 04:55:54,,,0.0,0
2022-10-01,106,Inbound,57068469.0,53270,malst,4,Midpoint,Schedule,1900-01-01 04:57:00,1900-01-01 04:58:07,,,1.1166666666666667,0
2022-10-01,106,Inbound,57068469.0,5449,mncrs,5,Midpoint,Schedule,1900-01-01 05:00:00,1900-01-01 04:59:52,,,0.0,0
2022-10-01,106,Inbound,57068469.0,5404,sweet,6,Midpoint,Schedule,1900-01-01 05:06:00,1900-01-01 05:03:21,,,0.0,0
2022-10-01,106,Inbound,57068469.0,5271,welst,7,Endpoint,Schedule,1900-01-01 05:11:00,1900-01-01 05:05:28,,,0.0,0
2022-10-01,106,Inbound,57068471.0,5472,leban,1,Startpoint,Schedule,1900-01-01 05:45:00,1900-01-01 05:44:31,,,0.0,0
2022-10-01,106,Inbound,57068471.0,5436,mwood,2,Midpoint,Schedule,1900-01-01 05:49:00,1900-01-01 05:48:24,,,0.0,0
2022-10-01,106,Inbound,57068471.0,15431,plsmn,3,Midpoint,Schedule,1900-01-01 05:56:00,1900-01-01 05:54:18,,,0.0,0
2022-10-01,106,Inbound,57068471.0,53270,malst,4,Midpoint,Schedule,1900-01-01 05:57:00,1900-01-01 05:55:46,,,0.0,0
2022-10-01,106,Inbound,57068471.0,5449,mncrs,5,Midpoint,Schedule,1900-01-01 06:00:00,1900-01-01 05:59:31,,,0.0,0
2022-10-01,106,Inbound,57068471.0,5404,sweet,6,Midpoint,Schedule,1900-01-01 06:06:00,1900-01-01 06:05:48,,,0.0,0
2022-10-01,106,Inbound,57068471.0,5271,welst,7,Endpoint,Schedule,1900-01-01 06:11:00,1900-01-01 06:08:04,,,0.0,0
2022-10-01,106,Inbound,57068478.0,5472,leban,1,Startpoint,Schedule,1900-01-01 06:15:00,1900-01-01 06:15:17,,,0.2833333333333333,0
2022-10-01,106,Inbound,57068478.0,5436,mwood,2,Midpoint,Schedule,1900-01-01 06:19:00,1900-01-01 06:18:52,,,0.0,0
2022-10-01,106,Inbound,57068478.0,15431,plsmn,3,Midpoint,Schedule,1900-01-01 06:26:00,1900-01-01 06:23:30,,,0.0,0
2022-10-01,106,Inbound,57068478.0,53270,malst,4,Midpoint,Schedule,1900-01-01 06:27:00,1900-01-01 06:25:23,,,0.0,0
2022-10-01,106,Inbound,57068478.0,5449,mncrs,5,Midpoint,Schedule,1900-01-01 06:30:00,1900-01-01 06:28:19,,,0.0,0
2022-10-01,106,Inbound,57068478.0,5404,sweet,6,Midpoint,Schedule,1900-01-01 06:36:00,1900-01-01 06:34:15,,,0.0,0
2022-10-01,106,Inbound,57068478.0,5271,welst,7,Endpoint,Schedule,1900-01-01 06:41:00,1900-01-01 06:37:17,,,0.0,0
2022-10-01,106,Inbound,57068473.0,5472,leban,1,Startpoint,Schedule,1900-01-01 06:45:00,1900-01-01 06:44:42,,,0.0,0
2022-10-01,106,Inbound,57068473.0,5436,mwood,2,Midpoint,Schedule,1900-01-01 06:49:00,1900-01-01 06:49:43,,,0.7166666666666667,0
2022-10-01,106,Inbound,57068473.0,15431,plsmn,3,Midpoint,Schedule,1900-01-01 06:56:00,1900-01-01 06:55:48,,,0.0,0
2022-10-01,106,Inbound,57068473.0,53270,malst,4,Midpoint,Schedule,1900-01-01 06:57:00,1900-01-01 06:57:46,,,0.7666666666666667,0
2022-10-01,106,Inbound,57068473.0,5449,mncrs,5,Midpoint,Schedule,1900-01-01 07:00:00,1900-01-01 07:00:32,,,0.5333333333333333,0
2022-10-01,106,Inbound,57068473.0,5404,sweet,6,Midpoint,Schedule,1900-01-01 07:06:00,1900-01-01 07:05:32,,,0.0,0
2022-10-01,106,Inbound,57068473.0,5271,welst,7,Endpoint,Schedule,1900-01-01 07:11:00,1900-01-01 07:07:31,,,0.0,0
2022-10-01,106,Inbound,57068480.0,5472,leban,1,Startpoint,Schedule,1900-01-01 07:15:00,1900-01-01 07:15:22,,,0.36666666666666664,0
2022-10-01,106,Inbound,57068480.0,5436,mwood,2,Midpoint,Schedule,1900-01-01 07:19:00,1900-01-01 07:19:41,,,0.6833333333333333,0
2022-10-01,106,Inbound,57068480.0,15431,plsmn,3,Midpoint,Schedule,1900-01-01 07:26:00,1900-01-01 07:25:25,,,0.0,0
2022-10-01,106,Inbound,57068480.0,53270,malst,4,Midpoint,Schedule,1900-01-01 07:27:00,1900-01-01 07:26:47,,,0.0,0
2022-10-01,106,Inbound,57068480.0,5449,mncrs,5,Midpoint,Schedule,1900-01-01 07:30:00,1900-01-01 07:28:53,,,0.0,0
2022-10-01,106,Inbound,57068480.0,5404,sweet,6,Midpoint,Schedule,1900-01-01 07:36:00,1900-01-01 07:34:09,,,0.0,0
2022-10-01,106,Inbound,57068480.0,5271,welst,7,Endpoint,Schedule,1900-01-01 07:43:00,1900-01-01 07:36:13,,,0.0,0
2022-10-01,106,Inbound,57068475.0,5472,leban,1,Startpoint,Schedule,1900-01-01 07:45:00,1900-01-01 07:44:13,,,0.0,0
2022-10-01,106,Inbound,57068475.0,5436,mwood,2,Midpoint,Schedule,1900-01-01 07:50:00,1900-01-01 07:49:30,,,0.0,0
2022-10-01,106,Inbound,57068475.0,15431,plsmn,3,Midpoint,Schedule,1900-01-01 07:57:00,1900-01-01 07:56:13,,,0.0,0
2022-10-01,106,Inbound,57068475.0,53270,malst,4,Midpoint,Schedule,1900-01-01 07:59:00,1900-01-01 07:58:26,,,0.0,0
2022-10-01,106,Inbound,57068475.0,5449,mncrs,5,Midpoint,Schedule,1900-01-01 08:03:00,1900-01-01 08:00:52,,,0.0,0
2022-10-01,106,Inbound,57068475.0,5404,sweet,6,Midpoint,Schedule,1900-01-01 08:09:00,1900-01-01 08:04:42,,,0.0,0
2022-10-01,106,Inbound,57068482.0,5472,leban,1,Startpoint,Schedule,1900-01-01 08:15:00,1900-01-01 08:14:54,,,0.0,0
2022-10-01,106,Inbound,57068475.0,5271,welst,7,Endpoint,Schedule,1900-01-01 08:16:00,1900-01-01 08:07:44,,,0.0,0
2022-10-01,106,Inbound,57068482.0,5436,mwood,2,Midpoint,Schedule,1900-01-01 08:20:00,1900-01-01 08:19:14,,,0.0,0
2022-10-01,106,Inbound,57068482.0,15431,plsmn,3,Midpoint,Schedule,1900-01-01 08:27:00,1900-01-01 08:27:26,,,0.43333333333333335,0
2022-10-01,106,Inbound,57068482.0,53270,malst,4,Midpoint,Schedule,1900-01-01 08:29:00,1900-01-01 08:29:39,,,0.65,0
2022-10-01,106,Inbound,57068482.0,5449,mncrs,5,Midpoint,Schedule,1900-01-01 08:33:00,1900-01-01 08:32:00,,,0.0,0
2022-10-01,106,Inbound,57068482.0,5404,sweet,6,Midpoint,Schedule,1900-01-01 08:39:00,1900-01-01 08:40:03,,,1.05,0
2022-10-01,106,Inbound,57068482.0,5271,welst,7,Endpoint,Schedule,1900-01-01 08:46:00,1900-01-01 08:49:28,,,3.466666666666667,0
2022-10-01,106,Inbound,57068477.0,5472,leban,1,Startpoint,Schedule,1900-01-01 08:50:00,1900-01-01 08:49:40,,,0.0,0
2022-10-01,106,Inbound,57068477.0,5436,mwood,2,Midpoint,Schedule,1900-01-01 08:55:00,1900-01-01 08:56:05,,,1.0833333333333333,0
2022-10-01,106,Inbound,57068477.0,15431,plsmn,3,Midpoint,Schedule,1900-01-01 09:02:00,1900-01-01 09:03:44,,,1.7333333333333334,0
2022-10-01,106,Inbound,57068477.0,53270,malst,4,Midpoint,Schedule,1900-01-01 09:04:00,1900-01-01 09:07:09,,,3.15,0
2022-10-01,106,Inbound,57068477.0,5449,mncrs,5,Midpoint,Schedule,1900-01-01 09:08:00,1900-01-01 09:10:01,,,2.0166666666666666,0
2022-10-01,106,Inbound,57068477.0,5404,sweet,6,Midpoint,Schedule,1900-01-01 09:14:00,1900-01-01 09:15:34,,,1.5666666666666667,0
2022-10-01,106,Inbound,57068477.0,5271,welst,7,Endpoint,Schedule,1900-01-01 09:21:00,1900-01-01 09:18:15,,,0.0,0
2022-10-01,106,Inbound,57068484.0,5472,leban,1,Startpoint,Schedule,1900-01-01 09:30:00,1900-01-01 09:29:57,,,0.0,0
2022-10-01,106,Inbound,57068484.0,5436,mwood,2,Midpoint,Schedule,1900-01-01 09:35:00,1900-01-01 09:34:26,,,0.0,0
2022-10-01,106,Inbound,57068484.0,15431,plsmn,3,Midpoint,Schedule,1900-01-01 09:42:00,1900-01-01 09:41:34,,,0.0,0
2022-10-01,106,Inbound,57068484.0,53270,malst,4,Midpoint,Schedule,1900-01-01 09:44:00,1900-01-01 09:43:41,,,0.0,0
2022-10-01,106,Inbound,57068484.0,5449,mncrs,5,Midpoint,Schedule,1900-01-01 09:48:00,1900-01-01 09:47:20,,,0.0,0
2022-10-01,106,Inbound,57068484.0,5404,sweet,6,Midpoint,Schedule,1900-01-01 09:54:00,1900-01-01 09:52:17,,,0.0,0
2022-10-01,106,Inbound,57068484.0,5271,welst,7,Endpoint,Schedule,1900-01-01 10:01:00,1900-01-01 09:55:40,,,0.0,0
2022-10-01,106,Inbound,57068507.0,5472,leban,1,Startpoint,Schedule,1900-01-01 10:10:00,1900-01-01 10:10:29,,,0.48333333333333334,0
2022-10-01,106,Inbound,57068507.0,5436,mwood,2,Midpoint,Schedule,1900-01-01 10:15:00,1900-01-01 10:18:45,,,3.75,0
2022-10-01,106,Inbound,57068507.0,15431,plsmn,3,Midpoint,Schedule,1900-01-01 10:22:00,1900-01-01 10:27:29,,,5.483333333333333,0
2022-10-01,106,Inbound,57068507.0,53270,malst,4,Midpoint,Schedule,1900-01-01 10:24:00,1900-01-01 10:29:49,,,5.816666666666666,0
2022-10-01,106,Inbound,57068507.0,5449,mncrs,5,Midpoint,Schedule,1900-01-01 10:28:00,1900-01-01 10:34:34,,,6.566666666666666,0
2022-10-01,106,Inbound,57068507.0,5404,sweet,6,Midpoint,Schedule,1900-01-01 10:34:00,1900-01-01 10:42:26,,,8.433333333333334,0
2022-10-01,106,Inbound,57068507.0,5271,welst,7,Endpoint,Schedule,1900-01-01 10:41:00,1900-01-01 10:47:52,,,6.866666666666666,0
2022-10-01,106,Inbound,57068486.0,5472,leban,1,Startpoint,Schedule,1900-01-01 10:50:00,1900-01-01 10:50:12,,,0.2,0
2022-10-01,106,Inbound,57068486.0,5436,mwood,2,Midpoint,Schedule,1900-01-01 10:55:00,1900-01-01 10:55:09,,,0.15,0
2022-10-01,106,Inbound,57068486.0,15431,plsmn,3,Midpoint,Schedule,1900-01-01 11:02:00,1900-01-01 11:04:53,,,2.8833333333333333,0
2022-10-01,106,Inbound,57068486.0,53270,malst,4,Midpoint,Schedule,1900-01-01 11:05:00,1900-01-01 11:07:14,,,2.2333333333333334,0
2022-10-01,106,Inbound,57068486.0,5449,mncrs,5,Midpoint,Schedule,1900-01-01 11:09:00,1900-01-01 11:11:35,,,2.5833333333333335,0
2022-10-01,106,Inbound,57068486.0,5404,sweet,6,Midpoint,Schedule,1900-01-01 11:17:00,1900-01-01 11:17:00,,,0.0,0
2022-10-01,106,Inbound,57068486.0,5271,welst,7,Endpoint,Schedule,1900-01-01 11:25:00,1900-01-01 11:20:22,,,0.0,0
2022-10-01,106,Inbound,57068509.0,5472,leban,1,Startpoint,Schedule,1900-01-01 11:28:00,1900-01-01 11:30:01,,,2.0166666666666666,0
2022-10-01,106,Inbound,57068509.0,5436,mwood,2,Midpoint,Schedule,1900-01-01 11:33:00,1900-01-01 11:38:18,,,5.3,0
2022-10-01,106,Inbound,57068509.0,15431,plsmn,3,Midpoint,Schedule,1900-01-01 11:41:00,1900-01-01 11:48:39,,,7.65,0
2022-10-01,106,Inbound,57068509.0,53270,malst,4,Midpoint,Schedule,1900-01-01 11:44:00,1900-01-01 11:51:42,,,7.7,0
2022-10-01,106,Inbound,57068509.0,5449,mncrs,5,Midpoint,Schedule,1900-01-01 11:48:00,1900-01-01 11:57:00,,,9.0,0
2022-10-01,106,Inbound,57068509.0,5404,sweet,6,Midpoint,Schedule,1900-01-01 11:56:00,1900-01-01 12:03:53,,,7.883333333333334,0
2022-10-01,106,Inbound,57068509.0,5271,welst,7,Endpoint,Schedule,1900-01-01 12:04:00,1900-01-01 12:08:22,,,4.366666666666666,0
2022-10-01,106,Inbound,57068515.0,5472,leban,1,Startpoint,Schedule,1900-01-01 12:10:00,1900-01-01 12:10:22,,,0.36666666666666664,0
2022-10-01,106,Inbound,57068515.0,5436,mwood,2,Midpoint,Schedule,1900-01-01 12:15:00,1900-01-01 12:16:25,,,1.4166666666666667,0
2022-10-01,106,Inbound,57068515.0,15431,plsmn,3,Midpoint,Schedule,1900-01-01 12:23:00,1900-01-01 12:22:47,,,0.0,0
2022-10-01,106,Inbound,57068515.0,53270,malst,4,Midpoint,Schedule,1900-01-01 12:26:00,1900-01-01 12:25:29,,,0.0,0
2022-10-01,106,Inbound,57068515.0,5449,mncrs,5,Midpoint,Schedule,1900-01-01 12:30:00,1900-01-01 12:28:19,,,0.0,0
2022-10-01,106,Inbound,57068515.0,5404,sweet,6,Midpoint,Schedule,1900-01-01 12:38:00,1900-01-01 12:35:44,,,0.0,0
2022-10-01,106,Inbound,57068515.0,5271,welst,7,Endpoint,Schedule,1900-01-01 12:46:00,1900-01-01 12:39:35,,,0.0,0
2022-10-01,106,Inbound,57068511.0,5472,leban,1,Startpoint,Schedule,1900-01-01 12:48:00,1900-01-01 12:48:08,,,0.13333333333333333,0
2022-10-01,106,Inbound,57068511.0,5436,mwood,2,Midpoint,Schedule,1900-01-01 12:53:00,1900-01-01 12:54:33,,,1.55,0
2022-10-01,106,Inbound,57068511.0,15431,plsmn,3,Midpoint,Schedule,1900-01-01 13:01:00,1900-01-01 13:04:33,,,3.55,0
2022-10-01,106,Inbound,57068511.0,53270,malst,4,Midpoint,Schedule,1900-01-01 13:04:00,1900-01-01 13:07:36,,,3.6,0
2022-10-01,106,Inbound,57068511.0,5449,mncrs,5,Midpoint,Schedule,1900-01-01 13:08:00,1900-01-01 13:11:38,,,3.6333333333333333,0
2022-10-01,106,Inbound,57068511.0,5404,sweet,6,Midpoint,Schedule,1900-01-01 13:16:00,1900-01-01 13:19:20,,,3.3333333333333335,0
2022-10-01,106,Inbound,57068511.0,5271,welst,7,Endpoint,Schedule,1900-01-01 13:24:00,1900-01-01 13:23:12,,,0.0,0
2022-10-01,106,Inbound,57068517.0,5472,leban,1,Startpoint,Schedule,1900-01-01 13:30:00,1900-01-01 13:29:49,,,0.0,0
2022-10-01,106,Inbound,57068517.0,5436,mwood,2,Midpoint,Schedule,1900-01-01 13:35:00,1900-01-01 13:35:11,,,0.18333333333333332,0
2022-10-01,106,Inbound,57068517.0,15431,plsmn,3,Midpoint,Schedule,1900-01-01 13:43:00,1900-01-01 13:43:56,,,0.9333333333333333,0
2022-10-01,106,Inbound,57068517.0,53270,malst,4,Midpoint,Schedule,1900-01-01 13:46:00,1900-01-01 13:46:50,,,0.8333333333333334,0
2022-10-01,106,Inbound,57068517.0,5449,mncrs,5,Midpoint,Schedule,1900-01-01 13:51:00,1900-01-01 13:51:37,,,0.6166666666666667,0
2022-10-01,106,Inbound,57068517.0,5404,sweet,6,Midpoint,Schedule,1900-01-01 13:58:00,1900-01-01 13:59:35,,,1.5833333333333333,0
2022-10-01,106,Inbound,57068517.0,5271,welst,7,Endpoint,Schedule,1900-01-01 14:06:00,1900-01-01 14:02:47,,,0.0,0
2022-10-01,106,Inbound,57068513.0,5472,leban,1,Startpoint,Schedule,1900-01-01 14:10:00,1900-01-01 14:09:59,,,0.0,0
2022-10-01,106,Inbound,57068513.0,5436,mwood,2,Midpoint,Schedule,1900-01-01 14:15:00,1900-01-01 14:15:48,,,0.8,0
2022-10-01,106,Inbound,57068513.0,15431,plsmn,3,Midpoint,Schedule,1900-01-01 14:23:00,1900-01-01 14:25:35,,,2.5833333333333335,0
2022-10-01,106,Inbound,57068513.0,53270,malst,4,Midpoint,Schedule,1900-01-01 14:26:00,1900-01-01 14:27:56,,,1.9333333333333333,0
2022-10-01,106,Inbound,57068513.0,5449,mncrs,5,Midpoint,Schedule,1900-01-01 14:31:00,1900-01-01 14:32:11,,,1.1833333333333333,0
2022-10-01,106,Inbound,57068513.0,5404,sweet,6,Midpoint,Schedule,1900-01-01 14:38:00,1900-01-01 14:39:36,,,1.6,0
2022-10-01,106,Inbound,57068513.0,5271,welst,7,Endpoint,Schedule,1900-01-01 14:46:00,1900-01-01 14:43:14,,,0.0,0
2022-10-01,106,Inbound,57068519.0,5472,leban,1,Startpoint,Schedule,1900-01-01 14:50:00,1900-01-01 14:50:03,,,0.05,0
2022-10-01,106,Inbound,57068519.0,5436,mwood,2,Midpoint,Schedule,1900-01-01 14:55:00,1900-01-01 14:54:30,,,0.0,0
2022-10-01,106,Inbound,57068519.0,15431,plsmn,3,Midpoint,Schedule,1900-01-01 15:03:00,1900-01-01 15:03:41,,,0.6833333333333333,0
2022-10-01,106,Inbound,57068519.0,53270,malst,4,Midpoint,Schedule,1900-01-01 15:06:00,1900-01-01 15:05:35,,,0.0,0
2022-10-01,106,Inbound,57068519.0,5449,mncrs,5,Midpoint,Schedule,1900-01-01 15:11:00,1900-01-01 15:08:06,,,0.0,0
