service_date,route_id,direction_id,half_trip_id,stop_id,time_point_id,time_point_order,point_type,standard_type,scheduled,actual,scheduled_headway,headway,delay_time,day_week
2022-10-01,01,Inbound,57066302.0,110,hhgat,1,Startpoint,Schedule,1900-01-01 05:05:00,1900-01-01 05:04:38,,,0.0,0
2022-10-01,01,Inbound,57066302.0,67,maput,2,Midpoint,Schedule,1900-01-01 05:07:00,1900-01-01 05:06:33,,,0.0,0
2022-10-01,01,Inbound,57066302.0,72,cntsq,3,Midpoint,Schedule,1900-01-01 05:08:00,1900-01-01 05:08:41,,,0.6833333333333333,0
2022-10-01,01,Inbound,57066302.0,75,mit,4,Midpoint,Schedule,1900-01-01 05:11:00,1900-01-01 05:12:42,,,1.7,0
2022-10-01,01,Inbound,57066302.0,79,hynes,5,Midpoint,Schedule,1900-01-01 05:14:00,1900-01-01 05:16:02,,,2.033333333333333,0
2022-10-01,01,Inbound,57066302.0,187,masta,6,Midpoint,Schedule,1900-01-01 05:15:00,1900-01-01 05:18:46,,,3.7666666666666666,0
2022-10-01,01,Inbound,57066302.0,59,Wasma,7,Midpoint,Schedule,1900-01-01 05:18:00,1900-01-01 05:20:49,,,2.816666666666667,0
2022-10-01,01,Inbound,57066302.0,62,Melwa,8,Midpoint,Schedule,1900-01-01 05:22:00,1900-01-01 05:25:12,,,3.2,0
2022-10-01,01,Inbound,57066302.0,64,nubn,9,Endpoint,Schedule,1900-01-01 05:28:00,1900-01-01 05:25:36,,,0.0,0
2022-10-01,01,Outbound,57066301.0,64,nubn,1,Startpoint,Schedule,1900-01-01 04:40:00,1900-01-01 04:39:42,,,0.0,0
2022-10-01,01,Outbound,57066301.0,2,Melwa,2,Midpoint,Schedule,1900-01-01 04:41:00,1900-01-01 04:41:02,,,0.03333333333333333,0
2022-10-01,01,Outbound,57066301.0,10590,Wasma,3,Midpoint,Schedule,1900-01-01 04:44:00,1900-01-01 04:45:20,,,1.3333333333333333,0
2022-10-01,01,Outbound,57066301.0,188,masta,4,Midpoint,Schedule,1900-01-01 04:46:00,1900-01-01 04:48:26,,,2.433333333333333,0
2022-10-01,01,Outbound,57066301.0,93,hynes,5,Midpoint,Schedule,1900-01-01 04:48:00,1900-01-01 04:51:34,,,3.566666666666667,0
2022-10-01,01,Outbound,57066301.0,97,mit,6,Midpoint,Schedule,1900-01-01 04:51:00,1900-01-01 04:53:24,,,2.4,0
2022-10-01,01,Outbound,57066301.0,102,cntsq,7,Midpoint,Schedule,1900-01-01 04:55:00,1900-01-01 04:58:01,,,3.0166666666666666,0
2022-10-01,01,Outbound,57066301.0,108,maput,8,Midpoint,Schedule,1900-01-01 04:58:00,1900-01-01 05:00:17,,,2.283333333333333,0
2022-10-01,01,Outbound,57066301.0,110,hhgat,9,Endpoint,Schedule,1900-01-01 05:02:00,1900-01-01 05:00:52,,,0.0,0
2022-10-01,07,Inbound,57067746.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 05:15:00,1900-01-01 05:16:15,,,1.25,0
2022-10-01,07,Inbound,57067746.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 05:18:00,1900-01-01 05:21:10,,,3.1666666666666665,0
2022-10-01,07,Inbound,57067746.0,890,bcec,3,Midpoint,Schedule,1900-01-01 05:21:00,1900-01-01 05:26:17,,,5.283333333333333,0
2022-10-01,07,Inbound,57067746.0,892,sosta,4,Midpoint,Schedule,1900-01-01 05:22:00,1900-01-01 05:28:20,,,6.333333333333333,0
2022-10-01,07,Inbound,57067746.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 05:28:00,1900-01-01 05:31:16,,,3.2666666666666666,0
2022-10-01,07,Inbound,57067748.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 06:00:00,1900-01-01 06:02:32,,,2.533333333333333,0
2022-10-01,07,Inbound,57067748.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 06:03:00,1900-01-01 06:06:53,,,3.8833333333333333,0
2022-10-01,07,Inbound,57067748.0,890,bcec,3,Midpoint,Schedule,1900-01-01 06:06:00,1900-01-01 06:09:21,,,3.35,0
2022-10-01,07,Inbound,57067748.0,892,sosta,4,Midpoint,Schedule,1900-01-01 06:07:00,1900-01-01 06:11:03,,,4.05,0
2022-10-01,07,Inbound,57067748.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 06:13:00,1900-01-01 06:12:58,,,0.0,0
2022-10-01,07,Inbound,57067750.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 06:40:00,1900-01-01 06:42:01,,,2.0166666666666666,0
2022-10-01,07,Inbound,57067750.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 06:43:00,1900-01-01 06:45:38,,,2.6333333333333333,0
2022-10-01,07,Inbound,57067750.0,890,bcec,3,Midpoint,Schedule,1900-01-01 06:46:00,1900-01-01 06:49:18,,,3.3,0
2022-10-01,07,Inbound,57067750.0,892,sosta,4,Midpoint,Schedule,1900-01-01 06:47:00,1900-01-01 06:52:40,,,5.666666666666667,0
2022-10-01,07,Inbound,57067750.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 06:53:00,1900-01-01 06:56:05,,,3.0833333333333335,0
2022-10-01,07,Inbound,57067752.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 07:20:00,1900-01-01 07:20:31,,,0.5166666666666667,0
2022-10-01,07,Inbound,57067752.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 07:23:00,1900-01-01 07:24:34,,,1.5666666666666667,0
2022-10-01,07,Inbound,57067752.0,890,bcec,3,Midpoint,Schedule,1900-01-01 07:26:00,1900-01-01 07:27:44,,,1.7333333333333334,0
2022-10-01,07,Inbound,57067752.0,892,sosta,4,Midpoint,Schedule,1900-01-01 07:27:00,1900-01-01 07:32:42,,,5.7,0
2022-10-01,07,Inbound,57067752.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 07:33:00,1900-01-01 07:34:39,,,1.65,0
2022-10-01,07,Inbound,57067754.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 08:00:00,1900-01-01 08:03:30,,,3.5,0
2022-10-01,07,Inbound,57067754.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 08:03:00,1900-01-01 08:08:25,,,5.416666666666667,0
2022-10-01,07,Inbound,57067754.0,890,bcec,3,Midpoint,Schedule,1900-01-01 08:06:00,1900-01-01 08:12:58,,,6.966666666666667,0
2022-10-01,07,Inbound,57067754.0,892,sosta,4,Midpoint,Schedule,1900-01-01 08:09:00,1900-01-01 08:16:05,,,7.083333333333333,0
2022-10-01,07,Inbound,57067754.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 08:15:00,1900-01-01 08:18:50,,,3.8333333333333335,0
2022-10-01,07,Inbound,57067911.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 08:40:00,1900-01-01 08:42:53,,,2.8833333333333333,0
2022-10-01,07,Inbound,57067911.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 08:43:00,1900-01-01 08:46:41,,,3.683333333333333,0
2022-10-01,07,Inbound,57067911.0,890,bcec,3,Midpoint,Schedule,1900-01-01 08:47:00,1900-01-01 08:51:23,,,4.383333333333334,0
2022-10-01,07,Inbound,57067911.0,892,sosta,4,Midpoint,Schedule,1900-01-01 08:50:00,1900-01-01 08:57:40,,,7.666666666666667,0
2022-10-01,07,Inbound,57067911.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 08:56:00,1900-01-01 08:59:36,,,3.6,0
2022-10-01,07,Inbound,57067913.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 09:20:00,1900-01-01 09:25:27,,,5.45,0
2022-10-01,07,Inbound,57067913.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 09:24:00,1900-01-01 09:30:58,,,6.966666666666667,0
2022-10-01,07,Inbound,57067913.0,890,bcec,3,Midpoint,Schedule,1900-01-01 09:28:00,1900-01-01 09:36:44,,,8.733333333333333,0
2022-10-01,07,Inbound,57067913.0,892,sosta,4,Midpoint,Schedule,1900-01-01 09:31:00,1900-01-01 09:42:41,,,11.683333333333334,0
2022-10-01,07,Inbound,57067913.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 09:37:00,1900-01-01 09:44:35,,,7.583333333333333,0
2022-10-01,07,Inbound,57067915.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 10:00:00,1900-01-01 10:02:43,,,2.716666666666667,0
2022-10-01,07,Inbound,57067915.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 10:04:00,1900-01-01 10:07:37,,,3.6166666666666667,0
2022-10-01,07,Inbound,57067915.0,890,bcec,3,Midpoint,Schedule,1900-01-01 10:08:00,1900-01-01 10:13:42,,,5.7,0
2022-10-01,07,Inbound,57067915.0,892,sosta,4,Midpoint,Schedule,1900-01-01 10:11:00,1900-01-01 10:17:40,,,6.666666666666667,0
2022-10-01,07,Inbound,57067915.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 10:17:00,1900-01-01 10:19:38,,,2.6333333333333333,0
2022-10-01,07,Inbound,57066351.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 10:40:00,1900-01-01 10:39:31,,,0.0,0
2022-10-01,07,Inbound,57066351.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 10:44:00,1900-01-01 10:46:14,,,2.2333333333333334,0
2022-10-01,07,Inbound,57066351.0,890,bcec,3,Midpoint,Schedule,1900-01-01 10:49:00,1900-01-01 10:53:43,,,4.716666666666667,0
2022-10-01,07,Inbound,57066351.0,892,sosta,4,Midpoint,Schedule,1900-01-01 10:52:00,1900-01-01 10:57:39,,,5.65,0
2022-10-01,07,Inbound,57066351.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 10:58:00,1900-01-01 10:59:40,,,1.6666666666666667,0
2022-10-01,07,Inbound,57066353.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 11:20:00,1900-01-01 11:20:38,,,0.6333333333333333,0
2022-10-01,07,Inbound,57066353.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 11:24:00,1900-01-01 11:25:28,,,1.4666666666666666,0
2022-10-01,07,Inbound,57066353.0,890,bcec,3,Midpoint,Schedule,1900-01-01 11:29:00,1900-01-01 11:30:19,,,1.3166666666666667,0
2022-10-01,07,Inbound,57066353.0,892,sosta,4,Midpoint,Schedule,1900-01-01 11:32:00,1900-01-01 11:34:40,,,2.6666666666666665,0
2022-10-01,07,Inbound,57066353.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 11:38:00,1900-01-01 11:37:42,,,0.0,0
2022-10-01,07,Inbound,57066355.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 12:02:00,1900-01-01 12:02:26,,,0.43333333333333335,0
2022-10-01,07,Inbound,57066355.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 12:06:00,1900-01-01 12:07:51,,,1.85,0
2022-10-01,07,Inbound,57066355.0,890,bcec,3,Midpoint,Schedule,1900-01-01 12:11:00,1900-01-01 12:11:27,,,0.45,0
2022-10-01,07,Inbound,57066355.0,892,sosta,4,Midpoint,Schedule,1900-01-01 12:14:00,1900-01-01 12:14:19,,,0.31666666666666665,0
2022-10-01,07,Inbound,57066355.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 12:20:00,1900-01-01 12:16:29,,,0.0,0
2022-10-01,07,Inbound,57066357.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 12:44:00,1900-01-01 12:44:06,,,0.1,0
2022-10-01,07,Inbound,57066357.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 12:48:00,1900-01-01 12:48:09,,,0.15,0
2022-10-01,07,Inbound,57066357.0,890,bcec,3,Midpoint,Schedule,1900-01-01 12:53:00,1900-01-01 12:53:17,,,0.2833333333333333,0
2022-10-01,07,Inbound,57066357.0,892,sosta,4,Midpoint,Schedule,1900-01-01 12:56:00,1900-01-01 12:57:39,,,1.65,0
2022-10-01,07,Inbound,57066357.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 13:02:00,1900-01-01 12:59:27,,,0.0,0
2022-10-01,07,Inbound,57066359.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 13:26:00,1900-01-01 13:29:01,,,3.0166666666666666,0
2022-10-01,07,Inbound,57066359.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 13:30:00,1900-01-01 13:33:45,,,3.75,0
