service_date,route_id,direction_id,half_trip_id,stop_id,time_point_id,time_point_order,point_type,standard_type,scheduled,actual,scheduled_headway,headway,delay_time
2022-01-22,01,Inbound,54365511.0,110,hhgat,1,Startpoint,Schedule,1900-01-01 05:05:00,1900-01-01 05:12:49,,,7.816666666666666
2022-01-22,01,Inbound,54365511.0,67,maput,2,Midpoint,Schedule,1900-01-01 05:07:00,1900-01-01 05:14:03,,,7.05
2022-01-22,01,Inbound,54365511.0,72,cntsq,3,Midpoint,Schedule,1900-01-01 05:08:00,1900-01-01 05:15:22,,,7.366666666666666
2022-01-22,01,Inbound,54365511.0,75,mit,4,Midpoint,Schedule,1900-01-01 05:11:00,1900-01-01 05:18:41,,,7.683333333333334
2022-01-22,01,Inbound,54365511.0,79,hynes,5,Midpoint,Schedule,1900-01-01 05:14:00,1900-01-01 05:20:22,,,6.366666666666666
2022-01-22,01,Inbound,54365511.0,187,masta,6,Midpoint,Schedule,1900-01-01 05:15:00,1900-01-01 05:22:53,,,7.883333333333334
2022-01-22,01,Inbound,54365511.0,59,Wasma,7,Midpoint,Schedule,1900-01-01 05:18:00,1900-01-01 05:23:49,,,5.816666666666666
2022-01-22,01,Inbound,54365511.0,62,Melwa,8,Midpoint,Schedule,1900-01-01 05:22:00,1900-01-01 05:26:53,,,4.883333333333334
2022-01-22,01,Inbound,54365511.0,64,dudly,9,Endpoint,Schedule,1900-01-01 05:28:00,1900-01-01 05:27:19,,,0.0
2022-01-22,01,Outbound,54365510.0,64,dudly,1,Startpoint,Schedule,1900-01-01 04:40:00,1900-01-01 04:40:06,,,0.1
2022-01-22,01,Outbound,54365510.0,2,Melwa,2,Midpoint,Schedule,1900-01-01 04:41:00,1900-01-01 04:40:49,,,0.0
2022-01-22,01,Outbound,54365510.0,10590,Wasma,3,Midpoint,Schedule,1900-01-01 04:44:00,1900-01-01 04:45:17,,,1.2833333333333334
2022-01-22,01,Outbound,54365510.0,188,masta,4,Midpoint,Schedule,1900-01-01 04:46:00,1900-01-01 04:46:46,,,0.7666666666666667
2022-01-22,01,Outbound,54365510.0,93,hynes,5,Midpoint,Schedule,1900-01-01 04:48:00,1900-01-01 04:48:32,,,0.5333333333333333
2022-01-22,01,Outbound,54365510.0,97,mit,6,Midpoint,Schedule,1900-01-01 04:51:00,1900-01-01 04:50:20,,,0.0
2022-01-22,01,Outbound,54365510.0,102,cntsq,7,Midpoint,Schedule,1900-01-01 04:55:00,1900-01-01 04:52:49,,,0.0
2022-01-22,01,Outbound,54365510.0,108,maput,8,Midpoint,Schedule,1900-01-01 04:58:00,1900-01-01 05:11:59,,,13.983333333333333
2022-01-22,01,Outbound,54365510.0,110,hhgat,9,Endpoint,Schedule,1900-01-01 05:02:00,1900-01-01 05:12:32,,,10.533333333333333
2022-01-22,07,Inbound,54365729.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 05:15:00,1900-01-01 05:15:48,,,0.8
2022-01-22,07,Inbound,54365729.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 05:18:00,1900-01-01 05:19:17,,,1.2833333333333334
2022-01-22,07,Inbound,54365729.0,890,bcec,3,Midpoint,Schedule,1900-01-01 05:19:00,1900-01-01 05:22:50,,,3.8333333333333335
2022-01-22,07,Inbound,54365729.0,892,sosta,4,Midpoint,Schedule,1900-01-01 05:20:00,1900-01-01 05:24:49,,,4.816666666666666
