service_date,route_id,direction_id,half_trip_id,stop_id,time_point_id,time_point_order,point_type,standard_type,scheduled,actual,scheduled_headway,headway,delay_time
2022-01-17,07,Outbound,54304750.0,879,lbrwy,4,Midpoint,Schedule,1900-01-01 07:30:00,1900-01-01 07:29:48,,,0.0
2022-01-17,07,Outbound,54304750.0,33,ctypt,5,Endpoint,Schedule,1900-01-01 07:33:00,1900-01-01 07:32:23,,,0.0
2022-01-17,07,Outbound,54304527.0,16535,otsum,1,Startpoint,Schedule,1900-01-01 07:37:00,1900-01-01 07:37:31,,,0.5166666666666667
2022-01-17,07,Outbound,54304527.0,6564,sosta,2,Midpoint,Schedule,1900-01-01 07:40:00,1900-01-01 07:41:01,,,1.0166666666666666
2022-01-17,07,Outbound,54304527.0,889,bcec,3,Midpoint,Schedule,1900-01-01 07:42:00,1900-01-01 07:43:54,,,1.9
2022-01-17,07,Outbound,54304527.0,879,lbrwy,4,Midpoint,Schedule,1900-01-01 07:46:00,1900-01-01 07:47:52,,,1.8666666666666667
2022-01-17,07,Outbound,54304527.0,33,ctypt,5,Endpoint,Schedule,1900-01-01 07:49:00,1900-01-01 07:51:23,,,2.3833333333333333
2022-01-17,07,Outbound,54304758.0,16535,otsum,1,Startpoint,Schedule,1900-01-01 10:22:00,1900-01-01 10:26:48,,,4.8
2022-01-17,07,Outbound,54304758.0,6564,sosta,2,Midpoint,Schedule,1900-01-01 10:25:00,1900-01-01 10:29:43,,,4.716666666666667
2022-01-17,07,Outbound,54304758.0,889,bcec,3,Midpoint,Schedule,1900-01-01 10:28:00,1900-01-01 10:32:18,,,4.3
2022-01-17,07,Outbound,54304758.0,879,lbrwy,4,Midpoint,Schedule,1900-01-01 10:32:00,1900-01-01 10:36:10,,,4.166666666666667
2022-01-17,07,Outbound,54304758.0,33,ctypt,5,Endpoint,Schedule,1900-01-01 10:35:00,1900-01-01 10:38:57,,,3.95
2022-01-17,07,Outbound,54304760.0,16535,otsum,1,Startpoint,Schedule,1900-01-01 11:02:00,1900-01-01 11:02:15,,,0.25
2022-01-17,07,Outbound,54304760.0,6564,sosta,2,Midpoint,Schedule,1900-01-01 11:05:00,1900-01-01 11:07:26,,,2.433333333333333
2022-01-17,07,Outbound,54304760.0,889,bcec,3,Midpoint,Schedule,1900-01-01 11:08:00,1900-01-01 11:09:18,,,1.3
2022-01-17,07,Outbound,54304760.0,879,lbrwy,4,Midpoint,Schedule,1900-01-01 11:12:00,1900-01-01 11:14:34,,,2.566666666666667
2022-01-17,07,Outbound,54304760.0,33,ctypt,5,Endpoint,Schedule,1900-01-01 11:15:00,1900-01-01 11:17:18,,,2.3
2022-01-17,07,Outbound,54304806.0,16535,otsum,1,Startpoint,Schedule,1900-01-01 11:43:00,1900-01-01 11:47:46,,,4.766666666666667
2022-01-17,07,Outbound,54304806.0,6564,sosta,2,Midpoint,Schedule,1900-01-01 11:46:00,1900-01-01 11:50:09,,,4.15
2022-01-17,07,Outbound,54304806.0,889,bcec,3,Midpoint,Schedule,1900-01-01 11:49:00,1900-01-01 11:53:35,,,4.583333333333333
2022-01-17,07,Outbound,54304806.0,879,lbrwy,4,Midpoint,Schedule,1900-01-01 11:54:00,1900-01-01 11:58:26,,,4.433333333333334
2022-01-17,07,Outbound,54304806.0,33,ctypt,5,Endpoint,Schedule,1900-01-01 11:58:00,1900-01-01 12:01:15,,,3.25
2022-01-17,07,Outbound,54304808.0,16535,otsum,1,Startpoint,Schedule,1900-01-01 12:25:00,1900-01-01 12:25:50,,,0.8333333333333334
2022-01-17,07,Outbound,54304808.0,6564,sosta,2,Midpoint,Schedule,1900-01-01 12:28:00,1900-01-01 12:29:36,,,1.6
2022-01-17,07,Outbound,54304808.0,889,bcec,3,Midpoint,Schedule,1900-01-01 12:31:00,1900-01-01 12:32:09,,,1.15
2022-01-17,07,Outbound,54304808.0,879,lbrwy,4,Midpoint,Schedule,1900-01-01 12:36:00,1900-01-01 12:35:13,,,0.0
2022-01-17,07,Outbound,54304808.0,33,ctypt,5,Endpoint,Schedule,1900-01-01 12:40:00,1900-01-01 12:37:39,,,0.0
2022-01-17,07,Outbound,54304810.0,16535,otsum,1,Startpoint,Schedule,1900-01-01 13:07:00,1900-01-01 13:06:22,,,0.0
2022-01-17,07,Outbound,54304810.0,6564,sosta,2,Midpoint,Schedule,1900-01-01 13:10:00,1900-01-01 13:09:30,,,0.0
2022-01-17,07,Outbound,54304810.0,889,bcec,3,Midpoint,Schedule,1900-01-01 13:13:00,1900-01-01 13:12:23,,,0.0
2022-01-17,07,Outbound,54304810.0,879,lbrwy,4,Midpoint,Schedule,1900-01-01 13:18:00,1900-01-01 13:15:41,,,0.0
2022-01-17,07,Outbound,54304810.0,33,ctypt,5,Endpoint,Schedule,1900-01-01 13:22:00,1900-01-01 13:18:26,,,0.0
2022-01-17,07,Outbound,54304767.0,16535,otsum,1,Startpoint,Schedule,1900-01-01 13:49:00,1900-01-01 13:49:45,,,0.75
2022-01-17,07,Outbound,54304767.0,6564,sosta,2,Midpoint,Schedule,1900-01-01 13:52:00,1900-01-01 13:54:07,,,2.1166666666666667
2022-01-17,07,Outbound,54304767.0,889,bcec,3,Midpoint,Schedule,1900-01-01 13:55:00,1900-01-01 13:57:08,,,2.1333333333333333
2022-01-17,07,Outbound,54304767.0,879,lbrwy,4,Midpoint,Schedule,1900-01-01 14:00:00,1900-01-01 14:01:39,,,1.65
2022-01-17,07,Outbound,54304767.0,33,ctypt,5,Endpoint,Schedule,1900-01-01 14:04:00,1900-01-01 14:05:22,,,1.3666666666666667
2022-01-17,07,Outbound,54304769.0,16535,otsum,1,Startpoint,Schedule,1900-01-01 14:30:00,1900-01-01 14:31:11,,,1.1833333333333333
2022-01-17,07,Outbound,54304769.0,6564,sosta,2,Midpoint,Schedule,1900-01-01 14:33:00,1900-01-01 14:34:58,,,1.9666666666666666
2022-01-17,07,Outbound,54304769.0,889,bcec,3,Midpoint,Schedule,1900-01-01 14:36:00,1900-01-01 14:38:24,,,2.4
2022-01-17,07,Outbound,54304769.0,879,lbrwy,4,Midpoint,Schedule,1900-01-01 14:41:00,1900-01-01 14:43:33,,,2.55
2022-01-17,07,Outbound,54304769.0,33,ctypt,5,Endpoint,Schedule,1900-01-01 14:45:00,1900-01-01 14:46:06,,,1.1
2022-01-17,07,Outbound,54304771.0,16535,otsum,1,Startpoint,Schedule,1900-01-01 15:10:00,1900-01-01 15:18:23,,,8.383333333333333
2022-01-17,07,Outbound,54304771.0,6564,sosta,2,Midpoint,Schedule,1900-01-01 15:13:00,1900-01-01 15:20:52,,,7.866666666666666
2022-01-17,07,Outbound,54304771.0,889,bcec,3,Midpoint,Schedule,1900-01-01 15:16:00,1900-01-01 15:25:29,,,9.483333333333333
2022-01-17,07,Outbound,54304771.0,879,lbrwy,4,Midpoint,Schedule,1900-01-01 15:21:00,1900-01-01 15:30:14,,,9.233333333333333
2022-01-17,07,Outbound,54304771.0,33,ctypt,5,Endpoint,Schedule,1900-01-01 15:25:00,1900-01-01 15:33:52,,,8.866666666666667
2022-01-17,07,Outbound,54304773.0,16535,otsum,1,Startpoint,Schedule,1900-01-01 15:50:00,1900-01-01 15:50:35,,,0.5833333333333334
2022-01-17,07,Outbound,54304773.0,6564,sosta,2,Midpoint,Schedule,1900-01-01 15:53:00,1900-01-01 15:54:06,,,1.1
2022-01-17,07,Outbound,54304773.0,889,bcec,3,Midpoint,Schedule,1900-01-01 15:56:00,1900-01-01 15:57:19,,,1.3166666666666667
2022-01-17,07,Outbound,54304773.0,879,lbrwy,4,Midpoint,Schedule,1900-01-01 16:01:00,1900-01-01 16:02:22,,,1.3666666666666667
2022-01-17,07,Outbound,54304773.0,33,ctypt,5,Endpoint,Schedule,1900-01-01 16:05:00,1900-01-01 16:05:24,,,0.4
2022-01-17,07,Outbound,54305056.0,16535,otsum,1,Startpoint,Schedule,1900-01-01 19:10:00,1900-01-01 19:04:49,,,0.0
2022-01-17,07,Outbound,54305056.0,6564,sosta,2,Midpoint,Schedule,1900-01-01 19:12:00,1900-01-01 19:12:26,,,0.43333333333333335
2022-01-17,07,Outbound,54305056.0,889,bcec,3,Midpoint,Schedule,1900-01-01 19:15:00,1900-01-01 19:16:22,,,1.3666666666666667
2022-01-17,07,Outbound,54305056.0,879,lbrwy,4,Midpoint,Schedule,1900-01-01 19:20:00,1900-01-01 19:19:13,,,0.0
2022-01-17,07,Outbound,54305056.0,33,ctypt,5,Endpoint,Schedule,1900-01-01 19:23:00,1900-01-01 19:22:02,,,0.0
2022-01-17,07,Outbound,54305058.0,16535,otsum,1,Startpoint,Schedule,1900-01-01 19:50:00,1900-01-01 19:52:20,,,2.3333333333333335
2022-01-17,07,Outbound,54305058.0,6564,sosta,2,Midpoint,Schedule,1900-01-01 19:52:00,1900-01-01 19:54:54,,,2.9
2022-01-17,07,Outbound,54305058.0,889,bcec,3,Midpoint,Schedule,1900-01-01 19:55:00,1900-01-01 19:57:10,,,2.1666666666666665
2022-01-17,07,Outbound,54305058.0,879,lbrwy,4,Midpoint,Schedule,1900-01-01 20:00:00,1900-01-01 20:00:50,,,0.8333333333333334
