service_date,route_id,direction_id,half_trip_id,stop_id,time_point_id,time_point_order,point_type,standard_type,scheduled,actual,scheduled_headway,headway,delay_time
2022-01-02,01,Inbound,54143265.0,110,hhgat,1,Startpoint,Schedule,1900-01-01 06:05:00,,,,0.0
2022-01-02,01,Inbound,54143265.0,67,maput,2,Midpoint,Schedule,1900-01-01 06:09:00,1900-01-01 06:08:32,,,0.0
2022-01-02,01,Inbound,54143265.0,72,cntsq,3,Midpoint,Schedule,1900-01-01 06:12:00,1900-01-01 06:11:11,,,0.0
2022-01-02,01,Inbound,54143265.0,75,mit,4,Midpoint,Schedule,1900-01-01 06:15:00,1900-01-01 06:14:59,,,0.0
2022-01-02,01,Inbound,54143265.0,79,hynes,5,Midpoint,Schedule,1900-01-01 06:19:00,1900-01-01 06:18:32,,,0.0
2022-01-02,01,Inbound,54143265.0,187,masta,6,Midpoint,Schedule,1900-01-01 06:21:00,1900-01-01 06:21:36,,,0.6
2022-01-02,01,Inbound,54143265.0,59,Wasma,7,Midpoint,Schedule,1900-01-01 06:25:00,1900-01-01 06:23:48,,,0.0
2022-01-02,01,Inbound,54143265.0,62,Melwa,8,Midpoint,Schedule,1900-01-01 06:29:00,1900-01-01 06:26:58,,,0.0
2022-01-02,01,Inbound,54143265.0,64,dudly,9,Endpoint,Schedule,1900-01-01 06:30:00,1900-01-01 06:27:51,,,0.0
2022-01-02,01,Outbound,54143112.0,64,dudly,1,Startpoint,Schedule,1900-01-01 05:55:00,1900-01-01 05:56:43,,,1.7166666666666666
2022-01-02,01,Outbound,54143112.0,2,Melwa,2,Midpoint,Schedule,1900-01-01 05:56:00,1900-01-01 05:57:13,,,1.2166666666666666
2022-01-02,01,Outbound,54143112.0,10590,Wasma,3,Midpoint,Schedule,1900-01-01 06:02:00,1900-01-01 06:02:18,,,0.3
2022-01-02,01,Outbound,54143112.0,188,masta,4,Midpoint,Schedule,1900-01-01 06:06:00,1900-01-01 06:05:43,,,0.0
2022-01-02,01,Outbound,54143112.0,93,hynes,5,Midpoint,Schedule,1900-01-01 06:09:00,1900-01-01 06:08:04,,,0.0
2022-01-02,01,Outbound,54143112.0,97,mit,6,Midpoint,Schedule,1900-01-01 06:12:00,1900-01-01 06:10:47,,,0.0
2022-01-02,01,Outbound,54143112.0,102,cntsq,7,Midpoint,Schedule,1900-01-01 06:16:00,1900-01-01 06:15:10,,,0.0
2022-01-02,01,Outbound,54143112.0,108,maput,8,Midpoint,Schedule,1900-01-01 06:19:00,1900-01-01 06:17:34,,,0.0
2022-01-02,01,Outbound,54143112.0,110,hhgat,9,Endpoint,Schedule,1900-01-01 06:20:00,1900-01-01 06:18:05,,,0.0
2022-01-02,08,Inbound,54143286.0,111,umass,1,Startpoint,Schedule,1900-01-01 06:30:00,1900-01-01 06:25:19,,,0.0
2022-01-02,08,Inbound,54143286.0,121,jfk,2,Midpoint,Schedule,1900-01-01 06:32:00,1900-01-01 06:33:08,,,1.1333333333333333
2022-01-02,08,Inbound,54143286.0,123,edevt,3,Midpoint,Schedule,1900-01-01 06:35:00,1900-01-01 06:34:54,,,0.0
2022-01-02,08,Inbound,54143286.0,5090,bumed,4,Midpoint,Schedule,1900-01-01 06:41:00,1900-01-01 06:40:56,,,0.0
2022-01-02,08,Inbound,54143286.0,64,dudly,5,Midpoint,Schedule,1900-01-01 06:44:00,1900-01-01 06:47:10,,,3.1666666666666665
2022-01-02,08,Inbound,54143286.0,17863,rugg,6,Midpoint,Schedule,1900-01-01 06:48:00,1900-01-01 06:53:23,,,5.383333333333334
2022-01-02,08,Inbound,54143286.0,1799,hrugg,7,Midpoint,Schedule,1900-01-01 06:50:00,1900-01-01 06:54:45,,,4.75
2022-01-02,08,Inbound,54143286.0,1804,brlng,8,Midpoint,Schedule,1900-01-01 06:55:00,1900-01-01 07:01:08,,,6.133333333333334
2022-01-02,08,Inbound,54143286.0,1563,fnypk,9,Midpoint,Schedule,1900-01-01 06:58:00,1900-01-01 07:04:22,,,6.366666666666666
2022-01-02,08,Inbound,54143286.0,899,kenbs,10,Endpoint,Schedule,1900-01-01 07:06:00,1900-01-01 07:05:31,,,0.0
2022-01-02,08,Inbound,54144493.0,111,umass,1,Startpoint,Schedule,1900-01-01 07:15:00,1900-01-01 07:17:57,,,2.95
2022-01-02,08,Inbound,54144493.0,121,jfk,2,Midpoint,Schedule,1900-01-01 07:18:00,1900-01-01 07:21:24,,,3.4
2022-01-02,08,Inbound,54144493.0,123,edevt,3,Midpoint,Schedule,1900-01-01 07:21:00,1900-01-01 07:24:40,,,3.6666666666666665
2022-01-02,08,Inbound,54144493.0,5090,bumed,4,Midpoint,Schedule,1900-01-01 07:27:00,1900-01-01 07:30:03,,,3.05
2022-01-02,08,Inbound,54144493.0,64,dudly,5,Midpoint,Schedule,1900-01-01 07:30:00,1900-01-01 07:34:44,,,4.733333333333333
2022-01-02,08,Inbound,54144493.0,17863,rugg,6,Midpoint,Schedule,1900-01-01 07:34:00,1900-01-01 07:38:42,,,4.7
2022-01-02,08,Inbound,54144493.0,1799,hrugg,7,Midpoint,Schedule,1900-01-01 07:36:00,1900-01-01 07:40:15,,,4.25
2022-01-02,08,Inbound,54144493.0,1804,brlng,8,Midpoint,Schedule,1900-01-01 07:41:00,1900-01-01 07:46:27,,,5.45
2022-01-02,08,Inbound,54144493.0,1563,fnypk,9,Midpoint,Schedule,1900-01-01 07:44:00,1900-01-01 07:49:27,,,5.45
2022-01-02,08,Inbound,54144493.0,899,kenbs,10,Endpoint,Schedule,1900-01-01 07:52:00,1900-01-01 07:50:30,,,0.0
