service_date,route_id,direction_id,half_trip_id,stop_id,time_point_id,time_point_order,point_type,standard_type,scheduled,actual,scheduled_headway,headway,delay_time
2022-01-23,01,Inbound,54373844.0,110,hhgat,1,Startpoint,Schedule,1900-01-01 06:05:00,,,,0.0
2022-01-23,01,Inbound,54373844.0,67,maput,2,Midpoint,Schedule,1900-01-01 06:09:00,1900-01-01 06:08:32,,,0.0
2022-01-23,01,Inbound,54373844.0,72,cntsq,3,Midpoint,Schedule,1900-01-01 06:12:00,1900-01-01 06:11:27,,,0.0
2022-01-23,01,Inbound,54373844.0,75,mit,4,Midpoint,Schedule,1900-01-01 06:15:00,1900-01-01 06:13:44,,,0.0
2022-01-23,01,Inbound,54373844.0,79,hynes,5,Midpoint,Schedule,1900-01-01 06:19:00,1900-01-01 06:17:16,,,0.0
2022-01-23,01,Inbound,54373844.0,187,masta,6,Midpoint,Schedule,1900-01-01 06:21:00,1900-01-01 06:21:42,,,0.7
2022-01-23,01,Inbound,54373844.0,59,Wasma,7,Midpoint,Schedule,1900-01-01 06:25:00,1900-01-01 06:23:41,,,0.0
2022-01-23,01,Inbound,54373844.0,62,Melwa,8,Midpoint,Schedule,1900-01-01 06:29:00,1900-01-01 06:26:59,,,0.0
2022-01-23,01,Inbound,54373844.0,64,dudly,9,Endpoint,Schedule,1900-01-01 06:30:00,1900-01-01 06:27:48,,,0.0
2022-01-23,01,Outbound,54373691.0,64,dudly,1,Startpoint,Schedule,1900-01-01 05:55:00,1900-01-01 05:56:51,,,1.85
2022-01-23,01,Outbound,54373691.0,2,Melwa,2,Midpoint,Schedule,1900-01-01 05:56:00,1900-01-01 05:58:01,,,2.0166666666666666
2022-01-23,01,Outbound,54373691.0,10590,Wasma,3,Midpoint,Schedule,1900-01-01 06:02:00,1900-01-01 06:03:46,,,1.7666666666666666
2022-01-23,01,Outbound,54373691.0,188,masta,4,Midpoint,Schedule,1900-01-01 06:06:00,1900-01-01 06:07:04,,,1.0666666666666667
2022-01-23,01,Outbound,54373691.0,93,hynes,5,Midpoint,Schedule,1900-01-01 06:09:00,1900-01-01 06:10:00,,,1.0
2022-01-23,01,Outbound,54373691.0,97,mit,6,Midpoint,Schedule,1900-01-01 06:12:00,1900-01-01 06:12:14,,,0.23333333333333334
2022-01-23,01,Outbound,54373691.0,102,cntsq,7,Midpoint,Schedule,1900-01-01 06:16:00,1900-01-01 06:17:04,,,1.0666666666666667
2022-01-23,01,Outbound,54373691.0,108,maput,8,Midpoint,Schedule,1900-01-01 06:19:00,1900-01-01 06:19:34,,,0.5666666666666667
2022-01-23,01,Outbound,54373691.0,110,hhgat,9,Endpoint,Schedule,1900-01-01 06:20:00,1900-01-01 06:20:06,,,0.1
2022-01-23,08,Inbound,54373865.0,111,umass,1,Startpoint,Schedule,1900-01-01 06:30:00,1900-01-01 06:22:53,,,0.0
2022-01-23,08,Inbound,54373865.0,121,jfk,2,Midpoint,Schedule,1900-01-01 06:32:00,1900-01-01 06:33:26,,,1.4333333333333333
2022-01-23,08,Inbound,54373865.0,123,edevt,3,Midpoint,Schedule,1900-01-01 06:35:00,1900-01-01 06:35:12,,,0.2
2022-01-23,08,Inbound,54373865.0,5090,bumed,4,Midpoint,Schedule,1900-01-01 06:41:00,1900-01-01 06:43:46,,,2.7666666666666666
2022-01-23,08,Inbound,54373865.0,64,dudly,5,Midpoint,Schedule,1900-01-01 06:44:00,1900-01-01 06:49:52,,,5.866666666666666
2022-01-23,08,Inbound,54373865.0,17863,rugg,6,Midpoint,Schedule,1900-01-01 06:48:00,1900-01-01 06:54:49,,,6.816666666666666
2022-01-23,08,Inbound,54373865.0,1799,hrugg,7,Midpoint,Schedule,1900-01-01 06:50:00,1900-01-01 06:56:16,,,6.266666666666667
2022-01-23,08,Inbound,54373865.0,1804,brlng,8,Midpoint,Schedule,1900-01-01 06:55:00,1900-01-01 07:00:15,,,5.25
2022-01-23,08,Inbound,54373865.0,1563,fnypk,9,Midpoint,Schedule,1900-01-01 06:58:00,1900-01-01 07:03:39,,,5.65
2022-01-23,08,Inbound,54373865.0,899,kenbs,10,Endpoint,Schedule,1900-01-01 07:06:00,1900-01-01 07:03:57,,,0.0
2022-01-23,08,Inbound,54375064.0,111,umass,1,Startpoint,Schedule,1900-01-01 07:15:00,1900-01-01 07:20:05,,,5.083333333333333
