,Unnamed: 0,id,stop_name,description,longitude,latitude,address,at_street,on_street,municipality,location_type,has_wheelchair_boarding,vehicle_type,neighborhood
5088,5088,4510,Cambridge St @ Government Ctr Sta,,-71.0598,42.360043,,Court Street,Cambridge Street,Boston,0,1,3.0,Downtown
5089,5089,2919,Columbia Rd @ Washington St,,-71.080507,42.305519,,Washington Street,Columbia Road,Boston,0,1,3.0,Dorchester
5092,5092,499,Gallivan Blvd @ Fairmount St,,-71.080231,42.278931,,Fairmount Street,Morton Street,Boston,0,1,3.0,Dorchester
5094,5094,1842,Weld St @ Ruskin St,,-71.15857,42.291767,,Avalon Road,Weld Street,Boston,0,0,3.0,West Roxbury
5096,5096,Boat-Lewis,Lewis Mall Wharf,Lewis Mall Wharf - East Boston Ferry,-71.041958,42.365867,"65 Lewis St, Boston, MA 02128",,,Boston,0,1,4.0,East Boston
5098,5098,1578,Blue Hill Ave @ Winthrop St,,-71.076306,42.323491,,Winthrop Street,Blue Hill Avenue,Boston,0,1,3.0,Roxbury
5099,5099,417,Blue Hill Ave @ American Legion Hwy,,-71.087228,42.297749,,American Legion Highway,Blue Hill Avenue,Boston,0,1,3.0,Dorchester
5101,5101,node-307-platform,Sullivan Square,Sullivan Square - Bottom of Escalator 307,,,,,,Boston,3,1,,
5102,5102,node-926-lobby,South Station,South Station - Bottom of Elevator 926,-71.055409,42.352402,,,,Boston,3,1,,Downtown
5104,5104,838,Lagrange St @ Vermont St,,-71.165448,42.287508,,Addington Road,La Grange Street,Boston,0,1,3.0,West Roxbury
5106,5106,153,W Broadway @ B St,,-71.053809,42.340642,,B Street,West Broadway,Boston,0,1,3.0,South Boston
5107,5107,1206,Brooks St @ Gerrish St,,-71.162645,42.355467,,Hobart Street,Brooks Street,Boston,0,1,3.0,Brighton
5108,5108,10003,Albany St opp Randall St,,-71.076237,42.331591,,Randall Street,Albany Street,Boston,0,1,3.0,Roxbury
5111,5111,541,Morton St @ Norfolk St,,-71.087192,42.281887,,Norfolk Street,Morton Street,Boston,0,1,3.0,Dorchester
5115,5115,door-rcmnl-tremont,Roxbury Crossing - Tremont St,Roxbury Crossing - Tremont St,-71.09548,42.331415,,,,Boston,2,1,,Roxbury
5118,5118,5505,173 Alford St,,-71.068781,42.392328,,Broadway,Alford Street,Boston,0,1,3.0,Charlestown
5122,5122,node-bbsta-e57stairs-lobby,Back Bay,Back Bay - Top of Tracks 5-7 east stairs,,,,,,Boston,3,1,,
5126,5126,42818,Hyde Park Ave @ Milton St,,-71.131842,42.239708,,,Hyde Park Avenue,Boston,0,1,3.0,Hyde Park
5133,5133,node-913-platform,Aquarium,Aquarium - Bottom of elevator between Wonderland platform and State Street,,,,,,Boston,3,1,,
5134,5134,node-fldcr-ashstair-platform,Fields Corner,Fields Corner - Top of stairs for Ashmont platform,-71.061963,42.300071,,,,Boston,3,1,,Dorchester
5135,5135,node-853-platform,Back Bay,Back Bay - Bottom of Orange Line platform elevator,,,,,,Boston,3,1,,
5137,5137,208,Summer St @ Powerhouse St,,-71.035651,42.340464,,Power House Street,Summer Street,Boston,0,1,3.0,South Boston
5138,5138,148,Herald St @ Washington St,,-71.064724,42.346575,,Washington Street,Herald Street,Boston,0,1,3.0,South End
5141,5141,45,E Broadway @ G St,,-71.044151,42.335505,,G Street,East Broadway,Boston,0,1,3.0,South Boston
5149,5149,node-411-lobby,South Station,South Station - Top of Escalator 411,,,,,,Boston,3,1,,
5153,5153,174,Ring Rd @ Boylston St,,-71.080571,42.348825,,,,Boston,0,1,3.0,Back Bay
5155,5155,231,Commercial St opp Hull St,,-71.057329,42.367838,,Hull Street,Commercial Street,Boston,0,0,3.0,North End
5156,5156,5883,Boardman St @ Ashley St,,-71.010564,42.38916,,,Boardman Street,Boston,0,1,3.0,East Boston
5164,5164,1880,Weld St @ Parklawn Rd,,-71.146583,42.293881,,Parklawn Road,Weld Street,Boston,0,1,3.0,West Roxbury
5165,5165,node-symcl-sympstair-platform,Symphony,"Symphony - Bottom of stairs for Massachusetts Ave, Symphony Hall",,,,,,Boston,3,1,,
5166,5166,414,Blue Hill Ave @ Seaver St,,-71.084754,42.305649,,,Blue Hill Avenue,Boston,0,1,3.0,Roxbury
5171,5171,348,Dorchester Ave @ Linden St,,-71.058749,42.305898,,Linden Street,Dorchester Avenue,Boston,0,1,3.0,Dorchester
5172,5172,96500,American Legion Hwy @ Canterbury St,,-71.110061,42.285541,,Canterbury Street,American Legion Highway,Boston,0,1,3.0,Roslindale
5175,5175,21,E Broadway @ G St,,-71.044136,42.335423,,G Street,East Broadway,Boston,0,1,3.0,South Boston
5178,5178,845,Lagrange St @ Chapin Ave,,-71.159678,42.281487,,Dent Street,La Grange Street,Boston,0,1,3.0,West Roxbury
5179,5179,546,Morton St @ Shattuck Hospital,,-71.101828,42.298585,,Forest Hills Avenue,Morton Street,Boston,0,2,3.0,Roxbury
5180,5180,1845,Weld St @ Manthorne Rd,,-71.154376,42.292867,,Manthorne Road,Weld Street,Boston,0,1,3.0,West Roxbury
5181,5181,41,E Broadway @ L St,,-71.035628,42.335658,,L Street,East Broadway,Boston,0,1,3.0,South Boston
5183,5183,551,Geneva Ave opp Olney St,,-71.074046,42.304832,,Olney Street,Geneva Avenue,Boston,0,1,3.0,Dorchester
5190,5190,8343,Opp 1557 River St,,-71.131703,42.248471,,Church Street,River Street,Boston,0,1,3.0,Hyde Park
5200,5200,node-masta-undersouth-way,Massachusetts Avenue,Massachusetts Avenue - South end of Massachusetts Ave underpass,-71.083455,42.34161,,,,Boston,3,1,,Fenway
5203,5203,node-armnl-sestairs-lobby,Arlington,Arlington - Bottom of Arlington Street east stairs,,,,,,Boston,3,1,,
5212,5212,16360,River St @ Maida Terr,,-71.113314,42.261088,,Maida Terrace,River Street,Boston,0,1,3.0,Hyde Park
5214,5214,node-sstat-alewife-fareunpaid,South Station,South Station - Unpaid side of exit-only gates,,,,,,Boston,3,1,,
5221,5221,1888,Corey St @ VFW Pkwy,,-71.162319,42.293228,,Veterans Of Foreign Wars Parkway,Corey Street,Boston,0,1,3.0,West Roxbury
5222,5222,2907,Boston St @ W Howell St,,-71.059251,42.325142,,West Howell Street,Boston Street,Boston,0,1,3.0,Dorchester
5226,5226,node-state-milkststairs-lobby,State,State - Bottom of stairs between Milk Street and lobby,,,,,,Boston,3,1,,
5228,5228,1501,Dudley St @ Uphams Corner Station,,-71.069253,42.31871,,Clifton Street,Dudley Street,Boston,0,1,3.0,Dorchester
5230,5230,41187,Washington St @ Green St,,-71.1048,42.309302,,Green Street,Washington Street,Boston,0,1,3.0,Jamaica Plain
5232,5232,803,Belgrade Ave @ McCraw St,,-71.145052,42.286077,,McCraw Street,Belgrade Avenue,Boston,0,1,3.0,Roslindale
5234,5234,524,Morton St @ Harvard St,,-71.094142,42.287757,,,Morton Street,Boston,0,1,3.0,Mattapan
5235,5235,8340,Victory Rd @ Puritan Mall Driveway,,-71.050745,42.29744,,Everdean Street,Victory Road,Boston,0,1,3.0,Dorchester
5236,5236,node-sdmnl-benn-farepaid,Suffolk Downs,Suffolk Downs - Paid side of exit-only gates,-70.997026,42.390439,,,,Boston,3,1,,East Boston
5241,5241,70009,Roxbury Crossing,Roxbury Crossing - Orange Line - Oak Grove,-71.09604,42.33064,,,,Boston,0,1,1.0,Roxbury
5242,5242,36539,E Berkeley @ Tremont St,,-71.069335,42.345137,,Village Court,East Berkeley Street,Boston,0,1,3.0,South End
5243,5243,node-sdmnl-wall-farepaid,Suffolk Downs,Suffolk Downs - Paid side of fare gates,-70.997303,42.390616,,,,Boston,3,1,,East Boston
5251,5251,node-831-lobby,JFK/UMass,"JFK/UMass - Top of elevator between Ashmont, Alewife platform and lobby",-71.052477,42.32056,,,,Boston,3,1,,Dorchester
5253,5253,5848,Bennington St @ Neptune Rd,,-71.025378,42.380107,,,Bennington Street,Boston,0,1,3.0,East Boston
5255,5255,node-haecl-congogstairn-lobby,Haymarket,Haymarket - Top of stairs between lobby and Oak Grove mezzanine,,,,,,Boston,3,1,,
5259,5259,node-state-oldstateogministairs-street,State,"State - Top of stairs between Bowdoin platform, Oak Grove platform landing and State St, Devonshire St",,,,,,Boston,3,1,,
5262,5262,6504,Hyde Park Ave @ Greenwood Ave,,-71.121186,42.265743,,Greenwood Avenue,Hyde Park Avenue,Boston,0,1,3.0,Hyde Park
5265,5265,1493,Dudley St @ Greenville St,,-71.08101,42.328434,,Greenville Street,Dudley Street,Boston,0,1,3.0,Roxbury
5266,5266,node-919-sl,South Station,South Station - Top of Elevator 919,,,,,,Boston,3,1,,
5267,5267,6464,Cummins Hwy @ Florence St,,-71.125969,42.285141,,Florence Street,Cummins Highway,Boston,0,1,3.0,Roslindale
5270,5270,node-322-lobby,JFK/UMass,JFK/UMass - Top of escalator from platform to Columbia Road,-71.05256,42.321285,,,,Boston,3,1,,Dorchester
5272,5272,70095,JFK/UMass,JFK/UMass - Red Line - Braintree,-71.052287,42.320418,,,,Boston,0,1,1.0,Dorchester
5278,5278,2808,529 Poplar St,,-71.131783,42.2722,,Deforest Street,Poplar Street,Boston,0,1,3.0,Hyde Park
5282,5282,899,Kenmore,Kenmore - Busway,-71.09583,42.348927,,Commonwealth Avenue,Busway,Boston,0,1,3.0,Fenway
5291,5291,1399,Belvidere St @ Huntington Ave,,-71.082894,42.345878,,,Belvidere Street,Boston,0,1,3.0,Back Bay
5293,5293,275,E 8th @ Columbia Rd,,-71.030048,42.331565,,Columbia Road,East Eighth Street,Boston,0,1,3.0,South Boston
5294,5294,node-shmnl-platstair-platform,Savin Hill,Savin Hill - Bottom of southern stairs between platform and lobby,-71.053594,42.310729,,,,Boston,3,1,,Dorchester
5295,5295,node-bbsta-w57stairs-lobby,Back Bay,Back Bay - Top of Tracks 5-7 west stairs,,,,,,Boston,3,1,,
5302,5302,804,Belgrade Ave @ West Roxbury Pkwy,,-71.147975,42.286034,,West Roxbury Parkway,Belgrade Avenue,Boston,0,1,3.0,West Roxbury
5306,5306,door-pktrm-exitalewife,Park Street - Escalator to Tremont St (North),Park Street - Escalator to Tremont St (North),-71.061904,42.356504,,,,Boston,2,2,,Downtown
5309,5309,70126,Allston Street,Allston Street - Green Line - Park Street & North,-71.137881,42.348649,,,,Boston,0,2,0.0,Allston
5310,5310,973,Washington St @ Market St,,-71.15404,42.349206,,Market Street,Washington Street,Boston,0,1,3.0,Brighton
5316,5316,4511,Sudbury St @ Congress St - Haymarket Sta,,-71.058975,42.362126,,Merrimac Street,Sudbury Street,Boston,0,1,3.0,Downtown
5317,5317,931,Brighton Ave @ Commonwealth Ave,,-71.126219,42.35214,,Saint Lukes Road,Brighton Avenue,Boston,0,2,3.0,Allston
5321,5321,5844,Bennington St @ Curtis St,,-71.020555,42.381875,,Harmony Street,Bennington Street,Boston,0,1,3.0,East Boston
5324,5324,176,Dartmouth St opp Back Bay Sta,,-71.076035,42.347343,,Stuart Street,Dartmouth Street,Boston,0,1,3.0,Back Bay
5326,5326,1479,Hancock St @ Jerome St,,-71.065813,42.31491,,Jerome Street,Hancock Street,Boston,0,1,3.0,Dorchester
5327,5327,1180,Washington St @ Cedar St,,-71.088773,42.324307,,Crispus Attucks Place,Washington Street,Boston,0,1,3.0,Roxbury
5328,5328,10612,Washington St opp W Boundary Rd,,-71.149996,42.26792,,Carol Circle,Washington Street,Boston,0,1,3.0,West Roxbury
5342,5342,node-smmnl-fareunpaid,Shawmut,Shawmut - Unpaid side of fare gates,-71.065797,42.293117,,,,Boston,3,1,,Dorchester
5343,5343,node-dwnxg-stair11-middle,Downtown Crossing,Downtown Crossing - Top of exit-only stairs from Oak Grove platform,,,,,,Boston,3,1,,
5346,5346,510,Gallivan Blvd @ Pleasant Hill Ave,,-71.072905,42.277967,,Pleasant Hill Avenue,Gallivan Boulevard,Boston,0,2,3.0,Mattapan
5347,5347,411,Warren St @ Brunswick St,,-71.082984,42.311705,,Brunswick Street,Warren Street,Boston,0,1,3.0,Roxbury
5355,5355,node-sdmnl-benn-ramp,Suffolk Downs,Suffolk Downs - Top of ramp for Bennington Street,-70.996914,42.390416,,,,Boston,3,1,,East Boston
5359,5359,door-asmnl-peabody,Ashmont - Peabody Square,Ashmont - Peabody Square,-71.064223,42.285204,,,,Boston,2,1,,Dorchester
5360,5360,1298,Washington St @ Monastery Rd,,-71.146117,42.346056,,,Washington Street,Boston,0,0,3.0,Brighton
5363,5363,node-918-sl,South Station,South Station - Silver Line level of Elevator 918,,,,,,Boston,3,1,,
5367,5367,door-rugg-columbus,"Ruggles - Columbus Ave, Tremont St","Ruggles - Columbus Ave, Tremont St",-71.088906,42.335873,,,,Boston,2,1,,Roxbury
5373,5373,node-722-bl,Government Center,Government Center - Bottom of elevator between Green Line and Blue Line,,,,,,Boston,3,1,,
5375,5375,node-429-lobby,Maverick,Maverick - Bottom of escalator from Lewis Mall to lobby,-71.040401,42.368169,,,,Boston,3,1,,East Boston
5378,5378,404,Warren St opp Waverly St,,-71.082102,42.321536,,Copeland Street,Warren Street,Boston,0,1,3.0,Roxbury
5379,5379,70084,Andrew,Andrew - Red Line - Alewife,-71.057655,42.330154,,,,Boston,0,1,1.0,South Boston
5380,5380,node-aport-buses-fareunpaid,Airport,Airport - Unpaid side of fare gates,-71.030096,42.374122,,,,Boston,3,1,,East Boston
5381,5381,6507,Hyde Park Ave @ West St,,-71.1223,42.261535,,West Street,Hyde Park Avenue,Boston,0,1,3.0,Hyde Park
5387,5387,610,Washington St @ Cowing St,,-71.145305,42.2718,,Cowing Street,Washington Street,Boston,0,1,3.0,West Roxbury
5390,5390,435,Norfolk St @ Milton Ave,,-71.078788,42.287206,,Milton Avenue,Norfolk Street,Boston,0,1,3.0,Dorchester
5393,5393,11390,Dalton St @ Belvidere St,,-71.08484,42.346595,,Scotia Street,Dalton Street,Boston,0,1,3.0,Back Bay
5394,5394,472,Washington St @ Jeremiah Burke HS,,-71.081657,42.306279,,Bishop Joe L Smith,Washington Street,Boston,0,1,3.0,Dorchester
5395,5395,562,Geneva Ave @ Bowdoin St,,-71.071863,42.303862,,Everton Street,Geneva Avenue,Boston,0,1,3.0,Dorchester
5396,5396,71391,Huntington Ave @ Louis Prang St,,-71.096046,42.337684,,Louis Prang Street,Huntington Avenue,Boston,0,1,3.0,Fenway
5399,5399,node-jfk-oldstairw-lobby,JFK/UMass,"JFK/UMass - Top of stairs between busway, Commuter Rail, Old Colony Avenue and Red Line",-71.051706,42.320796,,,,Boston,3,1,,Dorchester
5401,5401,6374,River St @ Reddy Ave,,-71.111146,42.261657,,Reddy Avenue,River Street,Boston,0,1,3.0,Hyde Park
5403,5403,30235,Atlantic Ave @ Commercial Wharf,,-71.051095,42.362334,,Commercial Wharf,Atlantic Avenue,Boston,0,1,3.0,North End
5407,5407,node-bbsta-2clarexit-fareunpaid,Back Bay,Back Bay - Outdoor side of exit-only gate,,,,,,Boston,3,1,,
5408,5408,node-haecl-passogstair-passage,Haymarket,"Haymarket - Bottom of stairs between Oak Grove platform and Green Line, busway passageway",,,,,,Boston,3,1,,
5411,5411,151,W Broadway @ Broadway Station,,-71.056949,42.342664,,Dorchester Avenue,West Broadway,Boston,0,1,3.0,South Boston
5418,5418,1871,Walter St @ Mendum St,,-71.130414,42.292623,,Mendum Street,Walter Street,Boston,0,1,3.0,Roslindale
5419,5419,15095,Washington St @ Herald St,,-71.064848,42.345582,"Washington St and Herald St, Boston, MA",Mullins Way,Washington Street,Boston,0,1,3.0,South End
5420,5420,place-brdwy,Broadway,,-71.056967,42.342622,"Dorchester Ave and Broadway, Boston, MA",,,Boston,1,1,,South Boston
5422,5422,70117,Sutherland Road,Sutherland Road - Green Line - (B) Boston College,-71.146607,42.341577,,,,Boston,0,2,0.0,Brighton
5423,5423,node-andrw-sibstairs-platform,Andrew,Andrew - Bottom of south inbound platform stairs,,,,,,Boston,3,1,,
5425,5425,5898,Lexington St @ Prescott St,,-71.030574,42.380349,,Prescott Street,Lexington Street,Boston,0,1,3.0,East Boston
5429,5429,1075,Western Ave opp Litchfield St,,-71.139575,42.362662,,Litchfield Street,Western Avenue,Boston,0,1,3.0,Brighton
5431,5431,node-pktrm-sbexitpaid,Park Street,Park Street - Paid side of exit-only gate,,,,,,Boston,3,1,,
5432,5432,node-haecl-passfhstair-platform,Haymarket,"Haymarket - Top of stairs between Forest Hills platform and Green Line, busway passageway",,,,,,Boston,3,1,,
5433,5433,node-965-lobby,Maverick,Maverick - Bottom of elevator between Maverick Square and lobby,-71.039577,42.369139,,,,Boston,3,1,,East Boston
5438,5438,node-symcl-wb-midtop,Symphony,Symphony - Top of stairs for entrances,,,,,,Boston,3,1,,
5443,5443,2850,Bunker Hill St @ Concord St,,-71.060779,42.378284,,Concord Street,Bunker Hill Street,Boston,0,1,3.0,Charlestown
5444,5444,node-pktrm-wbupassstairs-platform,Park Street,Park Street - Top of stairs between Copley & West platform and passageway to Government Center & North,,,,,,Boston,3,1,,
5445,5445,node-150-street,Prudential,Prudential - Top of escalator from Prudential Center to lobby,,,,,,Boston,3,1,,
5450,5450,624,Washington St @ Woodley Ave,,-71.151799,42.265986,,Weymouth Avenue,Washington Street,Boston,0,1,3.0,West Roxbury
5451,5451,node-gover-farepaid,Government Center,Government Center - Paid side of fare gates,-71.05936,42.359714,,,,Boston,3,1,,Downtown
5454,5454,6407,Washington St @ Chittick Rd,,-71.121132,42.245426,,Chittick Road,Washington Street,Boston,0,1,3.0,Hyde Park
5455,5455,304,Dorchester Ave @ Cottage St,,-71.056785,42.31861,,Crescent Avenue,Dorchester Avenue,Boston,0,1,3.0,Dorchester
5460,5460,1713,Blue Hill Ave @ Goodale Rd,,-71.092282,42.282425,,Goodale Road,Blue Hill Avenue,Boston,0,1,3.0,Mattapan
5461,5461,805,Belgrade Ave @ Centre St,,-71.14999,42.287193,,Centre Street,Belgrade Avenue,Boston,0,1,3.0,West Roxbury
5463,5463,912,Tremont St @ Washington St,,-71.168767,42.350468,,Washington Street,Tremont Street,Boston,0,1,3.0,Brighton
5464,5464,node-aqucl-ebatlanticstairs-platform,Aquarium,Aquarium - Bottom of stairs between platform and Atlantic Avenue,,,,,,Boston,3,1,,
5470,5470,3380,Granite Ave opp Hilltop St,,-71.054445,42.279288,,Hill Top Street,Granite Avenue,Boston,0,1,3.0,Dorchester
5472,5472,door-dwnxg-temple,"Downtown Crossing - Temple Place, Lafaytette Place","Downtown Crossing - Temple Place, Lafaytette Place",-71.061547,42.354877,,,,Boston,2,2,,Downtown
5473,5473,node-sstat-north-fareunpaid,South Station,South Station - Unpaid side of fare gates,,,,,,Boston,3,1,,
5474,5474,1161,Centre St @ Lochstead Ave,,-71.11346,42.317017,,Robinwood Avenue,Centre Street,Boston,0,1,3.0,Jamaica Plain
5475,5475,node-dwnxg-templefare-unpaid,Downtown Crossing,Downtown Crossing - Unpaid side of fare gates,,,,,,Boston,3,1,,
5476,5476,6548,Devonshire St @ Milk St,,-71.057414,42.356837,,Milk Street,Devonshire Street,Boston,0,1,3.0,Downtown
5477,5477,38814,55 Hallet St opp Florian Hall,,-71.047119,42.282525,,Gallivan Boulevard,Hallet Street,Boston,0,1,3.0,Dorchester
5481,5481,1808,Park Dr @ Beacon St,,-71.105198,42.3471,,,Park Drive,Boston,0,1,3.0,Fenway
5483,5483,node-bbsta-dartexit-fareunpaid,Back Bay,Back Bay - Outdoor side of exit-only door,,,,,,Boston,3,1,,
5491,5491,node-spmnl-obstairs-lobby,Science Park/West End,Science Park/West End - Bottom of outbound platform stairs,-71.067754,42.36681,,,,Boston,3,1,,West End
5492,5492,1514,Bowdoin St @ Eunice St,,-71.069728,42.304293,,Eunice Street,Bowdoin Street,Boston,0,1,3.0,Dorchester
5493,5493,1238,Tremont St @ Herald St,,-71.068556,42.347348,,,Tremont Street,Boston,0,1,3.0,South End
5497,5497,node-jfk-ashgasstair-platform,JFK/UMass,"JFK/UMass - Bottom of southern stairs between Ashmont, Alewife platform and lobby",-71.05246,42.320412,,,,Boston,3,1,,Dorchester
5498,5498,node-orhte-benn-fareunpaid,Orient Heights,Orient Heights - Unpaid side of fare gates,-71.004634,42.387043,,,,Boston,3,1,,East Boston
5500,5500,node-956-bridge,Airport,Airport - Top of Elevator 956,-71.030254,42.374094,,,,Boston,3,1,,East Boston
5501,5501,1875,Weld St @ Wedgewood Rd,,-71.136765,42.294339,,Wedgewood Road,Weld Street,Boston,0,1,3.0,West Roxbury
5503,5503,node-spmnl-nfareunpaid,Science Park/West End,Science Park/West End - Unpaid side of fare gates,-71.067842,42.366799,,,,Boston,3,1,,West End
5506,5506,node-868-lobby,Broadway,Broadway - Bottom of main entrance elevator,-71.056945,42.342573,,,,Boston,3,1,,South Boston
5507,5507,node-955-lobby,Airport,Airport - Bottom of Elevator 955,-71.030429,42.374447,,,,Boston,3,1,,East Boston
5508,5508,432,Norfolk St @ Darlington St,,-71.075474,42.288698,,Wentworth Street,Norfolk Street,Boston,0,1,3.0,Dorchester
5510,5510,6550,Lincoln St @ Essex St,,-71.057992,42.352188,,Surface Artery,Lincoln Street,Boston,0,1,3.0,Downtown
5512,5512,30250,23 Drydock Ave,23 Drydock Ave - Silver Line - SL2 Design Center,-71.030268,42.344649,"21 Dry Dock Ave, Boston, MA 02210",Northern Avenue,Drydock Avenue,Boston,0,1,3.0,South Boston Waterfront
5513,5513,824,Centre St @ Bronx Rd,,-71.160805,42.273191,,Centre Terrace,Centre Street,Boston,0,1,3.0,West Roxbury
5514,5514,node-forhl-upperdoor,Forest Hills,Forest Hills - Building door for upper busway,-71.114151,42.300465,,,,Boston,3,1,,Jamaica Plain
5519,5519,1379,Harvard Ave @ Brighton Ave,,-71.131843,42.352418,,,Harvard Avenue,Boston,0,1,3.0,Allston
5520,5520,node-446-gl,Government Center,Government Center - Top of escalator to Green Line,,,,,,Boston,3,1,,
5521,5521,44,E Broadway @ H St,,-71.041754,42.335548,,H Street,East Broadway,Boston,0,1,3.0,South Boston
