,id,stop_name,description,longitude,latitude,address,at_street,on_street,municipality,location_type,has_wheelchair_boarding,vehicle_type
8180,7904,Bedford St opp Ledgelawn Ave,,-71.240328,42.462809,,Ledgelawn Avenue,Bedford Street,Lexington,0,1,3.0
8181,7565,78 Essex St,,-71.012967,42.448656,,Mount Vernon Street,Essex Street,Saugus,0,1,3.0
8182,door-sdmnl-walley,Suffolk Downs - Walley St,Suffolk Downs - Walley St,-70.997388,42.39064,,,,Boston,2,1,
8183,door-matt-square,Mattapan - Mattapan Square,Mattapan - Mattapan Square,-71.093089,42.267516,,,,Boston,2,1,
8184,2568,Kirkland St @ Sumner Rd,,-71.112259,42.376955,,Sumner Road,Kirkland Street,Cambridge,0,1,3.0
8185,87,Massachusetts Ave @ Tremont St,,-71.080362,42.339459,,Tremont Street,Massachusetts Avenue,Boston,0,1,3.0
8186,109900,Revere St @ Hutchinson St,,-70.976529,42.385582,,Golden Drive,Revere Street,Winthrop,0,1,3.0
8187,234,Commercial St @ Fleet St,,-71.051147,42.363939,,Fleet Street,Commercial Street,Boston,0,1,3.0
8188,109832,Revere St @ Winthrop St,,-70.98227,42.38167,,Main Street,Revere Street,Winthrop,0,1,3.0
8189,1195,Cambridge St @ Emery Rd,,-71.135846,42.354278,,Emery Road,Cambridge Street,Boston,0,1,3.0
8190,13245,Sea St @ Moffat Rd,,-70.986311,42.262116,,Moffat Road,Sea Street,Quincy,0,1,3.0
8191,7340,Lynnfield St opp Lookout Terr,,-70.989516,42.510149,,,Lynnfield Street,Lynn,0,0,3.0
8192,FB-0148-01,Norwood Central,Norwood Central - Commuter Rail - Track 1 (Outbound),-71.199665,42.188775,,,,Norwood,0,1,2.0
8193,7227,Timson St opp Brookline Ave,,-70.932318,42.471045,,Brookline Avenue,Timson Street,Lynn,0,1,3.0
8194,9227,Main St @ E Foster St - Melrose Sq,,-71.065465,42.454666,,West Foster Street,Main Street,Melrose,0,1,3.0
8195,NHRML-0152-01,Wilmington,Wilmington - Commuter Rail - Track 1 (Outbound),-71.174334,42.546624,,,,Wilmington,0,1,2.0
8196,5252,Centre St @ Fletcher St,,-71.139718,42.291384,,Fletcher Street,Centre Street,Boston,0,1,3.0
8197,door-pktrm-elevatoreb,Park Street - Tremont St to Lobby (Elevator 804),Park Street - Tremont St to Lobby (Elevator 804),-71.062239,42.356172,,,,Boston,2,1,
8198,node-136-lobby,Ruggles,Ruggles - Top of Orange Line south platform escalator,,,,,,Boston,3,1,
8199,node-waban-parkstairs-platform,Waban,Waban - Bottom of stairs to parking lot,-71.230747,42.326048,,,,Newton,3,1,
8200,8477,Sawmill Brook Pkwy @ Keller Path,,-71.185586,42.291264,,Keller Path,Sawmill Brook Parkway,Newton,0,1,3.0
8201,2449,Prospect St @ Gardner Rd,,-71.099925,42.370757,,Gardner Road,Prospect Street,Cambridge,0,1,3.0
8202,7543,Broadway opp Cliffside Commons,,-71.033608,42.438271,,Ridge Hill Avenue,Broadway,Malden,0,1,3.0
8203,7522,Vine St @ Crescent Ave,,-71.020804,42.456888,,,Vine Street,Saugus,0,1,3.0
8204,2279,Massachusetts Ave @ Foster St,,-71.146681,42.409321,,Linwood Street,Massachusetts Avenue,Arlington,0,1,3.0
8205,node-wondl-plazacenter,Wonderland,Wonderland - Revere Beach Plaza,-70.991613,42.413648,,,,Revere,3,1,
8206,982,Tremont St opp Cufflin St,,-71.173976,42.351667,,Cufflin Street,Tremont Street,Boston,0,1,3.0
8207,8608,Marrett Rd @ Lincoln St,,-71.250889,42.440051,,School Street,Marrett Road,Lexington,0,1,3.0
8208,1248,Tremont St @ Pembroke St,,-71.076185,42.341601,,Pembroke Street,Tremont Street,Boston,0,1,3.0
8209,24483,Broadway @ Columbia St,,-71.097202,42.367743,,Columbia Street,Broadway,Cambridge,0,1,3.0
8210,76251,Washington St opp Armory St,,-71.219564,42.349451,,Armory Street,Washington Street,Newton,0,1,3.0
8211,3695,Middle St opp Gilbert Rd,,-70.939535,42.223582,,,Middle Street,Weymouth,0,1,3.0
8212,70001,Forest Hills,Forest Hills - Orange Line,-71.114129,42.300926,,,,Boston,0,1,1.0
8213,door-balsq-boston,Ball Square - Boston Ave,Ball Square - Boston Ave,-71.111125,42.399891,,,,Medford,2,1,
8214,12858,Chelsea St @ Constitution Rd,,-71.058191,42.373771,,Constitution Road,Chelsea Street,Boston,0,1,3.0
8215,place-WML-0081,Newtonville,,-71.205408,42.351702,"770 Washington St, Newton, MA 02460",,,Newton,1,2,
8216,FR-0098-01,Waltham,Waltham - Commuter Rail - Track 1 (Outbound),-71.238672,42.373698,,,,Waltham,0,1,2.0
8217,81651,Walnut St @ Washington Pk,,-71.20674,42.349069,,Washington Park,Walnut Street,Newton,0,1,3.0
8218,6372,River St @ Tileston St,,-71.105151,42.263591,,Tileston Street,River Street,Boston,0,1,3.0
8219,node-mvbcl-msqfarepaid,Maverick,Maverick - Paid side of Maverick Square fare gates,,,,,,Boston,3,1,
8220,2454,Beacon St @ Calvin St,,-71.105076,42.377265,,Smith Avenue,Beacon Street,Somerville,0,1,3.0
8221,6551,Federal St @ Franklin St,,-71.056411,42.355286,,Franklin Street,Federal Street,Boston,0,1,3.0
8222,node-149-platform,Tufts Medical Center,Tufts Medical Center - Bottom of Escalator 149,,,,,,Boston,3,1,
8223,2355,West Service Rd @ Pedestrian Bridge,,-71.175919,42.410149,,Highland Avenue,Frontage Road,Arlington,0,1,3.0
8224,966,Cambridge St @ N Beacon St,,-71.137948,42.353442,,North Beacon Street,Cambridge Street,Boston,0,1,3.0
8225,24716,VFW Pkwy opp Wonderland Market Place,,-70.996415,42.411567,,,Veterans Of Foreign Wars Parkway,Revere,0,1,3.0
8226,node-aqucl-statefarepaid,Aquarium,Aquarium - Paid side of fare gates,,,,,,Boston,3,1,
8227,door-matt-neponset,"Mattapan - Neponset Trail, Parking","Mattapan - Neponset Trail, Parking",-71.091871,42.267744,,,,Boston,2,1,
8228,node-bomnl-entstair,Bowdoin,Bowdoin - Bottom of stairs between entrance and street,,,,,,Boston,3,1,
8229,3079,Adams St @ Minot St,,-71.055634,42.283483,,Minot Street,Adams Street,Boston,0,1,3.0
8230,11391,Boylston St @ Massachusetts Ave,,-71.087141,42.347559,,Saint Cecelia Street,Boylston Street,Boston,0,1,3.0
8231,4241,498 S Main St,,-71.041822,42.145927,,Centre Street,South Main Street,Randolph,0,1,3.0
8232,86434,Cummins Hwy @ Rosewood St,,-71.096861,42.269278,,Rosewood Street,Cummins Highway,Boston,0,1,3.0
8233,7102,Dodge St @ Salem Rd,,-70.886611,42.580261,,Salem Water Works Road,Dodge Street,Beverly,0,1,3.0
8234,5733,Meridian St @ Eutaw St,,-71.039287,42.378716,,Eutaw Street,Meridian Street,Boston,0,1,3.0
8235,109898,Shirley St @ Washington Ave,,-70.971283,42.372758,,Sturgis Street,Shirley Street,Winthrop,0,1,3.0
8236,70116,Sutherland Road,Sutherland Road - Green Line - Park Street & North,-71.146089,42.341589,,,,Boston,0,2,0.0
8237,25982,Pond St opp Stone Zoo,,-71.091729,42.463444,,,Pond Street,Stoneham,0,1,3.0
8238,3257,Sea St @ Rockland St,,-70.960342,42.26563,,Winthrop Street,Sea Street,Quincy,0,1,3.0
8239,71199,Park Street,Park Street - Green Line - Drop-off Only,-71.062424,42.356395,,,,Boston,0,1,0.0
8240,2071,Mt Auburn St opp Sparks St,,-71.130712,42.374625,,Sparks Street,Mount Auburn Street,Cambridge,0,1,3.0
8241,18691,Walter St @ Ashfield St,,-71.132032,42.291042,,Ashfield Street,Walter Street,Boston,0,1,3.0
8242,door-longw-neckstairs,Longwood - Emerald Necklace (Stairs),Longwood - Emerald Necklace (Stairs),-71.110009,42.341394,,,,Brookline,2,2,
8243,32501,Park St Busway @ Dorchester Ave,,-71.060997,42.298337,,Dorchester Avenue,Busway,Boston,0,1,3.0
8244,2510,Somerville Ave @ Union Square,,-71.096698,42.379996,,,Somerville Avenue,Somerville,0,1,3.0
8245,109817,Washington Ave opp Willow Ave,,-70.978521,42.372168,,Willow Avenue,Washington Avenue,Winthrop,0,1,3.0
8246,1526,Washington St @ Pearl St,,-71.116931,42.331857,,Boylston Street,Washington Street,Brookline,0,1,3.0
8247,4083,Granite St @ Emerald Ave,,-71.023968,42.202725,,Lundquist Drive,Granite Street,Braintree,0,1,3.0
8248,900,Watertown Yard,,-71.18571,42.364307,"20 Watertown St, Watertown, MA 02472",,,Watertown,0,1,3.0
8249,5068,Summer St @ Clifton St,,-71.07485,42.431786,,Clifton Street,Summer Street,Malden,0,1,3.0
8250,node-331-ol,Downtown Crossing,Downtown Crossing - Top of escalator from Ashmont/Braintree platform to Oak Grove platform,,,,,,Boston,3,1,
8251,49901,Montvale Ave @ I93,,-71.117201,42.479826,,Ramp - Rt 93 Southbound To Montvale Ave,Montvale Avenue,Woburn,0,0,3.0
8252,66,Mt Auburn St @ DeWolfe St,,-71.11597,42.370925,,DeWolfe Street,Mount Auburn Street,Cambridge,0,1,3.0
8253,8476,Sawmill Brook Pkwy @ McCarthy Rd,,-71.183913,42.292343,,McCarthy Road,Sawmill Brook Parkway,Newton,0,1,3.0
8254,3253,Sea St @ Babcock St,,-70.968781,42.266353,,Babcock Street,Sea Street,Quincy,0,1,3.0
8255,7206,Euclid Ave @ Magnolia Ave,,-70.9556,42.487216,,Magnolia Avenue,Euclid Avenue,Lynn,0,0,3.0
8256,76592,Moody St @ Underwood Pk,,-71.239061,42.361177,,Underwood Park,Moody Street,Waltham,0,1,3.0
8257,WR-0329-01,Haverhill,Haverhill - Commuter Rail - Track 1,-71.086237,42.773474,,,,Haverhill,0,1,2.0
8258,WR-0099-B1,Wakefield - North Ave @ Chestnut St,Wakefield - Commuter Rail Boston Shuttle - North Ave @ Chestnut St,-71.07588,42.502661,,Chestnut Street,North Avenue,Wakefield,0,1,3.0
8259,node-lech-obrienstairs-top,Lechmere,Lechmere - Top of stairs for O'Brien Hwy,-71.075629,42.370861,,,,Cambridge,3,1,
8260,4601,North St opp Mason St,,-70.900323,42.52615,,Mason Street,North Street,Salem,0,1,3.0
8261,12645,Broadway @ Massachusetts Ave,,-71.150282,42.414341,,Alton Street,Broadway,Arlington,0,1,3.0
8262,3537,309 Bridge St,,-70.95305,42.242762,,Moulton Avenue,Bridge Street,Weymouth,0,1,3.0
8263,21187,Washington St @ Iffley Rd,,-71.101184,42.312969,,Iffley Road,Washington Street,Boston,0,1,3.0
8264,49002,Washington St @ Tufts Med Ctr,Washington St @ Tufts Med Ctr - Silver Line - Nubian,-71.063684,42.349908,,,Washington Street,Boston,0,1,3.0
8265,door-belsq-washington,Bellingham Square - Washington Avenue,Bellingham Square - Washington Avenue,-71.033173,42.395247,,,,Chelsea,2,1,
8266,5626,Sagamore Ave @ Washington Ave,,-71.035224,42.40468,,Hooten Way,Sagamore Avenue,Chelsea,0,1,3.0
8267,3535,Bridge St opp Birchbrow Ave,,-70.955925,42.242602,,Birchbrow Avenue,Bridge Street,Weymouth,0,1,3.0
8268,node-wondl-ibplazastairs-lobby,Wonderland,Wonderland - Lobby level of stairs from garage to Revere Beach Plaza,-70.991894,42.41353,,,,Revere,3,1,
8269,node-881-platform,Sullivan Square,Sullivan Square - Bottom of Elevator 881,,,,,,Boston,3,1,
8270,node-aqucl-atlanticstairs-street,Aquarium,Aquarium - Top of stairs for Atlantic Avenue,,,,,,Boston,3,1,
8271,2941,Watertown St @ Peacock Farm Rd,,-71.206541,42.418879,,Peacock Farm Road,Watertown Street,Lexington,0,1,3.0
8272,6514,River St @ Norton St,,-71.138382,42.243879,,Norton Street,River Street,Boston,0,1,3.0
8273,2570,Washington St @ Beacon St,,-71.106484,42.378206,,Beacon Street,Washington Street,Somerville,0,1,3.0
8274,5784,Beach St @ VFW Pkwy,,-70.998887,42.410007,,Veterans Of Foreign Wars Parkway,Beach Street,Revere,0,1,3.0
8275,node-869-lobby,Downtown Crossing,Downtown Crossing - Top of elevator between Alewife platform and Chauncy Street lobby,,,,,,Boston,3,1,
8276,5501,Opp 173 Alford St,,-71.068723,42.392768,,Broadway,Alford Street,Boston,0,1,3.0
8277,39674,Franklin St @ Viden Rd,,-70.997888,42.233623,,Hoover Avenue,Franklin Street,Quincy,0,1,3.0
8278,node-801-platform,Oak Grove,Oak Grove - Bottom of Orange Line elevator,-71.07095,42.436982,,,,Malden,3,1,
8279,82131,Chestnut St @ Pennsylvania Ave,,-71.223898,42.310201,,,Chestnut Street,Newton,0,1,3.0
8280,node-506-sbplatform,Porter,Porter - Top of escalator from Alewife platform to Ashmont/Braintree platform,-71.119029,42.388766,,,,Cambridge,3,1,
8281,39671,Franklin St @ Richie Rd,,-71.001865,42.236894,,Richie Road,Franklin Street,Quincy,0,0,3.0
8282,602,South St @ Taft Hill Terr,,-71.128796,42.286987,,Tafthill Terrace,South Street,Boston,0,1,3.0
8283,node-shmnl-endstair-platform,Savin Hill,Savin Hill - Bottom of northern stairs between platform and lobby,-71.053417,42.311098,,,,Boston,3,1,
8284,place-nqncy,North Quincy,,-71.029583,42.275275,"Hancock St and Hunt St, Quincy, MA 02171",,,Quincy,1,1,
8285,352,Dorchester Ave @ Belfort St,,-71.056616,42.315311,,Victoria Street,Dorchester Avenue,Boston,0,1,3.0
8286,WML-0214,Framingham,Framingham - Commuter Rail,-71.420055,42.276108,,,,Framingham,0,1,2.0
8287,4458,Essex St opp Warren St,,-70.905553,42.516853,,Warren Street,Essex Street,Salem,0,1,3.0
8288,296,P St @ Columbia Rd,,-71.027166,42.332657,,Columbia Road,P Street,Boston,0,1,3.0
8289,5878,Bennington St @ Trident St,,-71.010074,42.385492,,Trident Street,Bennington Street,Boston,0,1,3.0
8290,7804,Chapel St @ Watertown St,,-71.200117,42.361008,,Watertown Street,Chapel Street,Newton,0,1,3.0
8291,4608,North St @ Highland St,,-70.912969,42.532487,,,North Street,Salem,0,1,3.0
8292,1130,Centre St @ Saint John St,,-71.114046,42.314462,,Pond Street,Centre Street,Boston,0,1,3.0
8293,4314,Whitwell St @ Dixwell Ave,,-71.005674,42.247967,,Dixwell Avenue,Whitwell Street,Quincy,0,1,3.0
8294,32818,1661 Hyde Park Ave,,-71.130753,42.241728,,,Hyde Park Avenue,Boston,0,1,3.0
8295,3891,N Franklin St @ W Division St,,-71.006992,42.168243,,Division Street,North Franklin Street,Holbrook,0,0,3.0
8296,4914,Humphrey St @ Monument Ave,,-70.917452,42.46834,,Burrill Street,Humphrey Street,Swampscott,0,1,3.0
8297,1708,Blue Hill Ave @ Paxton St,,-71.089062,42.292036,,Paxton Street,Blue Hill Avenue,Boston,0,1,3.0
8298,2864,Bunker Hill St @ Sackville St,,-71.065203,42.380271,,Sackville Street,Bunker Hill Street,Boston,0,1,3.0
8299,70011,Ruggles,Ruggles - Orange Line - Oak Grove,-71.089635,42.336451,,,,Boston,0,1,1.0
8300,node-146-lobby,Tufts Medical Center,Tufts Medical Center - Top of Escalator 146,,,,,,Boston,3,1,
8301,24791,Opp 10 Acorn Park Dr,,-71.146375,42.398411,,Alewife Station Access Road,Acorn Park,Cambridge,0,1,3.0
8302,46434,Cummins Hwy @ Hebron St,,-71.107863,42.272749,,Hebron Street,Cummins Highway,Boston,0,1,3.0
8303,5379,210 Lyme St,,-71.054588,42.427481,,Cross Street,Lyme Street,Malden,0,1,3.0
8304,node-pktrm-ebupassstairs-platform,Park Street,Park Street - Top of elevator between Government Center & North side platform and passageway to Copley & West,,,,,,Boston,3,1,
8305,6460,Cummins Hwy @ Rowe St,,-71.120534,42.280681,,Rowe Street,Cummins Highway,Boston,0,1,3.0
8306,3195,Newport Ave @ Oakland Ave,,-71.014556,42.260647,,Oakland Avenue,Newport Avenue,Quincy,0,1,3.0
8307,node-938-lobby,Courthouse,Courthouse - Top of elevator between outbound platform and lobby,,,,,,Boston,3,1,
8308,74632,Bellingham Square,Bellingham Square - Silver Line - SL3 South Station,-71.033291,42.395328,,,Chelsea Busway,Chelsea,0,1,3.0
8309,642,Washington St @ Tollgate Way,,-71.117613,42.296255,,Lanesville Terrace,Washington Street,Boston,0,1,3.0
8310,node-854-platform,Back Bay,Back Bay - Bottom of Track 2 elevator,,,,,,Boston,3,1,
8311,1049,Western Ave @ Everett St,,-71.135443,42.363093,,Everett Street,Western Avenue,Boston,0,1,3.0
8312,613,Washington St @ Weymouth Ave,,-71.151819,42.266298,,Weymouth Avenue,Washington Street,Boston,0,1,3.0
8313,111214,Nantasket Ave from Bay St to Wash Blvd (FLAG),,-70.86018,42.27314,,Porazzo Road,Nantasket Avenue,Hull,0,1,3.0
8314,node-rcmnl-farepaid,Roxbury Crossing,Roxbury Crossing - Paid side of fare gates,-71.095567,42.33129,,,,Boston,3,1,
8315,node-dwnxg-stair6-platform,Downtown Crossing,Downtown Crossing - Bottom of exit-only stairs from Ashmont/Braintree platform to Summer Street Concourse,,,,,,Boston,3,1,
8316,856,Massachusetts Ave @ Albany St,,-71.073689,42.333539,,Albany Street,Massachusetts Avenue,Boston,0,1,3.0
8317,45581,Park Ave @ S Genesee St,,-71.022036,42.412554,,Genesee Street,Park Avenue,Revere,0,1,3.0
8318,49917,Montvale Ave @ Main St,,-71.151629,42.479098,,Main Street,Montvale Avenue,Woburn,0,1,3.0
8319,7474,Central St @ Hamilton St,,-71.009667,42.464712,,Main Street,Central Street,Saugus,0,1,3.0
8320,7896,Great Rd @ Perham St - Lexington Line,,-71.255949,42.479887,,Perham Street,The Great Road,Bedford,0,0,3.0
8321,1618,84 Georgetowne Pl,,-71.145182,42.254718,,,,Boston,0,1,3.0
8322,16434,Cummins Hwy @ American Legion Hwy,,-71.11613,42.278578,,American Legion Highway,Cummins Highway,Boston,0,1,3.0
8323,111738,Blue Hill Ave - Brush Hill Rd to Tucker St (FLAG),,-71.095677,42.262866,,Austin Street,Blue Hill Avenue,Milton,0,0,3.0
8324,25991,Main St @ Lindenwood Rd,,-71.100291,42.484395,,Lindenwood Road,Main Street,Stoneham,0,1,3.0
8325,2853,Bunker Hill St @ Lowney Way,,-71.056288,42.375894,,Robert Lowney Way,Bunker Hill Street,Boston,0,1,3.0
8326,5361,Ferry St @ Cross St,,-71.058585,42.421684,,Cross Street,Ferry Street,Malden,0,1,3.0
8327,door-amory-wbbuick,"Amory Street - Buick St, Saint Paul St","Amory Street - Buick St, Saint Paul St",-71.115595,42.351138,,,,Boston,2,1,
8328,6767,Washington St @ Western Ave,,-70.957108,42.469833,,Western Avenue,Washington Street,Lynn,0,1,3.0
8329,node-734-lobby,Wollaston,Wollaston - Bottom of elevator between Newport Avenue lobby and platform,,,,,,Quincy,3,1,
8330,6737,Garfield Ave @ Washington Ave,,-70.994669,42.47293,,Washington Avenue,Garfield Avenue,Saugus,0,0,3.0
8331,5963,Washington St opp Francis St,,-71.071887,42.433926,,Francis Street,Washington Street,Malden,0,0,3.0
8332,node-davis-holland-lobby,Davis,Davis - Bottom of stairs for Holland Street,,,,,,Somerville,3,1,
8333,440,Norfolk St opp Nelson St,,-71.083184,42.283529,,Nelson Street,Norfolk Street,Boston,0,1,3.0
8334,75,84 Massachusetts Ave,,-71.093551,42.358673,,Princeton Avenue,Massachusetts Avenue,Cambridge,0,1,3.0
8335,node-ccmnl-933-platform,Community College,Community College - Bottom of Elevator 933,,,,,,Boston,3,1,
8336,7560,Essex St @ Pleasant Ave,,-71.020296,42.454978,,Pleasant Avenue,Essex Street,Saugus,0,0,3.0
8337,8281,285 Tremont St,,-71.065439,42.349606,,Oak Street West,Tremont Street,Boston,0,1,3.0
8338,8850,Tavern Rd @ Weston St,,-71.263594,42.373043,,Weston Street,Tavern Road,Waltham,0,1,3.0
8339,2077,Aberdeen Ave @ Mt Auburn St,,-71.145767,42.375543,,Aberdeen Court,Aberdeen Avenue,Cambridge,0,1,3.0
8340,7807,Pleasant St @ Bridge St,,-71.204886,42.366533,,Bridge Street,Pleasant Street,Watertown,0,1,3.0
8341,13959,Franklin St @ Guild St,,-71.003457,42.242489,,Guild Street,Franklin Street,Quincy,0,1,3.0
8342,1699,Cambridge St @ Pontos Ave,,-71.205012,42.514985,,Great Pines Avenue,Cambridge Street,Burlington,0,1,3.0
8343,node-boyls-outstair-platform,Boylston,Boylston - Bottom of Copley & West stairs,,,,,,Boston,3,1,
8344,109912,Tafts Ave @ Shirley St,,-70.971021,42.360232,,Shirley Street,Tafts Avenue,Winthrop,0,1,3.0
8345,WR-0045-S,Malden Center,Malden Center - Commuter Rail - Track 1 (All Trains),-71.07411,42.426632,,,,Malden,0,1,2.0
8346,node-764-bottom,Lechmere,Lechmere - Bottom of O'Brien Hwy Elevator 764,-71.075697,42.370882,,,,Cambridge,3,1,
8347,5575,Elm St @ Duncan Rd,,-71.035596,42.414742,,,Elm Street,Everett,0,1,3.0
8348,59,Massachusetts Ave @ Washington St,,-71.076941,42.336295,,Washington Street,Massachusetts Avenue,Boston,0,1,3.0
8349,9076,Franklin St @ Albion St,,-71.063887,42.46753,,Pratt Street,Franklin Street,Melrose,0,1,3.0
8350,node-449-bridge,Wollaston,Wollaston - Top of escalator from platform to bridge,,,,,,Quincy,3,1,
8351,9237,Main St @ Bay State Rd,,-71.061249,42.473694,,Bay State Road,Main Street,Melrose,0,1,3.0
8352,3984,S Franklin St @ Upland St,,-71.011692,42.125597,,Emery Street,South Franklin Street,Holbrook,0,1,3.0
8353,45534,Charger St @ Squire Rd,,-71.010442,42.42557,,,Charger Street,Revere,0,1,3.0
8354,4025,Franklin St @ Granite St,,-71.019194,42.21165,,,Franklin Street,Braintree,0,1,3.0
8355,node-112-platform,Downtown Crossing,Downtown Crossing - Bottom of escalator from Ashmont/Braintree platform to Chauncy Street,,,,,,Boston,3,1,
8356,4011,Franklin St @ Taylor St,,-71.008477,42.204196,,Taylor Street,Franklin Street,Braintree,0,1,3.0
8357,4349,Brook Rd @ Brandon Rd,,-71.089566,42.262474,,Brandon Road,Brook Road,Milton,0,1,3.0
8358,470,Washington St @ Blue Hill Ave,,-71.082638,42.307741,,,Washington Street,Boston,0,1,3.0
8359,node-tumnl-washstairs-lobby,Tufts Medical Center,Tufts Medical Center - Bottom of stairs for Washington Street,,,,,,Boston,3,1,
8360,node-129-lobby,Forest Hills,Forest Hills - Top of Orange Line main lobby north escalator,-71.114109,42.300859,,,,Boston,3,1,
8361,node-longw-pramp-platform,Longwood,Longwood - Bottom of platform ramp for Emerald Necklace,-71.110097,42.341463,,,,Brookline,3,1,
8362,8160,Walnut St @ Homer St,,-71.207072,42.335913,,Homer Street,Walnut Street,Newton,0,1,3.0
8363,node-mdftf-stairs-top,Medford/Tufts,Medford/Tufts - Top of stairs,-71.116914,42.40785,,,,Medford,3,1,
8364,3227,Billings Rd @ Beach St,,-71.014087,42.276081,,Beach Street,Billings Road,Quincy,0,1,3.0
8365,4532,Western Ave @ Washington St,,-70.956926,42.469668,,Washington Street,Western Avenue,Lynn,0,1,3.0
8366,7255,Chestnut St opp Allerton St,,-70.953798,42.479132,,Allerton Street,Chestnut Street,Lynn,0,1,3.0
8367,node-aqucl-ebstatestairs-lobby,Aquarium,Aquarium - Top of stairs between platform and State Street,,,,,,Boston,3,1,
8368,8291,Main St @ Evans St,,-71.203268,42.373227,,,Main Street,Watertown,0,0,3.0
8369,840,Lagrange St @ Pender St,,-71.162477,42.28461,,Pender Street,La Grange Street,Boston,0,1,3.0
8370,1168,Washington St @ Townsend St,,-71.094067,42.319958,,Townsend Street,Washington Street,Boston,0,1,3.0
8371,node-412-lobby,Courthouse,Courthouse - Bottom of escalator from lobby to Thomson Place mezzanine,,,,,,Boston,3,1,
8372,1420,Cambridge St @ Lambert St,,-71.087253,42.372002,,Max Avenue,Cambridge Street,Cambridge,0,1,3.0
8373,node-sull-sbstairs-lobby,Sullivan Square,"Sullivan Square - Top of stairs for Forest Hills, Oak Grove",,,,,,Boston,3,1,
8374,91391,Huntington Ave @ Longwood Ave,,-71.100187,42.336067,,Longwood Avenue,Huntington Avenue,Boston,0,1,3.0
8375,86232,Wood St opp Conestoga Rd,,-71.262946,42.455369,,Conestoga Road,Wood Street,Lexington,0,1,3.0
8376,61835,Clyde St opp Country Rd,,-71.142439,42.31421,,Lee Street,Clyde Street,Brookline,0,1,3.0
8377,5002,Salem St opp River St,,-71.107833,42.418553,,River Street,Salem Street,Medford,0,1,3.0
8378,node-kencl-fvmramp-lobby,Kenmore,Kenmore - Bottom of ramp between lobby and fare vending machines,,,,,,Boston,3,1,
8379,5266,Fellsway @ Emerald St,,-71.086306,42.421129,,Emerald Street,Fellsway,Malden,0,1,3.0
8380,1165,Washington St @ Walnut Pk,,-71.097563,42.316446,,Walnut Park,Washington Street,Boston,0,1,3.0
8381,node-rbmnl-beachfarepaid,Revere Beach,Revere Beach - Paid side of exit-only gates,-70.992549,42.40844,,,,Revere,3,1,
8382,4257,Union St @ Prospect Ave,,-71.033183,42.157777,,Prospect Avenue,Union Street,Randolph,0,1,3.0
8383,door-cntsq-western,Central - Western Ave,Central - Western Ave,-71.104304,42.365635,,,,Cambridge,2,2,
8384,door-chhil-museum,"Chestnut Hill - Brimmer and May, Longyear Museum","Chestnut Hill - Brimmer and May, Longyear Museum",-71.164175,42.326736,,,,Newton,2,1,
8385,7419,Lynn St @ Spring St,,-71.02191,42.435055,,Spring Street,Lynn Street,Revere,0,1,3.0
8386,111236,Nantasket Ave from School St to Rockland St (FLAG),,-70.845016,42.261535,,Priscilla Way,Nantasket Avenue,Hull,0,1,3.0
8387,8344,River St @ Reservation Rd,,-71.130937,42.25162,,Roxana Street,River Street,Boston,0,1,3.0
8388,66459,Cummins Hwy @ Hebron St,,-71.107489,42.272735,,Hebron Street,Cummins Highway,Boston,0,1,3.0
8389,6698,Holyoke St @ O'Callaghan Way,,-70.983011,42.465727,,Keslar Avenue,Holyoke Street,Lynn,0,1,3.0
8390,983,Tremont St @ Playstead Rd,,-71.176534,42.35292,,Pembroke Street,Tremont Street,Newton,0,1,3.0
8391,FR-0253-01,South Acton,South Acton - Commuter Rail - Track 1 (Outbound),-71.457744,42.460375,,,,Acton,0,1,2.0
8392,14551,Highland Ave @ Willson St,,-70.910976,42.509123,,Willson Street,Highland Avenue,Salem,0,1,3.0
8393,node-cntsq-ibstair-platform,Central,Central - Bottom of stairs for Massachusetts Ave,,,,,,Cambridge,3,1,
8394,2788,243 West St opp Myopia Rd,,-71.126798,42.264152,,Myopia Road,West Street,Boston,0,1,3.0
8395,48336,Kennedy Dr @ Central Ave,,-71.029475,42.438058,,Central Avenue,Kennedy Drive,Malden,0,1,3.0
8396,3970,S Franklin St @ Technical Park Dr,,-71.008733,42.148753,,Technical Park Drive,South Franklin Street,Holbrook,0,1,3.0
8397,4937,Washington St @ Lowe St,,-70.930609,42.520333,,Bresnahan Street,Washington Street,Peabody,0,1,3.0
8398,5381,23 Bowdoin St,,-71.050902,42.427576,,,Bowdoin Street,Malden,0,1,3.0
8399,3571,Main St @ Elm St,,-70.887398,42.241003,,Elm Street,Main Street,Hingham,0,1,3.0
8400,node-shmnl-syd-fareunpaid,Savin Hill,Savin Hill - Unpaid side of Sydney Street fare gates,-71.053602,42.310828,,,,Boston,3,1,
8401,node-harsq-harfareunpaid,Harvard,Harvard - Unpaid side of Church Street fare gates,-71.118802,42.374353,,,,Cambridge,3,1,
8402,17774,1045 Trapelo Rd,,-71.234797,42.411315,,Lexington Street,Trapelo Road,Waltham,0,1,3.0
8403,3370,Gallivan Blvd @ Kenmere Rd,,-71.056799,42.28261,,Granville Street,Gallivan Boulevard,Boston,0,1,3.0
8404,5378,435 Eastern Ave,,-71.057534,42.427843,,Bryant Street,Eastern Avenue,Malden,0,1,3.0
8405,65543,Washington St @ Greenough St,,-71.236355,42.343304,,,Washington Street,Newton,0,1,3.0
