,Route,Endpoint,Date,Time
23095,110,Santilli Circle to Beach St @ Shirley Ave - Bell Circle,2023-10-22,00:00:00
23096,110,Beach St @ Shirley Ave - Bell Circle to Beach St @ Walnut Ave,2023-10-22,00:01:00
23097,110,Beach St @ Walnut Ave to Beach St @ N Shore Rd,2023-10-22,00:00:00
23098,110,Beach St @ N Shore Rd to Corporation Way,2023-10-22,00:02:00
23099,110,Corporation Way to Wonderland,2023-10-22,00:00:00
23100,110,Wonderland to Wellington Station Busway,2023-10-22,00:02:00
23101,110,Wellington Station Busway to Wonderland,2023-10-22,00:00:00
23102,110,Wonderland to opp 1456 North Shore Rd,2023-10-22,00:01:00
23103,110,opp 1456 North Shore Rd to Santilli Circle,2023-10-22,00:01:00
23104,110,Santilli Circle to Beach St opp Nahant Ave,2023-10-22,00:00:00
23105,110,Beach St opp Nahant Ave to Broadway @ Gladstone St,2023-10-22,00:01:00
23106,110,Broadway @ Gladstone St to Beach St @ VFW Pkwy,2023-10-22,00:00:00
23107,110,Beach St @ VFW Pkwy to Beach St @ Upham St - Bell Circle,2023-10-22,00:00:00
23108,110,Beach St @ Upham St - Bell Circle to Beach St @ Harris St,2023-10-22,00:01:00
23109,110,Beach St @ Harris St to Broadway @ Everett Sq,2023-10-22,00:01:00
23110,110,Broadway @ Everett Sq to Beach St @ Cary Ave,2023-10-22,00:00:00
23111,110,Beach St @ Cary Ave to Chelsea St @ Victoria St,2023-10-22,00:01:00
23112,110,Chelsea St @ Victoria St to Beach St @ School St,2023-10-22,00:00:00
23113,110,Beach St @ School St to Chelsea St @ Spring St,2023-10-22,00:01:00
23114,110,Chelsea St @ Spring St to Park Ave @ Busway Entrance,2023-10-22,00:00:00
23115,110,Park Ave @ Busway Entrance to 19 Ferry St,2023-10-22,00:01:00
23116,110,19 Ferry St to Park Ave @ Allston St,2023-10-22,00:00:00
23117,110,Park Ave @ Allston St to Park Ave @ Cambridge St,2023-10-22,00:00:00
23118,110,Park Ave @ Cambridge St to Park Ave @ Essex St,2023-10-22,00:00:00
23119,110,Park Ave @ Essex St to Ferry St @ Union St,2023-10-22,00:01:00
23120,110,Ferry St @ Union St to Park Ave @ Genesee St,2023-10-22,00:00:00
23121,110,Park Ave @ Genesee St to Park Ave @ Irving St,2023-10-22,00:00:00
23122,110,Park Ave @ Irving St to Ferry St @ Nichols St,2023-10-22,00:01:00
23123,110,Ferry St @ Nichols St to Ferry St @ Cherry St,2023-10-22,00:00:00
23124,110,Ferry St @ Cherry St to Park Ave @ Lambert St,2023-10-22,00:00:00
23125,110,Park Ave @ Lambert St to 633 Park Ave,2023-10-22,00:00:00
23126,110,633 Park Ave to Park Ave @ McLeavey St,2023-10-22,00:00:00
23127,110,Park Ave @ McLeavey St to Ferry St @ Clarence St,2023-10-22,00:01:00
23128,110,Ferry St @ Clarence St to Elm St opp Haskell Ave,2023-10-22,00:00:00
23129,110,Elm St opp Haskell Ave to Elm St @ Woodlawn Ave,2023-10-22,00:00:00
23130,110,Elm St @ Woodlawn Ave to Elm St opp Glendale Pk,2023-10-22,00:01:00
23131,110,Elm St opp Glendale Pk to Elm St @ Adams Ave,2023-10-22,00:00:00
23132,110,Elm St @ Adams Ave to Elm St @ Woodlawn St,2023-10-22,00:01:00
23133,110,Elm St @ Woodlawn St to Elm St @ Jefferson Ave,2023-10-22,00:00:00
23134,110,Elm St @ Jefferson Ave to Elm St opp Woodlawn St,2023-10-22,00:00:00
23135,110,Elm St opp Woodlawn St to Elm St @ Jefferson Ave,2023-10-22,00:01:00
23136,110,Elm St @ Jefferson Ave to Elm St @ Glendale Pk,2023-10-22,00:00:00
23137,110,Elm St @ Glendale Pk to Elm St @ Englewood Ave,2023-10-22,00:01:00
23138,110,Elm St @ Englewood Ave to Elm St @ Duncan Rd,2023-10-22,00:00:00
23139,110,Elm St @ Duncan Rd to 289 Elm St,2023-10-22,00:00:00
23140,110,289 Elm St to Ferry St @ Chestnut St,2023-10-22,00:00:00
23141,110,Ferry St @ Chestnut St to Elm St @ Haskell Ave,2023-10-22,00:01:00
23142,110,Elm St @ Haskell Ave to Park Ave opp McCleavey St,2023-10-22,00:00:00
23143,110,Park Ave opp McCleavey St to Ferry St @ Arlington St,2023-10-22,00:00:00
23144,110,Ferry St @ Arlington St to 630 Park Ave,2023-10-22,00:01:00
23145,110,630 Park Ave to Park Ave @ Dale St,2023-10-22,00:00:00
23146,110,Park Ave @ Dale St to Park Ave @ S Irving St,2023-10-22,00:00:00
23147,110,Park Ave @ S Irving St to Ferry St @ Orange Ct,2023-10-22,00:00:00
23148,110,Ferry St @ Orange Ct to Park Ave @ S Genesee St,2023-10-22,00:01:00
23149,110,Park Ave @ S Genesee St to 290 Park Ave opp Essex St,2023-10-22,00:00:00
23150,110,290 Park Ave opp Essex St to Park Ave @ S Cambridge St,2023-10-22,00:00:00
23151,110,Park Ave @ S Cambridge St to Ferry St @ Chelsea St,2023-10-22,00:00:00
23152,110,Ferry St @ Chelsea St to 40 Park Ave,2023-10-22,00:01:00
23153,110,40 Park Ave to Chelsea St @ Mead St,2023-10-22,00:00:00
23154,110,Chelsea St @ Mead St to Chelsea St @ Edmester Ct,2023-10-22,00:00:00
23155,110,Chelsea St @ Edmester Ct to Broadway @ Park Ave,2023-10-22,00:01:00
23156,110,Broadway @ Park Ave to Chelsea St @ Plumer St,2023-10-22,00:00:00
23157,110,Chelsea St @ Plumer St to 49 Central Ave,2023-10-22,00:01:00
23158,110,49 Central Ave to Broadway @ Norwood St,2023-10-22,00:00:00
23159,110,Broadway @ Norwood St to Broadway opp Second St,2023-10-22,00:00:00
23160,110,Broadway opp Second St to Broadway @ Gladstone St,2023-10-22,00:01:00
23161,110,Broadway @ Gladstone St to Beach St @ Eustis St,2023-10-22,00:01:00
23162,110,Beach St @ Eustis St to Beach St @ Harris St - Bell Circle,2023-10-22,00:01:00
23163,110,Beach St @ Harris St - Bell Circle to Santilli Circle,2023-10-22,00:01:00
23164,110,Santilli Circle to Beach St @ Shirley Ave - Bell Circle,2023-10-22,00:01:00
23165,110,Beach St @ Shirley Ave - Bell Circle to Beach St @ Walnut Ave,2023-10-22,00:01:00
23166,110,Beach St @ Walnut Ave to Beach St @ N Shore Rd,2023-10-22,00:01:00
23167,110,Beach St @ N Shore Rd to Corporation Way,2023-10-22,00:00:00
23168,110,Corporation Way to Wonderland,2023-10-22,00:02:00
23169,110,Wonderland to Wellington Station Busway,2023-10-22,00:00:00
23170,110,Wellington Station Busway to Wonderland,2023-10-22,00:05:00
23171,110,Wonderland to Wellington Station Busway,2023-10-22,00:00:00
23172,110,Wellington Station Busway to opp 1456 North Shore Rd,2023-10-22,00:01:00
23173,110,opp 1456 North Shore Rd to Beach St opp Nahant Ave,2023-10-22,00:01:00
23174,110,Beach St opp Nahant Ave to Santilli Circle,2023-10-22,00:00:00
23175,110,Santilli Circle to Beach St @ VFW Pkwy,2023-10-22,00:01:00
23176,110,Beach St @ VFW Pkwy to Beach St @ Upham St - Bell Circle,2023-10-22,00:00:00
23177,110,Beach St @ Upham St - Bell Circle to Broadway @ Gladstone St,2023-10-22,00:00:00
23178,110,Broadway @ Gladstone St to Beach St @ Harris St,2023-10-22,00:01:00
23179,110,Beach St @ Harris St to Beach St @ Cary Ave,2023-10-22,00:01:00
23180,110,Beach St @ Cary Ave to Broadway @ Everett Sq,2023-10-22,00:00:00
23181,110,Broadway @ Everett Sq to Beach St @ School St,2023-10-22,00:01:00
23182,110,Beach St @ School St to Chelsea St @ Victoria St,2023-10-22,00:00:00
23183,110,Chelsea St @ Victoria St to Park Ave @ Busway Entrance,2023-10-22,00:01:00
23184,110,Park Ave @ Busway Entrance to Chelsea St @ Spring St,2023-10-22,00:00:00
23185,110,Chelsea St @ Spring St to Park Ave @ Allston St,2023-10-22,00:01:00
23186,110,Park Ave @ Allston St to Park Ave @ Cambridge St,2023-10-22,00:00:00
23187,110,Park Ave @ Cambridge St to Park Ave @ Essex St,2023-10-22,00:00:00
23188,110,Park Ave @ Essex St to 19 Ferry St,2023-10-22,00:00:00
23189,110,19 Ferry St to Park Ave @ Genesee St,2023-10-22,00:01:00
23190,110,Park Ave @ Genesee St to Park Ave @ Irving St,2023-10-22,00:00:00
23191,110,Park Ave @ Irving St to Ferry St @ Union St,2023-10-22,00:00:00
23192,110,Ferry St @ Union St to Park Ave @ Lambert St,2023-10-22,00:01:00
23193,110,Park Ave @ Lambert St to 633 Park Ave,2023-10-22,00:00:00
23194,110,633 Park Ave to Park Ave @ McLeavey St,2023-10-22,00:00:00
23195,110,Park Ave @ McLeavey St to Ferry St @ Nichols St,2023-10-22,00:00:00
23196,110,Ferry St @ Nichols St to Ferry St @ Cherry St,2023-10-22,00:00:00
23197,110,Ferry St @ Cherry St to Elm St opp Haskell Ave,2023-10-22,00:01:00
23198,110,Elm St opp Haskell Ave to Elm St @ Woodlawn Ave,2023-10-22,00:00:00
23199,110,Elm St @ Woodlawn Ave to Ferry St @ Clarence St,2023-10-22,00:00:00
23200,110,Ferry St @ Clarence St to Elm St @ Adams Ave,2023-10-22,00:01:00
23201,110,Elm St @ Adams Ave to Elm St opp Glendale Pk,2023-10-22,00:00:00
23202,110,Elm St opp Glendale Pk to Elm St @ Jefferson Ave,2023-10-22,00:01:00
23203,110,Elm St @ Jefferson Ave to Elm St opp Woodlawn St,2023-10-22,00:00:00
23204,110,Elm St opp Woodlawn St to Elm St @ Woodlawn St,2023-10-22,00:00:00
23205,110,Elm St @ Woodlawn St to Elm St @ Glendale Pk,2023-10-22,00:01:00
23206,110,Elm St @ Glendale Pk to Elm St @ Jefferson Ave,2023-10-22,00:00:00
23207,110,Elm St @ Jefferson Ave to Ferry St @ Chestnut St,2023-10-22,00:01:00
23208,110,Ferry St @ Chestnut St to Elm St @ Englewood Ave,2023-10-22,00:00:00
23209,110,Elm St @ Englewood Ave to Elm St @ Duncan Rd,2023-10-22,00:00:00
23210,110,Elm St @ Duncan Rd to 289 Elm St,2023-10-22,00:00:00
23211,110,289 Elm St to Ferry St @ Arlington St,2023-10-22,00:01:00
23212,110,Ferry St @ Arlington St to Elm St @ Haskell Ave,2023-10-22,00:00:00
23213,110,Elm St @ Haskell Ave to Park Ave opp McCleavey St,2023-10-22,00:00:00
23214,110,Park Ave opp McCleavey St to Ferry St @ Orange Ct,2023-10-22,00:01:00
23215,110,Ferry St @ Orange Ct to 630 Park Ave,2023-10-22,00:00:00
23216,110,630 Park Ave to Park Ave @ Dale St,2023-10-22,00:00:00
23217,110,Park Ave @ Dale St to Park Ave @ S Irving St,2023-10-22,00:00:00
23218,110,Park Ave @ S Irving St to Ferry St @ Chelsea St,2023-10-22,00:01:00
23219,110,Ferry St @ Chelsea St to Park Ave @ S Genesee St,2023-10-22,00:00:00
23220,110,Park Ave @ S Genesee St to 290 Park Ave opp Essex St,2023-10-22,00:00:00
23221,110,290 Park Ave opp Essex St to Park Ave @ S Cambridge St,2023-10-22,00:00:00
23222,110,Park Ave @ S Cambridge St to Chelsea St @ Mead St,2023-10-22,00:01:00
23223,110,Chelsea St @ Mead St to Chelsea St @ Edmester Ct,2023-10-22,00:00:00
23224,110,Chelsea St @ Edmester Ct to 40 Park Ave,2023-10-22,00:00:00
23225,110,40 Park Ave to Chelsea St @ Plumer St,2023-10-22,00:01:00
23226,110,Chelsea St @ Plumer St to Broadway @ Park Ave,2023-10-22,00:00:00
23227,110,Broadway @ Park Ave to Broadway @ Norwood St,2023-10-22,00:01:00
23228,110,Broadway @ Norwood St to Broadway opp Second St,2023-10-22,00:00:00
23229,110,Broadway opp Second St to 49 Central Ave,2023-10-22,00:00:00
23230,110,49 Central Ave to Broadway @ Gladstone St,2023-10-22,00:01:00
23231,110,Broadway @ Gladstone St to Beach St @ Eustis St,2023-10-22,00:01:00
23232,110,Beach St @ Eustis St to Beach St @ Harris St - Bell Circle,2023-10-22,00:01:00
23233,110,Beach St @ Harris St - Bell Circle to Santilli Circle,2023-10-22,00:01:00
23234,110,Santilli Circle to Beach St @ Shirley Ave - Bell Circle,2023-10-22,00:01:00
23235,110,Beach St @ Shirley Ave - Bell Circle to Beach St @ Walnut Ave,2023-10-22,00:01:00
23236,110,Beach St @ Walnut Ave to Corporation Way,2023-10-22,00:01:00
23237,110,Corporation Way to Beach St @ N Shore Rd,2023-10-22,00:00:00
23238,110,Beach St @ N Shore Rd to Wellington Station Busway,2023-10-22,00:02:00
23239,110,Wellington Station Busway to Wonderland,2023-10-22,00:00:00
23240,110,Wonderland to opp 1456 North Shore Rd,2023-10-22,00:01:00
23241,110,opp 1456 North Shore Rd to Beach St opp Nahant Ave,2023-10-22,00:01:00
23242,110,Beach St opp Nahant Ave to Beach St @ VFW Pkwy,2023-10-22,00:01:00
23243,110,Beach St @ VFW Pkwy to Beach St @ Upham St - Bell Circle,2023-10-22,00:00:00
23244,110,Beach St @ Upham St - Bell Circle to Beach St @ Harris St,2023-10-22,00:01:00
23245,110,Beach St @ Harris St to Wellington Station Busway,2023-10-22,00:01:00
23246,110,Wellington Station Busway to Beach St @ Cary Ave,2023-10-22,00:00:00
23247,110,Beach St @ Cary Ave to Beach St @ School St,2023-10-22,00:01:00
23248,110,Beach St @ School St to Santilli Circle,2023-10-22,00:01:00
23249,110,Santilli Circle to Park Ave @ Busway Entrance,2023-10-22,00:00:00
23250,110,Park Ave @ Busway Entrance to Broadway @ Gladstone St,2023-10-22,00:01:00
23251,110,Broadway @ Gladstone St to Park Ave @ Allston St,2023-10-22,00:00:00
23252,110,Park Ave @ Allston St to Park Ave @ Cambridge St,2023-10-22,00:00:00
23253,110,Park Ave @ Cambridge St to Park Ave @ Essex St,2023-10-22,00:00:00
23254,110,Park Ave @ Essex St to Park Ave @ Genesee St,2023-10-22,00:01:00
23255,110,Park Ave @ Genesee St to Park Ave @ Irving St,2023-10-22,00:00:00
23256,110,Park Ave @ Irving St to Broadway @ Everett Sq,2023-10-22,00:01:00
23257,110,Broadway @ Everett Sq to Park Ave @ Lambert St,2023-10-22,00:00:00
23258,110,Park Ave @ Lambert St to 633 Park Ave,2023-10-22,00:00:00
23259,110,633 Park Ave to Park Ave @ McLeavey St,2023-10-22,00:00:00
23260,110,Park Ave @ McLeavey St to Chelsea St @ Victoria St,2023-10-22,00:01:00
23261,110,Chelsea St @ Victoria St to Elm St opp Haskell Ave,2023-10-22,00:00:00
23262,110,Elm St opp Haskell Ave to Elm St @ Woodlawn Ave,2023-10-22,00:00:00
23263,110,Elm St @ Woodlawn Ave to Chelsea St @ Spring St,2023-10-22,00:01:00
23264,110,Chelsea St @ Spring St to Elm St @ Adams Ave,2023-10-22,00:00:00
23265,110,Elm St @ Adams Ave to 19 Ferry St,2023-10-22,00:01:00
23266,110,19 Ferry St to Elm St @ Jefferson Ave,2023-10-22,00:00:00
23267,110,Elm St @ Jefferson Ave to Elm St opp Woodlawn St,2023-10-22,00:00:00
23268,110,Elm St opp Woodlawn St to Ferry St @ Union St,2023-10-22,00:01:00
23269,110,Ferry St @ Union St to Elm St @ Glendale Pk,2023-10-22,00:00:00
23270,110,Elm St @ Glendale Pk to Ferry St @ Nichols St,2023-10-22,00:01:00
23271,110,Ferry St @ Nichols St to Ferry St @ Cherry St,2023-10-22,00:00:00
23272,110,Ferry St @ Cherry St to Ferry St @ Chestnut St,2023-10-22,00:00:00
23273,110,Ferry St @ Chestnut St to Ferry St @ Clarence St,2023-10-22,00:01:00
23274,110,Ferry St @ Clarence St to Ferry St @ Arlington St,2023-10-22,00:00:00
23275,110,Ferry St @ Arlington St to Elm St opp Glendale Pk,2023-10-22,00:01:00
23276,110,Elm St opp Glendale Pk to Ferry St @ Orange Ct,2023-10-22,00:00:00
23277,110,Ferry St @ Orange Ct to Elm St @ Woodlawn St,2023-10-22,00:01:00
23278,110,Elm St @ Woodlawn St to Ferry St @ Chelsea St,2023-10-22,00:00:00
23279,110,Ferry St @ Chelsea St to Elm St @ Jefferson Ave,2023-10-22,00:01:00
23280,110,Elm St @ Jefferson Ave to Chelsea St @ Mead St,2023-10-22,00:00:00
23281,110,Chelsea St @ Mead St to Chelsea St @ Edmester Ct,2023-10-22,00:00:00
23282,110,Chelsea St @ Edmester Ct to Elm St @ Englewood Ave,2023-10-22,00:01:00
23283,110,Elm St @ Englewood Ave to Elm St @ Duncan Rd,2023-10-22,00:00:00
23284,110,Elm St @ Duncan Rd to 289 Elm St,2023-10-22,00:00:00
23285,110,289 Elm St to Chelsea St @ Plumer St,2023-10-22,00:00:00
23286,110,Chelsea St @ Plumer St to Elm St @ Haskell Ave,2023-10-22,00:01:00
23287,110,Elm St @ Haskell Ave to Park Ave opp McCleavey St,2023-10-22,00:00:00
23288,110,Park Ave opp McCleavey St to Broadway @ Norwood St,2023-10-22,00:00:00
23289,110,Broadway @ Norwood St to Broadway opp Second St,2023-10-22,00:00:00
23290,110,Broadway opp Second St to 630 Park Ave,2023-10-22,00:01:00
23291,110,630 Park Ave to Park Ave @ Dale St,2023-10-22,00:00:00
23292,110,Park Ave @ Dale St to Park Ave @ S Irving St,2023-10-22,00:00:00
23293,110,Park Ave @ S Irving St to Broadway @ Gladstone St,2023-10-22,00:00:00
23294,110,Broadway @ Gladstone St to Park Ave @ S Genesee St,2023-10-22,00:01:00
23295,110,Park Ave @ S Genesee St to 290 Park Ave opp Essex St,2023-10-22,00:00:00
23296,110,290 Park Ave opp Essex St to Park Ave @ S Cambridge St,2023-10-22,00:00:00
23297,110,Park Ave @ S Cambridge St to 40 Park Ave,2023-10-22,00:01:00
23298,110,40 Park Ave to Broadway @ Park Ave,2023-10-22,00:01:00
23299,110,Broadway @ Park Ave to Santilli Circle,2023-10-22,00:00:00
23300,110,Santilli Circle to 49 Central Ave,2023-10-22,00:01:00
23301,110,49 Central Ave to Beach St @ Eustis St,2023-10-22,00:02:00
23302,110,Beach St @ Eustis St to Corporation Way,2023-10-22,00:00:00
23303,110,Corporation Way to Beach St @ Harris St - Bell Circle,2023-10-22,00:01:00
23304,110,Beach St @ Harris St - Bell Circle to Wellington Station Busway,2023-10-22,00:01:00
23305,110,Wellington Station Busway to Beach St @ Shirley Ave - Bell Circle,2023-10-22,00:01:00
23306,110,Beach St @ Shirley Ave - Bell Circle to Beach St @ Walnut Ave,2023-10-22,00:01:00
23307,110,Beach St @ Walnut Ave to Beach St @ N Shore Rd,2023-10-22,00:01:00
23308,110,Beach St @ N Shore Rd to Wonderland,2023-10-22,00:02:00
23309,110,Wonderland to Wellington Station Busway,2023-10-22,00:00:00
23310,110,Wellington Station Busway to opp 1456 North Shore Rd,2023-10-22,00:01:00
23311,110,opp 1456 North Shore Rd to Beach St opp Nahant Ave,2023-10-22,00:01:00
23312,110,Beach St opp Nahant Ave to Santilli Circle,2023-10-22,00:00:00
23313,110,Santilli Circle to Beach St @ VFW Pkwy,2023-10-22,00:01:00
23314,110,Beach St @ VFW Pkwy to Beach St @ Upham St - Bell Circle,2023-10-22,00:00:00
23315,110,Beach St @ Upham St - Bell Circle to Broadway @ Gladstone St,2023-10-22,00:00:00
23316,110,Broadway @ Gladstone St to Beach St @ Harris St,2023-10-22,00:01:00
23317,110,Beach St @ Harris St to Beach St @ Cary Ave,2023-10-22,00:01:00
23318,110,Beach St @ Cary Ave to Broadway @ Everett Sq,2023-10-22,00:00:00
23319,110,Broadway @ Everett Sq to Beach St @ School St,2023-10-22,00:01:00
23320,110,Beach St @ School St to Chelsea St @ Victoria St,2023-10-22,00:00:00
23321,110,Chelsea St @ Victoria St to Park Ave @ Busway Entrance,2023-10-22,00:01:00
23322,110,Park Ave @ Busway Entrance to Chelsea St @ Spring St,2023-10-22,00:00:00
23323,110,Chelsea St @ Spring St to Park Ave @ Allston St,2023-10-22,00:01:00
23324,110,Park Ave @ Allston St to Park Ave @ Cambridge St,2023-10-22,00:00:00
23325,110,Park Ave @ Cambridge St to Park Ave @ Essex St,2023-10-22,00:00:00
23326,110,Park Ave @ Essex St to 19 Ferry St,2023-10-22,00:00:00
23327,110,19 Ferry St to Park Ave @ Genesee St,2023-10-22,00:01:00
23328,110,Park Ave @ Genesee St to Park Ave @ Irving St,2023-10-22,00:00:00
23329,110,Park Ave @ Irving St to Ferry St @ Union St,2023-10-22,00:00:00
23330,110,Ferry St @ Union St to Park Ave @ Lambert St,2023-10-22,00:01:00
23331,110,Park Ave @ Lambert St to 633 Park Ave,2023-10-22,00:00:00
23332,110,633 Park Ave to Park Ave @ McLeavey St,2023-10-22,00:00:00
23333,110,Park Ave @ McLeavey St to Ferry St @ Nichols St,2023-10-22,00:00:00
23334,110,Ferry St @ Nichols St to Ferry St @ Cherry St,2023-10-22,00:00:00
23335,110,Ferry St @ Cherry St to Elm St opp Haskell Ave,2023-10-22,00:01:00
23336,110,Elm St opp Haskell Ave to Ferry St @ Clarence St,2023-10-22,00:00:00
23337,110,Ferry St @ Clarence St to Elm St @ Woodlawn Ave,2023-10-22,00:01:00
23338,110,Elm St @ Woodlawn Ave to Elm St opp Glendale Pk,2023-10-22,00:00:00
23339,110,Elm St opp Glendale Pk to Elm St @ Adams Ave,2023-10-22,00:01:00
23340,110,Elm St @ Adams Ave to Elm St @ Woodlawn St,2023-10-22,00:00:00
23341,110,Elm St @ Woodlawn St to Elm St @ Jefferson Ave,2023-10-22,00:01:00
23342,110,Elm St @ Jefferson Ave to Elm St opp Woodlawn St,2023-10-22,00:01:00
23343,110,Elm St opp Woodlawn St to Elm St @ Englewood Ave,2023-10-22,00:00:00
23344,110,Elm St @ Englewood Ave to Elm St @ Duncan Rd,2023-10-22,00:00:00
23345,110,Elm St @ Duncan Rd to 289 Elm St,2023-10-22,00:00:00
23346,110,289 Elm St to Elm St @ Glendale Pk,2023-10-22,00:01:00
23347,110,Elm St @ Glendale Pk to Elm St @ Haskell Ave,2023-10-22,00:00:00
23348,110,Elm St @ Haskell Ave to Park Ave opp McCleavey St,2023-10-22,00:00:00
23349,110,Park Ave opp McCleavey St to Ferry St @ Chestnut St,2023-10-22,00:01:00
23350,110,Ferry St @ Chestnut St to 630 Park Ave,2023-10-22,00:00:00
23351,110,630 Park Ave to Park Ave @ Dale St,2023-10-22,00:00:00
23352,110,Park Ave @ Dale St to Park Ave @ S Irving St,2023-10-22,00:00:00
23353,110,Park Ave @ S Irving St to Ferry St @ Arlington St,2023-10-22,00:01:00
23354,110,Ferry St @ Arlington St to Park Ave @ S Genesee St,2023-10-22,00:00:00
23355,110,Park Ave @ S Genesee St to 290 Park Ave opp Essex St,2023-10-22,00:00:00
23356,110,290 Park Ave opp Essex St to Park Ave @ S Cambridge St,2023-10-22,00:00:00
23357,110,Park Ave @ S Cambridge St to Ferry St @ Orange Ct,2023-10-22,00:01:00
23358,110,Ferry St @ Orange Ct to 40 Park Ave,2023-10-22,00:00:00
23359,110,40 Park Ave to Ferry St @ Chelsea St,2023-10-22,00:01:00
23360,110,Ferry St @ Chelsea St to Broadway @ Park Ave,2023-10-22,00:00:00
23361,110,Broadway @ Park Ave to Chelsea St @ Mead St,2023-10-22,00:01:00
23362,110,Chelsea St @ Mead St to Chelsea St @ Edmester Ct,2023-10-22,00:00:00
23363,110,Chelsea St @ Edmester Ct to 49 Central Ave,2023-10-22,00:00:00
23364,110,49 Central Ave to Chelsea St @ Plumer St,2023-10-22,00:01:00
23365,110,Chelsea St @ Plumer St to Broadway @ Norwood St,2023-10-22,00:01:00
23366,110,Broadway @ Norwood St to Broadway opp Second St,2023-10-22,00:00:00
23367,110,Broadway opp Second St to Beach St @ Eustis St,2023-10-22,00:00:00
23368,110,Beach St @ Eustis St to Broadway @ Gladstone St,2023-10-22,00:01:00
23369,110,Broadway @ Gladstone St to Beach St @ Harris St - Bell Circle,2023-10-22,00:00:00
23370,110,Beach St @ Harris St - Bell Circle to Beach St @ Shirley Ave - Bell Circle,2023-10-22,00:02:00
23371,110,Beach St @ Shirley Ave - Bell Circle to Santilli Circle,2023-10-22,00:01:00
23372,110,Santilli Circle to Beach St @ Walnut Ave,2023-10-22,00:00:00
23373,110,Beach St @ Walnut Ave to Beach St @ N Shore Rd,2023-10-22,00:01:00
23374,110,Beach St @ N Shore Rd to Corporation Way,2023-10-22,00:02:00
23375,110,Corporation Way to Wonderland,2023-10-22,00:00:00
23376,110,Wonderland to Wellington Station Busway,2023-10-22,00:02:00
23377,110,Wellington Station Busway to Wonderland,2023-10-22,00:00:00
23378,110,Wonderland to opp 1456 North Shore Rd,2023-10-22,00:01:00
23379,110,opp 1456 North Shore Rd to Santilli Circle,2023-10-22,00:01:00
23380,110,Santilli Circle to Beach St opp Nahant Ave,2023-10-22,00:00:00
23381,110,Beach St opp Nahant Ave to Broadway @ Gladstone St,2023-10-22,00:01:00
23382,110,Broadway @ Gladstone St to Beach St @ VFW Pkwy,2023-10-22,00:00:00
23383,110,Beach St @ VFW Pkwy to Beach St @ Upham St - Bell Circle,2023-10-22,00:00:00
23384,110,Beach St @ Upham St - Bell Circle to Beach St @ Harris St,2023-10-22,00:01:00
23385,110,Beach St @ Harris St to Broadway @ Everett Sq,2023-10-22,00:01:00
23386,110,Broadway @ Everett Sq to Beach St @ Cary Ave,2023-10-22,00:00:00
23387,110,Beach St @ Cary Ave to Chelsea St @ Victoria St,2023-10-22,00:01:00
23388,110,Chelsea St @ Victoria St to Beach St @ School St,2023-10-22,00:00:00
23389,110,Beach St @ School St to Chelsea St @ Spring St,2023-10-22,00:01:00
23390,110,Chelsea St @ Spring St to 19 Ferry St,2023-10-22,00:01:00
23391,110,19 Ferry St to Park Ave @ Busway Entrance,2023-10-22,00:00:00
23392,110,Park Ave @ Busway Entrance to Ferry St @ Union St,2023-10-22,00:01:00
23393,110,Ferry St @ Union St to Park Ave @ Allston St,2023-10-22,00:00:00
23394,110,Park Ave @ Allston St to Park Ave @ Cambridge St,2023-10-22,00:00:00
23395,110,Park Ave @ Cambridge St to Park Ave @ Essex St,2023-10-22,00:00:00
23396,110,Park Ave @ Essex St to Ferry St @ Nichols St,2023-10-22,00:01:00
23397,110,Ferry St @ Nichols St to Ferry St @ Cherry St,2023-10-22,00:00:00
23398,110,Ferry St @ Cherry St to Park Ave @ Genesee St,2023-10-22,00:00:00
23399,110,Park Ave @ Genesee St to Park Ave @ Irving St,2023-10-22,00:00:00
23400,110,Park Ave @ Irving St to Ferry St @ Clarence St,2023-10-22,00:01:00
23401,110,Ferry St @ Clarence St to Park Ave @ Lambert St,2023-10-22,00:00:00
23402,110,Park Ave @ Lambert St to 633 Park Ave,2023-10-22,00:00:00
23403,110,633 Park Ave to Park Ave @ McLeavey St,2023-10-22,00:00:00
23404,110,Park Ave @ McLeavey St to Elm St opp Glendale Pk,2023-10-22,00:01:00
23405,110,Elm St opp Glendale Pk to Elm St opp Haskell Ave,2023-10-22,00:00:00
23406,110,Elm St opp Haskell Ave to Elm St @ Woodlawn St,2023-10-22,00:01:00
23407,110,Elm St @ Woodlawn St to Elm St @ Woodlawn Ave,2023-10-22,00:00:00
23408,110,Elm St @ Woodlawn Ave to Elm St @ Jefferson Ave,2023-10-22,00:01:00
23409,110,Elm St @ Jefferson Ave to Elm St @ Adams Ave,2023-10-22,00:00:00
23410,110,Elm St @ Adams Ave to Elm St @ Englewood Ave,2023-10-22,00:01:00
23411,110,Elm St @ Englewood Ave to Elm St @ Duncan Rd,2023-10-22,00:00:00
23412,110,Elm St @ Duncan Rd to 289 Elm St,2023-10-22,00:00:00
23413,110,289 Elm St to Elm St @ Jefferson Ave,2023-10-22,00:00:00
23414,110,Elm St @ Jefferson Ave to Elm St @ Haskell Ave,2023-10-22,00:01:00
23415,110,Elm St @ Haskell Ave to Park Ave opp McCleavey St,2023-10-22,00:00:00
23416,110,Park Ave opp McCleavey St to Elm St opp Woodlawn St,2023-10-22,00:00:00
