route_id,stop_id,stop_name,stop_lat,stop_lon
43,1249,Tremont St @ Rutland Sq,-71.077301,42.341006
43,1250,Tremont St @ Worcester St,-71.078787,42.3401870000001
43,1251,Tremont St @ W Springfield St,-71.0797679999999,42.339703
43,1252,Tremont St @ Northampton St,-71.081129,42.338955
43,1253,Tremont St @ Douglas Pk,-71.083178,42.3378240000001
43,1254,Tremont St @ Burke St,-71.0848,42.336908
43,1255,Tremont St @ Columbus Ave,-71.086948,42.3357790000001
22,1257,Tremont St @ Prentiss St,-71.0923779999999,42.3330710000001
22,1258,Tremont St @ Roxbury Crossing Station,-71.0948309999999,42.331311
15,1259,Malcolm X Blvd opp Madison Park HS,-71.0898579999999,42.3309750000001
15,1259,Malcolm X Blvd opp Madison Park HS,-71.0898579999999,42.3309750000001
22,1260,Columbus Ave @ New Cedar St,-71.0973099999999,42.328067
22,1262,Columbus Ave @ Heath St,-71.098483,42.325028
22,1265,Columbus Ave @ Dimock St,-71.09854,42.319662
22,1266,Columbus Ave opp Bray St,-71.0984339999999,42.3170660000001
65,1268,Washington St @ Shepard St,-71.1498819999999,42.3482240000001
65,1269,Washington St @ Snow St,-71.148221,42.34688
65,1270,Washington St @ Monastery Rd,-71.146379,42.3461110000001
65,1272,Washington St @ Euston St,-71.144682,42.344633
65,1273,Washington St @ Commonwealth Ave,-71.143266,42.343868
65,1274,Washington St @ Corey Rd,-71.140567,42.3423940000001
65,1275,Wahington St @ Evans Rd,-71.1379449999999,42.3410420000001
65,1276,Washington St @ Beacon St,-71.135705,42.339476
65,1278,Washington St @ Winthrop Path,-71.131602,42.338307
65,1279,Washington St @ Gardner Rd,-71.129157,42.3384120000001
65,1280,Washington St @ Gardner Path,-71.12648,42.336982
65,1281,Washington St @ Greenough Circle,-71.124667,42.3351290000001
65,1282,Washington St @ Cypress St,-71.122877,42.334528
65,1283,Washington St @ Harvard St,-71.1188779999999,42.3329150000001
65,1286,Washington St @ Harvard St,-71.1188329999999,42.333022
65,1287,Washington St @ School St,-71.123209,42.334729
65,1288,Washington St opp Greenough St,-71.124648,42.3352390000001
65,1289,Washington St @ Griggs Rd,-71.126747,42.337403
65,1290,Washington St opp Gardner Rd,-71.1289159999999,42.338505
65,1291,Washington St @ Fairbanks St,-71.131336,42.3383640000001
65,1292,Washington St @ Beacon St,-71.1350659999999,42.3391990000001
65,1293,Washington St @ Bartlett St,-71.138162,42.3412450000001
65,1294,Washington St @ Corey Rd,-71.140297,42.3423690000001
65,1295,Washington St @ Commonwealth Ave,-71.142524,42.3435860000001
65,1296,Washington St opp Euston Rd,-71.144416,42.344593
65,1298,Washington St @ Monastery Rd,-71.1461169999999,42.346056
65,1299,Washington St opp Snow St,-71.1482129999999,42.3469920000001
65,1300,Washington St opp Shepard St,-71.149638,42.34813
65,1301,7 Winship St,-71.1507549999999,42.3488140000001
66,1302,Harvard Ave @ Commonwealth Ave,-71.131245,42.350621
66,1304,Harvard St @ Coolidge St,-71.127662,42.3457070000001
66,1306,Harvard St @ Shailer St,-71.124518,42.3439740000001
66,1308,Harvard St @ Beacon St,-71.121845,42.342499
66,1309,Harvard St @ Marion St,-71.1210379999999,42.339637
66,1310,Harvard St @ Harris St,-71.121506,42.3379140000001
66,1311,Harvard St @ School St,-71.120492,42.335832
66,1313,Harvard St @ Washington St,-71.118774,42.332975
66,1314,Huntington Ave @ S Huntington Ave,-71.112179,42.3318200000001
35,1315,Huntington Ave @ Parker Hill Ave,-71.109678,42.3330920000001
35,1317,Huntington Ave opp Fenwood Rd,-71.105586,42.3337040000001
35,1319,Tremont St opp Wigglesworth St,-71.103909,42.333785
35,1319,Tremont St opp Wigglesworth St,-71.103909,42.333785
66,1320,Tremont St @ Saint Alphonsus St,-71.101262,42.332857
66,1322,Tremont St @ Sewall St,-71.097819,42.3318190000001
66,1323,Tremont St @ Columbus Ave,-71.095333,42.3314790000001
32,1325,Humboldt Ave @ Seaver St,-71.0918799999999,42.3101
32,1326,Humboldt Ave @ Hutchings St,-71.0909359999999,42.311245
32,1327,Humboldt Ave @ Homestead St,-71.090515,42.311784
32,1328,Humboldt Ave @ Crawford St,-71.08924,42.3133540000001
32,1330,Humboldt Ave @ Waumbeck St,-71.088338,42.3144960000001
32,1331,Humboldt Ave @ Wyoming St,-71.08735,42.3157160000001
32,1332,Humboldt Ave @ Townsend St,-71.0865029999999,42.3169340000001
32,1332,Humboldt Ave @ Townsend St,-71.0865029999999,42.3169340000001
32,1332,Humboldt Ave @ Townsend St,-71.0865029999999,42.3169340000001
32,1332,Humboldt Ave @ Townsend St,-71.0865029999999,42.3169340000001
44,1334,Humboldt Ave @ Humboldt Ct,-71.0860929999999,42.3185350000001
44,1335,Humboldt Ave @ ML King Blvd,-71.085952,42.319237
44,1337,Walnut Ave @ Dale St,-71.085947,42.3205190000001
