stop_id,latitude,longitude
2,42.332324,-71.081252
5,42.336339,-71.07707
7,42.333043,-71.081108
8,42.331202,-71.070724
13,42.329962,-71.057625
20,42.335377,-71.045728
21,42.335423,-71.044136
25,42.335567,-71.03554
33,42.338537,-71.031181
41,42.335658,-71.035628
45,42.335505,-71.044151
55,42.336361,-71.077214
59,42.336295,-71.076941
62,42.332045,-71.081738
64,42.329789,-71.083887
65,42.358863,-71.057481
67,42.370044,-71.113514
72,42.364915,-71.103074
75,42.358673,-71.093551
79,42.346965,-71.08772
93,42.348005,-71.088033
97,42.359349,-71.093716
102,42.365291,-71.103404
108,42.37027,-71.112998
110,42.373111,-71.117653
111,42.317184,-71.040238
113,42.364737,-71.062198
114,42.366114,-71.060067
117,42.361847,-71.057724
120,42.277603,-71.18138
121,42.320511,-71.05178
122,42.321113,-71.056267
123,42.320041,-71.059798
128,42.327984,-71.067744
134,42.320516,-71.061612
136,42.32095,-71.056004
141,42.395752,-71.141584
142,42.317071,-71.040217
148,42.346575,-71.064724
150,42.342556,-71.057015
151,42.342664,-71.056949
175,42.350011,-71.077432
176,42.347343,-71.076035
178,42.349505,-71.076639
180,42.311134,-71.056723
185,42.267715,-71.092067
187,42.341553,-71.083328
188,42.34157,-71.083092
190,42.358789,-71.056733
214,42.351012,-71.043647
224,42.359176,-71.051583
236,42.359022,-71.052369
258,42.332673,-71.05098
268,42.331676,-71.029247
275,42.331565,-71.030048
286,42.332782,-71.050957
322,42.299071,-71.064001
323,42.299807,-71.062219
325,42.298197,-71.060956
334,42.284195,-71.063879
362,42.318764,-71.063583
371,42.29017,-71.070633
378,42.294378,-71.086043
383,42.302768,-71.085185
386,42.310509,-71.083162
390,42.316257,-71.082891
395,42.323909,-71.082602
396,42.325547,-71.083166
407,42.316227,-71.083032
412,42.310421,-71.083262
415,42.303293,-71.08537
419,42.295595,-71.087913
426,42.289943,-71.069975
463,42.299691,-71.073911
468,42.305459,-71.0807
473,42.305298,-71.080324
478,42.299101,-71.073547
494,42.278512,-71.070513
499,42.278931,-71.080231
507,42.278487,-71.078726
511,42.279234,-71.069699
526,42.284037,-71.091028
533,42.280436,-71.065696
536,42.282077,-71.065378
537,42.280386,-71.0659
543,42.284982,-71.092672
546,42.298585,-71.101828
552,42.30382,-71.071992
562,42.303862,-71.071863
565,42.306001,-71.078119
571,42.272456,-71.068104
574,42.271399,-71.074869
588,42.271295,-71.074811
591,42.272915,-71.067814
602,42.286987,-71.128796
604,42.281494,-71.133514
609,42.272872,-71.143932
616,42.261233,-71.157252
621,42.261087,-71.157076
625,42.267639,-71.149908
628,42.27292,-71.143477
633,42.281294,-71.133567
636,42.28666,-71.127791
730,42.361836,-71.100647
763,42.26028,-71.158587
774,42.272122,-71.171854
779,42.278107,-71.160282
780,42.278725,-71.159427
781,42.280826,-71.158096
787,42.285932,-71.147524
795,42.285956,-71.129553
797,42.286921,-71.130665
804,42.286034,-71.147975
810,42.282033,-71.157831
812,42.278223,-71.160401
818,42.272032,-71.172122
820,42.271777,-71.171963
831,42.260813,-71.159719
853,42.284549,-71.16977
875,42.300479,-71.113634
879,42.336114,-71.035539
886,42.336037,-71.03534
889,42.346836,-71.043514
890,42.347405,-71.044125
892,42.352649,-71.055136
899,42.348927,-71.09583
900,42.364307,-71.18571
903,42.357134,-71.185943
904,42.355599,-71.182378
912,42.350468,-71.168767
913,42.350413,-71.166553
918,42.349043,-71.154176
922,42.350692,-71.145688
925,42.353091,-71.13843
926,42.353347,-71.136687
931,42.35214,-71.126219
937,42.350075,-71.108712
954,42.350453,-71.108831
959,42.352224,-71.123515
964,42.353344,-71.133875
966,42.353442,-71.137948
973,42.349206,-71.15404
979,42.350609,-71.168636
987,42.355606,-71.182247
994,42.346204,-71.152305
1026,42.348296,-71.153761
1043,42.361668,-71.144413
1051,42.363248,-71.128518
1059,42.365072,-71.105142
1060,42.365114,-71.104311
1070,42.363284,-71.129148
1077,42.361858,-71.144012
1084,42.349027,-71.153531
1110,42.353583,-71.138173
1111,42.353931,-71.136365
1116,42.360621,-71.118743
1123,42.364935,-71.104405
1128,42.308588,-71.115487
1160,42.319449,-71.111798
1165,42.316446,-71.097563
1187,42.315596,-71.098606
1188,42.315207,-71.097652
1190,42.35889,-71.123853
1195,42.354278,-71.135846
1214,42.351196,-71.167349
1222,42.331191,-71.094468
1235,42.343248,-71.072883
1241,42.351748,-71.067101
1258,42.331311,-71.094831
1259,42.33109,-71.090881
1276,42.339516,-71.135747
1292,42.339199,-71.135066
1302,42.350621,-71.131245
1308,42.342499,-71.121845
1317,42.333494,-71.106036
1323,42.331479,-71.095333
1325,42.31045,-71.091588
1332,42.31687,-71.086525
1346,42.317285,-71.086546
1354,42.310329,-71.091869
1357,42.33158,-71.095246
1362,42.333906,-71.103897
1363,42.333665,-71.105931
1372,42.341909,-71.121143
1378,42.350034,-71.130722
1401,42.374884,-71.110198
1404,42.37359,-71.100075
1422,42.372767,-71.093143
1425,42.373716,-71.100371
