route_id,average_lateness_all,total_trips,average_lateness_late_only,percent_late
193,3.8616892911010554,442,4.456083333333334,88.88888888888889
CT2,5.6715821165605895,10684,6.712957061101401,87.5123706702654
11,4.420042419705557,18702,5.148026052904979,85.0739418663947
24,5.4268677467539925,14505,6.45355012481934,84.74179971942013
21,3.326070526695527,18480,3.9666097156445455,84.4172275924895
65,4.4953347611509455,10739,5.304579294844782,84.10038130708521
52,3.7512101485561677,5991,4.542284010005773,82.7547770700637
08,5.062805882805883,21645,6.406818552109923,82.65475602639494
74,2.371863269071706,10478,3.117028285811655,82.4250936329588
50,3.1362480508576227,5558,3.9629763678944006,82.11538461538461
19,6.464235437496891,13402,8.08326988521659,81.44024802705749
88,2.669485019724917,18758,3.73729990129179,81.36525565800503
236,3.056781215907964,6722,3.80966892400301,80.79405162738496
47,4.67913650705271,21552,6.032392981675199,80.27068072181525
42,3.5856705118961787,11096,4.687665365430492,80.163421418637
131,3.8606611488816633,3383,5.0238416874037215,79.91477272727273
41,4.34398154927515,13658,5.8725657459228495,79.6233738230432
60,3.053878975062915,14570,4.1088779181658435,79.62025316455697
87,2.6709574900430786,20505,3.927113599677159,79.31912033035628
35,2.815947386519945,11632,3.919765747006768,79.19689973614776
75,2.0051164358695086,12854,2.912788866390255,79.10151780947297
215,2.8234291537812766,14228,3.945074229812066,79.04626237959572
68,1.804390243902439,2255,2.788617434758467,78.99122807017544
30,2.497940511908731,8999,3.5340823459984567,78.83830792355594
96,3.414295480440562,13165,4.7330725262368825,78.37837837837837
430,5.052147343405195,5891,6.546186008566184,77.92434837889384
97,2.3246481754213715,4074,3.5464527027027026,77.89473684210526
504,3.989783953782518,9751,4.816079536558634,77.68655354862251
44,3.1018367873975077,20652,4.325676864627075,77.62153101136153
43,2.496455855855856,9250,3.6935899191891517,77.58767268862911
07,2.206267159565039,15419,3.02083133044918,77.37416315397967
80,2.7964180937436036,14657,3.9850361376120267,77.33065057008719
37,2.1899699338544796,8315,3.345120085666208,76.74336698755576
78,2.44589323605846,13981,3.5810238437574884,76.72366243794815
CT3,3.661098620111978,7561,5.112417874789596,76.55275629832876
66,4.537525568041796,54104,6.29237565766133,76.32133844930692
17,2.714380987585867,10821,4.015118217054263,76.17360496014172
36,2.8779911360181676,18201,4.32090896589659,75.97952147111064
01,4.21827719758534,58697,6.1279854687223105,75.0562982128312
100,1.5104251527494907,11784,2.2493516606903547,74.76035743298132
94,1.9795247222518013,9391,3.036564325499253,74.69048102293485
09,2.7829428400923693,25694,4.149925099181853,74.51333946642134
89,2.443513494468325,14191,3.5969339049008884,74.14119556397078
225,2.282053224117295,17824,3.4434074233923178,73.88392857142857
04,1.464966543766216,2441,3.6876344086021504,73.80952380952381
114,2.253350023843586,1398,3.6813529784537384,73.46368715083798
38,1.796090024043199,8457,3.1855116913075383,73.26572943074441
104,3.11225422953818,20412,4.561226829935408,72.98231066887783
83,1.8820098265008445,10855,3.3586551428221165,72.9280286097452
91,1.3994123998172834,8027,2.563168173194956,72.85365853658536
108,2.3885987544483984,11240,4.189448568398728,72.3159509202454
85,0.7595417451349655,1593,1.8592307692307695,72.22222222222221
57,4.384527777777778,46800,5.911269498564975,72.06039576104286
33,2.136132662333124,4769,3.1928293028611923,71.8815663801337
10,3.179892253054837,16613,4.737826355631083,71.7229916897507
191,3.3086765513454144,607,5.227626606198035,71.5909090909091
501,3.213519060079011,6497,4.226087222834742,71.4079517123737
67,1.716358715938783,3572,2.703356439255746,71.38020833333333
