trip_id,pattern,shape_id
58379256,0,903_0021
58379257,0,903_0021
58379258,0,903_0021
58379259,0,903_0021
58379260,0,903_0021
58379261,0,903_0021
58379262,0,903_0021
58379263,0,903_0021
58379264,0,903_0021
58379265,0,903_0021
58379266,0,903_0021
58379267,0,903_0021
58379268,0,903_0021
58379269,0,903_0021
58379270,0,903_0021
58379271,0,903_0021
58379272,0,903_0021
58379273,0,903_0021
58379274,0,903_0021
58379275,0,903_0021
58379276,0,903_0021
58379277,0,903_0021
58379278,0,903_0021
58379279,0,903_0021
58379280,0,903_0021
58379281,0,903_0021
58379282,0,903_0021
58379283,0,903_0021
58379284,0,903_0021
58379285,0,903_0021
58379286,0,903_0021
58379287,0,903_0021
58379288,0,903_0021
58379289,0,903_0021
58379290,0,903_0021
58379291,0,903_0021
58379292,0,903_0021
58379293,0,903_0021
58379294,0,903_0021
58379295,0,903_0021
58379296,0,903_0021
58379297,0,903_0021
58379298,0,903_0021
58379299,0,903_0021
58379300,0,903_0021
58379301,0,903_0021
58379302,0,903_0021
58379303,0,903_0021
58379304,0,903_0021
58379305,0,903_0021
58379306,0,903_0021
58379307,0,903_0021
58379308,0,903_0021
58379309,0,903_0021
58379310,0,903_0021
58379311,0,903_0021
58379312,0,903_0021
58379313,0,903_0021
58379314,0,903_0021
58379315,0,903_0021
58379316,0,903_0021
58379317,0,903_0021
58379318,0,903_0021
58379319,0,903_0021
58379320,0,903_0021
58379321,0,903_0021
58379322,0,903_0021
58379323,0,903_0021
58379324,0,903_0021
58379325,0,903_0021
58379326,0,903_0021
58379327,0,903_0021
58379328,0,903_0021
58379329,0,903_0023
58379330,0,903_0021
58379331,0,903_0021
58379332,0,903_0021
58379333,0,903_0021
58646175,0,903_0021
58646176,0,903_0021
58646177,0,903_0021
58646178,0,903_0021
58646179,0,903_0021
58646180,0,903_0021
58646181,0,903_0021
58646182,0,903_0021
58646183,0,903_0021
58646184,0,903_0021
58646185,0,903_0021
58646186,0,903_0021
58646187,0,903_0021
58646188,0,903_0021
58646189,0,903_0021
58646190,0,903_0021
58646191,0,903_0021
58646192,0,903_0021
58646193,0,903_0021
58646194,0,903_0021
58646195,0,903_0021
58646196,0,903_0021
58646197,0,903_0021
58646198,0,903_0021
58646199,0,903_0021
58646200,0,903_0021
58646201,0,903_0021
58646202,0,903_0021
58646203,0,903_0021
58646204,0,903_0021
58646205,0,903_0021
58646206,0,903_0021
58646207,0,903_0021
58646208,0,903_0021
58646209,0,903_0021
58646210,0,903_0021
58646211,0,903_0021
58646212,0,903_0021
58646213,0,903_0021
58646214,0,903_0021
58646215,0,903_0021
58646216,0,903_0021
58646217,0,903_0021
58646218,0,903_0021
58646219,0,903_0021
58646220,0,903_0021
58646221,0,903_0021
58646222,0,903_0021
58646223,0,903_0021
58646224,0,903_0021
58646225,0,903_0021
58646226,0,903_0021
58646227,0,903_0021
58646228,0,903_0021
58646229,0,903_0021
58646230,0,903_0021
58646231,0,903_0021
58646232,0,903_0021
58646233,0,903_0021
58646234,0,903_0021
58646235,0,903_0021
58646236,0,903_0021
58646237,0,903_0021
58646238,0,903_0021
58646239,0,903_0021
58646240,0,903_0021
58646241,0,903_0021
58646242,0,903_0021
58646243,0,903_0021
58646244,0,903_0021
58646245,0,903_0021
58646246,0,903_0021
58646247,0,903_0021
58646248,0,903_0021
58646249,0,903_0021
58646250,0,903_0021
58646251,0,903_0021
58646252,0,903_0021
58646253,0,903_0021
58646254,0,903_0021
58646255,0,903_0021
58646256,0,903_0021
58646257,0,903_0021
58646258,0,903_0021
58646259,0,903_0021
58646260,0,903_0021
58646261,0,903_0021
58646262,0,903_0021
58646263,0,903_0021
58646264,0,903_0021
58646265,0,903_0021
58646266,0,903_0021
58646267,0,903_0021
58646268,0,903_0021
58646269,0,903_0021
58646270,0,903_0021
58646271,0,903_0021
58646272,0,903_0021
58646273,0,903_0021
58646274,0,903_0021
58646275,0,903_0021
58646276,0,903_0021
58646277,0,903_0021
58646278,0,903_0021
58646279,0,903_0021
58646280,0,903_0021
58646281,0,903_0021
58646282,0,903_0021
58646283,0,903_0021
58646284,0,903_0021
58646285,0,903_0021
58646286,0,903_0021
58646287,0,903_0021
58646288,0,903_0021
58646289,0,903_0021
58646290,0,903_0021
58646291,0,903_0021
58646292,0,903_0021
58646293,0,903_0023
58646294,0,903_0021
58646295,0,903_0021
58646296,0,903_0021
58646297,0,903_0021
58646298,0,903_0021
58646299,0,903_0021
57817422,1,903_0019
57817423,1,903_0019
57817424,1,903_0019
57817425,1,903_0019
57817426,1,903_0019
57817427,1,903_0019
57817428,1,903_0019
57817429,1,903_0019
57817430,1,903_0019
57817431,1,903_0019
57817432,1,903_0019
57817433,1,903_0019
57817434,1,903_0019
57817435,1,903_0019
57817436,1,903_0019
57817437,1,903_0019
57817438,1,903_0019
57817439,1,903_0019
57817440,1,903_0019
57817441,1,903_0019
57817442,1,903_0019
57817443,1,903_0019
57817444,1,903_0019
57817445,1,903_0019
57817446,1,903_0019
57817447,1,903_0019
57817448,1,903_0019
57817449,1,903_0019
57817450,1,903_0019
57817451,1,903_0019
57817452,1,903_0019
57817453,1,903_0019
57817454,1,903_0019
57817455,1,903_0019
57817456,1,903_0019
57817457,1,903_0019
57817458,1,903_0019
57817459,1,903_0019
57817460,1,903_0019
57817461,1,903_0019
57817462,1,903_0019
57817463,1,903_0019
57817464,1,903_0019
57817465,1,903_0019
57817466,1,903_0019
57817467,1,903_0019
57817468,1,903_0019
57817469,1,903_0019
57817470,1,903_0019
57817471,1,903_0019
57817472,1,903_0019
57817473,1,903_0019
57817474,1,903_0019
57817475,1,903_0019
57817476,1,903_0019
57817477,1,903_0019
57817478,1,903_0019
57817479,1,903_0019
57817480,1,903_0019
57817481,1,903_0019
57817482,1,903_0019
57817483,1,903_0019
57817484,1,903_0019
57817485,1,903_0019
57817486,1,903_0019
57817487,1,903_0019
57817488,1,903_0019
57817489,1,903_0019
57817490,1,903_0019
57817491,1,903_0019
57817492,1,903_0019
57817493,1,903_0019
57817494,1,903_0019
57817495,1,903_0019
57817496,1,903_0019
57817497,1,903_0019
57817498,1,903_0019
57817499,1,903_0019
57817500,1,903_0019
57817501,1,903_0019
57817502,1,903_0019
57817503,1,903_0019
57817504,1,903_0019
57817505,1,903_0019
57817506,1,903_0019
57817507,1,903_0019
57817508,1,903_0019
57817509,1,903_0019
57817510,1,903_0019
57817511,1,903_0019
57817512,1,903_0019
57817513,1,903_0019
57817514,1,903_0019
57817515,1,903_0019
57817516,1,903_0019
57817517,1,903_0019
57817518,1,903_0019
57817519,1,903_0019
57817520,1,903_0019
57817521,1,903_0019
57817522,1,903_0019
57817523,1,903_0019
57817524,1,903_0019
57817525,1,903_0019
57817526,1,903_0019
57817527,1,903_0022
57817529,1,903_0019
57817530,1,903_0019
57817531,1,903_0019
57817532,1,903_0019
57817533,1,903_0019
58378961,1,903_0019
58378962,1,903_0019
58378963,1,903_0019
58378964,1,903_0019
58378965,1,903_0019
58378966,1,903_0019
58378967,1,903_0019
58378968,1,903_0019
58378969,1,903_0019
58378970,1,903_0019
58378971,1,903_0019
58378972,1,903_0019
58378973,1,903_0019
58378974,1,903_0019
58378975,1,903_0019
58378976,1,903_0019
58378977,1,903_0019
58378978,1,903_0019
58378979,1,903_0019
58378980,1,903_0019
58378981,1,903_0019
58378982,1,903_0019
58378983,1,903_0019
58378984,1,903_0019
58378985,1,903_0019
58378986,1,903_0019
58378987,1,903_0019
58378988,1,903_0019
58378989,1,903_0019
58378990,1,903_0019
58378991,1,903_0019
58378992,1,903_0019
58378993,1,903_0019
58378994,1,903_0019
58378995,1,903_0019
58378996,1,903_0019
58378997,1,903_0019
58378998,1,903_0019
58378999,1,903_0019
58379000,1,903_0019
58379001,1,903_0019
58379002,1,903_0019
58379003,1,903_0019
58379004,1,903_0019
58379005,1,903_0019
58379006,1,903_0019
58379007,1,903_0019
58379008,1,903_0019
58379009,1,903_0019
58379010,1,903_0019
58379011,1,903_0019
58379012,1,903_0019
58379013,1,903_0019
58379014,1,903_0019
58379015,1,903_0019
58379016,1,903_0019
58379017,1,903_0019
58379018,1,903_0019
58379019,1,903_0019
58379020,1,903_0019
58379021,1,903_0019
58379022,1,903_0019
58379023,1,903_0019
58379024,1,903_0019
58379025,1,903_0019
58379026,1,903_0019
58379027,1,903_0019
58379028,1,903_0019
58379029,1,903_0019
58379030,1,903_0019
58379031,1,903_0019
58379032,1,903_0019
58379033,1,903_0019
58379034,1,903_0019
58379035,1,903_0019
58379036,1,903_0019
58379037,1,903_0019
58379038,1,903_0019
58379039,1,903_0019
58379040,1,903_0019
58379041,1,903_0019
58379042,1,903_0019
58379043,1,903_0019
58379044,1,903_0019
58379045,1,903_0019
58379046,1,903_0022
58379162,1,903_0019
58379163,1,903_0019
58379164,1,903_0019
58379165,1,903_0019
58379166,1,903_0019
58379167,1,903_0019
58379168,1,903_0019
58379169,1,903_0019
58379170,1,903_0019
58379171,1,903_0019
58379172,1,903_0019
58379173,1,903_0019
58379174,1,903_0019
58379175,1,903_0019
58379176,1,903_0019
58379177,1,903_0019
58379178,1,903_0019
58379179,1,903_0019
58379180,1,903_0019
58379181,1,903_0019
58379182,1,903_0019
58379183,1,903_0019
58379184,1,903_0019
58379185,1,903_0019
58379186,1,903_0019
58379187,1,903_0019
58379188,1,903_0019
58379189,1,903_0019
58379190,1,903_0019
58379191,1,903_0019
58379192,1,903_0019
58379193,1,903_0019
58379194,1,903_0019
58379195,1,903_0019
58379196,1,903_0019
58379197,1,903_0019
58379198,1,903_0019
58379199,1,903_0019
58379200,1,903_0019
58379201,1,903_0019
58379202,1,903_0019
58379203,1,903_0019
58379204,1,903_0019
58379205,1,903_0019
58379206,1,903_0019
58379207,1,903_0019
58379208,1,903_0019
58379209,1,903_0019
58379210,1,903_0019
58379211,1,903_0019
58379212,1,903_0019
58379213,1,903_0019
58379214,1,903_0019
58379215,1,903_0019
58379216,1,903_0019
58379217,1,903_0019
58379218,1,903_0019
58379219,1,903_0019
58379220,1,903_0019
58379221,1,903_0019
58379222,1,903_0019
58379223,1,903_0019
58379224,1,903_0019
58379225,1,903_0019
58379226,1,903_0019
58379227,1,903_0019
58379228,1,903_0019
58379229,1,903_0019
58379230,1,903_0019
58379231,1,903_0019
58379232,1,903_0019
58379233,1,903_0019
58379234,1,903_0019
58379235,1,903_0019
58379236,1,903_0019
58379237,1,903_0019
58379238,1,903_0019
58379239,1,903_0019
58379240,1,903_0019
58379241,1,903_0019
58379242,1,903_0019
58379243,1,903_0019
58379244,1,903_0019
58379245,1,903_0019
58379246,1,903_0019
58379247,1,903_0022
58646051,1,903_0019
58646052,1,903_0019
58646053,1,903_0019
58646054,1,903_0019
58646055,1,903_0019
58646056,1,903_0019
58646057,1,903_0019
58646058,1,903_0019
58646059,1,903_0019
58646060,1,903_0019
58646061,1,903_0019
58646062,1,903_0019
58646063,1,903_0019
58646064,1,903_0019
58646065,1,903_0019
58646066,1,903_0019
58646067,1,903_0019
58646068,1,903_0019
58646069,1,903_0019
58646070,1,903_0019
58646071,1,903_0019
58646072,1,903_0019
58646073,1,903_0019
58646074,1,903_0019
58646075,1,903_0019
58646076,1,903_0019
58646077,1,903_0019
58646078,1,903_0019
58646079,1,903_0019
58646080,1,903_0019
58646081,1,903_0019
58646082,1,903_0019
58646083,1,903_0019
58646084,1,903_0019
58646085,1,903_0019
58646086,1,903_0019
58646087,1,903_0019
58646088,1,903_0019
58646089,1,903_0019
58646090,1,903_0019
58646091,1,903_0019
58646092,1,903_0019
58646093,1,903_0019
58646094,1,903_0019
58646095,1,903_0019
58646096,1,903_0019
58646097,1,903_0019
58646098,1,903_0019
58646099,1,903_0019
58646100,1,903_0019
58646101,1,903_0019
58646102,1,903_0019
58646103,1,903_0019
58646104,1,903_0019
58646105,1,903_0019
58646106,1,903_0019
58646107,1,903_0019
58646108,1,903_0019
58646109,1,903_0019
58646110,1,903_0019
58646111,1,903_0019
58646112,1,903_0019
58646113,1,903_0019
58646114,1,903_0019
58646115,1,903_0019
58646116,1,903_0019
58646117,1,903_0019
58646118,1,903_0019
58646119,1,903_0019
58646120,1,903_0019
58646121,1,903_0019
58646122,1,903_0019
58646123,1,903_0019
58646124,1,903_0019
58646125,1,903_0019
58646126,1,903_0019
58646127,1,903_0019
58646128,1,903_0019
58646129,1,903_0019
58646130,1,903_0019
58646131,1,903_0019
58646132,1,903_0019
58646133,1,903_0019
58646134,1,903_0019
58646135,1,903_0019
58646136,1,903_0019
58646137,1,903_0019
58646138,1,903_0019
58646139,1,903_0019
58646140,1,903_0019
58646141,1,903_0019
58646142,1,903_0019
58646143,1,903_0019
58646144,1,903_0019
58646145,1,903_0019
58646146,1,903_0019
58646147,1,903_0019
58646148,1,903_0019
58646149,1,903_0019
58646150,1,903_0019
58646151,1,903_0019
58646152,1,903_0019
58646153,1,903_0019
58646154,1,903_0019
58646155,1,903_0019
58646156,1,903_0019
58646157,1,903_0019
58646158,1,903_0019
58646159,1,903_0019
58646160,1,903_0019
58646161,1,903_0019
58646162,1,903_0019
58646163,1,903_0019
58646164,1,903_0019
58646165,1,903_0019
58646166,1,903_0019
58646167,1,903_0019
58646168,1,903_0019
58646169,1,903_0019
58646170,1,903_0019
58646171,1,903_0019
58646172,1,903_0019
58646173,1,903_0019
58646174,1,903_0022
58646300,1,903_0019
58236075,2,110127
58236077,2,110127
58236079,2,110127
58236347,2,110127
58236348,2,110127
58236349,2,110127
58236351,2,110127
58236352,2,110127
58236356,2,110127
58236358,2,110127
58236361,2,110127
58236362,2,110127
58236364,2,110127
58236368,2,110127
58236370,2,110127
58236372,2,110127
58236374,2,110127
58236376,2,110127
58236378,2,110127
58236379,2,110127
58236383,2,110127
58236386,2,110127
58236387,2,110127
58236392,2,110127
58236393,2,110127
58236395,2,110127
58236396,2,110127
58236398,2,110127
58236399,2,110127
58236400,2,110127
58236402,2,110127
58236452,2,110127
58237240,2,110127
58240519,2,110127
58240520,2,110127
58240521,2,110127
58240523,2,110127
58240527,2,110127
58240530,2,110127
58240531,2,110127
58240535,2,110127
58240536,2,110127
58240537,2,110127
58240540,2,110127
58240541,2,110127
58240542,2,110127
58240543,2,110127
58240545,2,110127
58240548,2,110127
58241747,2,110127
58241748,2,110127
58241751,2,110127
58241755,2,110127
58312647,2,110127
58312648,2,110127
58312649,2,110127
58312651,2,110127
58312655,2,110127
58312658,2,110127
58312659,2,110127
58312663,2,110127
58312664,2,110127
58312665,2,110127
58312668,2,110127
58312669,2,110127
58312670,2,110127
58312671,2,110127
58312673,2,110127
58312676,2,110127
58313875,2,110127
58313876,2,110127
58313879,2,110127
58313883,2,110127
58367711,2,110127
58367716,2,110127
58367720,2,110127
58367727,2,110127
58367730,2,110127
58367733,2,110127
58367736,2,110127
58367738,2,110127
58367744,2,110127
58367749,2,110127
58368221,2,110127
58403034,2,110127
58403038,2,110127
58403042,2,110127
58403045,2,110127
58403050,2,110127
58403056,2,110127
58403059,2,110127
58403066,2,110127
58403075,2,110127
58403081,2,110127
58403085,2,110127
58403089,2,110127
58403093,2,110127
58403098,2,110127
58403104,2,110127
58403109,2,110127
58403114,2,110127
58403120,2,110127
58403127,2,110127
58403132,2,110127
58403136,2,110127
58403142,2,110127
58403143,2,110127
58403145,2,110127
58403152,2,110127
58403155,2,110127
58403157,2,110127
58403163,2,110127
58403166,2,110127
58403170,2,110127
58403174,2,110127
58403175,2,110127
58403179,2,110127
58403183,2,110127
58403185,2,110127
58403191,2,110127
58403196,2,110127
58403200,2,110127
58403202,2,110127
58404814,2,110127
58405087,2,110127
58442877,2,110127
58442882,2,110127
58442886,2,110127
58442893,2,110127
58442896,2,110127
58442899,2,110127
58442902,2,110127
58442904,2,110127
58442910,2,110127
58442915,2,110127
58443376,2,110127
58444056,2,110127
58444060,2,110127
58444064,2,110127
58444067,2,110127
58444071,2,110127
58444076,2,110127
58444079,2,110127
58444086,2,110127
58444095,2,110127
58444101,2,110127
58444105,2,110127
58444109,2,110127
58444113,2,110127
58444118,2,110127
58444124,2,110127
58444129,2,110127
58444134,2,110127
58444140,2,110127
58444147,2,110127
58444152,2,110127
58444156,2,110127
58444162,2,110127
58444163,2,110127
58444165,2,110127
58444172,2,110127
58444175,2,110127
58444177,2,110127
58444183,2,110127
58444186,2,110127
58444190,2,110127
58444194,2,110127
58444195,2,110127
58444199,2,110127
58444203,2,110127
58444205,2,110127
58444211,2,110127
58444216,2,110127
58444220,2,110127
58444222,2,110127
58445783,2,110127
58446045,2,110127
58236076,3,110126
58236078,3,110126
58236080,3,110126
58236350,3,110126
58236353,3,110126
58236354,3,110126
58236355,3,110126
58236357,3,110126
58236359,3,110126
58236360,3,110126
58236363,3,110126
58236365,3,110126
58236366,3,110126
58236367,3,110126
58236369,3,110126
58236371,3,110126
58236373,3,110126
58236375,3,110126
58236377,3,110126
58236380,3,110126
58236381,3,110126
58236382,3,110126
58236384,3,110126
58236385,3,110126
58236388,3,110126
58236389,3,110126
58236390,3,110126
58236391,3,110126
58236394,3,110126
58236397,3,110126
58236401,3,110126
58236451,3,110126
58237239,3,110126
58240517,3,110126
58240518,3,110126
58240522,3,110126
58240524,3,110126
58240526,3,110126
58240528,3,110126
58240529,3,110126
58240533,3,110126
58240534,3,110126
58240538,3,110126
58240539,3,110126
58240544,3,110126
58240546,3,110126
58240547,3,110126
58240549,3,110126
58240550,3,110126
58241746,3,110126
58241750,3,110126
58241752,3,110126
58241768,3,110126
58312645,3,110126
58312646,3,110126
58312650,3,110126
58312652,3,110126
58312654,3,110126
58312656,3,110126
58312657,3,110126
58312661,3,110126
58312662,3,110126
58312666,3,110126
58312667,3,110126
58312672,3,110126
58312674,3,110126
58312675,3,110126
58312677,3,110126
58312678,3,110126
58313874,3,110126
58313878,3,110126
58313880,3,110126
58313896,3,110126
58367674,3,110126
58367675,3,110126
58367676,3,110126
58367677,3,110126
58367678,3,110126
58367679,3,110126
58367680,3,110126
58367681,3,110126
58367682,3,110126
58367683,3,110126
58368222,3,110126
58402768,3,110126
58402769,3,110126
58402770,3,110126
58402771,3,110126
58402772,3,110126
58402773,3,110126
58402774,3,110126
58402775,3,110126
58402776,3,110126
58402777,3,110126
58402778,3,110126
58402779,3,110126
58402780,3,110126
58402781,3,110126
58402782,3,110126
58402783,3,110126
58402784,3,110126
58402785,3,110126
58402786,3,110126
58402787,3,110126
58402788,3,110126
58402789,3,110126
58402790,3,110126
58402791,3,110126
58402792,3,110126
58402793,3,110126
58402794,3,110126
58402795,3,110126
58402796,3,110126
58402797,3,110126
58402798,3,110126
58402799,3,110126
58402800,3,110126
58402801,3,110126
58402802,3,110126
58402803,3,110126
58402804,3,110126
58402805,3,110126
58402806,3,110126
58402807,3,110126
58404815,3,110126
58405088,3,110126
58442840,3,110126
58442841,3,110126
58442842,3,110126
58442843,3,110126
58442844,3,110126
58442845,3,110126
58442846,3,110126
58442847,3,110126
58442848,3,110126
58442849,3,110126
58443377,3,110126
58443796,3,110126
58443797,3,110126
58443798,3,110126
58443799,3,110126
58443800,3,110126
58443801,3,110126
58443802,3,110126
58443803,3,110126
58443804,3,110126
58443805,3,110126
58443806,3,110126
58443807,3,110126
58443808,3,110126
58443809,3,110126
58443810,3,110126
58443811,3,110126
58443812,3,110126
58443813,3,110126
58443814,3,110126
58443815,3,110126
58443816,3,110126
58443817,3,110126
58443818,3,110126
58443819,3,110126
58443820,3,110126
58443821,3,110126
58443822,3,110126
58443823,3,110126
58443824,3,110126
58443825,3,110126
58443826,3,110126
58443827,3,110126
58443828,3,110126
58443829,3,110126
58443830,3,110126
58443831,3,110126
58443832,3,110126
58443833,3,110126
58443834,3,110126
58443835,3,110126
58445784,3,110126
58446046,3,110126
58236081,4,170111
58236083,4,170111
58236085,4,170111
58236087,4,170111
58236089,4,170111
58236091,4,170111
58236093,4,170111
58236095,4,170111
58236097,4,170111
58236099,4,170111
58236101,4,170111
58236103,4,170111
58236105,4,170111
58236107,4,170111
58236109,4,170111
58236276,4,170111
58236278,4,170111
58236279,4,170111
58236281,4,170111
58236282,4,170111
58236283,4,170111
58236284,4,170111
58236285,4,170111
58236286,4,170111
58236287,4,170111
58236288,4,170111
58236300,4,170111
58236301,4,170111
58236302,4,170111
58236303,4,170111
58236304,4,170111
58236305,4,170111
58236306,4,170111
58236307,4,170111
58236308,4,170111
58236309,4,170111
58236310,4,170111
58236311,4,170111
58236312,4,170111
58240328,4,170111
58240330,4,170111
58240332,4,170111
58240334,4,170111
58240336,4,170111
58240338,4,170111
58240340,4,170111
58240342,4,170111
58240344,4,170111
58240346,4,170111
58240348,4,170111
58240350,4,170111
58240352,4,170111
58240354,4,170111
58240356,4,170111
58240358,4,170111
58312456,4,170111
58312458,4,170111
58312460,4,170111
58312462,4,170111
58312464,4,170111
58312466,4,170111
58312468,4,170111
58312470,4,170111
58312472,4,170111
58312474,4,170111
58312476,4,170111
58312478,4,170111
58312480,4,170111
58312482,4,170111
58312484,4,170111
58312486,4,170111
58367778,4,170111
58367779,4,170111
58367780,4,170111
58367781,4,170111
58367782,4,170111
58367783,4,170111
58367784,4,170111
58367785,4,170111
58367786,4,170111
58367787,4,170111
58367788,4,170111
58367789,4,170111
58367790,4,170111
58367995,4,170111
58367999,4,170111
58368002,4,170111
58368086,4,170111
58403520,4,170111
58403521,4,170111
58403525,4,170111
58403527,4,170111
58403530,4,170111
58403532,4,170111
58403535,4,170111
58403537,4,170111
58403538,4,170111
58403540,4,170111
58403543,4,170111
58403545,4,170111
58403546,4,170111
58403547,4,170111
58403549,4,170111
58403550,4,170111
58403551,4,170111
58403553,4,170111
58403554,4,170111
58403556,4,170111
58403560,4,170111
58403563,4,170111
58403566,4,170111
58442943,4,170111
58442944,4,170111
58442945,4,170111
58442946,4,170111
58442947,4,170111
58442948,4,170111
58442949,4,170111
58442950,4,170111
58442951,4,170111
58442952,4,170111
58442953,4,170111
58442954,4,170111
58442955,4,170111
58443158,4,170111
58443162,4,170111
58443165,4,170111
58443243,4,170111
58444524,4,170111
58444525,4,170111
58444529,4,170111
58444531,4,170111
58444534,4,170111
58444536,4,170111
58444539,4,170111
58444541,4,170111
58444542,4,170111
58444544,4,170111
58444545,4,170111
58444546,4,170111
58444547,4,170111
58444548,4,170111
58444550,4,170111
58444551,4,170111
58444552,4,170111
58444554,4,170111
58444555,4,170111
58444557,4,170111
58444561,4,170111
58444564,4,170111
58444567,4,170111
58236082,5,170110
58236084,5,170110
58236086,5,170110
58236088,5,170110
58236090,5,170110
58236092,5,170110
58236094,5,170110
58236096,5,170110
58236098,5,170110
58236100,5,170110
58236102,5,170110
58236104,5,170110
58236106,5,170110
58236108,5,170110
58236265,5,170110
58236266,5,170110
58236267,5,170110
58236268,5,170110
58236269,5,170110
58236270,5,170110
58236271,5,170110
58236272,5,170110
58236273,5,170110
58236274,5,170110
58236275,5,170110
58236277,5,170110
58236280,5,170110
58236289,5,170110
58236290,5,170110
58236291,5,170110
58236292,5,170110
58236293,5,170110
58236294,5,170110
58236295,5,170110
58236296,5,170110
58236297,5,170110
58236298,5,170110
58236299,5,170110
58240327,5,170110
58240329,5,170110
58240331,5,170110
58240333,5,170110
58240335,5,170110
58240337,5,170110
58240339,5,170110
58240341,5,170110
58240343,5,170110
58240345,5,170110
