row_id,stop_id,stop_name,stop_lat,stop_lon
38,10417,American Legion Hwy @ Blue Hill Ave,42.298267,-71.087238
39,10418,American Legion Hwy opp Franklin Hill Ave,42.295828,-71.092507
40,10419,American Legion Hwy @ Canterbury St,42.285933,-71.109847
41,1042,Market St @ Lothrop St,42.360459,-71.146341
42,10421,American Legion Hwy @ Walk Hill St,42.28745,-71.10739
43,10422,Opp 684 American Legion Hwy,42.284762,-71.111695
44,10423,American Legion Hwy @ Stella Rd,42.280752,-71.116254
45,10424,American Legion Hwy @ Cummins Hwy,42.278467,-71.116716
46,10425,Opp 950 American Legion Hwy,42.274382,-71.116781
47,10427,American Legion Hwy opp Kingbird Rd,42.293255,-71.094593
48,1043,Western Ave @ Mackin St,42.361668,-71.144413
49,1045,450 Western Ave,42.362164,-71.141783
50,1046,Western Ave @ Litchfield St,42.362531,-71.139786
51,1049,Western Ave @ Everett St,42.363093,-71.135443
52,1051,Western Ave @ Travis St,42.363248,-71.128518
53,1052,130 Western Ave,42.363526,-71.125043
54,10522,Circuit Dr @ Glen Ln,42.305104,-71.094684
55,1053,Western Ave @ Genzyme,42.363915,-71.119805
56,10540,Morton St @ Evans St,42.280886,-71.084654
57,1055,River St opp Blackstone St,42.361913,-71.114378
58,1056,River St @ Fairmont St,42.362565,-71.112387
59,10569,2165 Dorchester Ave,42.276285,-71.067029
60,1057,River St @ Kelly Rd,42.363156,-71.110605
61,1058,River St opp Kinnaird St,42.363736,-71.108992
62,10582,River St opp Fremont St,42.269983,-71.089868
63,1059,River St @ Green St,42.365072,-71.105142
64,10590,Massachusetts Ave @ Washington St,42.336621,-71.076956
65,106,Massachusetts Ave @ Hancock St,42.36839,-71.108618
66,1060,Magazine St @ Green St,42.365114,-71.104311
67,10603,Washington St @ Durnell Ave,42.282287,-71.132671
68,1061,Western Ave @ Kinnaird St,42.364952,-71.108901
69,10612,Washington St opp W Boundary Rd,42.26792,-71.149996
70,10618,Washington St @ Sumner St,42.256411,-71.163235
71,1062,Western Ave @ Howard St,42.364798,-71.110649
72,10625,Washington St opp Heron St,42.26883,-71.148551
73,10633,Washington St @ Rosecliff St,42.282087,-71.132727
74,1064,Western Ave @ Putnam Ave,42.364492,-71.114114
75,1067,Western Ave opp Genzyme,42.364074,-71.119704
76,1068,125 Western Ave,42.363686,-71.124387
77,107,Massachusetts Ave @ Dana St,42.369265,-71.110773
78,1070,Western Ave @ N Harvard St,42.363284,-71.129148
79,1071,Western Ave opp Riverdale St,42.363253,-71.132079
80,1072,Western Ave @ Everett St,42.363179,-71.135542
81,1074,367 Western Ave opp Brighton Mills Mall,42.362807,-71.138519
82,1075,Western Ave opp Litchfield St,42.362662,-71.139575
83,1076,445 Western Ave,42.362341,-71.14136
84,10768,Centre St @ Grove St,42.268863,-71.161907
85,10769,Centre St @ Grove St,42.268891,-71.161806
86,1077,495 Western Ave,42.361858,-71.144012
87,10777,Spring St @ Cass St,42.27717,-71.164194
88,1079,Market St @ Vineland St,42.357084,-71.148576
89,108,Massachusetts Ave @ Trowbridge St,42.37027,-71.112998
90,1080,Market St @ N Beacon St,42.355813,-71.14937
91,1081,Market St @ Keenan Rd,42.353716,-71.150702
92,10820,Veterans Hospital West Roxbury,42.275343,-71.171831
93,10821,Charles Park Rd @ VFW Pkwy,42.276826,-71.172521
94,1083,Market St @ Arlington St,42.35151,-71.152061
95,10830,5 Charles Park Rd,42.276931,-71.172561
96,10833,Dedham Mall @ Stop & Shop,42.258725,-71.16853
97,10835,Dedham Mall @ South Side,42.253283,-71.170494
98,1084,Chestnut Hill Ave @ Washington St,42.349027,-71.153531
99,1085,Chestnut Hill Ave @ Academy Hill Rd,42.347089,-71.15375
100,1086,Chestnut Hill Ave @ Jackson Ave,42.344534,-71.153418
101,1088,Chestnut Hill Ave @ Embassy Rd,42.341436,-71.154691
102,1089,Chestnut Hill Ave @ South St,42.340595,-71.155272
103,109,Massachusetts Ave @ Bow St,42.372099,-71.115371
104,1090,Chestnut Hill Ave @ Commonwealth Ave,42.33833,-71.153702
105,1092,Chestnut Hill Ave @ Beacon St,42.336386,-71.151428
106,10923,Cummins Hwy @ Wood Ave,42.274133,-71.109187
107,10928,Harvard Ave @ Brighton Ave,42.352614,-71.132097
108,1094,Brooks St @ Faneuil St,42.352511,-71.163102
109,109802,Saratoga St @ Teragram St,42.383937,-70.999451
110,109804,Main St @ Pleasant St,42.38233,-70.991479
111,109805,Main St @ Read St,42.382052,-70.987804
112,109806,Walden St @ Lincoln St,42.379307,-70.987209
113,109808,Walden St @ Ingleside Park,42.377759,-70.987193
114,109809,Pauline St opp Woodside Ave,42.375909,-70.987693
115,109810,Pauline St @ Pleasant St,42.374436,-70.991198
116,109811,Pleasant St @ Somerset Ave,42.37318,-70.989766
117,109812,Pleasant St @ Bartlett Rd,42.372904,-70.987328
118,109814,Pleasant St @ Sunnyside Ave,42.372595,-70.984668
119,109815,Pleasant St @ Seaview Ave,42.372389,-70.98292
120,109816,Pleasant St @ Winthrop St,42.372198,-70.981132
121,109817,Washington Ave opp Willow Ave,42.372168,-70.978521
122,109818,Washington Ave opp Lewis Ave,42.372021,-70.976842
123,109819,Washington Ave opp River Rd,42.3719,-70.974424
124,109820,Washington Ave opp Veterans Rd,42.372456,-70.97191
125,109821,Veterans Rd @ Washington Ave,42.372701,-70.971585
126,109822,Veterans Rd @ Cutler St,42.374284,-70.972804
127,109823,Veterans Rd @ Levy Bramson Way,42.375878,-70.97402
128,109824,Veterans Rd opp Seafoam Ave,42.377434,-70.974987
129,109825,Veterans Rd @ Hadassah Way,42.378929,-70.975801
130,109826,Veterans Rd @ Shirley St,42.381135,-70.975503
131,109827,Veterans Rd @ Locust St,42.382563,-70.973827
132,109828,Crest Ave @ Grovers Ave,42.384521,-70.973152
133,109829,Crest Ave @ Highland Ave,42.386455,-70.975745
134,109830,Revere St opp Summit Ave,42.384736,-70.978052
135,109831,Revere St @ Governors Dr,42.38248,-70.980365
136,109832,Revere St @ Winthrop St,42.38167,-70.98227
137,109835,Main St @ Read St,42.382173,-70.988116
138,109836,Main St @ Pleasant St,42.38247,-70.991716
139,109838,Saratoga St opp Teragram St,42.383963,-70.999159
140,109841,Shirley St opp Moore St,42.370713,-70.970441
141,109842,Shirley St opp Crystal Cove Ave,42.369467,-70.971284
142,109844,Shirley St @ Pontos St,42.36538,-70.96932
143,109845,Shirley St @ Petrel St,42.363754,-70.970139
144,109846,Shirley St opp Yirrell Beach,42.36303,-70.97039
145,109848,Shirley St @ Bay View Ave,42.360982,-70.970887
146,109849,Tafts Ave @ Otis St,42.358897,-70.970587
147,109853,Deer Island - MWRA Gate,42.35569,-70.967704
148,109857,Tafts Ave @ Otis St,42.359196,-70.970574
149,109858,Shirley St @ Bay View Ave,42.360776,-70.970795
150,109860,Shirley St @ Yirrell Beach,42.362996,-70.970216
151,109861,Shirley St @ Petrel St,42.363542,-70.970071
152,109862,Shirley St opp Pontos St,42.365243,-70.96921
153,109864,Shirley St @ Crystal Cove Ave,42.369295,-70.971194
154,109865,Shirley St @ Moore St,42.370549,-70.970361
155,109870,Main St @ Winthrop St,42.381544,-70.982478
156,109871,Revere St opp Governors Dr,42.382314,-70.980466
157,109872,Revere St @ Summit Ave,42.384712,-70.977889
158,109873,Crest Ave @ Revere St,42.386405,-70.975838
159,109874,Crest Ave @ Grovers Ave,42.384428,-70.973253
160,109875,Beach Rd @ Locust St,42.382589,-70.973709
161,109877,Shirley St opp Coral Ave,42.379054,-70.975001
162,109878,Shirley St opp Seafoam Ave,42.377526,-70.974688
163,109879,Shirley St @ Levy Bramson Way,42.376141,-70.973918
164,109880,Shirley St @ Cutler St,42.374554,-70.972555
165,109883,Washington Ave @ River Rd,42.372069,-70.97424
166,109884,Washington Ave @ Lewis Ave,42.372114,-70.976577
167,109885,Washington Ave @ Willow Ave,42.37228,-70.978265
168,109886,Washington Ave @ Winthrop St,42.372303,-70.980875
169,109887,Pleasant St @ Vine Ave,42.372479,-70.982654
170,109888,Pleasant St @ Buchanan St,42.372686,-70.984401
171,109890,Pleasant St @ Bartlett Rd,42.372995,-70.987061
172,109891,Pleasant St @ Somerset Ave,42.373301,-70.989729
173,109892,Pauline St @ Pleasant St,42.37431,-70.991123
174,109893,Pauline St @ Woodside Ave,42.375811,-70.987603
175,109894,Walden St opp Ingleside Park,42.377878,-70.987069
176,109896,Walden St @ Lincoln St,42.37932,-70.987067
177,109898,Shirley St @ Washington Ave,42.372758,-70.971283
178,109899,Revere St @ Golden Dr,42.385674,-70.976635
179,109900,Revere St @ Hutchinson St,42.385582,-70.976529
180,109901,Shirley St @ Beach Rd,42.380764,-70.974996
181,109912,Tafts Ave @ Shirley St,42.360232,-70.971021
182,11,Melnea Cass Blvd opp Kerr Way,42.334763,-71.084459
183,110,Massachusetts Ave @ Holyoke St,42.373111,-71.117653
184,1100,Brooks St @ Hobart St,42.355618,-71.16246
185,1102,N Beacon St @ Parsons St,42.358297,-71.157999
186,1103,N Beacon St @ Goodenough St,42.357577,-71.154024
187,1104,N Beacon St opp Vineland St,42.357,-71.152801
188,1105,N Beacon @ Market St,42.356155,-71.149465
189,11070,Guest St @ New Balance Way,42.356636,-71.14328
190,11071,Arthur St @ Hichborn St - Stop & Shop,42.355385,-71.142171
191,1109,N Beacon St @ Saunders St,42.354115,-71.14151
192,111,Mt Vernon St @ South Point Dr,42.317184,-71.040238
193,1110,N Beacon St @ Cambridge St,42.353583,-71.138173
194,1111,Cambridge St opp Hano St,42.353931,-71.136365
195,111146,Pemberton Point,42.303676,-70.919766
196,111152,Main St from Pemberton Pnt to Spring St (FLAG),42.303427,-70.913293
197,111159,Spring St from Main St to Nantasket Ave (FLAG),42.302958,-70.902498
198,111179,Nantasket Ave from Y St to A St (FLAG),42.298619,-70.882178
199,111196,Nantasket Ave from A St to Kenberma St (FLAG),42.287379,-70.876717
200,1112,Cambridge St @ Harvard Ave,42.355641,-71.132361
201,111206,Nantasket Ave from Kenberma St to Bay St (FLAG),42.279455,-70.869833
202,111214,Nantasket Ave from Bay St to Wash Blvd (FLAG),42.27314,-70.86018
203,111217,Nantasket Ave from Wash Blvd to Park Ave (FLAG),42.270704,-70.856877
204,111232,Atlantic Ave - Nantasket Ave to School St (FLAG),42.265539,-70.846749
205,111234,School St - Atlantic Ave to Nantasket Ave (FLAG),42.264411,-70.84597
206,111236,Nantasket Ave from School St to Rockland St (FLAG),42.261535,-70.845016
207,111248,Summer St from Rockland St to Cushing Way (FLAG),42.247716,-70.876317
208,111251,Summer St from Cushing Way to Water St (FLAG),42.245686,-70.882913
209,111258,Summer St from Water St to Cushing Way (FLAG),42.245593,-70.882668
210,11131,Centre St @ Roseway St,42.318993,-71.111932
211,1114,Cambridge St @ N Harvard St,42.357758,-71.126505
212,11148,Malcolm X Blvd @ Madison Park HS,42.331221,-71.090588
213,11149,Malcolm X Blvd @ O'Bryant HS,42.330732,-71.08842
214,1115,Cambridge St @ Seattle St,42.358658,-71.123967
215,11158,Harrison Ave @ E Brookline St,42.338393,-71.070917
216,1116,Cambridge St @ Mass Pike Exit,42.360621,-71.118743
217,11164,Centre St @ Burroughs St,42.311466,-71.1145
218,111640,"Cobbs Corner, Canton",42.14044,-71.145198
219,111642,Washington St from Cobbs Corner to High St (FLAG),42.144333,-71.149085
220,111648,Washington St from High St to Church St (FLAG),42.150599,-71.149245
221,111653,Washington St - Church St to Canton Ctr Sta (FLAG),42.154215,-71.145689
222,111656,Washington St opp Canton Center Station,42.156617,-71.145462
223,111660,Washington St - Canton Ctr Sta to Pequit St (FLAG),42.158794,-71.144918
224,111672,Washington St - Chapman St to Pleasant St (FLAG),42.172307,-71.139199
225,111685,Washington St - Pecunit St to Turnpike St (FLAG),42.185813,-71.121815
226,111711,Blue Hill Ave - Barbara Ln to Valentine Rd (FLAG),42.250044,-71.102039
227,111720,Blue Hill Ave @ Pagoda St,42.256091,-71.098968
228,111729,Blue Hill Ave - Tucker St to Brush Hill Rd (FLAG),42.262627,-71.095503
229,111738,Blue Hill Ave - Brush Hill Rd to Tucker St (FLAG),42.262866,-71.095677
230,111747,Blue Hill Ave opp Pagoda St,42.255922,-71.099238
231,111762,Blue Hill Ave from Barbara Ln to Curry Coll (FLAG),42.239391,-71.108505
232,111775,Washington St from Royall St to Turnpike St (FLAG),42.197154,-71.119299
233,111787,Washington St - Pecunit St to Pleasant St (FLAG),42.176598,-71.13143
234,111791,Washington St - Pleasant St to Chapman St (FLAG),42.172526,-71.139085
235,111796,Washington St from Chapman St to Lewis St (FLAG),42.165614,-71.142813
236,111801,Washington St - Lewis St to Canton Ctr sta (FLAG),42.159019,-71.145006
237,111803,Washington St @ Canton Center Station,42.156685,-71.145661
238,111806,Washington St - Canton Ctr Sta to Church St (FLAG),42.154326,-71.145862
239,111810,Washington St from Church St to High St (FLAG),42.150784,-71.149384
240,111815,Washington St from High St to Cobbs Corner (FLAG),42.14423,-71.149281
241,111823,Rockland St from Kilby St to Nantasket Ave (FLAG),42.255329,-70.851812
242,111828,School St - Nantasket Ave to Atlantic Ave (FLAG),42.264125,-70.845936
243,111830,Atlantic Ave - School St to Nantasket Ave (FLAG),42.265653,-70.84662
244,111844,Nantasket Ave from Park Ave to Wash Blvd (FLAG),42.270665,-70.856588
245,111848,Nantasket Ave from Wash Blvd to Water St (FLAG),42.274431,-70.860687
246,111855,Nantasket Ave from Water St to Kenberma St (FLAG),42.279496,-70.869545
247,111864,Nantasket Ave from Kenburma St to A St (FLAG),42.287264,-70.876468
248,11187,Washington St @ School St,42.314537,-71.099631
249,111881,Nantasket Ave from A St to Y St (FLAG),42.29848,-70.881953
250,111895,Nantasket Ave from Y St to Spring St (FLAG),42.308765,-70.889696
251,111907,Main St from Spring St to Pemberton Pnt (FLAG),42.303557,-70.913072
252,11219,A St @ Necco St,42.348062,-71.050338
253,11228,Tremont St @ Lenox St,42.337782,-71.083038
254,1123,Green St @ Magazine St,42.364935,-71.104405
255,11241,South Bay Mall @ Target,42.330107,-71.062519
256,11242,South Bay Mall opp Bed Bath & Beyond,42.327145,-71.061951
257,11244,South Bay Mall @ Allstate Rd,42.326102,-71.062666
258,11257,Malcolm X Blvd @ King St,42.331197,-71.092692
259,11259,Malcolm X Blvd @ Shawmut Ave,42.329483,-71.086203
260,1128,South St @ Sedgwick St,42.308588,-71.115487
261,1129,Centre St @ Seaverns Ave,42.312198,-71.114144
262,113,Portland St @ Causeway St,42.364737,-71.062198
263,1130,Centre St @ Saint John St,42.314462,-71.114046
264,11302,Harvard St @ Verndale St,42.348388,-71.129539
265,11319,W Second St opp W Third St,42.343047,-71.055038
266,1132,Centre St opp Beaufort Rd,42.316493,-71.11366
267,11323,Malcolm X Blvd opp O'Bryant HS,42.330801,-71.089207
268,1134,Centre St @ Paul Gore St,42.321048,-71.110438
269,1135,Centre St @ Sheridan St,42.322197,-71.108916
270,1136,Centre St @ Wyman St,42.3225,-71.106772
271,11366,Pearl St @ Brookline Village,42.332409,-71.116433
272,1137,Centre St @ Mozart St,42.322684,-71.104662
273,1138,Centre St @ Estrella St,42.322886,-71.102796
274,11384,Dartmouth St @ Back Bay Sta,42.347346,-71.075956
275,11388,Huntington Ave @ Belvidere St,42.345344,-71.082045
276,11389,Huntington Ave @ Prudential Station,42.345355,-71.081535
277,11390,Dalton St @ Belvidere St,42.346595,-71.08484
278,11391,Boylston St @ Massachusetts Ave,42.347559,-71.087141
279,114,Causeway St @ North Station,42.366114,-71.060067
280,1140,Centre St @ Highland St,42.324791,-71.097571
281,11408,Cambridge St @ Columbia St,42.372801,-71.094184
282,1141,Centre St opp New Heath St,42.326102,-71.096534
283,11410,Cambridge St @ Max Ave,42.371928,-71.087532
284,11413,Columbus Ave @ Walnut Ave,42.313455,-71.095355
285,11419,A St @ Mt Washington Ave,42.346677,-71.051426
286,1142,Centre St @ Cedar St,42.327778,-71.095518
287,1144,Centre St @ Highland Ave,42.329657,-71.093032
288,1145,42A John Eliot Sq,42.329752,-71.090903
289,1147,Dudley St @ Guild Row,42.328969,-71.086206
290,1148,Malcolm X Blvd @ Shawmut Ave,42.329687,-71.08613
291,11481,Herald St @ Harrison Ave,42.346301,-71.063361
292,11482,Dudley St @ Uphams Corner Station,42.318783,-71.069142
293,114878,Nantasket Ave from Atlantic Ave to Park Ave (FLAG),42.267545,-70.851408
294,114882,Nantasket Ave from Park Ave to Atlantic Ave (FLAG),42.267524,-70.851699
295,1149,205 Roxbury St,42.330096,-71.091343
296,1150,Centre St @ Gardner St,42.329386,-71.094099
297,11501,Dudley St @ Virginia St,42.317585,-71.066499
298,1151,Centre St @ Cedar St,42.327548,-71.095812
299,11512,Bowdoin opp Mt Ida,42.307529,-71.065751
300,1152,Centre St @ New Heath St,42.326053,-71.096665
301,11521,Morton St @ Arborway,42.300388,-71.106632
302,11522,Morton St @ Circuit Dr,42.300643,-71.106355
303,1153,Centre St @ Columbus Ave,42.325007,-71.097421
304,1154,Heath St @ Bromley St,42.325366,-71.099579
305,11545,Lee St @ Boylston St,42.325809,-71.140476
306,1155,Centre St @ Bickford St,42.32295,-71.102275
307,1156,Centre St @ Sunnyside St,42.322676,-71.105716
308,1158,Centre St @ Creighton St,42.322441,-71.108317
309,11587,Circuit Dr @ Glen Ln,42.305236,-71.094725
310,1159,Centre St @ Barbara St,42.321093,-71.110544
311,11592,Ruggles St @ Cabot St,42.333862,-71.087173
312,11593,Ruggles St opp Kerr Way,42.333186,-71.086016
313,11599,Seaport Blvd @ Fan Pier Blvd,42.352561,-71.046914
314,1160,S Huntington Ave @ Moraine St,42.319449,-71.111798
315,1161,Centre St @ Lochstead Ave,42.317017,-71.11346
316,11613,W Boundary Rd @ Washington St,42.267432,-71.149989
317,11618,Georgetowne Dr @ Georgetowne Pl,42.25564,-71.143709
318,1164,Centre St @ Myrtle St,42.313306,-71.11416
319,1165,Washington St @ Walnut Pk,42.316446,-71.097563
320,1166,Washington St @ Cobden St,42.317579,-71.096449
321,1167,Washington St opp Dimock St,42.318899,-71.095139
322,1168,Washington St @ Townsend St,42.319958,-71.094067
323,11689,Burlington Mall Rd opp NE Executive Pk,42.485919,-71.211728
324,1169,Washington St @ Brinton St,42.320829,-71.092974
325,11694,S Bedford St @ Wayside Rd,42.484199,-71.19492
326,117,Congress St @ Haymarket Sta,42.361847,-71.057724
327,1170,Washington St @ ML King Blvd,42.321749,-71.091752
328,11712,Blue Hill Ave @ Morton St,42.284143,-71.091674
329,11719,Blue Hill Ave opp Babson St,42.270168,-71.093907
330,1172,Washington St @ Dale St,42.323568,-71.08928
331,1173,Washington St opp Cedar St,42.32427,-71.088643
332,11735,Ames St @ Franklin Field,42.290104,-71.082689
333,11736,Ames St @ Westview St,42.290612,-71.086389
334,1174,Washington St @ Circuit St,42.325827,-71.087772
335,1175,Washington St @ St James St,42.326981,-71.087283
336,11767,Pearl St @ Putnam Ave,42.358164,-71.109771
337,11771,Vassar St @ Massachusetts Ave,42.36023,-71.094815
338,11772,Vassar St @ Pacific St Extension,42.358124,-71.099004
339,1178,Washington St @ Bartlett St,42.327911,-71.087033
340,11780,Ave Louis Pasteur @ Longwood Ave,42.337969,-71.102457
341,11781,Ave Louis Pasteur @ The Fenway,42.340095,-71.101014
342,1179,Washington St @ Guild St,42.326035,-71.087812
343,11792,Harrison Ave @ Melnea Cass Blvd,42.332146,-71.079293
344,11799,Ave Louis Pasteur @ The Fenway,42.340129,-71.101132
345,118,Causeway St @ Medford St,42.366283,-71.059491
346,1180,Washington St @ Cedar St,42.324307,-71.088773
347,11802,Ave Louis Pasteur @ Longwood Ave,42.338473,-71.102334
348,11803,Longwood Ave @ Binney St,42.338207,-71.105846
349,11809,Mountfort St @ Carlton St,42.348846,-71.108581
350,1181,Washington St @ Oakland St,42.323275,-71.089903
351,11812,Spring St @ Spring St Apartments,42.277964,-71.161546
352,1182,Washington St @ Valentine St,42.321772,-71.091899
353,1183,Washington St @ Marcella St,42.320851,-71.093122
354,11835,Chestnut Hill Ave opp Buckminster Rd,42.332315,-71.146793
355,11836,145 Grove St opp Bellingham Rd,42.304467,-71.150105
356,11837,Grove St @ South St,42.302638,-71.152249
357,11839,Corey St @ LaGrange St,42.300091,-71.169801
358,1184,Washington St opp Townsend St,42.320155,-71.094006
359,11845,Chestnut Hill Ave @ Ackers Ave,42.329972,-71.146011
360,1185,Washington St @ Dimock St,42.31874,-71.095478
361,11853,Chestnut St opp Oak St,42.277023,-71.237377
362,1186,Washington St @ Bray St,42.317182,-71.097046
363,11860,Robert St @ Belgrade Ave,42.287257,-71.132156
364,11868,5 Walter St opp Hewlett St,42.289151,-71.133832
365,1187,Washington St @ Atherton St,42.315596,-71.098606
366,1188,Columbus Ave opp Weld Ave - Egleston Sq,42.315207,-71.097652
367,1189,Soldiers Field Rd @ Cambridge St,42.361317,-71.117952
368,11891,Pearl St @ Congress St,42.357495,-71.056251
369,1190,Cambridge St @ Seattle St,42.35889,-71.123853
370,1191,Cambridge St @ Lincoln St,42.357458,-71.128045
371,11917,Chestnut Hill Ave @ Buckminster Rd,42.332414,-71.146719
372,1193,Cambridge St @ Franklin St,42.355551,-71.132875
373,11939,Centre St @ Eliot St,42.309651,-71.115764
374,1195,Cambridge St @ Emery Rd,42.354278,-71.135846
375,1196,N Beacon St @ Cambridge St,42.353748,-71.138128
376,1197,N Beacon St opp Saunders St,42.354266,-71.141495
377,11971,Arthur St @ Hichborn St - Stop & Shop,42.355468,-71.142005
378,11972,Guest St opp New Balance Way,42.356714,-71.14318
379,120,Rivermoor St @ Industrial Park,42.277603,-71.18138
380,1201,239 N Beacon St,42.356564,-71.150426
381,1202,N Beacon St @ Vineland St,42.357187,-71.152796
382,1203,N Beacon St @ Birmingham Pkwy,42.357994,-71.154394
383,1204,Birmingham Pkwy @ Soldiers Field Rd,42.358663,-71.157969
384,1206,Brooks St @ Gerrish St,42.355467,-71.162645
385,12080,Huron Ave @ Larchwood Dr,42.378811,-71.146422
386,121008,Blue Hill Ave @ Curry College,42.235159,-71.111037
387,121009,Blue Hill Ave from Curry Coll to Canton Ave (FLAG),42.226417,-71.116431
388,121010,Opp 1904 Canton Ave @ Trailside Museum,42.218345,-71.11952
389,121011,Royall St @ Compushare Driveway,42.207287,-71.13472
390,121012,Royall St @ Beacon Lane,42.207967,-71.131106
391,121013,Royall St @ Dunkin Brands Driveway,42.208061,-71.129262
392,121014,Royall St @ JW Foster Blvd,42.207886,-71.124052
393,121017,1904 Canton Ave @ Trailside Museum,42.218305,-71.119251
394,121019,Blue Hill Ave opp Curry College,42.234934,-71.110934
395,1211,Faneuil St @ Brooks St,42.352417,-71.163341
396,1213,Faneuil St @ Bigelow St,42.351254,-71.167478
397,1214,Faneuil St @ Oak Square,42.351196,-71.167349
398,12144,Huron Ave opp Park Ave,42.378896,-71.148062
399,12145,Fresh Pond Golf Course,42.380718,-71.153669
400,12147,700 Huron Ave,42.381181,-71.15467
401,1215,Columbus Ave @ Bray St,42.317078,-71.098224
402,1216,Columbus Ave @ Dimock St,42.319416,-71.098297
403,1219,Columbus Ave @ Centre St,42.325015,-71.09808
404,122,Columbia Rd @ Buttonwood St,42.321113,-71.056267
405,1221,Columbus Ave @ Cedar St,42.328012,-71.096921
406,1222,Columbus Ave @ Malcolm X Blvd,42.331191,-71.094468
407,12231,Ames St @ Broadway,42.363498,-71.087704
408,1224,Tremont St opp Prentiss St,42.332706,-71.092343
409,1227,Tremont St @ Melnea Cass Blvd,42.335698,-71.086826
410,1228,Tremont St @ Hammond St,42.337226,-71.084022
411,123,Columbia Rd opp Pond St,42.320041,-71.059798
412,1230,Tremont St @ Northampton St,42.338746,-71.081156
413,12301,Massachusetts Ave @ Upland Rd,42.388229,-71.119545
414,1232,Tremont St @ Worcester St,42.340201,-71.078602
415,12323,Park Ave @ Oakland Ave,42.417802,-71.180683
416,1234,Tremont St @ Aguadilla St,42.341773,-71.07568
417,1235,Tremont St @ Upton St,42.343248,-71.072883
418,12352,Lake St @ Pleasant St,42.405298,-71.164065
419,12360,Park Ave @ Park Circle,42.415312,-71.180414
420,12376,Winthrop St @ Orchard St,42.413057,-71.120846
421,1238,Tremont St @ Herald St,42.347348,-71.068556
422,1239,Tremont St @ Marginal St,42.34818,-71.067595
423,124,Massachusetts Ave @ Columbia Rd,42.320623,-71.061567
424,1241,Charles St S @ Park Plaza,42.351748,-71.067101
425,1242,Tremont St @ Charles St S,42.348777,-71.066481
426,12439,Prospect St @ Cambridge St,42.37378,-71.097963
427,12451,Prospect St @ Cambridge St,42.373622,-71.097843
428,1246,Tremont St @ Union Pk,42.343673,-71.072264
429,12465,Wadsworth Rd @ Appleton St,42.417136,-71.199535
430,12468,Appleton St @ Virginia Rd,42.418807,-71.191934
431,1248,Tremont St @ Pembroke St,42.341601,-71.076185
432,125,Massachusetts Ave @ Clapp St,42.323479,-71.063945
433,1250,Tremont St @ Concord Sq,42.340447,-71.078336
434,12512,Prospect St @ Oak St,42.37616,-71.096266
435,1252,Tremont St @ Northampton St,42.33884,-71.081337
436,1253,Tremont St @ Douglas Pk,42.337824,-71.083178
437,12530,Prospect St @ Webster Ave,42.376669,-71.095686
438,1254,Tremont St @ Burke St,42.336908,-71.0848
439,1255,Tremont St @ Columbus Ave,42.335779,-71.086948
440,1257,Tremont St @ Prentiss St,42.33293,-71.092638
441,1258,Tremont St @ Roxbury Crossing Station,42.331311,-71.094831
