added_route_id,trip_id
742,58776775
743,58776775
741,58776776
742,58776776
743,58776776
741,58776777
742,58776777
743,58776777
741,58776778
742,58776778
743,58776778
741,58776781
742,58776781
743,58776781
741,58776789
742,58776789
743,58776789
741,58776794
742,58776794
743,58776794
741,58776795
742,58776795
743,58776795
741,58776802
742,58776802
743,58776802
741,58776807
742,58776807
743,58776807
741,58776811
742,58776811
743,58776811
741,58776813
742,58776813
743,58776813
741,58776820
742,58776820
743,58776820
741,58776825
742,58776825
743,58776825
741,58776830
742,58776830
743,58776830
741,58776834
742,58776834
743,58776834
741,58777653
742,58777653
743,58777653
741,58777815
742,58777815
743,58777815
741,58777816
742,58777816
743,58777816
741,58778023
742,58778023
743,58778023
741,58778024
742,58778024
743,58778024
741,58778025
742,58778025
743,58778025
741,58778216
742,58778216
743,58778216
741,58778217
742,58778217
743,58778217
741,58778219
742,58778219
743,58778219
741,58778221
742,58778221
743,58778221
741,58778222
742,58778222
743,58778222
741,58778224
742,58778224
743,58778224
741,58778226
742,58778226
743,58778226
741,58778227
742,58778227
743,58778227
741,58778228
742,58778228
743,58778228
741,58778229
742,58778229
743,58778229
741,58778236
742,58778236
743,58778236
741,58791617
742,58791617
743,58791617
741,58791619
742,58791619
743,58791619
741,58791621
742,58791621
743,58791621
741,58791623
742,58791623
743,58791623
741,58791625
742,58791625
743,58791625
741,58791627
742,58791627
743,58791627
741,58791629
742,58791629
743,58791629
741,58791631
742,58791631
743,58791631
741,58791633
742,58791633
743,58791633
741,58791635
742,58791635
743,58791635
741,58791637
742,58791637
743,58791637
741,58791639
742,58791639
743,58791639
741,58791641
742,58791641
743,58791641
741,58791643
742,58791643
743,58791643
741,58791645
742,58791645
743,58791645
741,58791647
742,58791647
743,58791647
741,58791649
742,58791649
743,58791649
741,58791651
742,58791651
743,58791651
741,58791653
742,58791653
743,58791653
741,58791655
742,58791655
743,58791655
741,58791657
742,58791657
743,58791657
741,58791659
742,58791659
743,58791659
741,58791661
742,58791661
743,58791661
741,58791663
742,58791663
743,58791663
741,58791665
742,58791665
743,58791665
741,58791667
742,58791667
743,58791667
741,58791669
742,58791669
743,58791669
741,58791670
742,58791670
743,58791670
741,58791673
742,58791673
743,58791673
741,58791675
742,58791675
743,58791675
741,58791677
742,58791677
743,58791677
741,58791679
742,58791679
743,58791679
741,58791680
742,58791680
743,58791680
741,58791747
742,58791747
743,58791747
741,58792279
742,58792279
743,58792279
741,58792280
742,58792280
743,58792280
741,58792281
742,58792281
743,58792281
741,58792456
742,58792456
743,58792456
741,58792458
742,58792458
743,58792458
741,58792465
742,58792465
743,58792465
741,58792712
742,58792712
743,58792712
741,58792713
742,58792713
743,58792713
741,58792715
742,58792715
743,58792715
741,58792717
742,58792717
743,58792717
741,58792718
742,58792718
743,58792718
741,58792719
742,58792719
743,58792719
741,58792720
742,58792720
743,58792720
741,58792721
742,58792721
743,58792721
741,58792722
742,58792722
743,58792722
741,58792723
742,58792723
743,58792723
741,58792724
742,58792724
743,58792724
741,58792735
742,58792735
743,58792735
741,58803141
742,58803141
743,58803141
741,58803143
742,58803143
743,58803143
741,58803145
742,58803145
743,58803145
741,58803147
742,58803147
743,58803147
741,58803149
742,58803149
743,58803149
741,58803151
742,58803151
743,58803151
741,58803153
742,58803153
743,58803153
741,58803155
742,58803155
743,58803155
741,58803157
742,58803157
743,58803157
741,58803159
742,58803159
743,58803159
741,58803161
742,58803161
743,58803161
741,58803163
742,58803163
743,58803163
741,58803165
742,58803165
743,58803165
741,58803167
742,58803167
743,58803167
741,58803169
742,58803169
743,58803169
741,58803171
742,58803171
743,58803171
741,58803173
742,58803173
743,58803173
741,58803175
742,58803175
743,58803175
741,58803177
742,58803177
743,58803177
741,58803179
742,58803179
743,58803179
741,58803181
742,58803181
743,58803181
741,58803183
742,58803183
743,58803183
741,58803185
742,58803185
743,58803185
741,58803187
742,58803187
743,58803187
741,58803189
742,58803189
743,58803189
741,58803191
742,58803191
743,58803191
741,58803194
742,58803194
743,58803194
741,58803195
742,58803195
743,58803195
741,58803197
742,58803197
743,58803197
741,58803199
742,58803199
743,58803199
741,58803201
742,58803201
743,58803201
741,58803204
742,58803204
743,58803204
741,58803417
742,58803417
743,58803417
741,58803418
742,58803418
743,58803418
741,58803800
742,58803800
743,58803800
741,58803813
742,58803813
743,58803813
741,58803814
742,58803814
743,58803814
741,58803980
742,58803980
743,58803980
741,58803982
742,58803982
743,58803982
741,58803983
742,58803983
743,58803983
741,58803985
742,58803985
743,58803985
741,58803987
742,58803987
743,58803987
741,58804225
742,58804225
743,58804225
741,58804228
742,58804228
743,58804228
741,58804231
742,58804231
743,58804231
741,58804237
742,58804237
743,58804237
741,58804238
742,58804238
743,58804238
741,58804246
742,58804246
743,58804246
741,58804254
742,58804254
743,58804254
741,58804256
742,58804256
743,58804256
741,58804259
742,58804259
743,58804259
741,58804261
742,58804261
743,58804261
741,58804263
742,58804263
743,58804263
741,58804264
742,58804264
743,58804264
741,58705576
742,58705576
743,58705576
741,58705577
742,58705577
743,58705577
741,58706058
742,58706058
743,58706058
741,58706059
742,58706059
743,58706059
741,58706061
742,58706061
743,58706061
741,58706063
742,58706063
743,58706063
741,58706065
742,58706065
743,58706065
741,58706068
742,58706068
743,58706068
741,58706070
742,58706070
743,58706070
741,58706071
742,58706071
743,58706071
741,58706073
742,58706073
743,58706073
741,58706075
742,58706075
743,58706075
741,58706078
742,58706078
743,58706078
741,58706080
742,58706080
743,58706080
741,58706082
742,58706082
743,58706082
741,58706084
742,58706084
743,58706084
741,58706086
742,58706086
743,58706086
741,58706088
742,58706088
743,58706088
741,58706090
742,58706090
743,58706090
741,58706092
742,58706092
743,58706092
741,58706094
742,58706094
743,58706094
741,58706096
742,58706096
743,58706096
741,58706098
742,58706098
743,58706098
741,58706100
742,58706100
743,58706100
741,58706192
742,58706192
743,58706192
741,58706193
742,58706193
743,58706193
741,58706416
742,58706416
743,58706416
741,58706417
742,58706417
743,58706417
741,58706418
742,58706418
743,58706418
741,58706780
742,58706780
743,58706780
741,58706784
742,58706784
743,58706784
741,58706785
742,58706785
743,58706785
741,58706797
742,58706797
743,58706797
741,58706798
742,58706798
743,58706798
741,58706799
742,58706799
743,58706799
741,58706819
742,58706819
743,58706819
741,58706829
742,58706829
743,58706829
741,58706838
742,58706838
743,58706838
741,58706911
742,58706911
743,58706911
741,58706920
742,58706920
743,58706920
741,58707020
742,58707020
743,58707020
741,58707021
742,58707021
743,58707021
741,58707022
742,58707022
743,58707022
741,58707023
742,58707023
743,58707023
741,58707024
742,58707024
743,58707024
741,58720617
742,58720617
743,58720617
741,58720623
742,58720623
743,58720623
741,58720634
742,58720634
743,58720634
741,58720637
742,58720637
743,58720637
741,58720647
742,58720647
743,58720647
741,58720651
742,58720651
743,58720651
741,58720662
742,58720662
743,58720662
741,58720665
742,58720665
743,58720665
741,58720666
742,58720666
743,58720666
741,58720668
742,58720668
743,58720668
741,58703706
742,58703706
743,58703706
741,58703707
742,58703707
743,58703707
741,58704187
742,58704187
743,58704187
741,58704188
742,58704188
743,58704188
741,58704190
742,58704190
743,58704190
741,58704192
742,58704192
743,58704192
741,58704194
742,58704194
743,58704194
741,58704197
742,58704197
743,58704197
741,58704199
742,58704199
743,58704199
741,58704200
742,58704200
743,58704200
741,58704202
742,58704202
743,58704202
741,58704204
742,58704204
743,58704204
741,58704207
742,58704207
743,58704207
741,58704209
742,58704209
743,58704209
741,58704211
742,58704211
743,58704211
741,58704213
742,58704213
743,58704213
741,58704215
742,58704215
743,58704215
741,58704217
742,58704217
743,58704217
741,58704219
742,58704219
743,58704219
741,58704221
742,58704221
743,58704221
741,58704223
742,58704223
743,58704223
741,58704225
742,58704225
743,58704225
741,58704227
742,58704227
743,58704227
741,58704229
742,58704229
743,58704229
741,58704321
742,58704321
743,58704321
741,58704322
742,58704322
743,58704322
741,58704580
742,58704580
743,58704580
741,58704581
742,58704581
743,58704581
741,58704582
742,58704582
743,58704582
741,58705024
742,58705024
743,58705024
741,58705025
742,58705025
743,58705025
741,58705027
742,58705027
743,58705027
741,58705029
742,58705029
743,58705029
741,58705030
742,58705030
743,58705030
741,58705032
742,58705032
743,58705032
741,58705033
742,58705033
743,58705033
741,58705034
742,58705034
743,58705034
741,58705035
742,58705035
743,58705035
741,58705036
742,58705036
743,58705036
741,58705037
742,58705037
743,58705037
741,58705065
742,58705065
743,58705065
741,58705066
742,58705066
743,58705066
741,58705067
742,58705067
743,58705067
741,58705068
742,58705068
743,58705068
741,58705069
742,58705069
743,58705069
741,58711809
742,58711809
743,58711809
741,58711810
742,58711810
743,58711810
741,58711812
742,58711812
743,58711812
741,58711814
742,58711814
743,58711814
741,58711820
742,58711820
743,58711820
741,58711832
742,58711832
743,58711832
741,58718296
742,58718296
743,58718296
741,58718313
742,58718313
743,58718313
741,58718316
742,58718316
743,58718316
741,58718318
742,58718318
743,58718318
741,58718324
742,58718324
743,58718324
741,58682821
742,58682821
743,58682821
741,58682822
742,58682822
743,58682822
741,58683303
742,58683303
743,58683303
741,58683304
742,58683304
743,58683304
741,58683306
742,58683306
743,58683306
741,58683308
742,58683308
743,58683308
741,58683310
742,58683310
743,58683310
741,58683313
742,58683313
743,58683313
741,58683315
742,58683315
743,58683315
741,58683316
742,58683316
743,58683316
741,58683318
742,58683318
743,58683318
741,58683320
742,58683320
743,58683320
741,58683323
742,58683323
743,58683323
741,58683325
742,58683325
743,58683325
741,58683327
742,58683327
743,58683327
741,58683329
742,58683329
743,58683329
741,58683331
742,58683331
743,58683331
741,58683333
742,58683333
743,58683333
741,58683335
742,58683335
743,58683335
741,58683337
742,58683337
743,58683337
741,58683339
742,58683339
743,58683339
741,58683341
742,58683341
743,58683341
741,58683343
742,58683343
743,58683343
741,58683345
742,58683345
743,58683345
741,58683437
742,58683437
743,58683437
741,58683438
742,58683438
743,58683438
741,58683661
742,58683661
743,58683661
741,58683662
742,58683662
743,58683662
741,58683663
742,58683663
743,58683663
741,58684033
742,58684033
743,58684033
741,58684037
742,58684037
743,58684037
741,58684038
742,58684038
743,58684038
741,58684050
742,58684050
743,58684050
741,58684051
742,58684051
743,58684051
741,58684052
742,58684052
743,58684052
741,58684072
742,58684072
743,58684072
741,58684082
742,58684082
743,58684082
741,58684091
742,58684091
743,58684091
741,58684164
742,58684164
743,58684164
741,58684173
742,58684173
743,58684173
741,58684273
742,58684273
743,58684273
741,58684274
742,58684274
743,58684274
741,58684275
742,58684275
743,58684275
741,58684276
742,58684276
743,58684276
741,58684277
742,58684277
743,58684277
741,58691548
742,58691548
743,58691548
741,58691566
742,58691566
743,58691566
741,58691570
742,58691570
743,58691570
741,58691572
742,58691572
743,58691572
741,58691579
742,58691579
743,58691579
