route_shor,route_long,white_all,white_percentage,black_all,black_percentage,aapi_all,aapi_percentage,hisp_all,hisp_percentage,other_all,other_percentage,total_population
T1,- HF (Harvard-Back Bay-Nubian),100006.0,41.620609289162644,54779.0,22.7979856833694,34875.0,14.514316630597637,47177.0,19.634176793740636,3443.0,1.432911603129682,240280.0
T101,modified - HF (Medford-Sullivan-Kendall),27252.0,73.89771679592168,1980.0,5.369054720971853,3300.0,8.948424534953087,4150.0,11.253321763653126,196.0,0.531482184500244,36878.0
T101,modified - HF (Medford-Sullivan-Kendall),27252.0,73.89771679592168,1980.0,5.369054720971853,3300.0,8.948424534953087,4150.0,11.253321763653126,196.0,0.531482184500244,36878.0
T104,modified - HF (Malden-Everett-Chelsea-Wood Island),31520.0,38.000626913895786,2806.0,3.382923829961662,3864.0,4.658452487160321,43400.0,52.32319822535143,1356.0,1.6347985436307961,82946.0
T104,modified - HF (Malden-Everett-Chelsea-Wood Island),31520.0,38.000626913895786,2806.0,3.382923829961662,3864.0,4.658452487160321,43400.0,52.32319822535143,1356.0,1.6347985436307961,82946.0
T109,modified - HF (Everett-Sullivan-Harvard),27252.0,73.89771679592168,1980.0,5.369054720971853,3300.0,8.948424534953087,4150.0,11.253321763653126,196.0,0.531482184500244,36878.0
T109,modified - HF (Everett-Sullivan-Harvard),27252.0,73.89771679592168,1980.0,5.369054720971853,3300.0,8.948424534953087,4150.0,11.253321763653126,196.0,0.531482184500244,36878.0
T110,- HF (Wellington-Everett-Wonderland),0.0,,0.0,,0.0,,0.0,,0.0,,0.0
T110,- HF (Wellington-Everett-Wonderland),0.0,,0.0,,0.0,,0.0,,0.0,,0.0
T111,- HF (Woodlawn-Chelsea-Haymarket),74078.0,75.06890960680988,4012.0,4.065666801783543,11642.0,11.797730036481555,8354.0,8.465747871909201,594.0,0.6019456830158086,98680.0
T111,- HF (Woodlawn-Chelsea-Haymarket),74078.0,75.06890960680988,4012.0,4.065666801783543,11642.0,11.797730036481555,8354.0,8.465747871909201,594.0,0.6019456830158086,98680.0
T116,- HF (Wonderland-Chelsea-Maverick),31520.0,38.000626913895786,2806.0,3.382923829961662,3864.0,4.658452487160321,43400.0,52.32319822535143,1356.0,1.6347985436307961,82946.0
T116,- HF (Wonderland-Chelsea-Maverick),31520.0,38.000626913895786,2806.0,3.382923829961662,3864.0,4.658452487160321,43400.0,52.32319822535143,1356.0,1.6347985436307961,82946.0
T12,- HF (Brookline Village-LMA-Andrew-Downtown),240116.0,39.77867236552193,154168.0,25.540148766628562,72568.0,12.02193396617133,125116.0,20.727266703112836,11662.0,1.9319781985653464,603630.0
T12,- HF (Brookline Village-LMA-Andrew-Downtown),240116.0,39.77867236552193,154168.0,25.540148766628562,72568.0,12.02193396617133,125116.0,20.727266703112836,11662.0,1.9319781985653464,603630.0
T15,modified - HF (Oak Square-LMA-Nubian-Kane Square),234400.0,38.299276823382165,155368.0,25.38601553538925,83052.0,13.57010042122669,126666.0,20.696314838355484,12536.0,2.0482923816464114,612022.0
T15,modified - HF (Oak Square-LMA-Nubian-Kane Square),234400.0,38.299276823382165,155368.0,25.38601553538925,83052.0,13.57010042122669,126666.0,20.696314838355484,12536.0,2.0482923816464114,612022.0
T16,modified - HF (Forest Hills-Uphams-Andrew),171528.0,35.85751316999749,143450.0,29.987875240404716,43398.0,9.072246843381555,109642.0,22.920394681829585,10342.0,2.1619700643866544,478360.0
T16,modified - HF (Forest Hills-Uphams-Andrew),171528.0,35.85751316999749,143450.0,29.987875240404716,43398.0,9.072246843381555,109642.0,22.920394681829585,10342.0,2.1619700643866544,478360.0
T22,modified - HF (Ashmont-LMA),132296.0,29.589668576745353,145998.0,32.65429365111317,49014.0,10.962599138451628,109424.0,24.47405737393257,10370.0,2.3193812597572814,447102.0
T22,modified - HF (Ashmont-LMA),132296.0,29.589668576745353,145998.0,32.65429365111317,49014.0,10.962599138451628,109424.0,24.47405737393257,10370.0,2.3193812597572814,447102.0
T23,- HF (Ashmont-Nubian-Ruggles),89642.0,24.698235840297123,133416.0,36.758883479497115,42492.0,11.707429969499847,87669.0,24.154633295586983,9730.0,2.6808174151189283,362949.0
T23,- HF (Ashmont-Nubian-Ruggles),89642.0,24.698235840297123,133416.0,36.758883479497115,42492.0,11.707429969499847,87669.0,24.154633295586983,9730.0,2.6808174151189283,362949.0
T28,modified - HF (Mattapan-Nubian-Kenmore),176186.0,31.215296356272432,183344.0,32.483496390998226,68430.0,12.123907289226855,124868.0,22.12316316514948,11594.0,2.0541367983530052,564422.0
T28,modified - HF (Mattapan-Nubian-Kenmore),176186.0,31.215296356272432,183344.0,32.483496390998226,68430.0,12.123907289226855,124868.0,22.12316316514948,11594.0,2.0541367983530052,564422.0
T31,- HF (Mattapan-Forest Hills),109046.0,27.34908544614127,150150.0,37.658100065459635,36947.0,9.266425728395186,93298.0,23.399436696019002,9278.0,2.3269520639849115,398719.0
T31,- HF (Mattapan-Forest Hills),109046.0,27.34908544614127,150150.0,37.658100065459635,36947.0,9.266425728395186,93298.0,23.399436696019002,9278.0,2.3269520639849115,398719.0
T32,- HF (Hyde Park-Forest Hills),85818.0,43.51251863344589,51804.0,26.26631377201789,9360.0,4.745824587021994,48390.0,24.535304675854096,1854.0,0.940038331660126,197226.0
T32,- HF (Hyde Park-Forest Hills),85818.0,43.51251863344589,51804.0,26.26631377201789,9360.0,4.745824587021994,48390.0,24.535304675854096,1854.0,0.940038331660126,197226.0
T39,modified - HF (Porter-Central-LMA-Forest Hills),133290.0,53.97536303483352,22672.0,9.180954540668811,48522.0,19.64883010860674,39998.0,16.19706332558535,2464.0,0.9977889903055729,246946.0
T39,modified - HF (Porter-Central-LMA-Forest Hills),133290.0,53.97536303483352,22672.0,9.180954540668811,48522.0,19.64883010860674,39998.0,16.19706332558535,2464.0,0.9977889903055729,246946.0
T57,- HF (Watertown Square-Oak Square-Kenmore),131372.0,59.87511963903195,12272.0,5.5931817145982405,48384.0,22.05186636889841,24556.0,11.191832642085593,2826.0,1.2879996353858074,219410.0
T57,- HF (Watertown Square-Oak Square-Kenmore),131372.0,59.87511963903195,12272.0,5.5931817145982405,48384.0,22.05186636889841,24556.0,11.191832642085593,2826.0,1.2879996353858074,219410.0
T66,modified - HF (Harvard-Allston-Nubian),147654.0,42.28689585648333,68264.0,19.550250306439235,55076.0,15.77331515699999,73454.0,21.03662378426678,4724.0,1.3529148958106605,349172.0
T66,modified - HF (Harvard-Allston-Nubian),147654.0,42.28689585648333,68264.0,19.550250306439235,55076.0,15.77331515699999,73454.0,21.03662378426678,4724.0,1.3529148958106605,349172.0
T7,modified - HF (Sullivan-Charlestown-South Boston),131680.0,76.31809251134513,7249.0,4.201320265907813,16315.0,9.455723567152155,16232.0,9.407619058658522,1065.0,0.6172445969363803,172541.0
T7,modified - HF (Sullivan-Charlestown-South Boston),131680.0,76.31809251134513,7249.0,4.201320265907813,16315.0,9.455723567152155,16232.0,9.407619058658522,1065.0,0.6172445969363803,172541.0
T70,modified - HF (Waltham-Watertown-Kendall),131372.0,59.87511963903195,12272.0,5.5931817145982405,48384.0,22.05186636889841,24556.0,11.191832642085593,2826.0,1.2879996353858074,219410.0
T70,modified - HF (Waltham-Watertown-Kendall),131372.0,59.87511963903195,12272.0,5.5931817145982405,48384.0,22.05186636889841,24556.0,11.191832642085593,2826.0,1.2879996353858074,219410.0
T71,- HF (Watertown-Harvard),0.0,,0.0,,0.0,,0.0,,0.0,,0.0
T71,- HF (Watertown-Harvard),0.0,,0.0,,0.0,,0.0,,0.0,,0.0
T73,- HF (Waverly-Harvard),0.0,,0.0,,0.0,,0.0,,0.0,,0.0
T73,- HF (Waverly-Harvard),0.0,,0.0,,0.0,,0.0,,0.0,,0.0
T77,- HF (Arlington-Porter-Harvard),0.0,,0.0,,0.0,,0.0,,0.0,,0.0
T77,- HF (Arlington-Porter-Harvard),0.0,,0.0,,0.0,,0.0,,0.0,,0.0
T8,modified - HF (Harbor Point-Copley),188812.0,38.176693477619125,141432.0,28.596731732763953,51990.0,10.51207706025792,102018.0,20.627449077387812,10322.0,2.0870486519711915,494574.0
T8,modified - HF (Harbor Point-Copley),188812.0,38.176693477619125,141432.0,28.596731732763953,51990.0,10.51207706025792,102018.0,20.627449077387812,10322.0,2.0870486519711915,494574.0
T9,- HF (South Boston-Broadway-Copley),137430.0,71.79013022833054,11269.0,5.886654860969634,21966.0,11.474510664305528,19585.0,10.230733468106335,1183.0,0.617970778287965,191433.0
T9,- HF (South Boston-Broadway-Copley),137430.0,71.79013022833054,11269.0,5.886654860969634,21966.0,11.474510664305528,19585.0,10.230733468106335,1183.0,0.617970778287965,191433.0
T96,modified - HF (Malden-Medford-Porter),0.0,,0.0,,0.0,,0.0,,0.0,,0.0
T96,modified - HF (Malden-Medford-Porter),0.0,,0.0,,0.0,,0.0,,0.0,,0.0
