half_trip_id,route_id,direction_id,start_time,end_time,end_to_end_travel_time
54218599.0,21,Outbound,1900-01-01 20:01:27,1900-01-01 20:15:30,14.050000000000002
54218600.0,26,Inbound,1900-01-01 20:25:36,1900-01-01 20:34:45,9.15
54218601.0,26,Outbound,1900-01-01 20:34:54,1900-01-01 20:41:35,6.683333333333334
54218602.0,21,Inbound,1900-01-01 20:55:52,1900-01-01 21:06:50,10.966666666666667
54218603.0,42,Inbound,1900-01-01 21:27:36,1900-01-01 21:38:04,10.466666666666667
54218605.0,24,Outbound,1900-01-01 09:02:27,1900-01-01 09:27:41,25.233333333333334
54218606.0,24,Inbound,1900-01-01 09:35:33,1900-01-01 09:57:58,22.416666666666668
54218607.0,24,Outbound,1900-01-01 10:05:49,1900-01-01 10:38:24,32.583333333333336
54218608.0,24,Inbound,1900-01-01 10:40:18,1900-01-01 11:03:37,23.316666666666666
54218609.0,24,Outbound,1900-01-01 11:17:21,1900-01-01 11:46:07,28.766666666666666
54218610.0,24,Inbound,1900-01-01 11:46:29,1900-01-01 12:07:19,20.833333333333332
54218611.0,24,Outbound,1900-01-01 12:15:18,1900-01-01 12:45:24,30.1
54218612.0,24,Inbound,1900-01-01 13:01:55,1900-01-01 13:21:52,19.95
54218613.0,24,Outbound,1900-01-01 13:23:27,1900-01-01 13:55:43,32.266666666666666
54218615.0,24,Inbound,1900-01-01 13:56:05,1900-01-01 14:20:21,24.266666666666666
54218617.0,24,Inbound,1900-01-01 17:10:45,1900-01-01 17:31:19,20.566666666666666
54218618.0,24,Outbound,1900-01-01 17:41:09,1900-01-01 18:07:25,26.266666666666666
54218619.0,24,Inbound,1900-01-01 18:15:52,1900-01-01 18:35:08,19.266666666666666
54218620.0,24,Outbound,1900-01-01 18:45:57,1900-01-01 19:12:52,26.916666666666668
54218621.0,24,Inbound,1900-01-01 19:20:55,1900-01-01 19:41:01,20.1
54218622.0,24,Outbound,1900-01-01 19:50:19,1900-01-01 20:15:25,25.1
54218623.0,24,Inbound,1900-01-01 20:24:57,1900-01-01 20:46:07,21.166666666666668
54218624.0,24,Outbound,1900-01-01 20:55:54,1900-01-01 21:19:01,23.116666666666667
54218625.0,24,Inbound,1900-01-01 21:29:23,1900-01-01 21:49:18,19.916666666666668
54218626.0,24,Outbound,1900-01-01 14:27:04,1900-01-01 14:55:16,28.2
54218627.0,24,Inbound,1900-01-01 14:59:34,1900-01-01 15:21:56,22.366666666666667
54218628.0,24,Outbound,1900-01-01 15:36:03,1900-01-01 16:02:12,26.15
54218629.0,24,Inbound,1900-01-01 16:05:00,1900-01-01 16:21:52,16.866666666666667
