half_trip_id,route_id,direction_id,start_time,end_time,end_to_end_travel_time
54373030.0,21,Outbound,1900-01-01 20:01:35,1900-01-01 20:16:01,14.433333333333332
54373031.0,26,Inbound,1900-01-01 20:26:29,1900-01-01 20:38:08,11.65
54373032.0,26,Outbound,1900-01-01 20:38:23,1900-01-01 20:45:11,6.8
54373033.0,21,Inbound,1900-01-01 20:55:59,1900-01-01 21:12:21,16.366666666666667
54373034.0,42,Inbound,1900-01-01 21:25:42,1900-01-01 21:40:00,14.3
54373037.0,24,Inbound,1900-01-01 09:34:52,1900-01-01 09:57:55,23.05
54373038.0,24,Outbound,1900-01-01 10:05:11,1900-01-01 10:33:15,28.066666666666666
54373039.0,24,Inbound,1900-01-01 10:40:52,1900-01-01 11:03:47,22.916666666666668
54373040.0,24,Outbound,1900-01-01 11:10:16,1900-01-01 11:36:17,26.016666666666666
54373041.0,24,Inbound,1900-01-01 11:45:38,1900-01-01 12:12:50,27.2
54373042.0,24,Outbound,1900-01-01 12:15:36,1900-01-01 12:44:49,29.216666666666665
54373043.0,24,Inbound,1900-01-01 12:50:31,1900-01-01 13:15:19,24.8
54373044.0,24,Outbound,1900-01-01 13:21:04,1900-01-01 13:47:16,26.2
54373046.0,24,Inbound,1900-01-01 13:53:02,1900-01-01 14:18:17,25.25
54373048.0,24,Inbound,1900-01-01 17:10:20,1900-01-01 17:35:58,25.633333333333333
54373049.0,24,Outbound,1900-01-01 17:40:38,1900-01-01 18:09:05,28.45
54373050.0,24,Inbound,1900-01-01 18:14:32,1900-01-01 18:36:49,22.283333333333335
54373051.0,24,Outbound,1900-01-01 18:54:12,1900-01-01 19:17:55,23.716666666666665
54373052.0,24,Inbound,1900-01-01 19:20:13,1900-01-01 19:40:06,19.883333333333333
54373053.0,24,Outbound,1900-01-01 19:58:57,1900-01-01 20:22:09,23.2
54373054.0,24,Inbound,1900-01-01 20:25:03,1900-01-01 20:44:12,19.15
54373055.0,24,Outbound,1900-01-01 20:56:05,1900-01-01 21:19:46,23.683333333333334
54373056.0,24,Inbound,1900-01-01 21:29:38,1900-01-01 21:47:02,17.4
54373058.0,24,Inbound,1900-01-01 15:01:37,1900-01-01 15:27:14,25.616666666666667
54373059.0,24,Outbound,1900-01-01 15:31:55,1900-01-01 16:14:09,42.233333333333334
54373060.0,24,Inbound,1900-01-01 16:15:36,1900-01-01 16:37:16,21.666666666666668
54373061.0,21,Inbound,1900-01-01 08:54:59,1900-01-01 09:06:13,11.233333333333333
54373062.0,42,Inbound,1900-01-01 09:25:06,1900-01-01 09:32:11,7.083333333333333
54373063.0,42,Outbound,1900-01-01 09:46:31,1900-01-01 09:58:06,11.583333333333334
54373064.0,30,Outbound,1900-01-01 10:06:20,1900-01-01 10:21:19,14.98333333333333
54373065.0,30,Inbound,1900-01-01 10:30:10,1900-01-01 10:43:05,12.916666666666666
54373066.0,21,Outbound,1900-01-01 11:00:50,1900-01-01 11:14:33,13.716666666666667
54373067.0,26,Inbound,1900-01-01 11:25:29,1900-01-01 11:34:12,8.716666666666667
54373068.0,26,Outbound,1900-01-01 11:34:39,1900-01-01 11:42:01,7.366666666666666
54373069.0,21,Inbound,1900-01-01 11:55:09,1900-01-01 12:07:46,12.616666666666667
54373070.0,42,Inbound,1900-01-01 12:26:50,1900-01-01 12:39:04,12.233333333333333
54373071.0,42,Outbound,1900-01-01 12:45:02,1900-01-01 12:59:58,14.933333333333334
54373072.0,30,Outbound,1900-01-01 13:06:02,1900-01-01 13:21:34,15.533333333333335
54373073.0,30,Inbound,1900-01-01 13:29:36,1900-01-01 13:46:27,16.85
54373074.0,21,Outbound,1900-01-01 17:01:50,1900-01-01 17:15:38,13.800000000000002
54373075.0,26,Inbound,1900-01-01 17:25:48,1900-01-01 17:37:32,11.733333333333333
54373076.0,26,Outbound,1900-01-01 17:37:45,1900-01-01 17:47:08,9.383333333333333
54373077.0,21,Inbound,1900-01-01 17:56:29,1900-01-01 18:12:37,16.133333333333333
54373078.0,42,Inbound,1900-01-01 18:27:58,1900-01-01 18:40:12,12.233333333333333
54373079.0,42,Outbound,1900-01-01 18:46:24,1900-01-01 19:02:33,16.15
54373080.0,30,Outbound,1900-01-01 19:09:03,1900-01-01 19:27:25,18.366666666666667
54373081.0,30,Inbound,1900-01-01 19:29:46,1900-01-01 19:44:01,14.25
54373082.0,21,Outbound,1900-01-01 18:06:02,1900-01-01 18:19:16,13.233333333333333
54373083.0,26,Inbound,1900-01-01 18:27:36,1900-01-01 18:38:49,11.216666666666667
54373084.0,26,Outbound,1900-01-01 18:39:21,1900-01-01 18:47:51,8.5
54373085.0,21,Inbound,1900-01-01 18:56:26,1900-01-01 19:11:11,14.75
54373086.0,42,Inbound,1900-01-01 19:30:12,1900-01-01 19:42:36,12.4
54373087.0,42,Outbound,1900-01-01 19:45:08,1900-01-01 19:57:38,12.5
54373088.0,30,Outbound,1900-01-01 20:06:49,1900-01-01 20:23:30,16.683333333333334
54373089.0,30,Inbound,1900-01-01 20:30:41,1900-01-01 20:49:30,18.816666666666666
54373093.0,31,Outbound,1900-01-01 09:03:15,1900-01-01 09:20:51,17.6
54373094.0,31,Inbound,1900-01-01 09:23:48,1900-01-01 09:35:33,11.75
54373095.0,31,Outbound,1900-01-01 09:41:40,1900-01-01 09:58:08,16.466666666666665
54373096.0,31,Inbound,1900-01-01 10:00:48,1900-01-01 10:12:13,11.416666666666666
54373097.0,31,Outbound,1900-01-01 10:20:30,1900-01-01 10:33:48,13.3
54373098.0,31,Inbound,1900-01-01 10:40:50,1900-01-01 10:50:51,10.016666666666667
54373099.0,31,Outbound,1900-01-01 11:00:30,1900-01-01 11:17:38,17.133333333333333
54373100.0,31,Inbound,1900-01-01 11:20:50,1900-01-01 11:31:04,10.233333333333333
54373105.0,31,Outbound,1900-01-01 10:01:55,1900-01-01 10:14:00,12.083333333333334
54373106.0,31,Inbound,1900-01-01 10:20:51,1900-01-01 10:32:28,11.616666666666667
54373107.0,31,Outbound,1900-01-01 10:40:25,1900-01-01 10:51:56,11.516666666666667
54373108.0,31,Inbound,1900-01-01 11:01:47,1900-01-01 11:16:25,14.633333333333331
54373109.0,31,Outbound,1900-01-01 11:20:47,1900-01-01 11:34:11,13.4
54373110.0,31,Inbound,1900-01-01 11:40:53,1900-01-01 11:53:04,12.183333333333334
54373111.0,31,Outbound,1900-01-01 12:01:00,1900-01-01 12:12:07,11.116666666666667
54373112.0,31,Inbound,1900-01-01 12:20:58,1900-01-01 12:31:39,10.683333333333334
54373113.0,31,Outbound,1900-01-01 15:21:00,1900-01-01 15:34:06,13.1
54373114.0,31,Inbound,1900-01-01 15:44:56,1900-01-01 15:58:44,13.8
54373115.0,31,Outbound,1900-01-01 16:01:28,1900-01-01 16:14:36,13.133333333333331
54373116.0,31,Inbound,1900-01-01 16:23:01,1900-01-01 16:35:33,12.533333333333333
54373117.0,31,Outbound,1900-01-01 16:39:58,1900-01-01 16:52:02,12.066666666666666
54373118.0,31,Inbound,1900-01-01 17:00:52,1900-01-01 17:12:06,11.233333333333333
54373119.0,31,Outbound,1900-01-01 17:05:26,1900-01-01 17:15:50,10.4
54373120.0,31,Inbound,1900-01-01 17:28:46,1900-01-01 17:39:31,10.75
54373121.0,31,Outbound,1900-01-01 17:42:20,1900-01-01 17:53:56,11.6
54373122.0,31,Inbound,1900-01-01 18:08:46,1900-01-01 18:18:07,9.35
54373123.0,31,Outbound,1900-01-01 18:20:28,1900-01-01 18:47:12,26.733333333333338
