half_trip_id,route_id,direction_id,start_time,end_time,end_to_end_travel_time
54338436.0,04,Inbound,1900-01-01 06:45:18,1900-01-01 06:58:22,13.066666666666668
54338437.0,04,Outbound,1900-01-01 07:15:11,1900-01-01 07:31:40,16.483333333333334
54338438.0,04,Inbound,1900-01-01 07:45:19,1900-01-01 08:01:09,15.833333333333334
54338439.0,04,Outbound,1900-01-01 08:10:08,1900-01-01 08:33:28,23.333333333333332
54338440.0,04,Inbound,1900-01-01 08:45:33,1900-01-01 09:02:26,16.883333333333333
54338441.0,04,Outbound,1900-01-01 06:50:34,1900-01-01 07:15:09,24.583333333333332
54338442.0,04,Inbound,1900-01-01 07:15:29,1900-01-01 07:29:27,13.966666666666667
54338443.0,04,Outbound,1900-01-01 07:40:09,1900-01-01 07:58:14,18.083333333333332
54338444.0,04,Inbound,1900-01-01 08:13:43,1900-01-01 08:39:03,25.333333333333332
54338445.0,04,Outbound,1900-01-01 08:39:40,1900-01-01 09:10:54,31.233333333333334
54338446.0,04,Inbound,1900-01-01 09:14:00,1900-01-01 09:30:28,16.466666666666665
54338448.0,04,Outbound,1900-01-01 18:26:28,1900-01-01 18:48:55,22.45
54338449.0,04,Inbound,1900-01-01 18:54:17,1900-01-01 19:17:45,23.466666666666665
54338450.0,04,Outbound,1900-01-01 15:24:35,1900-01-01 15:41:50,17.25
54338451.0,04,Inbound,1900-01-01 15:42:28,1900-01-01 16:22:29,40.016666666666666
54338452.0,04,Outbound,1900-01-01 16:23:03,1900-01-01 16:39:16,16.216666666666665
54338453.0,04,Inbound,1900-01-01 16:40:06,1900-01-01 17:39:10,59.06666666666667
54338454.0,04,Outbound,1900-01-01 17:39:59,1900-01-01 17:57:11,17.2
54338455.0,04,Inbound,1900-01-01 18:03:56,1900-01-01 18:23:43,19.783333333333335
54338456.0,04,Outbound,1900-01-01 15:50:29,1900-01-01 16:03:31,13.033333333333333
54338457.0,04,Inbound,1900-01-01 16:05:01,1900-01-01 16:35:35,30.566666666666666
54338458.0,04,Outbound,1900-01-01 17:00:27,1900-01-01 17:17:04,16.616666666666667
54338481.0,501,Inbound,1900-01-01 06:27:47,1900-01-01 06:50:49,23.033333333333335
54338482.0,501,Outbound,1900-01-01 06:51:31,1900-01-01 07:18:21,26.833333333333332
54338496.0,501,Outbound,1900-01-01 15:06:12,1900-01-01 15:39:18,33.1
