half_trip_id,route_id,direction_id,start_time,end_time,end_to_end_travel_time
54431351.0,04,Outbound,1900-01-01 06:23:03,1900-01-01 06:38:16,15.216666666666667
54431352.0,04,Inbound,1900-01-01 06:45:20,1900-01-01 07:16:28,31.133333333333336
54431353.0,04,Outbound,1900-01-01 07:16:56,1900-01-01 07:34:14,17.3
54431354.0,04,Inbound,1900-01-01 07:46:55,1900-01-01 08:04:54,17.983333333333334
54431355.0,04,Outbound,1900-01-01 08:12:16,1900-01-01 08:30:19,18.05
54431356.0,04,Inbound,1900-01-01 08:45:32,1900-01-01 09:03:00,17.466666666666665
54431357.0,04,Outbound,1900-01-01 06:50:46,1900-01-01 07:14:53,24.116666666666667
54431358.0,04,Inbound,1900-01-01 07:15:24,1900-01-01 07:31:36,16.2
54431359.0,04,Outbound,1900-01-01 07:40:22,1900-01-01 08:11:32,31.166666666666668
54431360.0,04,Inbound,1900-01-01 08:16:24,1900-01-01 08:33:13,16.816666666666666
54431361.0,04,Outbound,1900-01-01 08:40:22,1900-01-01 08:54:21,13.983333333333333
54431364.0,04,Outbound,1900-01-01 18:25:59,1900-01-01 18:41:43,15.733333333333333
54431365.0,04,Inbound,1900-01-01 18:43:18,1900-01-01 19:06:56,23.633333333333333
54431366.0,04,Outbound,1900-01-01 15:27:46,1900-01-01 15:43:47,16.016666666666666
54431367.0,04,Inbound,1900-01-01 15:45:10,1900-01-01 16:20:31,35.35
54431368.0,04,Outbound,1900-01-01 16:21:15,1900-01-01 16:39:29,18.233333333333334
54431369.0,04,Inbound,1900-01-01 16:40:07,1900-01-01 17:35:54,55.78333333333333
54431370.0,04,Outbound,1900-01-01 17:36:40,1900-01-01 17:52:05,15.416666666666666
54431371.0,04,Inbound,1900-01-01 17:53:27,1900-01-01 18:19:08,25.683333333333334
54431373.0,04,Inbound,1900-01-01 16:04:57,1900-01-01 16:36:36,31.65
54431374.0,04,Outbound,1900-01-01 17:00:12,1900-01-01 17:13:23,13.183333333333334
54431379.0,501,Inbound,1900-01-01 07:06:24,1900-01-01 07:30:52,24.466666666666665
54431380.0,501,Outbound,1900-01-01 07:40:47,1900-01-01 08:08:13,27.43333333333333
54431381.0,501,Inbound,1900-01-01 08:15:24,1900-01-01 08:43:55,28.516666666666666
54431382.0,501,Outbound,1900-01-01 08:55:40,1900-01-01 09:25:16,29.6
54431383.0,501,Inbound,1900-01-01 09:30:30,1900-01-01 09:55:42,25.2
54431392.0,501,Outbound,1900-01-01 06:49:43,1900-01-01 07:18:05,28.366666666666667
54431406.0,501,Outbound,1900-01-01 15:06:57,1900-01-01 15:45:41,38.733333333333334
54431407.0,501,Inbound,1900-01-01 15:48:02,1900-01-01 16:24:33,36.516666666666666
54431423.0,504,Inbound,1900-01-01 14:39:15,1900-01-01 15:02:10,22.916666666666668
54431424.0,504,Outbound,1900-01-01 15:03:37,1900-01-01 15:28:21,24.733333333333334
54431425.0,504,Inbound,1900-01-01 15:37:13,1900-01-01 16:01:55,24.7
54431439.0,65,Outbound,1900-01-01 06:08:08,1900-01-01 06:44:48,36.666666666666664
54431444.0,504,Outbound,1900-01-01 09:09:48,1900-01-01 09:33:11,23.383333333333336
54431445.0,504,Inbound,1900-01-01 09:53:08,1900-01-01 10:15:12,22.066666666666666
54431446.0,504,Inbound,1900-01-01 06:20:57,1900-01-01 06:44:49,23.866666666666664
54431447.0,504,Outbound,1900-01-01 06:48:07,1900-01-01 07:11:51,23.733333333333334
54431453.0,504,Outbound,1900-01-01 09:54:46,1900-01-01 10:24:16,29.5
54431454.0,504,Inbound,1900-01-01 10:27:24,1900-01-01 10:51:57,24.55
54431455.0,504,Outbound,1900-01-01 10:54:47,1900-01-01 11:23:20,28.55
54431462.0,504,Inbound,1900-01-01 06:57:06,1900-01-01 07:16:29,19.383333333333333
54431463.0,504,Outbound,1900-01-01 07:24:03,1900-01-01 07:47:33,23.5
54431464.0,504,Inbound,1900-01-01 07:57:30,1900-01-01 08:18:24,20.9
54431465.0,504,Outbound,1900-01-01 08:24:56,1900-01-01 08:58:48,33.86666666666667
54431466.0,504,Inbound,1900-01-01 08:59:23,1900-01-01 09:20:38,21.25
54431467.0,504,Outbound,1900-01-01 09:29:39,1900-01-01 09:54:49,25.166666666666668
54431486.0,504,Outbound,1900-01-01 15:50:54,1900-01-01 16:20:04,29.166666666666668
54431513.0,504,Inbound,1900-01-01 18:49:31,1900-01-01 19:10:38,21.116666666666667
54431516.0,504,Inbound,1900-01-01 11:05:09,1900-01-01 11:25:41,20.533333333333335
54431517.0,504,Outbound,1900-01-01 11:30:34,1900-01-01 11:56:13,25.649999999999995
54431518.0,504,Inbound,1900-01-01 11:35:23,1900-01-01 12:10:40,35.28333333333333
54431519.0,504,Outbound,1900-01-01 12:13:34,1900-01-01 12:40:07,26.55
54431520.0,504,Inbound,1900-01-01 12:45:17,1900-01-01 13:08:25,23.133333333333336
54431521.0,504,Inbound,1900-01-01 12:11:30,1900-01-01 12:35:19,23.816666666666666
54431522.0,504,Outbound,1900-01-01 12:39:51,1900-01-01 13:05:45,25.899999999999995
54431523.0,504,Inbound,1900-01-01 13:21:16,1900-01-01 13:48:45,27.483333333333334
54431524.0,504,Outbound,1900-01-01 13:49:44,1900-01-01 14:17:38,27.899999999999995
54431525.0,504,Outbound,1900-01-01 13:15:52,1900-01-01 13:45:34,29.7
54431526.0,504,Inbound,1900-01-01 13:57:16,1900-01-01 14:25:02,27.766666666666666
54431533.0,505,Outbound,1900-01-01 17:20:29,1900-01-01 18:05:16,44.78333333333333
54431534.0,505,Inbound,1900-01-01 05:46:06,1900-01-01 06:12:01,25.916666666666668
54431537.0,505,Outbound,1900-01-01 08:35:44,1900-01-01 09:27:36,51.86666666666667
54431538.0,505,Inbound,1900-01-01 09:29:00,1900-01-01 10:02:16,33.266666666666666
54431539.0,505,Inbound,1900-01-01 06:09:34,1900-01-01 06:34:06,24.533333333333335
54431540.0,505,Outbound,1900-01-01 06:52:16,1900-01-01 07:31:21,39.083333333333336
54431541.0,505,Inbound,1900-01-01 07:48:48,1900-01-01 08:25:40,36.86666666666667
54431542.0,505,Inbound,1900-01-01 06:29:52,1900-01-01 07:03:14,33.36666666666667
54431543.0,505,Outbound,1900-01-01 07:14:48,1900-01-01 07:51:13,36.416666666666664
54431544.0,505,Inbound,1900-01-01 08:14:17,1900-01-01 08:49:47,35.5
54431545.0,505,Outbound,1900-01-01 06:00:14,1900-01-01 06:41:56,41.7
54431546.0,505,Inbound,1900-01-01 06:50:01,1900-01-01 07:21:25,31.4
54431547.0,505,Outbound,1900-01-01 07:39:44,1900-01-01 08:38:23,58.65
54431548.0,505,Inbound,1900-01-01 08:40:37,1900-01-01 09:11:47,31.166666666666668
54431549.0,505,Inbound,1900-01-01 07:11:11,1900-01-01 07:48:58,37.78333333333333
54431550.0,505,Outbound,1900-01-01 08:06:25,1900-01-01 08:47:38,41.21666666666667
54431552.0,505,Outbound,1900-01-01 16:00:53,1900-01-01 16:47:06,46.21666666666667
54431553.0,505,Inbound,1900-01-01 17:05:16,1900-01-01 17:41:02,35.766666666666666
54431555.0,505,Outbound,1900-01-01 16:24:50,1900-01-01 17:27:59,63.15
54431556.0,505,Inbound,1900-01-01 17:29:39,1900-01-01 18:05:03,35.4
54431558.0,505,Outbound,1900-01-01 16:45:04,1900-01-01 17:57:35,72.51666666666667
