half_trip_id,route_id,direction_id,start_time,end_time,end_to_end_travel_time
54148338.0,04,Outbound,1900-01-01 06:20:16,1900-01-01 06:40:52,20.6
54148339.0,04,Inbound,1900-01-01 06:48:18,1900-01-01 06:58:38,10.333333333333334
54148340.0,04,Outbound,1900-01-01 07:15:04,1900-01-01 07:31:33,16.483333333333334
54148341.0,04,Inbound,1900-01-01 07:45:17,1900-01-01 07:57:43,12.433333333333332
54148342.0,04,Outbound,1900-01-01 08:10:14,1900-01-01 08:33:38,23.4
54148344.0,04,Outbound,1900-01-01 06:54:03,1900-01-01 07:09:59,15.933333333333334
54148345.0,04,Inbound,1900-01-01 07:18:29,1900-01-01 07:31:01,12.533333333333333
54148346.0,04,Outbound,1900-01-01 07:31:48,1900-01-01 08:07:42,35.9
54148347.0,04,Inbound,1900-01-01 08:15:25,1900-01-01 08:29:20,13.916666666666666
54148348.0,04,Outbound,1900-01-01 08:41:36,1900-01-01 08:56:30,14.9
54148351.0,04,Outbound,1900-01-01 18:25:27,1900-01-01 18:36:04,10.616666666666665
54148352.0,04,Inbound,1900-01-01 18:37:08,1900-01-01 19:08:54,31.766666666666666
54148353.0,04,Outbound,1900-01-01 15:22:50,1900-01-01 15:38:07,15.283333333333333
54148354.0,04,Inbound,1900-01-01 15:38:46,1900-01-01 16:21:20,42.56666666666667
54148355.0,04,Outbound,1900-01-01 16:22:05,1900-01-01 16:36:55,14.833333333333334
54148356.0,04,Inbound,1900-01-01 16:37:23,1900-01-01 17:37:05,59.7
54148357.0,04,Outbound,1900-01-01 17:37:33,1900-01-01 17:50:08,12.583333333333334
54148358.0,04,Inbound,1900-01-01 17:51:01,1900-01-01 18:21:05,30.066666666666666
54148359.0,04,Outbound,1900-01-01 15:50:16,1900-01-01 16:02:05,11.816666666666666
54148360.0,04,Inbound,1900-01-01 16:03:19,1900-01-01 16:35:14,31.916666666666668
54148361.0,04,Outbound,1900-01-01 17:00:01,1900-01-01 17:13:19,13.3
54148377.0,501,Inbound,1900-01-01 07:23:47,1900-01-01 07:54:38,30.850000000000005
54148378.0,501,Outbound,1900-01-01 07:58:53,1900-01-01 08:23:03,24.166666666666668
54148379.0,501,Inbound,1900-01-01 08:33:26,1900-01-01 08:58:32,25.100000000000005
54148380.0,501,Inbound,1900-01-01 06:21:19,1900-01-01 06:50:08,28.816666666666666
54148381.0,501,Outbound,1900-01-01 06:50:47,1900-01-01 07:12:59,22.2
54148388.0,501,Outbound,1900-01-01 08:34:59,1900-01-01 08:59:30,24.516666666666666
54148389.0,501,Inbound,1900-01-01 09:08:00,1900-01-01 09:33:52,25.866666666666664
54148402.0,501,Inbound,1900-01-01 18:46:14,1900-01-01 19:01:43,15.48333333333333
54148407.0,504,Inbound,1900-01-01 14:25:16,1900-01-01 14:47:15,21.983333333333334
54148408.0,504,Outbound,1900-01-01 14:55:35,1900-01-01 15:15:53,20.3
54148409.0,504,Inbound,1900-01-01 15:29:23,1900-01-01 15:54:32,25.149999999999995
54148430.0,504,Inbound,1900-01-01 06:23:50,1900-01-01 06:44:59,21.15
54148431.0,504,Outbound,1900-01-01 06:48:15,1900-01-01 07:10:27,22.2
54148437.0,504,Outbound,1900-01-01 09:56:20,1900-01-01 10:21:16,24.933333333333334
54148438.0,504,Inbound,1900-01-01 10:27:10,1900-01-01 10:48:46,21.600000000000005
54148439.0,504,Outbound,1900-01-01 10:55:33,1900-01-01 11:15:31,19.966666666666665
54148456.0,504,Outbound,1900-01-01 09:30:39,1900-01-01 09:48:25,17.766666666666666
