route_id,direction_id,service_date,delay_time
01,Inbound,2022-12-27,1.8314814814814815
01,Outbound,2022-12-27,0.9222222222222223
04,Inbound,2022-12-27,3.855277777777778
04,Outbound,2022-12-27,3.2053030303030305
07,Inbound,2022-12-27,2.498627450980392
07,Outbound,2022-12-27,1.3010526315789472
08,Inbound,2022-12-27,1.6533251231527093
08,Outbound,2022-12-27,2.2646935348446684
09,Inbound,2022-12-27,1.9952380952380953
09,Outbound,2022-12-27,1.4173076923076924
10,Inbound,2022-12-27,3.84395325203252
10,Outbound,2022-12-27,3.500990099009901
100,Inbound,2022-12-27,0.7346825396825397
100,Outbound,2022-12-27,1.810873015873016
101,Inbound,2022-12-27,0.948154761904762
101,Outbound,2022-12-27,1.6958333333333333
104,Inbound,2022-12-27,2.576365348399247
104,Outbound,2022-12-27,2.3172413793103446
105,Inbound,2022-12-27,1.9306249999999998
105,Outbound,2022-12-27,2.1975000000000002
106,Inbound,2022-12-27,1.8876488095238095
106,Outbound,2022-12-27,3.0269230769230773
108,Inbound,2022-12-27,1.733968253968254
108,Outbound,2022-12-27,3.7287037037037036
109,Inbound,2022-12-27,1.8197222222222222
109,Outbound,2022-12-27,2.116996233521657
11,Inbound,2022-12-27,5.480401234567901
11,Outbound,2022-12-27,4.49683908045977
110,Inbound,2022-12-27,1.9740079365079364
110,Outbound,2022-12-27,1.2610206297502715
111,Inbound,2022-12-27,0.0
111,Outbound,2022-12-27,0.275
112,Inbound,2022-12-27,2.6481792717086834
112,Outbound,2022-12-27,1.949867724867725
114,Inbound,2022-12-27,2.109259259259259
114,Outbound,2022-12-27,0.7731481481481481
116,Inbound,2022-12-27,0.25
116,Outbound,2022-12-27,0.16944444444444443
117,Inbound,2022-12-27,3.4
117,Outbound,2022-12-27,1.3272727272727272
119,Inbound,2022-12-27,0.4444444444444444
119,Outbound,2022-12-27,0.5709677419354839
120,Inbound,2022-12-27,2.9723015873015872
120,Outbound,2022-12-27,3.341388888888889
121,Inbound,2022-12-27,1.1677083333333333
