FID,Shape_Leng,shape_id,route_id,agency_id,route_shor,route_long,route_desc,route_type,route_url,route_colo,route_text,route_sort,route_fare,line_id,listed_rou,route_ty_1,Shape__Length
160,0.199476308269,1129916913,1671039b,1,131,modified - MF (Melrose-Saugus-Lynn), ,3, ,066A40,ffffff, ,Local Bus, , ,Bus,23074.5671021334
161,0.132174727875,1129916914,4dd77aba,1,51,- WF+ (Reservoir-Bellevue-Forest Hills), ,3, ,A72051,ffffff, ,Local Bus, , ,Bus,16830.0194505663
162,0.131359324088,1129916915,4dd77aba,1,51,- WF+ (Reservoir-Bellevue-Forest Hills), ,3, ,A72051,ffffff, ,Local Bus, , ,Bus,16764.2523216564
163,0.128875857122,1129916916,f27468be,1,34,modified - MF (Legacy Place-Forest Hills), ,3, ,A92023,ffffff, ,Local Bus, , ,Bus,16803.1902482876
164,0.134521995562,1129916917,f27468be,1,34,modified - MF (Legacy Place-Forest Hills), ,3, ,A92023,ffffff, ,Local Bus, , ,Bus,17115.2916382379
165,0.106176618087,1129916918,789af8bb,1,50,modified - WF+ (Readville-Fairmount-Hyde Park-Forest Hills), ,3, ,5A8400,ffffff, ,Local Bus, , ,Bus,13787.9605789173
166,0.109470475551,1129916919,789af8bb,1,50,modified - WF+ (Readville-Fairmount-Hyde Park-Forest Hills), ,3, ,5A8400,ffffff, ,Local Bus, , ,Bus,14173.6618303764
167,0.107046231365,1129916920,1945dbdb,1,40,modified - WF+ (Readville-Germantown-West Roxbury-Forest Hills), ,3, ,066A40,ffffff, ,Local Bus, , ,Bus,13764.1833340108
168,0.109900737936,1129916921,1945dbdb,1,40,modified - WF+ (Readville-Germantown-West Roxbury-Forest Hills), ,3, ,066A40,ffffff, ,Local Bus, , ,Bus,14115.9799265155
169,0.135814915627,1129916922,9cae6a7d,1,220,- MF (Hingham Depot-Quincy), ,3, ,A72051,ffffff, ,Local Bus, , ,Bus,15978.0222317869
170,0.137114906301,1129916923,9cae6a7d,1,220,- MF (Hingham Depot-Quincy), ,3, ,A72051,ffffff, ,Local Bus, , ,Bus,16156.3922800894
171,0.106525014961,1129916924,6cf2fbfa,1,211,- WF+ (Squantum-North Quincy-Quincy), ,3, ,005BAA,ffffff, ,Local Bus, , ,Bus,13804.4364134963
172,0.0891723840939,1129916925,6cf2fbfa,1,211,- WF+ (Squantum-North Quincy-Quincy), ,3, ,005BAA,ffffff, ,Local Bus, , ,Bus,11630.5881840439
173,0.097335801329,1129916926,299ca0ab,1,132,- WF+ (Stoneham-Malden), ,3, ,007DBD,ffffff, ,Local Bus, , ,Bus,13276.2790392914
174,0.101287820304,1129916927,299ca0ab,1,132,- WF+ (Stoneham-Malden), ,3, ,007DBD,ffffff, ,Local Bus, , ,Bus,13782.2858442824
175,0.0934969259461,1129916928,85cac270,1,53,- WF (Waltham-Brandeis-Riverside), ,3, ,A92023,ffffff, ,Local Bus, , ,Bus,12109.408586065
176,0.0925887797101,1129916929,85cac270,1,53,- WF (Waltham-Brandeis-Riverside), ,3, ,A92023,ffffff, ,Local Bus, , ,Bus,12036.4413382774
177,0.0554686101367,1129916930,6d236920,1,18,modified - YF (Ashmont-JFK/UMass), ,3, ,613FA6,ffffff, ,Local Bus, , ,Bus,7991.0623045105
178,0.0772787152895,1129916931,6d236920,1,18,modified - YF (Ashmont-JFK/UMass), ,3, ,613FA6,ffffff, ,Local Bus, , ,Bus,11124.0331787939
179,0.115532391593,1129916932,7ca8dbdb,1,20,- WF (Ashmont-Field's Corner), ,3, ,613FA6,ffffff, ,Local Bus, , ,Bus,13947.2070756303
180,0.106051328294,1129916933,7ca8dbdb,1,20,- WF (Ashmont-Field's Corner), ,3, ,613FA6,ffffff, ,Local Bus, , ,Bus,13354.9807630178
181,0.0303781444544,1129916934,0e4b4b61,1,29,modified - YF (Ashmont-Franklin Field), ,3, ,A72051,ffffff, ,Local Bus, , ,Bus,3736.37393546517
182,0.0324112131087,1129916935,0e4b4b61,1,29,modified - YF (Ashmont-Franklin Field), ,3, ,A72051,ffffff, ,Local Bus, , ,Bus,4010.34410767227
183,0.109841235876,1129916936,bdc35076,1,10,modified - MF (South Boston-Andrew-Ruggles), ,3, ,005BAA,ffffff, ,Local Bus, , ,Bus,13255.1433951152
184,0.102129608981,1129916937,bdc35076,1,10,modified - MF (South Boston-Andrew-Ruggles), ,3, ,005BAA,ffffff, ,Local Bus, , ,Bus,12508.3960514821
185,0.123541913601,1129916938,473901c9,1,222,modified - MF (Lovell Corners-Quincy Center), ,3, ,005BAA,ffffff, ,Local Bus, , ,Bus,15557.5785257352
186,0.13404699881,1129916939,473901c9,1,222,modified - MF (Lovell Corners-Quincy Center), ,3, ,005BAA,ffffff, ,Local Bus, , ,Bus,16865.0105447161
187,0.110099698571,1129916940,0c7110a3,1,226,- WF+ (Columbian Square-Braintree), ,3, ,613FA6,ffffff, ,Local Bus, , ,Bus,14302.6154704337
188,0.105083958073,1129916941,0c7110a3,1,226,- WF+ (Columbian Square-Braintree), ,3, ,613FA6,ffffff, ,Local Bus, , ,Bus,13592.7295875898
189,0.179961338512,1129916942,7d9fd31a,1,240,modified - WF+ (Avon-Randolph-Milton-Ashmont), ,3, ,A92023,ffffff, ,Local Bus, , ,Bus,25550.4891119562
190,0.183822370346,1129916943,7d9fd31a,1,240,modified - WF+ (Avon-Randolph-Milton-Ashmont), ,3, ,A92023,ffffff, ,Local Bus, , ,Bus,26081.2060351151
191,0.0563342749002,1129916944,07026ffe,1,108,modified - MF (Malden Center-Kennedy Drive), ,3, ,613FA6,ffffff, ,Local Bus, , ,Bus,6849.962889273
192,0.0630201867284,1129916945,07026ffe,1,108,modified - MF (Malden Center-Kennedy Drive), ,3, ,613FA6,ffffff, ,Local Bus, , ,Bus,7691.75856278637
193,0.208030385644,1129916946,f872431b,1,62,- WF+ (Bedford-Lexington-Alewife), ,3, ,5A8400,ffffff, ,Local Bus, , ,Bus,26657.1549782329
194,0.214139691461,1129916947,f872431b,1,62,- WF+ (Bedford-Lexington-Alewife), ,3, ,5A8400,ffffff, ,Local Bus, , ,Bus,27357.4502000587
195,0.0467570118638,1129916948,d8e4128b,1,69,- MF (Harvard-Lechmere), ,3, ,A72051,ffffff, ,Local Bus, , ,Bus,5487.47737993592
196,0.0510995934885,1129916949,d8e4128b,1,69,- MF (Harvard-Lechmere), ,3, ,A72051,ffffff, ,Local Bus, , ,Bus,5975.37582512224
197,0.0372932980542,1129916950,5c8575e5,1,70,modified (variant) - MF (MarketPlace Drive-Waltham Square), ,3, ,5A8400,ffffff, ,Local Bus, , ,Bus,4392.24086634796
198,0.0374467056621,1129916951,5c8575e5,1,70,modified (variant) - MF (MarketPlace Drive-Waltham Square), ,3, ,5A8400,ffffff, ,Local Bus, , ,Bus,4466.83562246194
199,0.0973653145199,1129916954,5aadc3d0,1,351,- XF (Burlington Peak), ,3, ,066A40,ffffff, ,Local Bus, , ,Bus,11920.6645301503
200,0.0744714805869,1129916955,5aadc3d0,1,351,- XF (Burlington Peak), ,3, ,066A40,ffffff, ,Local Bus, , ,Bus,9277.39756079599
201,0.0405186200407,1129916956,55389ed8,1,SL4/SL5,combined - HF (Nubian-South Station), ,3, ,7c878e,ffffff, ,Local Bus, , ,Bus,5310.39360482032
202,0.0437437320637,1129916957,55389ed8,1,SL4/SL5,combined - HF (Nubian-South Station), ,3, ,7c878e,ffffff, ,Local Bus, , ,Bus,5724.94082808369
203,0.100615378006,1129916958,4829de2b,1,64,modified - MF (Oak Square-Kendall/MIT), ,3, ,ac7e00,ffffff, ,Local Bus, , ,Bus,12089.846730798
204,0.107160646438,1129916959,4829de2b,1,64,modified - MF (Oak Square-Kendall/MIT), ,3, ,ac7e00,ffffff, ,Local Bus, , ,Bus,12934.7276615777
205,0.232977143596,1129916960,d247a180,1,505,modified - XF2 (Waltham-Watertown-Downtown), ,3, ,613FA6,ffffff, ,Inner Express, , ,Bus,27755.3746638576
206,0.216546017399,1129916961,d247a180,1,505,modified - XF2 (Waltham-Watertown-Downtown), ,3, ,613FA6,ffffff, ,Inner Express, , ,Bus,25647.2174689937
207,0.0408338450035,1129916962,57dbd1eb,1,68,- XF (Harvard-Kendall/MIT), ,3, ,ac7e00,ffffff, ,Local Bus, , ,Bus,4876.82191101444
208,0.0389299816477,1129916963,57dbd1eb,1,68,- XF (Harvard-Kendall/MIT), ,3, ,ac7e00,ffffff, ,Local Bus, , ,Bus,4675.1392300466
209,0.109383027969,1129916964,a4eb9c98,1,T7,modified - HF (Sullivan-Charlestown-South Boston), ,3, ,066A40,ffffff, ,Local Bus, , ,Bus,13736.3115298974
210,0.0942106121415,1129916965,a4eb9c98,1,T7,modified - HF (Sullivan-Charlestown-South Boston), ,3, ,066A40,ffffff, ,Local Bus, , ,Bus,11819.0470021837
211,0.0501367629625,1129916966,6e309b63,1,SLW,modified - XF4 (Design Center - South Station), ,3, ,7c878e,ffffff, ,Local Bus, , ,Bus,5856.18221408548
212,0.0272289055651,1129916967,6e309b63,1,SLW,modified - XF4 (Design Center - South Station), ,3, ,7c878e,ffffff, ,Local Bus, , ,Bus,3291.61264770951
213,0.0761820279384,1129916968,938ad1e0,1,112,modified - WF (Admiral's Hill-Quigley Hospital), ,3, ,5A8400,ffffff, ,Local Bus, , ,Bus,7267.170085142
214,0.0332709330971,1129916969,938ad1e0,1,112,modified - WF (Admiral's Hill-Quigley Hospital), ,3, ,5A8400,ffffff, ,Local Bus, , ,Bus,2871.70603668582
215,0.0821004804941,1129916970,3accf543,1,SL1,- HF (Logan Airport-South Station), ,3, ,7c878e,ffffff, ,Local Bus, , ,Bus,10610.8899009566
216,0.0702010675095,1129916971,3accf543,1,SL1,- HF (Logan Airport-South Station), ,3, ,7c878e,ffffff, ,Local Bus, , ,Bus,8925.65822787281
217,0.104841931815,1129916972,0395b783,1,SL3,- HF (Chelsea-South Station), ,3, ,7c878e,ffffff, ,Local Bus, , ,Bus,13504.9614198383
218,0.107811801557,1129916973,0395b783,1,SL3,- HF (Chelsea-South Station), ,3, ,7c878e,ffffff, ,Local Bus, , ,Bus,13889.2344826237
219,0.107082903823,1129916974,aada2de7,1,38,modified - WF+ (West Roxbury-Nubian), ,3, ,5A8400,ffffff, ,Local Bus, , ,Bus,13324.8414257671
220,0.101638174097,1129916975,aada2de7,1,38,modified - WF+ (West Roxbury-Nubian), ,3, ,5A8400,ffffff, ,Local Bus, , ,Bus,12933.8280612163
221,0.0794179288496,1129916976,e6286872,1,75,- MF (Belmont-Harvard), ,3, ,A92023,ffffff, ,Local Bus, , ,Bus,9771.35700870392
222,0.0823560319586,1129916977,e6286872,1,75,- MF (Belmont-Harvard), ,3, ,A92023,ffffff, ,Local Bus, , ,Bus,10094.853414897
223,0.124029964312,1129916978,4f0ee5e6,1,78,- WF+ (Arlmont Village-Harvard), ,3, ,C9500E,ffffff, ,Local Bus, , ,Bus,15264.9224697008
224,0.145349331328,1129916979,4f0ee5e6,1,78,- WF+ (Arlmont Village-Harvard), ,3, ,C9500E,ffffff, ,Local Bus, , ,Bus,17787.5040187952
225,0.0981011570361,1129916980,a47c7a02,1,T77,- HF (Arlington-Porter-Harvard), ,3, ,5A8400,ffffff, ,Local Bus, , ,Bus,12438.7083400739
226,0.0970594151011,1129916981,a47c7a02,1,T77,- HF (Arlington-Porter-Harvard), ,3, ,5A8400,ffffff, ,Local Bus, , ,Bus,12304.9232384145
227,0.133803673542,1129916982,66c57cba,1,T109,modified - HF (Everett-Sullivan-Harvard), ,3, ,613FA6,ffffff, ,Local Bus, , ,Bus,16998.8712734172
228,0.141379833837,1129916983,66c57cba,1,T109,modified - HF (Everett-Sullivan-Harvard), ,3, ,613FA6,ffffff, ,Local Bus, , ,Bus,17993.3610908721
229,0.0709641382709,1129916984,f03ffdfb,1,86,modified - MF (Reservoir-Allston-Harvard), ,3, ,5A8400,ffffff, ,Local Bus, , ,Bus,9249.71035021438
230,0.0683166163854,1129916985,f03ffdfb,1,86,modified - MF (Reservoir-Allston-Harvard), ,3, ,5A8400,ffffff, ,Local Bus, , ,Bus,8903.3125307509
231,0.0873423484422,1129916986,54990669,1,99,modified - WF+ (Melrose-Malden-Wellington), ,3, ,613FA6,ffffff, ,Local Bus, , ,Bus,11561.3664211608
232,0.0883501681676,1129916987,54990669,1,99,modified - WF+ (Melrose-Malden-Wellington), ,3, ,613FA6,ffffff, ,Local Bus, , ,Bus,11595.4187690603
233,0.11228919753,8000001,Green-E,1,E,Green Line E,Rapid Transit,0,https://www.mbta.com/schedules/Green-E,00843D,FFFFFF,10035,Rapid Transit,line-Green, ,"Tram, Streetcar, Light rail",13787.8541210969
234,0.11182072034,8000002,Green-E,1,E,Green Line E,Rapid Transit,0,https://www.mbta.com/schedules/Green-E,00843D,FFFFFF,10035,Rapid Transit,line-Green, ,"Tram, Streetcar, Light rail",13726.1914615916
235,0.0960999304854,8000005,Green-C,1,C,Green Line C,Rapid Transit,0,https://www.mbta.com/schedules/Green-C,00843D,FFFFFF,10033,Rapid Transit,line-Green, ,"Tram, Streetcar, Light rail",11150.4378893682
236,0.0960472859726,8000006,Green-C,1,C,Green Line C,Rapid Transit,0,https://www.mbta.com/schedules/Green-C,00843D,FFFFFF,10033,Rapid Transit,line-Green, ,"Tram, Streetcar, Light rail",11143.2809296543
237,0.224587855191,8000007,Green-D,1,D,Green Line D,Rapid Transit,0,https://www.mbta.com/schedules/Green-D,00843D,FFFFFF,10034,Rapid Transit,line-Green, ,"Tram, Streetcar, Light rail",26980.9077005743
238,0.261754266521,8000008,Green-D,1,D,Green Line D,Rapid Transit,0,https://www.mbta.com/schedules/Green-D,00843D,FFFFFF,10034,Rapid Transit,line-Green, ,"Tram, Streetcar, Light rail",31386.8593056569
239,0.262224986662,8000009,Green-D,1,D,Green Line D,Rapid Transit,0,https://www.mbta.com/schedules/Green-D,00843D,FFFFFF,10034,Rapid Transit,line-Green, ,"Tram, Streetcar, Light rail",31448.7934739808
240,0.22458727584,8000010,Green-D,1,D,Green Line D,Rapid Transit,0,https://www.mbta.com/schedules/Green-D,00843D,FFFFFF,10034,Rapid Transit,line-Green, ,"Tram, Streetcar, Light rail",26980.80570322
241,0.118764928896,8000012,Green-B,1,B,Green Line B,Rapid Transit,0,https://www.mbta.com/schedules/Green-B,00843D,FFFFFF,10032,Rapid Transit,line-Green, ,"Tram, Streetcar, Light rail",13995.7877628893
242,0.118450492201,8000013,Green-B,1,B,Green Line B,Rapid Transit,0,https://www.mbta.com/schedules/Green-B,00843D,FFFFFF,10032,Rapid Transit,line-Green, ,"Tram, Streetcar, Light rail",13958.934252453
243,0.0451986832903,899_0005,Mattapan,1, ,Mattapan Trolley,Rapid Transit,0,https://www.mbta.com/schedules/Mattapan,DA291C,FFFFFF,10011,Rapid Transit,line-Mattapan, ,"Tram, Streetcar, Light rail",5501.58196678979
244,0.0451475248965,899_0008,Mattapan,1, ,Mattapan Trolley,Rapid Transit,0,https://www.mbta.com/schedules/Mattapan,DA291C,FFFFFF,10011,Rapid Transit,line-Mattapan, ,"Tram, Streetcar, Light rail",5495.78017011843
245,0.173816808513,903_0017,Orange,1, ,Orange Line,Rapid Transit,1,https://www.mbta.com/schedules/Orange,ED8B00,FFFFFF,10020,Rapid Transit,line-Orange, ,"Subway, Metro",24080.1033673735
246,0.173816829668,903_0018,Orange,1, ,Orange Line,Rapid Transit,1,https://www.mbta.com/schedules/Orange,ED8B00,FFFFFF,10020,Rapid Transit,line-Orange, ,"Subway, Metro",24080.10485562
247,0.139761036273,913_0010,Orange,1, ,Orange Line,Rapid Transit,1,https://www.mbta.com/schedules/Orange,ED8B00,FFFFFF,10020,Rapid Transit,line-Orange, ,"Subway, Metro",19014.745919177
248,0.198302738897,931_0009,Red,1, ,Red Line,Rapid Transit,1,https://www.mbta.com/schedules/Red,DA291C,FFFFFF,10010,Rapid Transit,line-Red, ,"Subway, Metro",25880.7372388081
249,0.198304977021,931_0010,Red,1, ,Red Line,Rapid Transit,1,https://www.mbta.com/schedules/Red,DA291C,FFFFFF,10010,Rapid Transit,line-Red, ,"Subway, Metro",25881.0581229454
250,0.290451530144,933_0009,Red,1, ,Red Line,Rapid Transit,1,https://www.mbta.com/schedules/Red,DA291C,FFFFFF,10010,Rapid Transit,line-Red, ,"Subway, Metro",38630.1549753869
251,0.290451529879,933_0010,Red,1, ,Red Line,Rapid Transit,1,https://www.mbta.com/schedules/Red,DA291C,FFFFFF,10010,Rapid Transit,line-Red, ,"Subway, Metro",38630.1547661452
252,0.101806867308,946_0013,Blue,1, ,Blue Line,Rapid Transit,1,https://www.mbta.com/schedules/Blue,003DA5,FFFFFF,10040,Rapid Transit,line-Blue, ,"Subway, Metro",13042.5544715778
253,0.101812228053,946_0014,Blue,1, ,Blue Line,Rapid Transit,1,https://www.mbta.com/schedules/Blue,003DA5,FFFFFF,10040,Rapid Transit,line-Blue, ,"Subway, Metro",13043.3384759129
254,0.0678545620168,948_0005,Blue,1, ,Blue Line,Rapid Transit,1,https://www.mbta.com/schedules/Blue,003DA5,FFFFFF,10040,Rapid Transit,line-Blue, ,"Subway, Metro",8325.96715328733
255,0.580705079302,9790001,CR-Kingston,1, ,Kingston Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Kingston,80276C,FFFFFF,20007,Commuter Rail,line-Kingston, ,Rail,76438.7431420497
256,0.580705079302,9790002,CR-Kingston,1, ,Kingston Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Kingston,80276C,FFFFFF,20007,Commuter Rail,line-Kingston, ,Rail,76438.7431420496
257,0.545143713052,9800001,CR-Middleborough,1, ,Middleborough/Lakeville Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Middleborough,80276C,FFFFFF,20009,Commuter Rail,line-Middleborough, ,Rail,77327.4066793348
258,0.545143713052,9800002,CR-Middleborough,1, ,Middleborough/Lakeville Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Middleborough,80276C,FFFFFF,20009,Commuter Rail,line-Middleborough, ,Rail,77327.4066793348
259,0.572471897517,9810001,CR-Newburyport,1, ,Newburyport/Rockport Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Newburyport,80276C,FFFFFF,20011,Commuter Rail,line-Newburyport, ,Rail,79312.2586385052
260,0.572471897517,9810002,CR-Newburyport,1, ,Newburyport/Rockport Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Newburyport,80276C,FFFFFF,20011,Commuter Rail,line-Newburyport, ,Rail,79312.2586385053
261,0.610962587754,9810006,CR-Newburyport,1, ,Newburyport/Rockport Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Newburyport,80276C,FFFFFF,20011,Commuter Rail,line-Newburyport, ,Rail,77074.4038428654
262,0.610962587754,9810007,CR-Newburyport,1, ,Newburyport/Rockport Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Newburyport,80276C,FFFFFF,20011,Commuter Rail,line-Newburyport, ,Rail,77074.4038428653
263,0.519528106581,9820001,CR-Haverhill,1, ,Haverhill Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Haverhill,80276C,FFFFFF,20006,Commuter Rail,line-Haverhill, ,Rail,71953.0893939669
264,0.519528106581,9820002,CR-Haverhill,1, ,Haverhill Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Haverhill,80276C,FFFFFF,20006,Commuter Rail,line-Haverhill, ,Rail,71953.089393967
265,0.528405770777,9820003,CR-Haverhill,1, ,Haverhill Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Haverhill,80276C,FFFFFF,20006,Commuter Rail,line-Haverhill, ,Rail,72787.9031132817
266,0.528405770777,9820004,CR-Haverhill,1, ,Haverhill Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Haverhill,80276C,FFFFFF,20006,Commuter Rail,line-Haverhill, ,Rail,72787.9031132817
267,0.420344046787,9830005,CR-Lowell,1, ,Lowell Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Lowell,80276C,FFFFFF,20008,Commuter Rail,line-Lowell, ,Rail,55093.8786634221
268,0.420344046787,9830006,CR-Lowell,1, ,Lowell Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Lowell,80276C,FFFFFF,20008,Commuter Rail,line-Lowell, ,Rail,55093.8786634222
269,0.949384635057,9840003,CR-Fitchburg,1, ,Fitchburg Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Fitchburg,80276C,FFFFFF,20002,Commuter Rail,line-Fitchburg, ,Rail,116672.882313954
270,0.949384635057,9840004,CR-Fitchburg,1, ,Fitchburg Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Fitchburg,80276C,FFFFFF,20002,Commuter Rail,line-Fitchburg, ,Rail,116672.882313954
271,0.821068754734,9850001,CR-Worcester,1, ,Framingham/Worcester Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Worcester,80276C,FFFFFF,20003,Commuter Rail,line-Worcester, ,Rail,96559.0582879182
272,0.821068754734,9850002,CR-Worcester,1, ,Framingham/Worcester Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Worcester,80276C,FFFFFF,20003,Commuter Rail,line-Worcester, ,Rail,96559.0582879181
273,0.23883760238,9860001,CR-Needham,1, ,Needham Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Needham,80276C,FFFFFF,20010,Commuter Rail,line-Needham, ,Rail,29651.023118212
274,0.23883760238,9860002,CR-Needham,1, ,Needham Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Needham,80276C,FFFFFF,20010,Commuter Rail,line-Needham, ,Rail,29651.023118212
275,0.145642079875,9870001,CR-Fairmount,1, ,Fairmount Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Fairmount,80276C,FFFFFF,20001,Commuter Rail,line-Fairmount, ,Rail,19980.9186220395
276,0.145642079875,9870002,CR-Fairmount,1, ,Fairmount Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Fairmount,80276C,FFFFFF,20001,Commuter Rail,line-Fairmount, ,Rail,19980.9186220395
277,0.512826655992,9880003,CR-Franklin,1, ,Franklin Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Franklin,80276C,FFFFFF,20004,Commuter Rail,line-Franklin, ,Rail,65019.3072827982
278,0.519319147081,9880005,CR-Franklin,1, ,Franklin Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Franklin,80276C,FFFFFF,20004,Commuter Rail,line-Franklin, ,Rail,66041.2319448734
279,0.519319147081,9880006,CR-Franklin,1, ,Franklin Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Franklin,80276C,FFFFFF,20004,Commuter Rail,line-Franklin, ,Rail,66041.2319448734
280,0.298785418165,9890003,CR-Providence,1, ,Providence/Stoughton Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Providence,80276C,FFFFFF,20012,Commuter Rail,line-Providence, ,Rail,41170.3013136414
281,0.298785418165,9890004,CR-Providence,1, ,Providence/Stoughton Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Providence,80276C,FFFFFF,20012,Commuter Rail,line-Providence, ,Rail,41170.3013136414
282,0.986996753208,9890008,CR-Providence,1, ,Providence/Stoughton Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Providence,80276C,FFFFFF,20012,Commuter Rail,line-Providence, ,Rail,136202.237389699
283,0.986996753817,9890009,CR-Providence,1, ,Providence/Stoughton Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Providence,80276C,FFFFFF,20012,Commuter Rail,line-Providence, ,Rail,136202.23743999
284,0.474856058871,9900001,CR-Greenbush,1, ,Greenbush Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Greenbush,80276C,FFFFFF,20005,Commuter Rail,line-Greenbush, ,Rail,60327.2266478944
285,0.474856058871,9900002,CR-Greenbush,1, ,Greenbush Line,Commuter Rail,2,https://www.mbta.com/schedules/CR-Greenbush,80276C,FFFFFF,20005,Commuter Rail,line-Greenbush, ,Rail,60327.2266478943
286,0.203593931633,b0001,Boat-F1,1, ,Hingham/Hull Ferry,Ferry,4,https://www.mbta.com/schedules/Boat-F1,008EAA,FFFFFF,30002,Ferry,line-Boat-F1, ,Ferry,26136.8626728685
287,0.152408608074,b0002,Boat-F1,1, ,Hingham/Hull Ferry,Ferry,4,https://www.mbta.com/schedules/Boat-F1,008EAA,FFFFFF,30002,Ferry,line-Boat-F1, ,Ferry,18541.5513095867
288,0.152408608074,b0003,Boat-F1,1, ,Hingham/Hull Ferry,Ferry,4,https://www.mbta.com/schedules/Boat-F1,008EAA,FFFFFF,30002,Ferry,line-Boat-F1, ,Ferry,18541.5513095867
289,0.18860297692,b0009,Boat-F1,1, ,Hingham/Hull Ferry,Ferry,4,https://www.mbta.com/schedules/Boat-F1,008EAA,FFFFFF,30002,Ferry,line-Boat-F1, ,Ferry,24198.0462661238
290,0.181431904171,b0012,Boat-F1,1, ,Hingham/Hull Ferry,Ferry,4,https://www.mbta.com/schedules/Boat-F1,008EAA,FFFFFF,30002,Ferry,line-Boat-F1, ,Ferry,23308.3414643738
291,0.181431904171,b0013,Boat-F1,1, ,Hingham/Hull Ferry,Ferry,4,https://www.mbta.com/schedules/Boat-F1,008EAA,FFFFFF,30002,Ferry,line-Boat-F1, ,Ferry,23308.3414643738
292,0.179353517067,b0014,Boat-F1,1, ,Hingham/Hull Ferry,Ferry,4,https://www.mbta.com/schedules/Boat-F1,008EAA,FFFFFF,30002,Ferry,line-Boat-F1, ,Ferry,22936.9668911382
293,0.179353517067,b0015,Boat-F1,1, ,Hingham/Hull Ferry,Ferry,4,https://www.mbta.com/schedules/Boat-F1,008EAA,FFFFFF,30002,Ferry,line-Boat-F1, ,Ferry,22936.9668911382
294,0.203593931633,b0016,Boat-F1,1, ,Hingham/Hull Ferry,Ferry,4,https://www.mbta.com/schedules/Boat-F1,008EAA,FFFFFF,30002,Ferry,line-Boat-F1, ,Ferry,26136.8626728685
295,0.0191507052148,b0017,Boat-F4,1, ,Charlestown Ferry,Ferry,4,https://www.mbta.com/schedules/Boat-F4,008EAA,FFFFFF,30001,Ferry,line-Boat-F4, ,Ferry,2577.43616882073
296,0.0191507052148,b0018,Boat-F4,1, ,Charlestown Ferry,Ferry,4,https://www.mbta.com/schedules/Boat-F4,008EAA,FFFFFF,30001,Ferry,line-Boat-F4, ,Ferry,2577.43616882073
297,0.159545991605,b0021,Boat-F1,1, ,Hingham/Hull Ferry,Ferry,4,https://www.mbta.com/schedules/Boat-F1,008EAA,FFFFFF,30002,Ferry,line-Boat-F1, ,Ferry,19425.76379683
