route_id,month,time_difference
01,2022-01,4.21827719758534
01,2022-02,6.3316754987719746
01,2022-03,5.03087094586772
01,2022-04,4.86921329363372
01,2022-05,5.05190093684636
01,2022-06,5.030293007403064
01,2022-07,5.326409527652532
01,2022-08,6.096880774653029
01,2022-09,9.135757525828557
01,2022-10,7.7953073315376615
01,2022-11,5.870398047174575
01,2022-12,4.527470669427191
04,2022-01,1.464966543766216
04,2022-02,1.40332750837338
04,2022-03,2.2878733785552776
04,2022-04,2.6679116151740323
04,2022-05,2.479525279814743
04,2022-06,4.673317984139166
04,2022-07,5.074730202158383
04,2022-08,4.548945578231292
04,2022-09,6.2224105865522175
04,2022-10,5.339613626921479
04,2022-11,5.275106705218229
04,2022-12,5.648230951385987
07,2022-01,2.206267159565039
07,2022-02,3.1506699269779594
07,2022-03,4.340912032278939
07,2022-04,4.594950099800399
07,2022-05,4.9523323020067895
07,2022-06,5.55141186248277
07,2022-07,4.736304239832394
07,2022-08,4.589397263437446
07,2022-09,6.807525282569899
07,2022-10,5.869974974651048
07,2022-11,5.489548796791444
07,2022-12,3.8733119114562413
08,2022-01,5.062805882805883
08,2022-02,6.1896994508565975
08,2022-03,5.886025417574436
08,2022-04,6.3159081900231735
08,2022-05,6.806231525245704
08,2022-06,6.548517735062387
08,2022-07,4.475700598435802
08,2022-08,5.073010998535521
08,2022-09,8.922409877023915
08,2022-10,8.277609028842136
08,2022-11,7.308297060307847
08,2022-12,5.469739936151989
09,2022-01,2.7829428400923693
09,2022-02,3.744504456401199
09,2022-03,3.7484088920007004
09,2022-04,3.840174278846154
09,2022-05,4.043493335249524
09,2022-06,4.676265367150293
09,2022-07,4.836682106968386
09,2022-08,6.178796609972177
09,2022-09,8.160283154674687
09,2022-10,6.185873512452459
09,2022-11,5.515509545778478
09,2022-12,5.53233181431992
10,2022-01,3.179892253054837
10,2022-02,3.863396664555626
10,2022-03,4.259719715768103
10,2022-04,4.058700750469043
10,2022-05,4.5523204104903074
10,2022-06,4.69382258535162
10,2022-07,4.374270450483019
10,2022-08,5.454171011470281
10,2022-09,6.624423732210865
10,2022-10,5.7604946211412535
10,2022-11,5.269965267440707
10,2022-12,4.666619580145183
100,2022-01,1.5104251527494907
100,2022-02,1.507116788321168
100,2022-03,1.8459704097314475
100,2022-04,1.548639926233287
100,2022-05,2.4369888934594814
100,2022-06,3.0119557429453265
100,2022-07,2.48018200057323
100,2022-08,2.6876349689972203
100,2022-09,3.637505499340079
100,2022-10,2.843654865023968
100,2022-11,2.850457629565468
100,2022-12,2.2252380135517624
101,2022-01,2.26962891136852
101,2022-02,4.068835309912732
101,2022-03,3.4189055079597983
101,2022-04,3.4762639821029087
101,2022-05,4.649661520395123
101,2022-06,4.067696841734846
101,2022-07,2.010328624681185
101,2022-08,1.7039496176338282
101,2022-09,2.9675914497307
101,2022-10,2.8071135578583766
101,2022-11,2.777946551788445
101,2022-12,2.0856645396879174
104,2022-01,3.11225422953818
104,2022-02,4.9330159151193635
104,2022-03,4.4729999546217725
104,2022-04,4.83033107781537
104,2022-05,6.797905324038739
104,2022-06,6.28177230348131
104,2022-07,4.178603987088078
104,2022-08,3.5817346082872
104,2022-09,3.9113656975193387
104,2022-10,3.6913545883940624
104,2022-11,3.156814329401485
104,2022-12,3.39031644063764
105,2022-01,0.4351427579623362
105,2022-02,1.5153184892897409
105,2022-03,0.6647199287680103
105,2022-04,1.2201319283817358
105,2022-05,2.3301334353221144
105,2022-06,2.3284084084084085
105,2022-07,1.4073807655418957
105,2022-08,1.7231898482209504
105,2022-09,2.969476490124104
105,2022-10,2.1231199449320255
105,2022-11,2.1073530684670647
105,2022-12,1.9528046093882392
106,2022-01,0.7260917681110071
106,2022-02,1.217156951758368
106,2022-03,1.1539236138971356
106,2022-04,1.2222716562716562
106,2022-05,1.9983424561403509
106,2022-06,1.2961563064942287
106,2022-07,1.0664188455433965
106,2022-08,1.1695134990644214
106,2022-09,2.4394737597199505
106,2022-10,2.0554346026490067
106,2022-11,1.692717627545184
106,2022-12,2.0222526392632525
108,2022-01,2.3885987544483984
108,2022-02,3.1432450393999813
108,2022-03,2.287724178013949
108,2022-04,2.2212151891304983
108,2022-05,3.007452442235437
108,2022-06,2.68678066850448
108,2022-07,2.0192972229695396
108,2022-08,2.1257797189092336
108,2022-09,3.7164345018450184
108,2022-10,4.207382862981998
108,2022-11,3.5272368582657823
108,2022-12,2.640615034168565
109,2022-01,1.2563558851962788
109,2022-02,2.4334492549098665
109,2022-03,2.3992505914413202
109,2022-04,2.5468105795410345
109,2022-05,5.409037914920267
109,2022-06,4.983766521996449
109,2022-07,2.9219502901186454
109,2022-08,2.882190870023514
109,2022-09,3.2131511310624066
109,2022-10,3.046091153531406
109,2022-11,2.5924228982935866
109,2022-12,2.712094575454996
11,2022-01,4.420042419705557
11,2022-02,5.513829604130809
11,2022-03,5.319861729361314
11,2022-04,5.364032567049808
11,2022-05,5.474889994584349
11,2022-06,5.769682726204465
11,2022-07,5.351412458970599
11,2022-08,6.299340112328274
11,2022-09,8.301483510522889
11,2022-10,7.81701772770937
11,2022-11,6.903441067695771
11,2022-12,6.796383765815998
110,2022-01,1.2353108737332237
110,2022-02,2.022530955918772
110,2022-03,2.055293647962217
