route_id,direction_id,end_to_end_travel_time
01,Inbound,14.5
01,Outbound,32.43333333333333
07,Inbound,15.645333333333333
07,Outbound,12.99
08,Inbound,43.83866666666667
08,Outbound,47.46666666666667
09,Inbound,29.74318181818182
09,Outbound,22.412962962962965
10,Inbound,33.834666666666664
10,Outbound,32.6125
100,Inbound,10.660294117647059
100,Outbound,10.654040404040403
101,Inbound,24.520666666666667
101,Outbound,28.6875
104,Inbound,23.775000000000002
104,Outbound,24.147872340425533
105,Inbound,25.702380952380953
105,Outbound,29.852083333333333
106,Inbound,24.127976190476193
106,Outbound,22.90297619047619
108,Inbound,24.885185185185183
108,Outbound,29.56728395061728
109,Inbound,20.35037037037037
109,Outbound,21.764492753623188
11,Inbound,28.776666666666664
11,Outbound,22.953030303030303
110,Inbound,23.433854166666666
110,Outbound,23.393888888888892
111,Inbound,19.383333333333333
111,Outbound,28.95
112,Inbound,42.53921568627451
112,Outbound,43.273148148148145
116,Inbound,23.833333333333332
116,Outbound,19.183333333333334
117,Inbound,19.0
117,Outbound,18.016666666666666
119,Inbound,35.75757575757576
119,Outbound,24.26666666666667
120,Inbound,19.71666666666667
120,Outbound,23.949479166666666
132,Inbound,28.79666666666667
132,Outbound,20.633333333333333
134,Inbound,25.435238095238095
134,Outbound,24.077604166666667
137,Inbound,41.61770833333333
137,Outbound,40.11666666666667
14,Inbound,41.542500000000004
14,Outbound,40.199074074074076
15,Inbound,12.966666666666667
15,Outbound,17.25
16,Inbound,23.28525641025641
16,Outbound,25.856410256410257
17,Inbound,16.64753086419753
17,Outbound,13.565333333333333
18,Inbound,26.844444444444445
18,Outbound,24.197619047619046
191,Inbound,47.91666666666666
191,Outbound,44.03333333333333
192,Inbound,41.8
192,Outbound,25.25
193,Inbound,30.533333333333335
193,Outbound,28.05
194,Inbound,24.366666666666667
201,Inbound,11.483888888888888
201,Outbound,11.083333333333334
21,Inbound,14.256060606060606
21,Outbound,13.38186274509804
210,Inbound,9.065384615384614
210,Outbound,8.570512820512821
211,Inbound,18.444871794871794
211,Outbound,25.7
215,Inbound,24.66266666666667
215,Outbound,27.787037037037038
216,Inbound,10.664444444444445
216,Outbound,19.46989247311828
22,Inbound,20.233333333333334
22,Outbound,14.399999999999999
220,Inbound,21.13817204301075
220,Outbound,22.222395833333334
222,Inbound,21.120512820512822
222,Outbound,19.1
225,Inbound,19.032638888888886
225,Outbound,19.904545454545456
226,Inbound,21.077380952380953
226,Outbound,18.053571428571427
23,Inbound,17.116666666666667
23,Outbound,20.85
230,Inbound,41.89090909090908
230,Outbound,37.60740740740741
236,Inbound,29.421212121212122
236,Outbound,25.464444444444446
238,Inbound,40.65208333333334
238,Outbound,38.87962962962963
24,Inbound,22.987037037037037
24,Outbound,29.131944444444443
240,Inbound,29.008695652173916
240,Outbound,26.275
26,Inbound,9.268095238095238
26,Outbound,8.815238095238096
28,Inbound,12.666666666666666
28,Outbound,28.5
29,Inbound,27.061666666666667
29,Outbound,26.62121212121212
30,Inbound,16.26014492753623
30,Outbound,17.484126984126984
31,Inbound,10.591145833333334
31,Outbound,11.563131313131313
32,Inbound,12.083333333333334
32,Outbound,8.0
33,Inbound,19.31153846153846
