route_id,direction_id,delay_time
01,Inbound,3.842592592592593
01,Outbound,2.474074074074074
04,Inbound,1.8777777777777775
04,Outbound,3.576262626262626
07,Inbound,2.0479629629629628
07,Outbound,1.63013468013468
08,Inbound,5.108744588744589
08,Outbound,5.707815198618308
09,Inbound,2.8941767068273094
09,Outbound,1.7097582037996546
10,Inbound,3.5076388888888888
10,Outbound,3.385331230283912
100,Inbound,0.5895238095238096
100,Outbound,1.2489285714285714
101,Inbound,2.2719065656565656
101,Outbound,3.2311621966794384
104,Inbound,3.326536643026005
104,Outbound,2.2601851851851853
105,Inbound,1.3697916666666665
105,Outbound,1.4525000000000001
106,Inbound,2.0023696682464456
106,Outbound,1.703582554517134
108,Inbound,3.4294540229885055
108,Outbound,3.852211690363349
109,Inbound,1.5936868686868688
109,Outbound,1.8074074074074074
11,Inbound,3.9557123655913977
11,Outbound,3.3345878136200717
110,Inbound,2.058689024390244
110,Outbound,1.7691501103752758
111,Inbound,1.4233333333333333
111,Outbound,1.8416666666666668
112,Inbound,1.955687830687831
112,Outbound,2.607142857142857
114,Inbound,5.2162037037037035
114,Outbound,5.0740740740740735
116,Inbound,0.4611111111111111
116,Outbound,0.011111111111111112
117,Inbound,1.17
117,Outbound,4.71969696969697
119,Inbound,1.6469135802469137
119,Outbound,0.7338709677419355
120,Inbound,2.3879336349924585
120,Outbound,2.460810810810811
121,Inbound,4.119097222222222
121,Outbound,5.21797385620915
131,Inbound,3.5551136363636364
131,Outbound,5.119128787878788
132,Inbound,1.5684
132,Outbound,1.9882608695652175
134,Inbound,4.389330218068536
134,Outbound,4.554959349593496
137,Inbound,3.4504504504504503
137,Outbound,3.609265010351967
14,Inbound,1.89880174291939
14,Outbound,0.7018518518518518
15,Inbound,3.4681818181818183
15,Outbound,0.0
16,Inbound,3.8165763324299906
16,Outbound,2.8345132743362833
17,Inbound,2.5184313725490197
17,Outbound,2.5108333333333333
171,Outbound,0.686111111111111
18,Inbound,1.0029166666666667
18,Outbound,1.8191666666666666
19,Inbound,5.265552016985138
19,Outbound,6.019980787704131
191,Inbound,0.06666666666666667
191,Outbound,1.5106060606060607
192,Inbound,0.7259259259259259
192,Outbound,0.5240740740740741
193,Inbound,1.5092592592592593
193,Outbound,1.525925925925926
194,Inbound,0.3104166666666667
201,Inbound,1.7523809523809524
201,Outbound,2.0299564270152506
202,Inbound,2.1314102564102564
202,Outbound,2.469965277777778
21,Inbound,3.879505582137161
21,Outbound,3.175646551724138
210,Inbound,3.3060827250608273
210,Outbound,2.947089947089947
