Year,Mode,Type_of_Service,Fuel_Source,Units,Volume,Miles_Traveled,Efficiency,ObjectId
2016,CR,PT,Bio-Diesel,gal,0,0,0,1
2016,CR,PT,Compressed Natural Gas,gal,0,0,0,2
2016,CR,PT,Diesel,gal,12704208,8486922,0.668,3
2016,CR,PT,Electric Battery,kwh,0,0,0,4
2016,CR,PT,Electric Propulsion,kwh,0,0,0,5
2016,CR,PT,Gasoline,gal,0,0,0,6
2016,CR,PT,Liquefied Petroleum Gas,gal,0,0,0,7
2016,CR,PT,Other Fuel,gal,0,0,0,8
2016,DR,PT,Bio-Diesel,gal,0,0,0,9
2016,DR,PT,Compressed Natural Gas,gal,0,0,0,10
2016,DR,PT,Diesel,gal,0,0,0,11
2016,DR,PT,Electric Battery,kwh,0,0,0,12
2016,DR,PT,Electric Propulsion,kwh,0,0,0,13
2016,DR,PT,Gasoline,gal,2047027,12928651,6.3158,14
2016,DR,PT,Liquefied Petroleum Gas,gal,0,0,0,15
2016,DR,PT,Other Fuel,gal,0,0,0,16
2016,FB,PT,Bio-Diesel,gal,0,0,0,17
2016,FB,PT,Compressed Natural Gas,gal,0,0,0,18
2016,FB,PT,Diesel,gal,1019854,230426,0.2259,19
2016,FB,PT,Electric Battery,kwh,0,0,0,20
2016,FB,PT,Electric Propulsion,kwh,0,0,0,21
2016,FB,PT,Gasoline,gal,0,0,0,22
2016,FB,PT,Liquefied Petroleum Gas,gal,0,0,0,23
2016,FB,PT,Other Fuel,gal,0,0,0,24
2016,HR,DO,Bio-Diesel,gal,0,0,0,25
2016,HR,DO,Compressed Natural Gas,gal,0,0,0,26
2016,HR,DO,Diesel,gal,0,0,0,27
2016,HR,DO,Electric Battery,kwh,0,0,0,28
2016,HR,DO,Electric Propulsion,kwh,209822770,23910785,0.114,29
2016,HR,DO,Gasoline,gal,0,0,0,30
2016,HR,DO,Liquefied Petroleum Gas,gal,0,0,0,31
2016,HR,DO,Other Fuel,gal,0,0,0,32
2016,LR,DO,Bio-Diesel,gal,0,0,0,33
2016,LR,DO,Compressed Natural Gas,gal,0,0,0,34
2016,LR,DO,Diesel,gal,0,0,0,35
2016,LR,DO,Electric Battery,kwh,0,0,0,36
2016,LR,DO,Electric Propulsion,kwh,62798382,6538302,0.1041,37
2016,LR,DO,Gasoline,gal,0,0,0,38
2016,LR,DO,Liquefied Petroleum Gas,gal,0,0,0,39
2016,LR,DO,Other Fuel,gal,0,0,0,40
2016,MB,DO,Bio-Diesel,gal,0,0,0,41
2016,MB,DO,Compressed Natural Gas,gal,4144102,7801279,,42
2016,MB,DO,Diesel,gal,5105648,17030651,3.3356,43
2016,MB,DO,Electric Battery,kwh,0,0,0,44
2016,MB,DO,Electric Propulsion,kwh,0,0,0,45
2016,MB,DO,Gasoline,gal,0,0,0,46
2016,MB,DO,Liquefied Petroleum Gas,gal,0,0,0,47
2016,MB,DO,Other Fuel,gal,,297847,,48
2016,MB,PT,Bio-Diesel,gal,0,0,0,49
2016,MB,PT,Compressed Natural Gas,gal,0,0,0,50
2016,MB,PT,Diesel,gal,76921,282828,3.6769,51
2016,MB,PT,Electric Battery,kwh,0,0,0,52
2016,MB,PT,Electric Propulsion,kwh,0,0,0,53
2016,MB,PT,Gasoline,gal,26902,160707,5.9738,54
2016,MB,PT,Liquefied Petroleum Gas,gal,0,0,0,55
2016,MB,PT,Other Fuel,gal,0,0,0,56
2016,RB,DO,Bio-Diesel,gal,0,0,0,57
2016,RB,DO,Compressed Natural Gas,gal,0,0,0,58
2017,MB,DO,Electric Propulsion,kwh,0,0,0,59
2017,MB,DO,Gasoline,gal,0,0,0,60
2017,MB,DO,Liquefied Petroleum Gas,gal,0,0,0,61
2017,MB,DO,Other Fuel,gal,,144860,,62
2017,MB,PT,Bio-Diesel,gal,0,0,0,63
2017,MB,PT,Compressed Natural Gas,gal,0,0,0,64
2017,MB,PT,Diesel,gal,82603,304021,3.6805,65
2017,MB,PT,Electric Battery,kwh,0,0,0,66
2017,MB,PT,Electric Propulsion,kwh,0,0,0,67
2017,MB,PT,Gasoline,gal,22412,104495,4.6625,68
2017,MB,PT,Liquefied Petroleum Gas,gal,0,0,0,69
2017,MB,PT,Other Fuel,gal,0,0,0,70
2017,RB,DO,Bio-Diesel,gal,0,0,0,71
2017,RB,DO,Compressed Natural Gas,gal,0,0,0,72
2017,RB,DO,Diesel,gal,140162,178915,1.2765,73
2017,RB,DO,Electric Battery,kwh,0,0,0,74
2017,RB,DO,Electric Propulsion,kwh,8695719,,,75
2017,RB,DO,Gasoline,gal,0,0,0,76
2017,RB,DO,Liquefied Petroleum Gas,gal,0,0,0,77
2017,RB,DO,Other Fuel,gal,,381007,,78
2017,TB,DO,Bio-Diesel,gal,0,0,0,79
2017,TB,DO,Compressed Natural Gas,gal,0,0,0,80
2017,TB,DO,Diesel,gal,0,0,0,81
2017,TB,DO,Electric Battery,kwh,0,0,0,82
2017,TB,DO,Electric Propulsion,kwh,3402886,436717,0.1283,83
2017,TB,DO,Gasoline,gal,0,0,0,84
2017,TB,DO,Liquefied Petroleum Gas,gal,0,0,0,85
2017,TB,DO,Other Fuel,gal,0,0,0,86
2018,CR,PT,Bio-Diesel,gal,0,0,0,87
2018,CR,PT,Compressed Natural Gas,gal,0,0,0,88
2018,CR,PT,Diesel,gal,13431915,7234954,0.5386,89
2018,CR,PT,Electric Battery,kwh,0,0,0,90
2018,CR,PT,Electric Propulsion,kwh,0,0,0,91
2018,CR,PT,Gasoline,gal,0,0,0,92
2018,CR,PT,Liquefied Petroleum Gas,gal,0,0,0,93
2018,CR,PT,Other Fuel,gal,0,0,0,94
2018,DR,PT,Bio-Diesel,gal,0,0,0,95
2018,DR,PT,Compressed Natural Gas,gal,0,0,0,96
2018,DR,PT,Diesel,gal,0,0,0,97
2018,DR,PT,Electric Battery,kwh,0,0,0,98
2018,DR,PT,Electric Propulsion,kwh,0,0,0,99
2018,DR,PT,Gasoline,gal,1917386,12221854,6.3742,100
2018,DR,PT,Liquefied Petroleum Gas,gal,0,0,0,101
2018,DR,PT,Other Fuel,gal,0,0,0,102
2018,FB,PT,Bio-Diesel,gal,0,0,0,103
2018,FB,PT,Compressed Natural Gas,gal,0,0,0,104
2018,FB,PT,Diesel,gal,1013304,191183,0.1887,105
2018,FB,PT,Electric Battery,kwh,0,0,0,106
2018,FB,PT,Electric Propulsion,kwh,0,0,0,107
2018,FB,PT,Gasoline,gal,0,0,0,108
2018,FB,PT,Liquefied Petroleum Gas,gal,0,0,0,109
2018,FB,PT,Other Fuel,gal,0,0,0,110
2018,HR,DO,Bio-Diesel,gal,0,0,0,111
2018,HR,DO,Compressed Natural Gas,gal,0,0,0,112
2018,HR,DO,Diesel,gal,0,0,0,113
2018,HR,DO,Electric Battery,kwh,0,0,0,114
2018,HR,DO,Electric Propulsion,kwh,190548777,23880613,0.1253,115
2018,HR,DO,Gasoline,gal,0,0,0,116
2018,HR,DO,Liquefied Petroleum Gas,gal,0,0,0,117
2018,HR,DO,Other Fuel,gal,0,0,0,118
2018,LR,DO,Bio-Diesel,gal,0,0,0,119
2018,LR,DO,Compressed Natural Gas,gal,0,0,0,120
2018,LR,DO,Diesel,gal,0,0,0,121
2018,LR,DO,Electric Battery,kwh,0,0,0,122
2018,LR,DO,Electric Propulsion,kwh,46897530,6202925,0.1323,123
2018,LR,DO,Gasoline,gal,0,0,0,124
2018,LR,DO,Liquefied Petroleum Gas,gal,0,0,0,125
2018,LR,DO,Other Fuel,gal,0,0,0,126
2018,MB,DO,Bio-Diesel,gal,0,0,0,127
2018,MB,DO,Compressed Natural Gas,gal,1842320,4396790,,128
2018,MB,DO,Diesel,gal,5605742,20363490,3.6326,129
2018,MB,DO,Electric Battery,kwh,0,0,0,130
2018,MB,DO,Electric Propulsion,kwh,0,0,0,131
2018,MB,DO,Gasoline,gal,0,0,0,132
2018,MB,DO,Liquefied Petroleum Gas,gal,0,0,0,133
2018,MB,DO,Other Fuel,gal,0,0,0,134
2018,MB,PT,Bio-Diesel,gal,0,0,0,135
2018,MB,PT,Compressed Natural Gas,gal,0,0,0,136
2018,MB,PT,Diesel,gal,49618,311808,6.2842,137
2018,MB,PT,Electric Battery,kwh,0,0,0,138
2018,MB,PT,Electric Propulsion,kwh,0,0,0,139
2018,MB,PT,Gasoline,gal,15195,105974,6.9743,140
2018,MB,PT,Liquefied Petroleum Gas,gal,0,0,0,141
2018,MB,PT,Other Fuel,gal,0,0,0,142
2018,RB,DO,Bio-Diesel,gal,0,0,0,143
2018,RB,DO,Compressed Natural Gas,gal,0,0,0,144
2018,RB,DO,Diesel,gal,295567,370931,1.255,145
2018,RB,DO,Electric Battery,kwh,0,0,0,146
2018,RB,DO,Electric Propulsion,kwh,8695719,,,147
2018,RB,DO,Gasoline,gal,0,0,0,148
2018,RB,DO,Liquefied Petroleum Gas,gal,0,0,0,149
2018,RB,DO,Other Fuel,gal,,839893,,150
2018,TB,DO,Bio-Diesel,gal,0,0,0,151
2018,TB,DO,Compressed Natural Gas,gal,0,0,0,152
2018,TB,DO,Diesel,gal,0,0,0,153
2018,TB,DO,Electric Battery,kwh,0,0,0,154
2018,TB,DO,Electric Propulsion,kwh,4503987,613097,0.1361,155
2018,TB,DO,Gasoline,gal,0,0,0,156
2018,TB,DO,Liquefied Petroleum Gas,gal,0,0,0,157
2018,TB,DO,Other Fuel,gal,0,0,0,158
2019,CR,PT,Bio-Diesel,gal,0,0,0,159
2019,CR,PT,Compressed Natural Gas,gal,0,0,0,160
2019,CR,PT,Diesel,gal,13813617,7667743,0.5551,161
2019,CR,PT,Electric Battery,kwh,0,0,0,162
2019,CR,PT,Electric Propulsion,kwh,0,0,0,163
2019,CR,PT,Gasoline,gal,0,0,0,164
2019,CR,PT,Liquefied Petroleum Gas,gal,0,0,0,165
2019,CR,PT,Other Fuel,gal,0,0,0,166
2019,DR,PT,Bio-Diesel,gal,0,0,0,167
2019,DR,PT,Compressed Natural Gas,gal,0,0,0,168
2019,DR,PT,Diesel,gal,0,0,0,169
2019,DR,PT,Electric Battery,kwh,0,0,0,170
2019,DR,PT,Electric Propulsion,kwh,0,0,0,171
2019,DR,PT,Gasoline,gal,1862649,16306583,8.7545,172
2019,DR,PT,Liquefied Petroleum Gas,gal,0,0,0,173
2019,DR,PT,Other Fuel,gal,0,0,0,174
2016,RB,DO,Diesel,gal,273700,376385,1.3752,175
2016,RB,DO,Electric Battery,kwh,0,0,0,176
2016,RB,DO,Electric Propulsion,kwh,9907683,,,177
2016,RB,DO,Gasoline,gal,0,0,0,178
2016,RB,DO,Liquefied Petroleum Gas,gal,0,0,0,179
2016,RB,DO,Other Fuel,gal,,734646,,180
2016,TB,DO,Bio-Diesel,gal,0,0,0,181
2016,TB,DO,Compressed Natural Gas,gal,0,0,0,182
2016,TB,DO,Diesel,gal,0,0,0,183
2016,TB,DO,Electric Battery,kwh,0,0,0,184
2016,TB,DO,Electric Propulsion,kwh,1675208,267588,0.1597,185
2016,TB,DO,Gasoline,gal,0,0,0,186
2016,TB,DO,Liquefied Petroleum Gas,gal,0,0,0,187
2016,TB,DO,Other Fuel,gal,0,0,0,188
2017,CR,PT,Bio-Diesel,gal,0,0,0,189
2017,CR,PT,Compressed Natural Gas,gal,0,0,0,190
2017,CR,PT,Diesel,gal,12651108,8010666,0.6332,191
2017,CR,PT,Electric Battery,kwh,0,0,0,192
2017,CR,PT,Electric Propulsion,kwh,0,0,0,193
2017,CR,PT,Gasoline,gal,0,0,0,194
2017,CR,PT,Liquefied Petroleum Gas,gal,0,0,0,195
2017,CR,PT,Other Fuel,gal,0,0,0,196
2017,DR,PT,Bio-Diesel,gal,0,0,0,197
2017,DR,PT,Compressed Natural Gas,gal,0,0,0,198
2017,DR,PT,Diesel,gal,0,0,0,199
2017,DR,PT,Electric Battery,kwh,0,0,0,200
2017,DR,PT,Electric Propulsion,kwh,0,0,0,201
2017,DR,PT,Gasoline,gal,1965479,13232478,6.7324,202
2017,DR,PT,Liquefied Petroleum Gas,gal,0,0,0,203
2017,DR,PT,Other Fuel,gal,0,0,0,204
2017,FB,PT,Bio-Diesel,gal,0,0,0,205
2017,FB,PT,Compressed Natural Gas,gal,0,0,0,206
2017,FB,PT,Diesel,gal,1007221,231504,0.2298,207
2017,FB,PT,Electric Battery,kwh,0,0,0,208
2017,FB,PT,Electric Propulsion,kwh,0,0,0,209
2017,FB,PT,Gasoline,gal,0,0,0,210
2017,FB,PT,Liquefied Petroleum Gas,gal,0,0,0,211
2017,FB,PT,Other Fuel,gal,0,0,0,212
2017,HR,DO,Bio-Diesel,gal,0,0,0,213
2017,HR,DO,Compressed Natural Gas,gal,0,0,0,214
2017,HR,DO,Diesel,gal,0,0,0,215
2017,HR,DO,Electric Battery,kwh,0,0,0,216
2017,HR,DO,Electric Propulsion,kwh,191095148,24234458,0.1268,217
2017,HR,DO,Gasoline,gal,0,0,0,218
2017,HR,DO,Liquefied Petroleum Gas,gal,0,0,0,219
2017,HR,DO,Other Fuel,gal,0,0,0,220
2017,LR,DO,Bio-Diesel,gal,0,0,0,221
2017,LR,DO,Compressed Natural Gas,gal,0,0,0,222
2017,LR,DO,Diesel,gal,0,0,0,223
2017,LR,DO,Electric Battery,kwh,0,0,0,224
2017,LR,DO,Electric Propulsion,kwh,51239473,6163437,0.1203,225
2017,LR,DO,Gasoline,gal,0,0,0,226
2017,LR,DO,Liquefied Petroleum Gas,gal,0,0,0,227
2017,LR,DO,Other Fuel,gal,0,0,0,228
2017,MB,DO,Bio-Diesel,gal,0,0,0,229
2017,MB,DO,Compressed Natural Gas,gal,3189466,6675387,,230
2017,MB,DO,Diesel,gal,5380946,18934431,3.5188,231
2017,MB,DO,Electric Battery,kwh,0,0,0,232
2019,FB,PT,Bio-Diesel,gal,0,0,0,233
2019,FB,PT,Compressed Natural Gas,gal,0,0,0,234
2019,FB,PT,Diesel,gal,1202108,239955,0.1996,235
2019,FB,PT,Electric Battery,kwh,0,0,0,236
2019,FB,PT,Electric Propulsion,kwh,0,0,0,237
2019,FB,PT,Gasoline,gal,0,0,0,238
2019,FB,PT,Liquefied Petroleum Gas,gal,0,0,0,239
2019,FB,PT,Other Fuel,gal,0,0,0,240
2019,HR,DO,Bio-Diesel,gal,0,0,0,241
2019,HR,DO,Compressed Natural Gas,gal,0,0,0,242
2019,HR,DO,Diesel,gal,0,0,0,243
2019,HR,DO,Electric Battery,kwh,0,0,0,244
2019,HR,DO,Electric Propulsion,kwh,190322755,23639631,0.1242,245
2019,HR,DO,Gasoline,gal,0,0,0,246
2019,HR,DO,Liquefied Petroleum Gas,gal,0,0,0,247
2019,HR,DO,Other Fuel,gal,0,0,0,248
2019,LR,DO,Bio-Diesel,gal,0,0,0,249
2019,LR,DO,Compressed Natural Gas,gal,0,0,0,250
2019,LR,DO,Diesel,gal,0,0,0,251
2019,LR,DO,Electric Battery,kwh,0,0,0,252
2019,LR,DO,Electric Propulsion,kwh,48371041,5784446,0.1196,253
2019,LR,DO,Gasoline,gal,0,0,0,254
2019,LR,DO,Liquefied Petroleum Gas,gal,0,0,0,255
2019,LR,DO,Other Fuel,gal,0,0,0,256
2019,MB,DO,Bio-Diesel,gal,5617942,,,257
2019,MB,DO,Compressed Natural Gas,gal,1720936,4338409,,258
2019,MB,DO,Diesel,gal,,20391374,,259
2019,MB,DO,Electric Battery,kwh,0,0,0,260
2019,MB,DO,Electric Propulsion,kwh,0,0,0,261
2019,MB,DO,Gasoline,gal,0,0,0,262
2019,MB,DO,Liquefied Petroleum Gas,gal,0,0,0,263
2019,MB,DO,Other Fuel,gal,0,0,0,264
2019,MB,PT,Bio-Diesel,gal,0,0,0,265
2019,MB,PT,Compressed Natural Gas,gal,0,0,0,266
2019,MB,PT,Diesel,gal,171178,291398,1.7023,267
2019,MB,PT,Electric Battery,kwh,0,0,0,268
2019,MB,PT,Electric Propulsion,kwh,0,0,0,269
2019,MB,PT,Gasoline,gal,33865,102417,3.0243,270
2019,MB,PT,Liquefied Petroleum Gas,gal,0,0,0,271
2019,MB,PT,Other Fuel,gal,0,0,0,272
2019,RB,DO,Bio-Diesel,gal,0,0,0,273
2019,RB,DO,Compressed Natural Gas,gal,0,0,0,274
2019,RB,DO,Diesel,gal,372280,403276,1.0833,275
2019,RB,DO,Electric Battery,kwh,0,0,0,276
2019,RB,DO,Electric Propulsion,kwh,6836648,,,277
2019,RB,DO,Gasoline,gal,0,0,0,278
2019,RB,DO,Liquefied Petroleum Gas,gal,0,0,0,279
2019,RB,DO,Other Fuel,gal,,1170837,,280
2019,TB,DO,Bio-Diesel,gal,0,0,0,281
2019,TB,DO,Compressed Natural Gas,gal,0,0,0,282
2019,TB,DO,Diesel,gal,0,0,0,283
2019,TB,DO,Electric Battery,kwh,0,0,0,284
2019,TB,DO,Electric Propulsion,kwh,4760818,582121,0.1223,285
2019,TB,DO,Gasoline,gal,0,0,0,286
2019,TB,DO,Liquefied Petroleum Gas,gal,0,0,0,287
2019,TB,DO,Other Fuel,gal,0,0,0,288
